Gender,Age,Education,Employment,Context
Female,52,No High School Degree,Unemployed,moderate stability
Female,47,High School Degree,Employed,moderate stability
Male,37,No High School Degree,Employed,stable and supportive life
Female,46,High School Degree,Employed,moderate stability
Male,43,High School Degree,Employed,moderate stability
Female,49,High School Degree,Unemployed,unstable life
Female,55,No High School Degree,Unemployed,precarious life
Female,64,No High School Degree,Unemployed,precarious life
Male,55,No High School Degree,Unemployed,unstable life
Female,36,High School Degree,Employed,stable and supportive life
Female,54,No High School Degree,Employed,precarious life
Male,54,No High School Degree,Unemployed,stable and supportive life
Female,44,No High School Degree,Employed,moderate stability
Male,46,No High School Degree,Unemployed,stable and supportive life
Female,50,Degree,Employed,moderate stability
Male,43,High School Degree,Employed,moderate stability
Male,54,Degree,Unemployed,precarious life
Male,52,High School Degree,Employed,unstable life
Female,50,High School Degree,Unemployed,moderate stability
Male,45,No High School Degree,Unemployed,precarious life
Female,51,No High School Degree,Unemployed,unstable life
Male,53,Degree,Unemployed,moderate stability
Male,50,High School Degree,Unemployed,unstable life
Female,57,High School Degree,Unemployed,stable and supportive life
Female,42,No High School Degree,Employed,stable and supportive life
Male,47,No High School Degree,Employed,stable and supportive life
Female,57,High School Degree,Unemployed,precarious life
Female,44,No High School Degree,Employed,unstable life
Female,33,No High School Degree,Employed,stable and supportive life
Male,40,High School Degree,Employed,precarious life
Male,54,Degree,Unemployed,stable and supportive life
Female,41,No High School Degree,Unemployed,stable and supportive life
Male,64,High School Degree,Employed,stable and supportive life
Female,48,No High School Degree,Unemployed,precarious life
Female,52,High School Degree,Unemployed,precarious life
Female,57,No High School Degree,Unemployed,stable and supportive life
Female,65,Degree,Unemployed,precarious life
Female,67,High School Degree,Unemployed,unstable life
Male,57,No High School Degree,Employed,moderate stability
Female,52,No High School Degree,Unemployed,stable and supportive life
Male,52,High School Degree,Employed,moderate stability
Male,54,No High School Degree,Unemployed,moderate stability
Female,50,No High School Degree,Unemployed,unstable life
Female,43,High School Degree,Employed,moderate stability
Female,45,High School Degree,Employed,stable and supportive life
Female,52,High School Degree,Unemployed,unstable life
Male,46,Degree,Employed,moderate stability
Male,51,High School Degree,Unemployed,stable and supportive life
Female,54,No High School Degree,Employed,moderate stability
Male,48,No High School Degree,Employed,moderate stability
Male,58,No High School Degree,Unemployed,moderate stability
Male,43,No High School Degree,Unemployed,precarious life
Male,50,High School Degree,Unemployed,precarious life
Male,41,High School Degree,Employed,stable and supportive life
Male,33,No High School Degree,Unemployed,stable and supportive life
Male,45,High School Degree,Unemployed,stable and supportive life
Male,45,No High School Degree,Unemployed,stable and supportive life
Female,60,High School Degree,Unemployed,moderate stability
Male,54,No High School Degree,Unemployed,moderate stability
Male,39,No High School Degree,Employed,stable and supportive life
Female,61,High School Degree,Employed,moderate stability
Male,56,High School Degree,Unemployed,moderate stability
Female,51,No High School Degree,Employed,stable and supportive life
Female,44,No High School Degree,Unemployed,stable and supportive life
Male,44,High School Degree,Employed,precarious life
Male,48,No High School Degree,Unemployed,precarious life
Female,61,No High School Degree,Unemployed,unstable life
Female,62,No High School Degree,Employed,moderate stability
Male,65,High School Degree,Employed,unstable life
Female,46,No High School Degree,Employed,precarious life
Male,41,No High School Degree,Unemployed,moderate stability
Female,53,High School Degree,Unemployed,precarious life
Male,36,No High School Degree,Employed,moderate stability
Female,56,High School Degree,Unemployed,unstable life
Female,53,No High School Degree,Employed,unstable life
Female,43,No High School Degree,Employed,stable and supportive life
Female,40,No High School Degree,Unemployed,precarious life
Male,57,No High School Degree,Employed,unstable life
Male,46,No High School Degree,Employed,moderate stability
Male,39,No High School Degree,Employed,stable and supportive life
Male,32,No High School Degree,Employed,unstable life
Female,48,No High School Degree,Employed,moderate stability
Male,66,Degree,Employed,unstable life
Male,66,No High School Degree,Unemployed,unstable life
Female,46,No High School Degree,Employed,moderate stability
Female,45,High School Degree,Unemployed,moderate stability
Female,51,No High School Degree,Employed,moderate stability
Female,40,No High School Degree,Employed,moderate stability
Male,47,High School Degree,Unemployed,stable and supportive life
Male,55,No High School Degree,Unemployed,moderate stability
Female,60,No High School Degree,Employed,precarious life
Female,46,High School Degree,Unemployed,stable and supportive life
Male,50,High School Degree,Unemployed,precarious life
Female,44,High School Degree,Unemployed,precarious life
Male,48,No High School Degree,Unemployed,unstable life
Male,53,No High School Degree,Employed,unstable life
Female,47,Degree,Employed,stable and supportive life
Female,53,No High School Degree,Unemployed,stable and supportive life
Female,42,Master,Employed,moderate stability
Male,61,No High School Degree,Unemployed,precarious life
Female,51,High School Degree,Employed,unstable life
Male,53,No High School Degree,Employed,unstable life
Male,47,No High School Degree,Unemployed,precarious life
Female,32,No High School Degree,Employed,moderate stability
Female,54,No High School Degree,Unemployed,moderate stability
Female,53,No High School Degree,Unemployed,moderate stability
Female,50,High School Degree,Unemployed,precarious life
Female,45,High School Degree,Unemployed,stable and supportive life
Female,51,Degree,Unemployed,moderate stability
Male,38,No High School Degree,Unemployed,moderate stability
Male,45,No High School Degree,Unemployed,moderate stability
Male,56,No High School Degree,Employed,precarious life
Male,43,Degree,Employed,unstable life
Female,53,No High School Degree,Employed,precarious life
Male,37,No High School Degree,Employed,stable and supportive life
Male,58,High School Degree,Unemployed,unstable life
Male,53,No High School Degree,Unemployed,unstable life
Female,43,High School Degree,Unemployed,unstable life
Male,62,No High School Degree,Employed,unstable life
Female,41,High School Degree,Unemployed,stable and supportive life
Male,42,No High School Degree,Employed,moderate stability
Male,51,Degree,Unemployed,precarious life
Female,62,No High School Degree,Unemployed,unstable life
Female,42,No High School Degree,Employed,precarious life
Male,50,No High School Degree,Employed,precarious life
Female,56,No High School Degree,Employed,unstable life
Female,55,No High School Degree,Unemployed,precarious life
Male,52,No High School Degree,Unemployed,precarious life
Female,46,High School Degree,Unemployed,moderate stability
Female,42,High School Degree,Employed,moderate stability
Female,55,Master,Employed,unstable life
Female,43,High School Degree,Unemployed,precarious life
Female,28,No High School Degree,Unemployed,moderate stability
Female,53,High School Degree,Employed,moderate stability
Female,52,High School Degree,Employed,stable and supportive life
Female,31,No High School Degree,Unemployed,moderate stability
Female,46,No High School Degree,Employed,unstable life
Female,58,High School Degree,Employed,unstable life
Female,62,No High School Degree,Employed,moderate stability
Male,54,No High School Degree,Unemployed,unstable life
Female,44,No High School Degree,Unemployed,moderate stability
Female,44,High School Degree,Unemployed,stable and supportive life
Male,58,High School Degree,Unemployed,moderate stability
Female,46,High School Degree,Unemployed,precarious life
Male,42,High School Degree,Employed,moderate stability
Male,47,No High School Degree,Unemployed,precarious life
Female,42,Degree,Employed,moderate stability
Male,46,High School Degree,Unemployed,stable and supportive life
Female,62,No High School Degree,Employed,precarious life
Female,47,No High School Degree,Employed,stable and supportive life
Female,44,No High School Degree,Employed,stable and supportive life
Male,50,No High School Degree,Employed,unstable life
Male,43,No High School Degree,Employed,unstable life
Female,60,No High School Degree,Employed,unstable life
Female,54,High School Degree,Unemployed,unstable life
Female,52,High School Degree,Employed,unstable life
Male,70,High School Degree,Unemployed,moderate stability
Female,56,No High School Degree,Unemployed,unstable life
Female,46,No High School Degree,Unemployed,precarious life
Female,43,No High School Degree,Unemployed,stable and supportive life
Male,62,No High School Degree,Unemployed,unstable life
Female,47,High School Degree,Employed,stable and supportive life
Female,42,High School Degree,Employed,precarious life
Female,60,No High School Degree,Employed,unstable life
Male,43,No High School Degree,Unemployed,moderate stability
Female,61,No High School Degree,Unemployed,moderate stability
Female,53,No High School Degree,Employed,stable and supportive life
Male,44,No High School Degree,Employed,moderate stability
Female,55,No High School Degree,Unemployed,stable and supportive life
Female,52,No High School Degree,Employed,precarious life
Male,59,No High School Degree,Unemployed,unstable life
Male,50,Degree,Unemployed,stable and supportive life
Female,41,Degree,Unemployed,stable and supportive life
Male,40,No High School Degree,Unemployed,stable and supportive life
Female,58,No High School Degree,Unemployed,precarious life
Male,48,Degree,Employed,precarious life
Female,44,No High School Degree,Unemployed,stable and supportive life
Male,44,No High School Degree,Unemployed,precarious life
Female,48,No High School Degree,Employed,stable and supportive life
Female,60,No High School Degree,Employed,stable and supportive life
Female,43,High School Degree,Employed,precarious life
Female,47,Degree,Employed,stable and supportive life
Male,57,No High School Degree,Unemployed,stable and supportive life
Female,53,High School Degree,Unemployed,unstable life
Male,49,High School Degree,Employed,stable and supportive life
Male,42,High School Degree,Employed,moderate stability
Male,49,No High School Degree,Unemployed,stable and supportive life
Male,50,No High School Degree,Employed,precarious life
Female,52,No High School Degree,Employed,stable and supportive life
Female,59,High School Degree,Unemployed,precarious life
Male,73,No High School Degree,Unemployed,unstable life
Male,50,No High School Degree,Employed,stable and supportive life
Female,56,No High School Degree,Employed,unstable life
Male,53,No High School Degree,Employed,precarious life
Male,43,No High School Degree,Unemployed,stable and supportive life
Male,47,High School Degree,Unemployed,stable and supportive life
Female,47,No High School Degree,Employed,moderate stability
Female,49,No High School Degree,Unemployed,moderate stability
Male,59,No High School Degree,Unemployed,precarious life
Male,45,No High School Degree,Employed,precarious life
Female,59,High School Degree,Employed,precarious life
Female,57,No High School Degree,Unemployed,moderate stability
Male,46,No High School Degree,Employed,stable and supportive life
Female,32,No High School Degree,Employed,stable and supportive life
Male,42,No High School Degree,Unemployed,stable and supportive life
Male,63,High School Degree,Unemployed,unstable life
Female,49,No High School Degree,Unemployed,precarious life
Male,47,No High School Degree,Unemployed,unstable life
Female,45,No High School Degree,Unemployed,moderate stability
Male,56,No High School Degree,Employed,precarious life
Male,49,High School Degree,Unemployed,stable and supportive life
Female,49,No High School Degree,Employed,precarious life
Male,51,No High School Degree,Employed,unstable life
Female,50,No High School Degree,Unemployed,unstable life
Male,40,High School Degree,Unemployed,stable and supportive life
Male,60,No High School Degree,Employed,moderate stability
Male,51,No High School Degree,Unemployed,unstable life
Female,62,No High School Degree,Employed,unstable life
Male,58,No High School Degree,Employed,moderate stability
Female,61,No High School Degree,Employed,unstable life
Male,43,No High School Degree,Unemployed,stable and supportive life
Female,50,High School Degree,Unemployed,moderate stability
Male,54,No High School Degree,Employed,unstable life
Female,47,High School Degree,Unemployed,unstable life
Female,47,No High School Degree,Employed,stable and supportive life
Female,43,No High School Degree,Unemployed,precarious life
Female,59,No High School Degree,Employed,precarious life
Female,43,High School Degree,Employed,stable and supportive life
Female,46,No High School Degree,Unemployed,stable and supportive life
Male,47,No High School Degree,Employed,stable and supportive life
Male,45,High School Degree,Employed,stable and supportive life
Female,55,No High School Degree,Unemployed,precarious life
Female,50,No High School Degree,Unemployed,unstable life
Female,53,High School Degree,Employed,stable and supportive life
Male,39,Degree,Employed,moderate stability
Male,51,No High School Degree,Employed,precarious life
Male,59,No High School Degree,Unemployed,stable and supportive life
Female,46,High School Degree,Employed,unstable life
Male,45,No High School Degree,Unemployed,precarious life
Male,58,Degree,Unemployed,unstable life
Male,51,No High School Degree,Employed,precarious life
Male,56,No High School Degree,Employed,unstable life
Female,57,Degree,Employed,unstable life
Male,58,No High School Degree,Employed,unstable life
Female,56,High School Degree,Unemployed,moderate stability
Male,50,No High School Degree,Employed,moderate stability
Male,47,High School Degree,Employed,moderate stability
Male,50,High School Degree,Unemployed,stable and supportive life
Male,64,No High School Degree,Employed,precarious life
Male,51,High School Degree,Unemployed,precarious life
Male,39,High School Degree,Employed,stable and supportive life
Female,60,No High School Degree,Unemployed,unstable life
Male,44,No High School Degree,Unemployed,stable and supportive life
Female,39,No High School Degree,Unemployed,unstable life
Female,51,No High School Degree,Unemployed,stable and supportive life
Female,50,No High School Degree,Employed,unstable life
Male,45,No High School Degree,Employed,stable and supportive life
Male,52,No High School Degree,Unemployed,moderate stability
Male,46,High School Degree,Unemployed,stable and supportive life
Male,59,High School Degree,Employed,unstable life
Female,46,No High School Degree,Employed,moderate stability
Male,48,High School Degree,Employed,stable and supportive life
Male,47,No High School Degree,Employed,moderate stability
Female,53,Degree,Employed,moderate stability
Female,52,No High School Degree,Unemployed,moderate stability
Female,43,High School Degree,Employed,precarious life
Male,56,High School Degree,Employed,moderate stability
Male,45,High School Degree,Unemployed,moderate stability
Female,51,No High School Degree,Unemployed,stable and supportive life
Male,57,High School Degree,Unemployed,unstable life
Male,65,High School Degree,Unemployed,precarious life
Male,43,No High School Degree,Employed,stable and supportive life
Male,43,Degree,Unemployed,stable and supportive life
Male,50,High School Degree,Unemployed,precarious life
Male,46,High School Degree,Employed,moderate stability
Female,57,No High School Degree,Unemployed,precarious life
Female,41,High School Degree,Unemployed,unstable life
Female,42,No High School Degree,Employed,precarious life
Male,43,High School Degree,Employed,precarious life
Male,55,No High School Degree,Employed,moderate stability
Male,66,No High School Degree,Employed,unstable life
Female,44,No High School Degree,Employed,stable and supportive life
Female,43,No High School Degree,Unemployed,stable and supportive life
Male,48,No High School Degree,Employed,moderate stability
Female,57,High School Degree,Unemployed,moderate stability
Male,45,No High School Degree,Unemployed,precarious life
Female,48,No High School Degree,Unemployed,stable and supportive life
Female,54,High School Degree,Unemployed,moderate stability
Female,56,High School Degree,Employed,unstable life
Female,47,High School Degree,Employed,stable and supportive life
Female,53,High School Degree,Unemployed,stable and supportive life
Male,26,High School Degree,Unemployed,stable and supportive life
Female,52,No High School Degree,Unemployed,moderate stability
Male,44,No High School Degree,Employed,moderate stability
Female,38,No High School Degree,Unemployed,precarious life
Female,49,High School Degree,Employed,stable and supportive life
Female,55,No High School Degree,Unemployed,stable and supportive life
Male,53,No High School Degree,Unemployed,unstable life
Female,61,High School Degree,Employed,unstable life
Female,62,High School Degree,Unemployed,precarious life
Female,56,No High School Degree,Employed,stable and supportive life
Male,56,No High School Degree,Employed,stable and supportive life
Male,58,High School Degree,Unemployed,unstable life
Male,49,No High School Degree,Unemployed,moderate stability
Male,39,No High School Degree,Unemployed,precarious life
Female,43,No High School Degree,Unemployed,stable and supportive life
Male,40,No High School Degree,Employed,stable and supportive life
Female,61,High School Degree,Unemployed,stable and supportive life
Male,49,No High School Degree,Unemployed,precarious life
Male,51,No High School Degree,Employed,precarious life
Female,56,High School Degree,Unemployed,precarious life
Female,54,Degree,Employed,unstable life
Male,58,PhD,Unemployed,stable and supportive life
Female,42,No High School Degree,Employed,stable and supportive life
Female,46,No High School Degree,Employed,stable and supportive life
Male,39,No High School Degree,Employed,stable and supportive life
Female,40,High School Degree,Unemployed,moderate stability
Female,43,High School Degree,Employed,stable and supportive life
Female,45,Degree,Employed,stable and supportive life
Male,43,No High School Degree,Unemployed,stable and supportive life
Female,47,No High School Degree,Unemployed,unstable life
Male,40,No High School Degree,Employed,precarious life
Male,53,No High School Degree,Employed,unstable life
Male,34,No High School Degree,Employed,stable and supportive life
Male,54,High School Degree,Employed,moderate stability
Female,53,No High School Degree,Unemployed,unstable life
Female,38,High School Degree,Unemployed,moderate stability
Female,46,No High School Degree,Unemployed,moderate stability
Male,46,High School Degree,Employed,precarious life
Male,56,High School Degree,Unemployed,unstable life
Male,57,High School Degree,Unemployed,moderate stability
Female,36,No High School Degree,Unemployed,moderate stability
Male,48,High School Degree,Unemployed,stable and supportive life
Female,48,No High School Degree,Unemployed,moderate stability
Female,51,No High School Degree,Unemployed,stable and supportive life
Male,50,Degree,Employed,moderate stability
Female,44,High School Degree,Unemployed,moderate stability
Male,44,No High School Degree,Unemployed,stable and supportive life
Female,45,No High School Degree,Unemployed,precarious life
Female,61,Degree,Employed,unstable life
Male,54,No High School Degree,Unemployed,unstable life
Male,60,No High School Degree,Unemployed,stable and supportive life
Female,48,Master,Employed,moderate stability
Female,43,High School Degree,Employed,moderate stability
Male,42,No High School Degree,Unemployed,unstable life
Female,41,No High School Degree,Unemployed,unstable life
Female,43,High School Degree,Unemployed,unstable life
Female,53,No High School Degree,Employed,precarious life
Male,52,High School Degree,Unemployed,moderate stability
Female,40,No High School Degree,Employed,precarious life
Female,56,High School Degree,Employed,precarious life
Male,42,High School Degree,Employed,stable and supportive life
Male,52,No High School Degree,Employed,precarious life
Female,61,High School Degree,Employed,moderate stability
Male,53,No High School Degree,Employed,stable and supportive life
Female,49,High School Degree,Employed,precarious life
Male,42,High School Degree,Employed,moderate stability
Male,31,No High School Degree,Unemployed,stable and supportive life
Female,40,No High School Degree,Employed,stable and supportive life
Male,52,High School Degree,Employed,unstable life
Female,38,High School Degree,Unemployed,stable and supportive life
Male,49,Degree,Employed,precarious life
Female,52,No High School Degree,Unemployed,precarious life
Male,48,No High School Degree,Employed,precarious life
Male,40,No High School Degree,Employed,stable and supportive life
Female,51,No High School Degree,Unemployed,precarious life
Male,54,No High School Degree,Unemployed,precarious life
Female,41,High School Degree,Unemployed,moderate stability
Male,62,No High School Degree,Unemployed,unstable life
Female,53,No High School Degree,Unemployed,unstable life
Male,53,No High School Degree,Employed,unstable life
Female,58,No High School Degree,Employed,unstable life
Male,55,No High School Degree,Employed,unstable life
Male,60,No High School Degree,Employed,unstable life
Male,50,High School Degree,Unemployed,moderate stability
Male,48,High School Degree,Unemployed,unstable life
Female,54,No High School Degree,Employed,precarious life
Male,38,Degree,Unemployed,stable and supportive life
Female,51,High School Degree,Unemployed,precarious life
Male,48,Degree,Employed,moderate stability
Male,51,High School Degree,Employed,unstable life
Female,52,High School Degree,Employed,unstable life
Female,41,High School Degree,Employed,unstable life
Male,49,No High School Degree,Employed,unstable life
Male,52,No High School Degree,Unemployed,precarious life
Male,54,PhD,Employed,unstable life
Female,46,No High School Degree,Employed,unstable life
Female,62,No High School Degree,Unemployed,unstable life
Male,44,No High School Degree,Unemployed,precarious life
Female,59,No High School Degree,Unemployed,unstable life
Female,54,No High School Degree,Employed,precarious life
Female,45,No High School Degree,Employed,moderate stability
Female,60,No High School Degree,Unemployed,moderate stability
Male,46,No High School Degree,Employed,unstable life
Male,53,No High School Degree,Employed,stable and supportive life
Male,55,Master,Unemployed,moderate stability
Male,49,No High School Degree,Unemployed,unstable life
Female,56,High School Degree,Employed,stable and supportive life
Female,44,No High School Degree,Employed,stable and supportive life
Male,56,No High School Degree,Employed,unstable life
Male,54,No High School Degree,Employed,precarious life
Male,45,No High School Degree,Employed,stable and supportive life
Female,53,No High School Degree,Employed,moderate stability
Male,58,High School Degree,Employed,unstable life
Female,40,No High School Degree,Unemployed,unstable life
