Effect,Estimate,model,scenario,budget
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s4,100
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s4,100
Total,0,distilbert_base_uncased_finetuned_sst2_english,s4,200
Direct,0.010828073218398572,distilbert_base_uncased_finetuned_sst2_english,s4,200
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s4,200
Spurious,0.026716609458240843,distilbert_base_uncased_finetuned_sst2_english,s4,200
Total,0,distilbert_base_uncased_finetuned_sst2_english,s4,400
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s4,400
Indirect,0.010794863337187027,distilbert_base_uncased_finetuned_sst2_english,s4,400
Spurious,0.0021961932429353835,distilbert_base_uncased_finetuned_sst2_english,s4,400
Total,5.539130518936618e-4,distilbert_base_uncased_finetuned_sst2_english,s4,600
Direct,0.0044164661637124515,distilbert_base_uncased_finetuned_sst2_english,s4,600
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s4,600
Spurious,0.005744455130640309,distilbert_base_uncased_finetuned_sst2_english,s4,600
Total,0.0031555654853641455,distilbert_base_uncased_finetuned_sst2_english,s4,800
Direct,0.004256621597457432,distilbert_base_uncased_finetuned_sst2_english,s4,800
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s4,800
Spurious,0.00744090156950711,distilbert_base_uncased_finetuned_sst2_english,s4,800
Total,0.09730700322403754,distilbert_base_uncased_finetuned_sst2_english,s5,100
Direct,0.09376695128833652,distilbert_base_uncased_finetuned_sst2_english,s5,100
Indirect,0.008074515215210175,distilbert_base_uncased_finetuned_sst2_english,s5,100
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s5,100
Total,0,distilbert_base_uncased_finetuned_sst2_english,s5,200
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s5,200
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s5,200
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s5,200
Total,0,distilbert_base_uncased_finetuned_sst2_english,s5,400
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s5,400
Indirect,0.008566997606596684,distilbert_base_uncased_finetuned_sst2_english,s5,400
Spurious,8.534223202779442e-4,distilbert_base_uncased_finetuned_sst2_english,s5,400
Total,0,distilbert_base_uncased_finetuned_sst2_english,s5,600
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s5,600
Indirect,0.004802917868765962,distilbert_base_uncased_finetuned_sst2_english,s5,600
Spurious,0.004020825547381897,distilbert_base_uncased_finetuned_sst2_english,s5,600
Total,0,distilbert_base_uncased_finetuned_sst2_english,s5,800
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s5,800
Indirect,0.01503122177691413,distilbert_base_uncased_finetuned_sst2_english,s5,800
Spurious,0.008766185289060546,distilbert_base_uncased_finetuned_sst2_english,s5,800
Total,0,distilbert_base_uncased_finetuned_sst2_english,s6,100
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s6,100
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s6,100
Spurious,0.06802132731349492,distilbert_base_uncased_finetuned_sst2_english,s6,100
Total,0,distilbert_base_uncased_finetuned_sst2_english,s6,200
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s6,200
Indirect,0.019952038585443692,distilbert_base_uncased_finetuned_sst2_english,s6,200
Spurious,0.009741524603799468,distilbert_base_uncased_finetuned_sst2_english,s6,200
Total,0,distilbert_base_uncased_finetuned_sst2_english,s6,400
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s6,400
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s6,400
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s6,400
Total,0,distilbert_base_uncased_finetuned_sst2_english,s6,600
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s6,600
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s6,600
Spurious,0.01874559763253676,distilbert_base_uncased_finetuned_sst2_english,s6,600
Total,0,distilbert_base_uncased_finetuned_sst2_english,s6,800
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s6,800
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s6,800
Spurious,0.014052874360048356,distilbert_base_uncased_finetuned_sst2_english,s6,800
Total,0,distilbert_base_uncased_finetuned_sst2_english,s7,100
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s7,100
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s7,100
Spurious,0.07548158079897294,distilbert_base_uncased_finetuned_sst2_english,s7,100
Total,0,distilbert_base_uncased_finetuned_sst2_english,s7,200
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s7,200
Indirect,0.008980866231774999,distilbert_base_uncased_finetuned_sst2_english,s7,200
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s7,200
Total,0,distilbert_base_uncased_finetuned_sst2_english,s7,400
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s7,400
Indirect,0.0032923772739679755,distilbert_base_uncased_finetuned_sst2_english,s7,400
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s7,400
Total,0,distilbert_base_uncased_finetuned_sst2_english,s7,600
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s7,600
Indirect,0.003104334896900976,distilbert_base_uncased_finetuned_sst2_english,s7,600
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s7,600
Total,0,distilbert_base_uncased_finetuned_sst2_english,s7,800
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s7,800
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s7,800
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s7,800
Total,0.0557731741869363,distilbert_base_uncased_finetuned_sst2_english,s8,100
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s8,100
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s8,100
Spurious,0.029925916599796067,distilbert_base_uncased_finetuned_sst2_english,s8,100
Total,0.1320448063917064,distilbert_base_uncased_finetuned_sst2_english,s8,200
Direct,0.11425945572624627,distilbert_base_uncased_finetuned_sst2_english,s8,200
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s8,200
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s8,200
Total,0.058419249501513636,distilbert_base_uncased_finetuned_sst2_english,s8,400
Direct,0.01773604729059024,distilbert_base_uncased_finetuned_sst2_english,s8,400
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s8,400
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s8,400
Total,0.06292513560173878,distilbert_base_uncased_finetuned_sst2_english,s8,600
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s8,600
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s8,600
Spurious,0.0069861095025398135,distilbert_base_uncased_finetuned_sst2_english,s8,600
Total,0.07717462434113258,distilbert_base_uncased_finetuned_sst2_english,s8,800
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s8,800
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s8,800
Spurious,0.0016618259568407653,distilbert_base_uncased_finetuned_sst2_english,s8,800
Total,0,distilbert_base_uncased_finetuned_sst2_english,s9,100
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s9,100
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s9,100
Spurious,0.004175527133852539,distilbert_base_uncased_finetuned_sst2_english,s9,100
Total,0,distilbert_base_uncased_finetuned_sst2_english,s9,200
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s9,200
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s9,200
Spurious,0.05090644005995529,distilbert_base_uncased_finetuned_sst2_english,s9,200
Total,0,distilbert_base_uncased_finetuned_sst2_english,s9,400
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s9,400
Indirect,0.05635275213667472,distilbert_base_uncased_finetuned_sst2_english,s9,400
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s9,400
Total,0,distilbert_base_uncased_finetuned_sst2_english,s9,600
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s9,600
Indirect,0.053517242562550846,distilbert_base_uncased_finetuned_sst2_english,s9,600
Spurious,0.01576435967593071,distilbert_base_uncased_finetuned_sst2_english,s9,600
Total,0,distilbert_base_uncased_finetuned_sst2_english,s9,800
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s9,800
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s9,800
Spurious,0.0031255782995004114,distilbert_base_uncased_finetuned_sst2_english,s9,800
Total,0,distilbert_base_uncased_finetuned_sst2_english,s10,100
Direct,0.03560507740267052,distilbert_base_uncased_finetuned_sst2_english,s10,100
Indirect,0.01327367956873886,distilbert_base_uncased_finetuned_sst2_english,s10,100
Spurious,0.044849724986288156,distilbert_base_uncased_finetuned_sst2_english,s10,100
Total,0,distilbert_base_uncased_finetuned_sst2_english,s10,200
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s10,200
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s10,200
Spurious,0.01115654315740066,distilbert_base_uncased_finetuned_sst2_english,s10,200
Total,0.002314380572031384,distilbert_base_uncased_finetuned_sst2_english,s10,400
Direct,0.0161297801415933,distilbert_base_uncased_finetuned_sst2_english,s10,400
Indirect,0.014303203825530755,distilbert_base_uncased_finetuned_sst2_english,s10,400
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s10,400
Total,0.004193994943210689,distilbert_base_uncased_finetuned_sst2_english,s10,600
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s10,600
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s10,600
Spurious,0.005757113051400212,distilbert_base_uncased_finetuned_sst2_english,s10,600
Total,0.006849090468326253,distilbert_base_uncased_finetuned_sst2_english,s10,800
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s10,800
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s10,800
Spurious,0.006780688966896353,distilbert_base_uncased_finetuned_sst2_english,s10,800
Total,0.007677443400025376,distilbert_base_uncased_finetuned_sst2_english,s11,100
Direct,0.028700165635287923,distilbert_base_uncased_finetuned_sst2_english,s11,100
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s11,100
Spurious,0.02446492178483915,distilbert_base_uncased_finetuned_sst2_english,s11,100
Total,0,distilbert_base_uncased_finetuned_sst2_english,s11,200
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s11,200
Indirect,0.015144134658626527,distilbert_base_uncased_finetuned_sst2_english,s11,200
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s11,200
Total,0.02524814098779923,distilbert_base_uncased_finetuned_sst2_english,s11,400
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s11,400
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s11,400
Spurious,0.0112805493172458,distilbert_base_uncased_finetuned_sst2_english,s11,400
Total,0,distilbert_base_uncased_finetuned_sst2_english,s11,600
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s11,600
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s11,600
Spurious,0.009038645649850015,distilbert_base_uncased_finetuned_sst2_english,s11,600
Total,0,distilbert_base_uncased_finetuned_sst2_english,s11,800
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s11,800
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s11,800
Spurious,0.012788482474773469,distilbert_base_uncased_finetuned_sst2_english,s11,800
Total,0,distilbert_base_uncased_finetuned_sst2_english,s12,100
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s12,100
Indirect,0.02313756191541614,distilbert_base_uncased_finetuned_sst2_english,s12,100
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s12,100
Total,0,distilbert_base_uncased_finetuned_sst2_english,s12,200
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s12,200
Indirect,0.018851656479260633,distilbert_base_uncased_finetuned_sst2_english,s12,200
Spurious,0.028276133356910083,distilbert_base_uncased_finetuned_sst2_english,s12,200
Total,0,distilbert_base_uncased_finetuned_sst2_english,s12,400
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s12,400
Indirect,0.01029470556096636,distilbert_base_uncased_finetuned_sst2_english,s12,400
Spurious,0.008042336065065056,distilbert_base_uncased_finetuned_sst2_english,s12,400
Total,0,distilbert_base_uncased_finetuned_sst2_english,s12,600
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s12,600
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s12,600
Spurious,0.012366718930626998,distilbert_base_uncased_finetuned_sst2_english,s12,600
Total,0,distilbert_base_uncased_finetuned_sst2_english,s12,800
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s12,800
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s12,800
Spurious,0.00818942629610152,distilbert_base_uncased_finetuned_sst2_english,s12,800
Total,0,distilbert_base_uncased_finetuned_sst2_english,s13,100
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s13,100
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s13,100
Spurious,0.047634232608602126,distilbert_base_uncased_finetuned_sst2_english,s13,100
Total,0,distilbert_base_uncased_finetuned_sst2_english,s13,200
Direct,0.00814194634436775,distilbert_base_uncased_finetuned_sst2_english,s13,200
Indirect,0.03112956719294931,distilbert_base_uncased_finetuned_sst2_english,s13,200
Spurious,0.003519606381352237,distilbert_base_uncased_finetuned_sst2_english,s13,200
Total,0,distilbert_base_uncased_finetuned_sst2_english,s13,400
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s13,400
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s13,400
Spurious,0.00797022875960358,distilbert_base_uncased_finetuned_sst2_english,s13,400
Total,0,distilbert_base_uncased_finetuned_sst2_english,s13,600
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s13,600
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s13,600
Spurious,0.005084155912142975,distilbert_base_uncased_finetuned_sst2_english,s13,600
Total,0.0010792009008582654,distilbert_base_uncased_finetuned_sst2_english,s13,800
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s13,800
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s13,800
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s13,800
Total,0.3845829551201314,distilbert_base_uncased_finetuned_sst2_english,s14,100
Direct,0.32803350582449353,distilbert_base_uncased_finetuned_sst2_english,s14,100
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s14,100
Spurious,0.012271289301887416,distilbert_base_uncased_finetuned_sst2_english,s14,100
Total,0.3927600278699538,distilbert_base_uncased_finetuned_sst2_english,s14,200
Direct,0.3308345974301305,distilbert_base_uncased_finetuned_sst2_english,s14,200
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s14,200
Spurious,0.011307163228612806,distilbert_base_uncased_finetuned_sst2_english,s14,200
Total,0.40836789277852514,distilbert_base_uncased_finetuned_sst2_english,s14,400
Direct,0.3347712657913398,distilbert_base_uncased_finetuned_sst2_english,s14,400
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s14,400
Spurious,0.008192576225009152,distilbert_base_uncased_finetuned_sst2_english,s14,400
Total,0.366896489404424,distilbert_base_uncased_finetuned_sst2_english,s14,600
Direct,0.28303078176038593,distilbert_base_uncased_finetuned_sst2_english,s14,600
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s14,600
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s14,600
Total,0.3636938870306749,distilbert_base_uncased_finetuned_sst2_english,s14,800
Direct,0.2874249501570125,distilbert_base_uncased_finetuned_sst2_english,s14,800
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s14,800
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s14,800
