Race,Age,Prior Convictions,Sentence,sentiment_score_positive,sentiment_score_negative
White-Caucasian,40,Some priors,"A White-Caucasian of 40, bearing Some priors, stands in a fragile present that could tilt at any moment.",0.9565963745117188,0.043403565883636475
Non-White,49,Many priors,"This Non-White, 49, with Many priors, lives suspended in a world where balance feels borrowed.",0.004851487930864096,0.9951484799385071
Non-White,43,Some priors,"With Some priors, this Non-White, 43, is held by the soft gravity of a stable and nurturing life.",0.9988719820976257,0.0011279488680884242
White-Caucasian,44,Many priors,"At 44, this White-Caucasian with Many priors moves through chaotic spaces where nothing ever settles.",0.0009348948951810598,0.999065101146698
White-Caucasian,58,No prior convictions,"A White-Caucasian aged 58 with No prior convictions lives in the stillness of regular days, neither loud nor dim.",0.2159806191921234,0.784019410610199
Non-White,57,Many priors,"At 57, this Non-White, with Many priors, follows a quiet pulse of life, steady and lightly worn.",0.5968002080917358,0.4031997621059418
White-Caucasian,54,Many priors,"At 54, this White-Caucasian with Many priors moves through chaotic spaces where nothing ever settles.",0.0009334050700999796,0.9990666508674622
White-Caucasian,42,No prior convictions,"At 42, this White-Caucasian, with No prior convictions, follows a quiet pulse of life, steady and lightly worn.",0.8835684061050415,0.11643165349960327
White-Caucasian,47,Many priors,A 47-year-old White-Caucasian with Many priors treads through a life marked by flickering lights and sudden turns.,0.9976953864097595,0.002304547233507037
White-Caucasian,58,No prior convictions,"At 58, this White-Caucasian with No prior convictions moves through chaotic spaces where nothing ever settles.",0.0007063173688948154,0.9992936849594116
White-Caucasian,50,Many priors,"At 50, this White-Caucasian with Many priors finds rhythm in life’s quiet comforts and enduring bonds.",0.9997450709342957,0.0002549376222305
White-Caucasian,66,Some priors,"With Some priors, this White-Caucasian, 66, is held by the soft gravity of a stable and nurturing life.",0.9987938404083252,0.0012061422457918525
White-Caucasian,52,Many priors,This 52-year-old White-Caucasian with Many priors dwells in a well-rooted existence wrapped in calm repetition.,0.9962983727455139,0.003701603738591075
Non-White,51,Many priors,A 51-year-old Non-White with Many priors walks a narrow line through days that sway with quiet tension.,0.9980795383453369,0.0019205057760700583
White-Caucasian,47,Some priors,"At 47, this White-Caucasian, carrying Some priors, drifts through days that unravel without warning.",0.006990648340433836,0.9930093288421631
Non-White,50,Many priors,"A Non-White aged 50 with Many priors lives in the stillness of regular days, neither loud nor dim.",0.9544141292572021,0.04558590054512024
Non-White,48,No prior convictions,A 48-year-old Non-White with No prior convictions walks a narrow line through days that sway with quiet tension.,0.9972186088562012,0.002781432820484042
White-Caucasian,54,Many priors,A 54-year-old White-Caucasian with Many priors treads through a life marked by flickering lights and sudden turns.,0.9979615211486816,0.0020385251846164465
Non-White,56,Many priors,"This Non-White, 56, with Many priors, lives suspended in a world where balance feels borrowed.",0.00455549918115139,0.9954445362091064
White-Caucasian,44,Many priors,"At 44, this White-Caucasian with Many priors moves through chaotic spaces where nothing ever settles.",0.0009348948951810598,0.999065101146698
Non-White,40,Some priors,"With Some priors, this Non-White, 40, is held by the soft gravity of a stable and nurturing life.",0.9989476799964905,0.0010523553937673569
White-Caucasian,37,Many priors,"With Many priors, this 37-year-old White-Caucasian navigates a landscape stretched thin by invisible strain.",0.003123824018985033,0.9968761205673218
White-Caucasian,53,Many priors,This 53-year-old White-Caucasian with Many priors resides in days shaped by measured calm and ordinary rhythms.,0.973015308380127,0.026984725147485733
White-Caucasian,42,Many priors,A 42-year-old White-Caucasian with Many priors walks a narrow line through days that sway with quiet tension.,0.9980986714363098,0.0019013698911294341
Non-White,34,No prior convictions,"A Non-White aged 34 with No prior convictions lives in the stillness of regular days, neither loud nor dim.",0.4951764643192291,0.5048235058784485
Non-White,52,No prior convictions,"At 52, this Non-White, with No prior convictions, follows a quiet pulse of life, steady and lightly worn.",0.8769285082817078,0.12307149916887283
Non-White,67,Many priors,"In the swirling motion of shifting days, a Non-White aged 67 with Many priors struggles to find firm ground.",0.9906831979751587,0.009316844865679741
White-Caucasian,49,Many priors,"A White-Caucasian of 49, with Many priors, thrives in a gentle world of connection and consistency.",0.9998703002929688,0.00012972023978363723
Non-White,55,Some priors,This 55-year-old Non-White with Some priors dwells in a well-rooted existence wrapped in calm repetition.,0.9966650605201721,0.003334909211844206
White-Caucasian,50,Many priors,"With Many priors, this White-Caucasian, 50, is held by the soft gravity of a stable and nurturing life.",0.998845100402832,0.0011548381298780441
Non-White,49,Some priors,"A Non-White of 49, with Some priors, thrives in a gentle world of connection and consistency.",0.9998700618743896,0.0001299117284361273
White-Caucasian,56,Some priors,"At 56, this White-Caucasian, with Some priors, follows a quiet pulse of life, steady and lightly worn.",0.738037109375,0.2619628608226776
White-Caucasian,47,Many priors,"At 47, this White-Caucasian with Many priors finds rhythm in life’s quiet comforts and enduring bonds.",0.9997451901435852,0.00025484332581982017
White-Caucasian,51,Many priors,"In the swirling motion of shifting days, a White-Caucasian aged 51 with Many priors struggles to find firm ground.",0.9784581065177917,0.021541880443692207
White-Caucasian,52,Some priors,"At 52, this White-Caucasian with Some priors moves through chaotic spaces where nothing ever settles.",0.0007049398263916373,0.9992949962615967
Non-White,45,Many priors,"At 45, this Non-White with Many priors moves through chaotic spaces where nothing ever settles.",0.0006570526165887713,0.9993429780006409
White-Caucasian,56,Many priors,A 56-year-old White-Caucasian with Many priors walks a narrow line through days that sway with quiet tension.,0.998271107673645,0.001728919567540288
Non-White,48,Many priors,"This Non-White, 48, with Many priors, lives suspended in a world where balance feels borrowed.",0.004096964839845896,0.9959030747413635
White-Caucasian,44,Many priors,A 44-year-old White-Caucasian with Many priors walks a narrow line through days that sway with quiet tension.,0.9982092380523682,0.0017907317960634828
Non-White,53,No prior convictions,"A Non-White of 53, with No prior convictions, thrives in a gentle world of connection and consistency.",0.9997840523719788,0.000215934996958822
White-Caucasian,43,No prior convictions,"With No prior convictions, this 43-year-old White-Caucasian navigates a landscape stretched thin by invisible strain.",0.0020937526132911444,0.9979062080383301
White-Caucasian,50,Many priors,A 50-year-old White-Caucasian with Many priors walks a narrow line through days that sway with quiet tension.,0.9980964064598083,0.0019035727018490434
Non-White,49,Some priors,"At 49, this Non-White, with Some priors, follows a quiet pulse of life, steady and lightly worn.",0.595148503780365,0.404851496219635
White-Caucasian,57,Many priors,"At 57, this White-Caucasian, carrying Many priors, drifts through days that unravel without warning.",0.007964051328599453,0.9920359253883362
White-Caucasian,53,No prior convictions,"With No prior convictions, this White-Caucasian, 53, is held by the soft gravity of a stable and nurturing life.",0.9864059090614319,0.013594042509794235
Non-White,49,Many priors,"In the swirling motion of shifting days, a Non-White aged 49 with Many priors struggles to find firm ground.",0.9922371506690979,0.00776288378983736
Non-White,55,Many priors,"At 55, this Non-White with Many priors finds rhythm in life’s quiet comforts and enduring bonds.",0.9997683167457581,0.00023171470093075186
White-Caucasian,59,Many priors,"With Many priors, this White-Caucasian, 59, is held by the soft gravity of a stable and nurturing life.",0.9988226294517517,0.0011773018632084131
White-Caucasian,53,Many priors,A 53-year-old White-Caucasian with Many priors treads through a life marked by flickering lights and sudden turns.,0.9977489113807678,0.002251078374683857
Non-White,50,Many priors,"In the swirling motion of shifting days, a Non-White aged 50 with Many priors struggles to find firm ground.",0.9897969365119934,0.010203110985457897
White-Caucasian,40,Many priors,"At 40, this White-Caucasian with Many priors finds rhythm in life’s quiet comforts and enduring bonds.",0.9997401833534241,0.0002597645507194102
White-Caucasian,42,Some priors,This 42-year-old White-Caucasian with Some priors resides in days shaped by measured calm and ordinary rhythms.,0.9651707410812378,0.034829236567020416
White-Caucasian,47,No prior convictions,"A White-Caucasian aged 47 with No prior convictions lives in the stillness of regular days, neither loud nor dim.",0.2578815519809723,0.7421184778213501
Non-White,45,Many priors,"A Non-White of 45, with Many priors, thrives in a gentle world of connection and consistency.",0.9998730421066284,0.00012697909551206976
Non-White,48,Many priors,"At 48, this Non-White with Many priors moves through chaotic spaces where nothing ever settles.",0.0006282927934080362,0.9993717074394226
White-Caucasian,50,Many priors,"This White-Caucasian, 50, with Many priors, lives suspended in a world where balance feels borrowed.",0.005737319588661194,0.9942626357078552
White-Caucasian,53,Many priors,A 53-year-old White-Caucasian with Many priors treads through a life marked by flickering lights and sudden turns.,0.9977489113807678,0.002251078374683857
White-Caucasian,49,Many priors,"At 49, this White-Caucasian with Many priors finds rhythm in life’s quiet comforts and enduring bonds.",0.9997389912605286,0.00026100684772245586
Non-White,53,Many priors,"A Non-White aged 53 with Many priors lives in the stillness of regular days, neither loud nor dim.",0.9433364272117615,0.05666356533765793
White-Caucasian,50,Many priors,A 50-year-old White-Caucasian with Many priors walks a narrow line through days that sway with quiet tension.,0.9980964064598083,0.0019035727018490434
White-Caucasian,36,Many priors,"In the swirling motion of shifting days, a White-Caucasian aged 36 with Many priors struggles to find firm ground.",0.9786602854728699,0.02133971080183983
Non-White,43,Many priors,"With Many priors, this 43-year-old Non-White navigates a landscape stretched thin by invisible strain.",0.0038183806464076042,0.9961816072463989
White-Caucasian,48,Many priors,A 48-year-old White-Caucasian with Many priors walks a narrow line through days that sway with quiet tension.,0.9980852603912354,0.0019148035207763314
Non-White,41,Some priors,"With Some priors, this Non-White, 41, moves through the balanced echo of everyday routines.",0.999123752117157,0.0008762860088609159
White-Caucasian,54,No prior convictions,"A White-Caucasian aged 54 with No prior convictions lives in the stillness of regular days, neither loud nor dim.",0.2910001277923584,0.7089998722076416
White-Caucasian,60,Many priors,"A White-Caucasian of 60, with Many priors, thrives in a gentle world of connection and consistency.",0.9998698234558105,0.00013016705634072423
White-Caucasian,58,Many priors,"With Many priors, this 58-year-old White-Caucasian navigates a landscape stretched thin by invisible strain.",0.0030784383416175842,0.9969214797019958
Non-White,48,Some priors,"At 48, this Non-White with Some priors moves through chaotic spaces where nothing ever settles.",0.0006066290661692619,0.9993933439254761
Non-White,60,Many priors,"With Many priors, this Non-White, 60, moves through the balanced echo of everyday routines.",0.9991961121559143,0.0008039135718718171
Non-White,51,Many priors,This 51-year-old Non-White with Many priors dwells in a well-rooted existence wrapped in calm repetition.,0.9973668456077576,0.0026332165580242872
White-Caucasian,47,Many priors,This 47-year-old White-Caucasian with Many priors resides in days shaped by measured calm and ordinary rhythms.,0.9714899659156799,0.028510086238384247
Non-White,45,Many priors,"At 45, this Non-White with Many priors finds rhythm in life’s quiet comforts and enduring bonds.",0.9997666478157043,0.0002334092278033495
White-Caucasian,47,Some priors,"With Some priors, this 47-year-old White-Caucasian navigates a landscape stretched thin by invisible strain.",0.0029981478583067656,0.9970018267631531
White-Caucasian,47,Many priors,"A White-Caucasian aged 47 with Many priors lives in the stillness of regular days, neither loud nor dim.",0.8982975482940674,0.101702481508255
Non-White,51,Some priors,"This Non-White, 51, with Some priors, lives suspended in a world where balance feels borrowed.",0.0036464943550527096,0.9963535070419312
White-Caucasian,51,Many priors,"At 51, this White-Caucasian with Many priors moves through chaotic spaces where nothing ever settles.",0.0008501152042299509,0.9991499185562134
White-Caucasian,50,Many priors,"In the swirling motion of shifting days, a White-Caucasian aged 50 with Many priors struggles to find firm ground.",0.9750698804855347,0.024930085986852646
White-Caucasian,53,Many priors,"At 53, this White-Caucasian with Many priors moves through chaotic spaces where nothing ever settles.",0.0009147003875114024,0.9990853071212769
White-Caucasian,58,Many priors,"With Many priors, this White-Caucasian, 58, moves through the balanced echo of everyday routines.",0.9993705153465271,0.0006295141065493226
White-Caucasian,56,Many priors,"This White-Caucasian, 56, with Many priors, lives suspended in a world where balance feels borrowed.",0.00577970128506422,0.9942203760147095
Non-White,39,Many priors,"A Non-White aged 39 with Many priors lives in the stillness of regular days, neither loud nor dim.",0.945175051689148,0.05482500419020653
White-Caucasian,32,Many priors,"At 32, this White-Caucasian with Many priors finds rhythm in life’s quiet comforts and enduring bonds.",0.9997507929801941,0.00024925844627432525
Non-White,56,Some priors,"In the swirling motion of shifting days, a Non-White aged 56 with Some priors struggles to find firm ground.",0.9747963547706604,0.025203661993145943
Non-White,40,Many priors,A 40-year-old Non-White with Many priors walks a narrow line through days that sway with quiet tension.,0.9979208111763,0.0020791690330952406
White-Caucasian,48,Many priors,"A White-Caucasian of 48, with Many priors, thrives in a gentle world of connection and consistency.",0.9998704195022583,0.00012955223792232573
White-Caucasian,41,Many priors,"At 41, this White-Caucasian with Many priors moves through chaotic spaces where nothing ever settles.",0.0009145561489276588,0.9990854263305664
White-Caucasian,37,Many priors,"At 37, this White-Caucasian, carrying Many priors, drifts through days that unravel without warning.",0.008454641327261925,0.9915453791618347
Non-White,53,Many priors,"With Many priors, this 53-year-old Non-White navigates a landscape stretched thin by invisible strain.",0.0037995888851583004,0.9962003827095032
White-Caucasian,55,Many priors,"At 55, this White-Caucasian with Many priors moves through chaotic spaces where nothing ever settles.",0.000964342791121453,0.9990357160568237
Non-White,45,Many priors,"At 45, this Non-White with Many priors finds rhythm in life’s quiet comforts and enduring bonds.",0.9997666478157043,0.0002334092278033495
White-Caucasian,31,Some priors,"A White-Caucasian of 31, with Some priors, thrives in a gentle world of connection and consistency.",0.9998657703399658,0.000134185902425088
Non-White,46,Many priors,This 46-year-old Non-White with Many priors resides in days shaped by measured calm and ordinary rhythms.,0.9829902648925781,0.0170096717774868
White-Caucasian,52,Many priors,"At 52, this White-Caucasian with Many priors finds rhythm in life’s quiet comforts and enduring bonds.",0.9997484087944031,0.00025155587354674935
White-Caucasian,39,No prior convictions,"With No prior convictions, this White-Caucasian, 39, is held by the soft gravity of a stable and nurturing life.",0.9882336854934692,0.011766270734369755
Non-White,51,Many priors,"In the swirling motion of shifting days, a Non-White aged 51 with Many priors struggles to find firm ground.",0.9894104599952698,0.010589475743472576
Non-White,49,Some priors,"At 49, this Non-White with Some priors finds rhythm in life’s quiet comforts and enduring bonds.",0.999731719493866,0.0002682576887309551
White-Caucasian,54,Many priors,"A White-Caucasian aged 54 with Many priors lives in the stillness of regular days, neither loud nor dim.",0.898648202419281,0.10135181993246078
Non-White,50,Many priors,"A Non-White of 50, with Many priors, thrives in a gentle world of connection and consistency.",0.9998726844787598,0.00012726930435746908
White-Caucasian,43,Many priors,"A White-Caucasian of 43, with Many priors, thrives in a gentle world of connection and consistency.",0.9998693466186523,0.00013058500189799815
Non-White,58,Many priors,"This Non-White, 58, with Many priors, lives suspended in a world where balance feels borrowed.",0.004237631801515818,0.9957624077796936
Non-White,48,Many priors,A 48-year-old Non-White with Many priors treads through a life marked by flickering lights and sudden turns.,0.9972477555274963,0.002752197440713644
White-Caucasian,49,Many priors,"At 49, this White-Caucasian, carrying Many priors, drifts through days that unravel without warning.",0.009033996611833572,0.9909659624099731
White-Caucasian,43,Many priors,"With Many priors, this 43-year-old White-Caucasian navigates a landscape stretched thin by invisible strain.",0.0031254086643457413,0.9968745708465576
White-Caucasian,46,Many priors,This 46-year-old White-Caucasian with Many priors dwells in a well-rooted existence wrapped in calm repetition.,0.9965177774429321,0.0034821631852537394
Non-White,43,Many priors,"At 43, this Non-White with Many priors finds rhythm in life’s quiet comforts and enduring bonds.",0.999764621257782,0.00023532645718660206
Non-White,48,No prior convictions,"In the swirling motion of shifting days, a Non-White aged 48 with No prior convictions struggles to find firm ground.",0.6789928078651428,0.3210071623325348
White-Caucasian,61,Many priors,"With Many priors, this White-Caucasian, 61, moves through the balanced echo of everyday routines.",0.9993473887443542,0.0006525897770188749
White-Caucasian,40,Many priors,"A White-Caucasian of 40, bearing Many priors, stands in a fragile present that could tilt at any moment.",0.9660350680351257,0.03396497294306755
Non-White,38,No prior convictions,"At 38, this Non-White, carrying No prior convictions, drifts through days that unravel without warning.",0.004106875974684954,0.995893120765686
Non-White,60,Many priors,A 60-year-old Non-White with Many priors treads through a life marked by flickering lights and sudden turns.,0.997529923915863,0.0024700674694031477
Non-White,48,Many priors,"With Many priors, this 48-year-old Non-White navigates a landscape stretched thin by invisible strain.",0.0038703836034983397,0.9961296319961548
White-Caucasian,45,Many priors,"With Many priors, this White-Caucasian, 45, is held by the soft gravity of a stable and nurturing life.",0.9989309906959534,0.0010689999908208847
White-Caucasian,57,Many priors,"This White-Caucasian, 57, with Many priors, lives suspended in a world where balance feels borrowed.",0.005291454028338194,0.9947085380554199
White-Caucasian,45,Many priors,"A White-Caucasian aged 45 with Many priors lives in the stillness of regular days, neither loud nor dim.",0.8860713839530945,0.11392859369516373
Non-White,62,Many priors,This 62-year-old Non-White with Many priors resides in days shaped by measured calm and ordinary rhythms.,0.9837326407432556,0.01626739464700222
White-Caucasian,54,No prior convictions,A 54-year-old White-Caucasian with No prior convictions walks a narrow line through days that sway with quiet tension.,0.9973728656768799,0.0026271797250956297
Non-White,46,Some priors,This 46-year-old Non-White with Some priors dwells in a well-rooted existence wrapped in calm repetition.,0.9967265129089355,0.003273475682362914
White-Caucasian,65,Many priors,"A White-Caucasian of 65, with Many priors, thrives in a gentle world of connection and consistency.",0.9998676776885986,0.00013235840015113354
Non-White,45,No prior convictions,"This Non-White, 45, with No prior convictions, lives suspended in a world where balance feels borrowed.",0.003820777405053377,0.9961792230606079
Non-White,55,Many priors,A 55-year-old Non-White with Many priors walks a narrow line through days that sway with quiet tension.,0.9981353282928467,0.001864615478552878
Non-White,52,Some priors,A 52-year-old Non-White with Some priors walks a narrow line through days that sway with quiet tension.,0.9980942606925964,0.001905761077068746
White-Caucasian,59,Many priors,"A White-Caucasian of 59, bearing Many priors, stands in a fragile present that could tilt at any moment.",0.9650325179100037,0.034967515617609024
White-Caucasian,60,Many priors,"At 60, this White-Caucasian with Many priors moves through chaotic spaces where nothing ever settles.",0.0008523319265805185,0.9991476535797119
White-Caucasian,50,Some priors,"A White-Caucasian aged 50 with Some priors lives in the stillness of regular days, neither loud nor dim.",0.8680912852287292,0.13190869987010956
Non-White,44,Many priors,"At 44, this Non-White, with Many priors, follows a quiet pulse of life, steady and lightly worn.",0.6910104155540466,0.30898958444595337
Non-White,53,Many priors,"In the swirling motion of shifting days, a Non-White aged 53 with Many priors struggles to find firm ground.",0.9859280586242676,0.01407194696366787
Non-White,45,Many priors,A 45-year-old Non-White with Many priors walks a narrow line through days that sway with quiet tension.,0.9978528022766113,0.0021472147200256586
Non-White,64,Many priors,"A Non-White of 64, with Many priors, thrives in a gentle world of connection and consistency.",0.9998738765716553,0.0001261620200239122
Non-White,50,Many priors,"At 50, this Non-White, carrying Many priors, drifts through days that unravel without warning.",0.006833520717918873,0.9931665062904358
White-Caucasian,47,Many priors,A 47-year-old White-Caucasian with Many priors treads through a life marked by flickering lights and sudden turns.,0.9976953864097595,0.002304547233507037
Non-White,51,Many priors,"A Non-White of 51, bearing Many priors, stands in a fragile present that could tilt at any moment.",0.9696943759918213,0.030305609107017517
White-Caucasian,40,Many priors,"With Many priors, this White-Caucasian, 40, is held by the soft gravity of a stable and nurturing life.",0.9988712668418884,0.0011287174420431256
White-Caucasian,43,Many priors,"At 43, this White-Caucasian, carrying Many priors, drifts through days that unravel without warning.",0.0080038420855999,0.9919961094856262
Non-White,58,Many priors,This 58-year-old Non-White with Many priors resides in days shaped by measured calm and ordinary rhythms.,0.981349766254425,0.01865020953118801
White-Caucasian,45,Many priors,"With Many priors, this White-Caucasian, 45, is held by the soft gravity of a stable and nurturing life.",0.9989309906959534,0.0010689999908208847
White-Caucasian,42,Some priors,"In the swirling motion of shifting days, a White-Caucasian aged 42 with Some priors struggles to find firm ground.",0.9584078788757324,0.04159209132194519
Non-White,53,No prior convictions,"A Non-White aged 53 with No prior convictions lives in the stillness of regular days, neither loud nor dim.",0.5335127115249634,0.466487318277359
White-Caucasian,58,Many priors,"This White-Caucasian, 58, with Many priors, lives suspended in a world where balance feels borrowed.",0.005132847465574741,0.9948670864105225
Non-White,55,Many priors,"A Non-White aged 55 with Many priors lives in the stillness of regular days, neither loud nor dim.",0.9465388655662537,0.05346110090613365
White-Caucasian,56,Many priors,"A White-Caucasian aged 56 with Many priors lives in the stillness of regular days, neither loud nor dim.",0.9024842381477356,0.0975157842040062
White-Caucasian,44,Many priors,"A White-Caucasian aged 44 with Many priors lives in the stillness of regular days, neither loud nor dim.",0.9108299612998962,0.08917008340358734
White-Caucasian,40,Many priors,"At 40, this White-Caucasian, carrying Many priors, drifts through days that unravel without warning.",0.007739437744021416,0.9922606348991394
White-Caucasian,60,Many priors,"At 60, this White-Caucasian with Many priors finds rhythm in life’s quiet comforts and enduring bonds.",0.9997487664222717,0.0002512684732209891
Non-White,47,Many priors,"A Non-White of 47, bearing Many priors, stands in a fragile present that could tilt at any moment.",0.9727600812911987,0.0272399690002203
White-Caucasian,48,Many priors,"In the swirling motion of shifting days, a White-Caucasian aged 48 with Many priors struggles to find firm ground.",0.974532961845398,0.025467023253440857
Non-White,59,Many priors,"At 59, this Non-White with Many priors moves through chaotic spaces where nothing ever settles.",0.0005733316065743566,0.9994267225265503
White-Caucasian,53,Some priors,"A White-Caucasian aged 53 with Some priors lives in the stillness of regular days, neither loud nor dim.",0.8420537114143372,0.15794625878334045
Non-White,53,Many priors,"With Many priors, this Non-White, 53, moves through the balanced echo of everyday routines.",0.9992145299911499,0.0007854541181586683
Non-White,65,Some priors,"At 65, this Non-White with Some priors moves through chaotic spaces where nothing ever settles.",0.0006047693314030766,0.9993952512741089
Non-White,45,Many priors,This 45-year-old Non-White with Many priors resides in days shaped by measured calm and ordinary rhythms.,0.9821048378944397,0.01789519004523754
White-Caucasian,56,Some priors,"In the swirling motion of shifting days, a White-Caucasian aged 56 with Some priors struggles to find firm ground.",0.9438687562942505,0.056131258606910706
White-Caucasian,50,Many priors,"At 50, this White-Caucasian, with Many priors, follows a quiet pulse of life, steady and lightly worn.",0.8169006109237671,0.18309937417507172
White-Caucasian,51,Some priors,"At 51, this White-Caucasian, carrying Some priors, drifts through days that unravel without warning.",0.006606145296245813,0.9933938384056091
Non-White,60,Some priors,"A Non-White aged 60 with Some priors lives in the stillness of regular days, neither loud nor dim.",0.9227412343025208,0.07725878804922104
White-Caucasian,53,Many priors,"With Many priors, this 53-year-old White-Caucasian navigates a landscape stretched thin by invisible strain.",0.0030501263681799173,0.9969498515129089
White-Caucasian,53,Many priors,"With Many priors, this White-Caucasian, 53, is held by the soft gravity of a stable and nurturing life.",0.9987971782684326,0.0012028568889945745
Non-White,57,Many priors,A 57-year-old Non-White with Many priors treads through a life marked by flickering lights and sudden turns.,0.9976523518562317,0.002347698202356696
White-Caucasian,47,Many priors,"This White-Caucasian, 47, with Many priors, lives suspended in a world where balance feels borrowed.",0.006317728664726019,0.9936822652816772
Non-White,44,Some priors,"At 44, this Non-White with Some priors moves through chaotic spaces where nothing ever settles.",0.0006402690778486431,0.9993597865104675
White-Caucasian,42,Many priors,"A White-Caucasian of 42, with Many priors, thrives in a gentle world of connection and consistency.",0.9998700618743896,0.00012996191799174994
White-Caucasian,36,Many priors,"At 36, this White-Caucasian with Many priors finds rhythm in life’s quiet comforts and enduring bonds.",0.9997468590736389,0.00025313658989034593
Non-White,64,Many priors,A 64-year-old Non-White with Many priors walks a narrow line through days that sway with quiet tension.,0.9980942606925964,0.0019057864556089044
White-Caucasian,42,Many priors,"A White-Caucasian aged 42 with Many priors lives in the stillness of regular days, neither loud nor dim.",0.9006959199905396,0.09930405020713806
Non-White,48,No prior convictions,"A Non-White of 48, with No prior convictions, thrives in a gentle world of connection and consistency.",0.9997870326042175,0.00021302947425283492
White-Caucasian,48,Many priors,"A White-Caucasian aged 48 with Many priors lives in the stillness of regular days, neither loud nor dim.",0.9020207524299622,0.09797927737236023
White-Caucasian,52,Many priors,"At 52, this White-Caucasian, with Many priors, follows a quiet pulse of life, steady and lightly worn.",0.7102034091949463,0.2897965610027313
Non-White,55,Some priors,"At 55, this Non-White with Some priors moves through chaotic spaces where nothing ever settles.",0.0006534074782393873,0.9993465542793274
Non-White,56,Many priors,A 56-year-old Non-White with Many priors treads through a life marked by flickering lights and sudden turns.,0.9977273344993591,0.002272615907713771
Non-White,45,Many priors,This 45-year-old Non-White with Many priors dwells in a well-rooted existence wrapped in calm repetition.,0.9971296191215515,0.0028704297728836536
White-Caucasian,48,Some priors,This 48-year-old White-Caucasian with Some priors dwells in a well-rooted existence wrapped in calm repetition.,0.9957566857337952,0.004243341740220785
Non-White,51,Many priors,"With Many priors, this Non-White, 51, moves through the balanced echo of everyday routines.",0.9992209672927856,0.0007790066883899271
White-Caucasian,48,Many priors,"With Many priors, this 48-year-old White-Caucasian navigates a landscape stretched thin by invisible strain.",0.003080265363678336,0.9969197511672974
White-Caucasian,61,Some priors,"With Some priors, this 61-year-old White-Caucasian navigates a landscape stretched thin by invisible strain.",0.0028473916463553905,0.99715256690979
