Effect,Estimate,model,scenario,budget
Total,0,llama_3_1_8b_instant,s4,800
Direct,0,llama_3_1_8b_instant,s4,800
Indirect,0,llama_3_1_8b_instant,s4,800
Spurious,0.004507513761428785,llama_3_1_8b_instant,s4,800
Total,0,llama_3_1_8b_instant,s5,100
Direct,0,llama_3_1_8b_instant,s5,100
Indirect,0.009157502632390326,llama_3_1_8b_instant,s5,100
Spurious,0,llama_3_1_8b_instant,s5,100
Total,0,llama_3_1_8b_instant,s5,200
Direct,0,llama_3_1_8b_instant,s5,200
Indirect,0.004207900819989578,llama_3_1_8b_instant,s5,200
Spurious,0,llama_3_1_8b_instant,s5,200
Total,0,llama_3_1_8b_instant,s5,400
Direct,0,llama_3_1_8b_instant,s5,400
Indirect,0,llama_3_1_8b_instant,s5,400
Spurious,0,llama_3_1_8b_instant,s5,400
Total,0,llama_3_1_8b_instant,s5,600
Direct,0,llama_3_1_8b_instant,s5,600
Indirect,0,llama_3_1_8b_instant,s5,600
Spurious,0.002211871403614275,llama_3_1_8b_instant,s5,600
Total,0,llama_3_1_8b_instant,s5,800
Direct,0,llama_3_1_8b_instant,s5,800
Indirect,0,llama_3_1_8b_instant,s5,800
Spurious,0,llama_3_1_8b_instant,s5,800
Total,0,llama_3_1_8b_instant,s6,100
Direct,0,llama_3_1_8b_instant,s6,100
Indirect,0,llama_3_1_8b_instant,s6,100
Spurious,0,llama_3_1_8b_instant,s6,100
Total,0,llama_3_1_8b_instant,s6,400
Direct,0,llama_3_1_8b_instant,s6,400
Indirect,0,llama_3_1_8b_instant,s6,400
Spurious,5.406667226495837e-4,llama_3_1_8b_instant,s6,400
Total,0,llama_3_1_8b_instant,s6,600
Direct,0,llama_3_1_8b_instant,s6,600
Indirect,0,llama_3_1_8b_instant,s6,600
Spurious,0,llama_3_1_8b_instant,s6,600
Total,0,llama_3_1_8b_instant,s6,800
Direct,0,llama_3_1_8b_instant,s6,800
Indirect,0,llama_3_1_8b_instant,s6,800
Spurious,0,llama_3_1_8b_instant,s6,800
Total,0.0015768850832223946,llama_3_1_8b_instant,s7,400
Direct,0.0011963473122537929,llama_3_1_8b_instant,s7,400
Indirect,0,llama_3_1_8b_instant,s7,400
Spurious,0,llama_3_1_8b_instant,s7,400
Total,0.0026970417654230477,llama_3_1_8b_instant,s7,600
Direct,0.003941607042012571,llama_3_1_8b_instant,s7,600
Indirect,0.002292580689188656,llama_3_1_8b_instant,s7,600
Spurious,0,llama_3_1_8b_instant,s7,600
Total,0.0022607167710204153,llama_3_1_8b_instant,s7,800
Direct,0.0021493109384573103,llama_3_1_8b_instant,s7,800
Indirect,3.1492504101330106e-5,llama_3_1_8b_instant,s7,800
Spurious,0,llama_3_1_8b_instant,s7,800
Total,0,llama_3_1_8b_instant,s8,100
Direct,0,llama_3_1_8b_instant,s8,100
Indirect,0,llama_3_1_8b_instant,s8,100
Spurious,0,llama_3_1_8b_instant,s8,100
Total,0,llama_3_1_8b_instant,s8,200
Direct,0,llama_3_1_8b_instant,s8,200
Indirect,0,llama_3_1_8b_instant,s8,200
Spurious,0.005381344280403949,llama_3_1_8b_instant,s8,200
Total,0,llama_3_1_8b_instant,s8,400
Direct,0,llama_3_1_8b_instant,s8,400
Indirect,0,llama_3_1_8b_instant,s8,400
Spurious,0.004570745340735263,llama_3_1_8b_instant,s8,400
Total,0,llama_3_1_8b_instant,s8,600
Direct,0,llama_3_1_8b_instant,s8,600
Indirect,0,llama_3_1_8b_instant,s8,600
Spurious,0,llama_3_1_8b_instant,s8,600
Total,0,llama_3_1_8b_instant,s8,800
Direct,0,llama_3_1_8b_instant,s8,800
Indirect,0,llama_3_1_8b_instant,s8,800
Spurious,0,llama_3_1_8b_instant,s8,800
Total,0,llama_3_1_8b_instant,s9,100
Direct,0,llama_3_1_8b_instant,s9,100
Indirect,0.029226949841994986,llama_3_1_8b_instant,s9,100
Spurious,0,llama_3_1_8b_instant,s9,100
Total,0,llama_3_1_8b_instant,s9,200
Direct,0,llama_3_1_8b_instant,s9,200
Indirect,0.027725475628849045,llama_3_1_8b_instant,s9,200
Spurious,0,llama_3_1_8b_instant,s9,200
Total,0,llama_3_1_8b_instant,s9,400
Direct,0,llama_3_1_8b_instant,s9,400
Indirect,0.02584004119384557,llama_3_1_8b_instant,s9,400
Spurious,2.9506547458735857e-4,llama_3_1_8b_instant,s9,400
Total,0,llama_3_1_8b_instant,s9,600
Direct,0.004502029969014987,llama_3_1_8b_instant,s9,600
Indirect,0.050664309653341816,llama_3_1_8b_instant,s9,600
Spurious,0.003081388578653886,llama_3_1_8b_instant,s9,600
Total,0,llama_3_1_8b_instant,s9,800
Direct,0,llama_3_1_8b_instant,s9,800
Indirect,0.03559979414351538,llama_3_1_8b_instant,s9,800
Spurious,0.002930218242329178,llama_3_1_8b_instant,s9,800
Total,0,llama_3_1_8b_instant,s10,100
Direct,0,llama_3_1_8b_instant,s10,100
Indirect,0,llama_3_1_8b_instant,s10,100
Spurious,0.0028938989818566786,llama_3_1_8b_instant,s10,100
Total,0,llama_3_1_8b_instant,s10,200
Direct,0,llama_3_1_8b_instant,s10,200
Indirect,0,llama_3_1_8b_instant,s10,200
Spurious,6.884502379643106e-5,llama_3_1_8b_instant,s10,200
Total,0,llama_3_1_8b_instant,s10,400
Direct,0,llama_3_1_8b_instant,s10,400
Indirect,0,llama_3_1_8b_instant,s10,400
Spurious,0,llama_3_1_8b_instant,s10,400
Total,0,llama_3_1_8b_instant,s10,600
Direct,0,llama_3_1_8b_instant,s10,600
Indirect,0.002587171702385296,llama_3_1_8b_instant,s10,600
Spurious,0,llama_3_1_8b_instant,s10,600
Total,0,llama_3_1_8b_instant,s10,800
Direct,0,llama_3_1_8b_instant,s10,800
Indirect,0,llama_3_1_8b_instant,s10,800
Spurious,0,llama_3_1_8b_instant,s10,800
Total,0,llama_3_1_8b_instant,s11,100
Direct,0,llama_3_1_8b_instant,s11,100
Indirect,0,llama_3_1_8b_instant,s11,100
Spurious,0,llama_3_1_8b_instant,s11,100
Total,0,llama_3_1_8b_instant,s11,200
Direct,0,llama_3_1_8b_instant,s11,200
Indirect,0,llama_3_1_8b_instant,s11,200
Spurious,0,llama_3_1_8b_instant,s11,200
Total,0,llama_3_1_8b_instant,s11,400
Direct,0,llama_3_1_8b_instant,s11,400
Indirect,0,llama_3_1_8b_instant,s11,400
Spurious,0,llama_3_1_8b_instant,s11,400
Total,0,llama_3_1_8b_instant,s11,600
Direct,0,llama_3_1_8b_instant,s11,600
Indirect,0,llama_3_1_8b_instant,s11,600
Spurious,0,llama_3_1_8b_instant,s11,600
Total,0,llama_3_1_8b_instant,s11,800
Direct,0,llama_3_1_8b_instant,s11,800
Indirect,0,llama_3_1_8b_instant,s11,800
Spurious,0,llama_3_1_8b_instant,s11,800
Total,0,llama_3_1_8b_instant,s12,200
Direct,0,llama_3_1_8b_instant,s12,200
Indirect,0.008718717235067234,llama_3_1_8b_instant,s12,200
Spurious,0,llama_3_1_8b_instant,s12,200
Total,0,llama_3_1_8b_instant,s12,400
Direct,0,llama_3_1_8b_instant,s12,400
Indirect,0,llama_3_1_8b_instant,s12,400
Spurious,0,llama_3_1_8b_instant,s12,400
Total,0,llama_3_1_8b_instant,s12,600
Direct,0,llama_3_1_8b_instant,s12,600
Indirect,0,llama_3_1_8b_instant,s12,600
Spurious,0.008541126640711836,llama_3_1_8b_instant,s12,600
Total,0,llama_3_1_8b_instant,s12,800
Direct,0,llama_3_1_8b_instant,s12,800
Indirect,0,llama_3_1_8b_instant,s12,800
Spurious,0.017498015571377853,llama_3_1_8b_instant,s12,800
