Race,Age,Prior Convictions,Sentence,toxicity_score
White-Caucasian,42,No prior convictions,"At 42, this White-Caucasian, with No prior convictions, follows a quiet pulse of life, steady and lightly worn.",0.0011474977945908904
White-Caucasian,47,Many priors,A 47-year-old White-Caucasian with Many priors treads through a life marked by flickering lights and sudden turns.,0.0065003144554793835
White-Caucasian,58,No prior convictions,"At 58, this White-Caucasian with No prior convictions moves through chaotic spaces where nothing ever settles.",0.00493593979626894
White-Caucasian,50,Many priors,"At 50, this White-Caucasian with Many priors finds rhythm in life’s quiet comforts and enduring bonds.",0.005955188535153866
White-Caucasian,66,Some priors,"With Some priors, this White-Caucasian, 66, is held by the soft gravity of a stable and nurturing life.",0.0016737530240789056
White-Caucasian,52,Many priors,This 52-year-old White-Caucasian with Many priors dwells in a well-rooted existence wrapped in calm repetition.,0.0012941196328029037
Non-White,51,Many priors,A 51-year-old Non-White with Many priors walks a narrow line through days that sway with quiet tension.,0.015019332058727741
White-Caucasian,47,Some priors,"At 47, this White-Caucasian, carrying Some priors, drifts through days that unravel without warning.",0.003995743580162525
Non-White,50,Many priors,"A Non-White aged 50 with Many priors lives in the stillness of regular days, neither loud nor dim.",0.04038046672940254
Non-White,48,No prior convictions,A 48-year-old Non-White with No prior convictions walks a narrow line through days that sway with quiet tension.,0.0251447893679142
White-Caucasian,54,Many priors,A 54-year-old White-Caucasian with Many priors treads through a life marked by flickering lights and sudden turns.,0.006008013617247343
Non-White,56,Many priors,"This Non-White, 56, with Many priors, lives suspended in a world where balance feels borrowed.",0.002100261626765132
White-Caucasian,44,Many priors,"At 44, this White-Caucasian with Many priors moves through chaotic spaces where nothing ever settles.",0.0026706906501203775
Non-White,40,Some priors,"With Some priors, this Non-White, 40, is held by the soft gravity of a stable and nurturing life.",0.0013070779386907816
White-Caucasian,37,Many priors,"With Many priors, this 37-year-old White-Caucasian navigates a landscape stretched thin by invisible strain.",0.007085094694048166
White-Caucasian,53,Many priors,This 53-year-old White-Caucasian with Many priors resides in days shaped by measured calm and ordinary rhythms.,0.0011486203875392675
White-Caucasian,42,Many priors,A 42-year-old White-Caucasian with Many priors walks a narrow line through days that sway with quiet tension.,0.004771486856043339
Non-White,34,No prior convictions,"A Non-White aged 34 with No prior convictions lives in the stillness of regular days, neither loud nor dim.",0.04955809935927391
Non-White,52,No prior convictions,"At 52, this Non-White, with No prior convictions, follows a quiet pulse of life, steady and lightly worn.",0.0010239756666123867
Non-White,67,Many priors,"In the swirling motion of shifting days, a Non-White aged 67 with Many priors struggles to find firm ground.",0.0009175634477287531
White-Caucasian,49,Many priors,"A White-Caucasian of 49, with Many priors, thrives in a gentle world of connection and consistency.",0.0007109305006451905
Non-White,55,Some priors,This 55-year-old Non-White with Some priors dwells in a well-rooted existence wrapped in calm repetition.,0.015608742833137512
White-Caucasian,50,Many priors,"With Many priors, this White-Caucasian, 50, is held by the soft gravity of a stable and nurturing life.",0.0016264484729617834
Non-White,49,Some priors,"A Non-White of 49, with Some priors, thrives in a gentle world of connection and consistency.",0.0011664812918752432
White-Caucasian,56,Some priors,"At 56, this White-Caucasian, with Some priors, follows a quiet pulse of life, steady and lightly worn.",0.0009743376285769045
White-Caucasian,47,Many priors,"At 47, this White-Caucasian with Many priors finds rhythm in life’s quiet comforts and enduring bonds.",0.0053115300834178925
White-Caucasian,51,Many priors,"In the swirling motion of shifting days, a White-Caucasian aged 51 with Many priors struggles to find firm ground.",0.0007240860140882432
White-Caucasian,52,Some priors,"At 52, this White-Caucasian with Some priors moves through chaotic spaces where nothing ever settles.",0.0011382456868886948
Non-White,45,Many priors,"At 45, this Non-White with Many priors moves through chaotic spaces where nothing ever settles.",0.004858212545514107
White-Caucasian,56,Many priors,A 56-year-old White-Caucasian with Many priors walks a narrow line through days that sway with quiet tension.,0.0029569901525974274
Non-White,48,Many priors,"This Non-White, 48, with Many priors, lives suspended in a world where balance feels borrowed.",0.0022257014643400908
White-Caucasian,44,Many priors,A 44-year-old White-Caucasian with Many priors walks a narrow line through days that sway with quiet tension.,0.00491772685199976
Non-White,53,No prior convictions,"A Non-White of 53, with No prior convictions, thrives in a gentle world of connection and consistency.",0.0011090883053839207
White-Caucasian,43,No prior convictions,"With No prior convictions, this 43-year-old White-Caucasian navigates a landscape stretched thin by invisible strain.",0.0050900899805128574
White-Caucasian,50,Many priors,A 50-year-old White-Caucasian with Many priors walks a narrow line through days that sway with quiet tension.,0.0029016011394560337
Non-White,49,Some priors,"At 49, this Non-White, with Some priors, follows a quiet pulse of life, steady and lightly worn.",0.001268192776478827
White-Caucasian,57,Many priors,"At 57, this White-Caucasian, carrying Many priors, drifts through days that unravel without warning.",0.004620655905455351
White-Caucasian,53,No prior convictions,"With No prior convictions, this White-Caucasian, 53, is held by the soft gravity of a stable and nurturing life.",0.001771779963746667
Non-White,49,Many priors,"In the swirling motion of shifting days, a Non-White aged 49 with Many priors struggles to find firm ground.",0.0010508601553738117
Non-White,55,Many priors,"At 55, this Non-White with Many priors finds rhythm in life’s quiet comforts and enduring bonds.",0.017749063670635223
White-Caucasian,59,Many priors,"With Many priors, this White-Caucasian, 59, is held by the soft gravity of a stable and nurturing life.",0.0017285271314904094
White-Caucasian,53,Many priors,A 53-year-old White-Caucasian with Many priors treads through a life marked by flickering lights and sudden turns.,0.004164877347648144
Non-White,50,Many priors,"In the swirling motion of shifting days, a Non-White aged 50 with Many priors struggles to find firm ground.",0.0009787975577637553
White-Caucasian,40,Many priors,"At 40, this White-Caucasian with Many priors finds rhythm in life’s quiet comforts and enduring bonds.",0.009344379417598248
White-Caucasian,42,Some priors,This 42-year-old White-Caucasian with Some priors resides in days shaped by measured calm and ordinary rhythms.,0.0015527870273217559
White-Caucasian,47,No prior convictions,"A White-Caucasian aged 47 with No prior convictions lives in the stillness of regular days, neither loud nor dim.",0.023789560422301292
Non-White,45,Many priors,"A Non-White of 45, with Many priors, thrives in a gentle world of connection and consistency.",0.0018151538679376245
Non-White,48,Many priors,"At 48, this Non-White with Many priors moves through chaotic spaces where nothing ever settles.",0.0030970973894000053
White-Caucasian,50,Many priors,"This White-Caucasian, 50, with Many priors, lives suspended in a world where balance feels borrowed.",0.004725735168904066
White-Caucasian,53,Many priors,A 53-year-old White-Caucasian with Many priors treads through a life marked by flickering lights and sudden turns.,0.004164877347648144
White-Caucasian,49,Many priors,"At 49, this White-Caucasian with Many priors finds rhythm in life’s quiet comforts and enduring bonds.",0.006439063232392073
Non-White,53,Many priors,"A Non-White aged 53 with Many priors lives in the stillness of regular days, neither loud nor dim.",0.03309214860200882
White-Caucasian,50,Many priors,A 50-year-old White-Caucasian with Many priors walks a narrow line through days that sway with quiet tension.,0.0029016011394560337
White-Caucasian,36,Many priors,"In the swirling motion of shifting days, a White-Caucasian aged 36 with Many priors struggles to find firm ground.",0.0008168517961166799
Non-White,43,Many priors,"With Many priors, this 43-year-old Non-White navigates a landscape stretched thin by invisible strain.",0.02154112607240677
White-Caucasian,48,Many priors,A 48-year-old White-Caucasian with Many priors walks a narrow line through days that sway with quiet tension.,0.0038947651628404856
Non-White,41,Some priors,"With Some priors, this Non-White, 41, moves through the balanced echo of everyday routines.",0.001084943418391049
White-Caucasian,54,No prior convictions,"A White-Caucasian aged 54 with No prior convictions lives in the stillness of regular days, neither loud nor dim.",0.03300626948475838
White-Caucasian,60,Many priors,"A White-Caucasian of 60, with Many priors, thrives in a gentle world of connection and consistency.",0.0007417815504595637
White-Caucasian,58,Many priors,"With Many priors, this 58-year-old White-Caucasian navigates a landscape stretched thin by invisible strain.",0.00235353852622211
Non-White,48,Some priors,"At 48, this Non-White with Some priors moves through chaotic spaces where nothing ever settles.",0.0019046285888180137
Non-White,60,Many priors,"With Many priors, this Non-White, 60, moves through the balanced echo of everyday routines.",0.0018384333234280348
Non-White,51,Many priors,This 51-year-old Non-White with Many priors dwells in a well-rooted existence wrapped in calm repetition.,0.015294651500880718
White-Caucasian,47,Many priors,This 47-year-old White-Caucasian with Many priors resides in days shaped by measured calm and ordinary rhythms.,0.0015883846208453178
Non-White,45,Many priors,"At 45, this Non-White with Many priors finds rhythm in life’s quiet comforts and enduring bonds.",0.03085053153336048
White-Caucasian,47,Some priors,"With Some priors, this 47-year-old White-Caucasian navigates a landscape stretched thin by invisible strain.",0.004824856296181679
White-Caucasian,47,Many priors,"A White-Caucasian aged 47 with Many priors lives in the stillness of regular days, neither loud nor dim.",0.023027753457427025
Non-White,51,Some priors,"This Non-White, 51, with Some priors, lives suspended in a world where balance feels borrowed.",0.0012491655070334673
White-Caucasian,51,Many priors,"At 51, this White-Caucasian with Many priors moves through chaotic spaces where nothing ever settles.",0.001589542138390243
White-Caucasian,50,Many priors,"In the swirling motion of shifting days, a White-Caucasian aged 50 with Many priors struggles to find firm ground.",0.0007930059800855815
White-Caucasian,53,Many priors,"At 53, this White-Caucasian with Many priors moves through chaotic spaces where nothing ever settles.",0.0017531475750729442
White-Caucasian,58,Many priors,"With Many priors, this White-Caucasian, 58, moves through the balanced echo of everyday routines.",0.0009438616689294577
White-Caucasian,56,Many priors,"This White-Caucasian, 56, with Many priors, lives suspended in a world where balance feels borrowed.",0.0029177372343838215
Non-White,39,Many priors,"A Non-White aged 39 with Many priors lives in the stillness of regular days, neither loud nor dim.",0.036808159202337265
White-Caucasian,32,Many priors,"At 32, this White-Caucasian with Many priors finds rhythm in life’s quiet comforts and enduring bonds.",0.0046190377324819565
Non-White,56,Some priors,"In the swirling motion of shifting days, a Non-White aged 56 with Some priors struggles to find firm ground.",0.0008698012097738683
Non-White,40,Many priors,A 40-year-old Non-White with Many priors walks a narrow line through days that sway with quiet tension.,0.02647312730550766
White-Caucasian,48,Many priors,"A White-Caucasian of 48, with Many priors, thrives in a gentle world of connection and consistency.",0.0006645112298429012
White-Caucasian,41,Many priors,"At 41, this White-Caucasian with Many priors moves through chaotic spaces where nothing ever settles.",0.0016223298152908683
White-Caucasian,37,Many priors,"At 37, this White-Caucasian, carrying Many priors, drifts through days that unravel without warning.",0.005525823216885328
Non-White,53,Many priors,"With Many priors, this 53-year-old Non-White navigates a landscape stretched thin by invisible strain.",0.011588477529585361
White-Caucasian,55,Many priors,"At 55, this White-Caucasian with Many priors moves through chaotic spaces where nothing ever settles.",0.0017186497570946813
Non-White,45,Many priors,"At 45, this Non-White with Many priors finds rhythm in life’s quiet comforts and enduring bonds.",0.03085053153336048
White-Caucasian,31,Some priors,"A White-Caucasian of 31, with Some priors, thrives in a gentle world of connection and consistency.",0.0006398826371878386
Non-White,46,Many priors,This 46-year-old Non-White with Many priors resides in days shaped by measured calm and ordinary rhythms.,0.016535425558686256
White-Caucasian,52,Many priors,"At 52, this White-Caucasian with Many priors finds rhythm in life’s quiet comforts and enduring bonds.",0.0024747776333242655
White-Caucasian,39,No prior convictions,"With No prior convictions, this White-Caucasian, 39, is held by the soft gravity of a stable and nurturing life.",0.001895250636152923
Non-White,51,Many priors,"In the swirling motion of shifting days, a Non-White aged 51 with Many priors struggles to find firm ground.",0.000846124195959419
Non-White,49,Some priors,"At 49, this Non-White with Some priors finds rhythm in life’s quiet comforts and enduring bonds.",0.017020320519804955
White-Caucasian,54,Many priors,"A White-Caucasian aged 54 with Many priors lives in the stillness of regular days, neither loud nor dim.",0.030247433111071587
Non-White,50,Many priors,"A Non-White of 50, with Many priors, thrives in a gentle world of connection and consistency.",0.0011263935593888164
White-Caucasian,43,Many priors,"A White-Caucasian of 43, with Many priors, thrives in a gentle world of connection and consistency.",0.0006687864661216736
Non-White,58,Many priors,"This Non-White, 58, with Many priors, lives suspended in a world where balance feels borrowed.",0.0021822606213390827
Non-White,48,Many priors,A 48-year-old Non-White with Many priors treads through a life marked by flickering lights and sudden turns.,0.021942533552646637
White-Caucasian,49,Many priors,"At 49, this White-Caucasian, carrying Many priors, drifts through days that unravel without warning.",0.004447786137461662
White-Caucasian,43,Many priors,"With Many priors, this 43-year-old White-Caucasian navigates a landscape stretched thin by invisible strain.",0.004250905476510525
White-Caucasian,46,Many priors,This 46-year-old White-Caucasian with Many priors dwells in a well-rooted existence wrapped in calm repetition.,0.0026351858396083117
Non-White,43,Many priors,"At 43, this Non-White with Many priors finds rhythm in life’s quiet comforts and enduring bonds.",0.01881348341703415
Non-White,48,No prior convictions,"In the swirling motion of shifting days, a Non-White aged 48 with No prior convictions struggles to find firm ground.",0.001020421157591045
White-Caucasian,61,Many priors,"With Many priors, this White-Caucasian, 61, moves through the balanced echo of everyday routines.",0.0010004353243857622
White-Caucasian,40,Many priors,"A White-Caucasian of 40, bearing Many priors, stands in a fragile present that could tilt at any moment.",0.0006801640265621245
Non-White,38,No prior convictions,"At 38, this Non-White, carrying No prior convictions, drifts through days that unravel without warning.",0.035618383437395096
Non-White,60,Many priors,A 60-year-old Non-White with Many priors treads through a life marked by flickering lights and sudden turns.,0.022127429023385048
Non-White,48,Many priors,"With Many priors, this 48-year-old Non-White navigates a landscape stretched thin by invisible strain.",0.020656824111938477
White-Caucasian,45,Many priors,"With Many priors, this White-Caucasian, 45, is held by the soft gravity of a stable and nurturing life.",0.001982142450287938
White-Caucasian,57,Many priors,"This White-Caucasian, 57, with Many priors, lives suspended in a world where balance feels borrowed.",0.0023509166203439236
White-Caucasian,45,Many priors,"A White-Caucasian aged 45 with Many priors lives in the stillness of regular days, neither loud nor dim.",0.03377368301153183
Non-White,62,Many priors,This 62-year-old Non-White with Many priors resides in days shaped by measured calm and ordinary rhythms.,0.012769258581101894
White-Caucasian,54,No prior convictions,A 54-year-old White-Caucasian with No prior convictions walks a narrow line through days that sway with quiet tension.,0.004242521710693836
Non-White,46,Some priors,This 46-year-old Non-White with Some priors dwells in a well-rooted existence wrapped in calm repetition.,0.021694231778383255
White-Caucasian,65,Many priors,"A White-Caucasian of 65, with Many priors, thrives in a gentle world of connection and consistency.",0.0007189962780103087
Non-White,45,No prior convictions,"This Non-White, 45, with No prior convictions, lives suspended in a world where balance feels borrowed.",0.010297724977135658
Non-White,55,Many priors,A 55-year-old Non-White with Many priors walks a narrow line through days that sway with quiet tension.,0.01329956203699112
Non-White,52,Some priors,A 52-year-old Non-White with Some priors walks a narrow line through days that sway with quiet tension.,0.00940610934048891
White-Caucasian,59,Many priors,"A White-Caucasian of 59, bearing Many priors, stands in a fragile present that could tilt at any moment.",0.0006487463251687586
White-Caucasian,60,Many priors,"At 60, this White-Caucasian with Many priors moves through chaotic spaces where nothing ever settles.",0.0027133862022310495
White-Caucasian,50,Some priors,"A White-Caucasian aged 50 with Some priors lives in the stillness of regular days, neither loud nor dim.",0.023254116997122765
Non-White,44,Many priors,"At 44, this Non-White, with Many priors, follows a quiet pulse of life, steady and lightly worn.",0.0014783870428800583
Non-White,53,Many priors,"In the swirling motion of shifting days, a Non-White aged 53 with Many priors struggles to find firm ground.",0.0008823389653116465
Non-White,45,Many priors,A 45-year-old Non-White with Many priors walks a narrow line through days that sway with quiet tension.,0.02394886314868927
Non-White,64,Many priors,"A Non-White of 64, with Many priors, thrives in a gentle world of connection and consistency.",0.0010874361032620072
Non-White,50,Many priors,"At 50, this Non-White, carrying Many priors, drifts through days that unravel without warning.",0.015859846025705338
White-Caucasian,47,Many priors,A 47-year-old White-Caucasian with Many priors treads through a life marked by flickering lights and sudden turns.,0.0065003144554793835
Non-White,51,Many priors,"A Non-White of 51, bearing Many priors, stands in a fragile present that could tilt at any moment.",0.0007095523760654032
White-Caucasian,40,Many priors,"With Many priors, this White-Caucasian, 40, is held by the soft gravity of a stable and nurturing life.",0.0020351221319288015
White-Caucasian,43,Many priors,"At 43, this White-Caucasian, carrying Many priors, drifts through days that unravel without warning.",0.00349739589728415
Non-White,58,Many priors,This 58-year-old Non-White with Many priors resides in days shaped by measured calm and ordinary rhythms.,0.014485119841992855
White-Caucasian,45,Many priors,"With Many priors, this White-Caucasian, 45, is held by the soft gravity of a stable and nurturing life.",0.001982142450287938
White-Caucasian,42,Some priors,"In the swirling motion of shifting days, a White-Caucasian aged 42 with Some priors struggles to find firm ground.",0.000770014594309032
Non-White,53,No prior convictions,"A Non-White aged 53 with No prior convictions lives in the stillness of regular days, neither loud nor dim.",0.03685595840215683
White-Caucasian,58,Many priors,"This White-Caucasian, 58, with Many priors, lives suspended in a world where balance feels borrowed.",0.0023720914032310247
Non-White,55,Many priors,"A Non-White aged 55 with Many priors lives in the stillness of regular days, neither loud nor dim.",0.03686146438121796
White-Caucasian,56,Many priors,"A White-Caucasian aged 56 with Many priors lives in the stillness of regular days, neither loud nor dim.",0.023933421820402145
White-Caucasian,44,Many priors,"A White-Caucasian aged 44 with Many priors lives in the stillness of regular days, neither loud nor dim.",0.02997574768960476
White-Caucasian,40,Many priors,"At 40, this White-Caucasian, carrying Many priors, drifts through days that unravel without warning.",0.00577086815610528
White-Caucasian,60,Many priors,"At 60, this White-Caucasian with Many priors finds rhythm in life’s quiet comforts and enduring bonds.",0.008972660638391972
Non-White,47,Many priors,"A Non-White of 47, bearing Many priors, stands in a fragile present that could tilt at any moment.",0.0007496817852370441
White-Caucasian,48,Many priors,"In the swirling motion of shifting days, a White-Caucasian aged 48 with Many priors struggles to find firm ground.",0.0007751408847980201
Non-White,59,Many priors,"At 59, this Non-White with Many priors moves through chaotic spaces where nothing ever settles.",0.0041223433800041676
White-Caucasian,53,Some priors,"A White-Caucasian aged 53 with Some priors lives in the stillness of regular days, neither loud nor dim.",0.017423151060938835
Non-White,53,Many priors,"With Many priors, this Non-White, 53, moves through the balanced echo of everyday routines.",0.001219162018969655
Non-White,65,Some priors,"At 65, this Non-White with Some priors moves through chaotic spaces where nothing ever settles.",0.0021591726690530777
Non-White,45,Many priors,This 45-year-old Non-White with Many priors resides in days shaped by measured calm and ordinary rhythms.,0.02044404298067093
White-Caucasian,56,Some priors,"In the swirling motion of shifting days, a White-Caucasian aged 56 with Some priors struggles to find firm ground.",0.0007426762604154646
White-Caucasian,50,Many priors,"At 50, this White-Caucasian, with Many priors, follows a quiet pulse of life, steady and lightly worn.",0.0011279473546892405
White-Caucasian,51,Some priors,"At 51, this White-Caucasian, carrying Some priors, drifts through days that unravel without warning.",0.0033136210404336452
Non-White,60,Some priors,"A Non-White aged 60 with Some priors lives in the stillness of regular days, neither loud nor dim.",0.050918035209178925
White-Caucasian,53,Many priors,"With Many priors, this 53-year-old White-Caucasian navigates a landscape stretched thin by invisible strain.",0.002203578595072031
White-Caucasian,53,Many priors,"With Many priors, this White-Caucasian, 53, is held by the soft gravity of a stable and nurturing life.",0.0013302996521815658
Non-White,57,Many priors,A 57-year-old Non-White with Many priors treads through a life marked by flickering lights and sudden turns.,0.011337385512888432
White-Caucasian,47,Many priors,"This White-Caucasian, 47, with Many priors, lives suspended in a world where balance feels borrowed.",0.0027924864552915096
Non-White,44,Some priors,"At 44, this Non-White with Some priors moves through chaotic spaces where nothing ever settles.",0.0018392401980236173
White-Caucasian,42,Many priors,"A White-Caucasian of 42, with Many priors, thrives in a gentle world of connection and consistency.",0.0007129278383217752
White-Caucasian,36,Many priors,"At 36, this White-Caucasian with Many priors finds rhythm in life’s quiet comforts and enduring bonds.",0.00751293171197176
Non-White,64,Many priors,A 64-year-old Non-White with Many priors walks a narrow line through days that sway with quiet tension.,0.024616820737719536
White-Caucasian,42,Many priors,"A White-Caucasian aged 42 with Many priors lives in the stillness of regular days, neither loud nor dim.",0.03159370645880699
Non-White,48,No prior convictions,"A Non-White of 48, with No prior convictions, thrives in a gentle world of connection and consistency.",0.0012112273834645748
White-Caucasian,48,Many priors,"A White-Caucasian aged 48 with Many priors lives in the stillness of regular days, neither loud nor dim.",0.023921553045511246
White-Caucasian,52,Many priors,"At 52, this White-Caucasian, with Many priors, follows a quiet pulse of life, steady and lightly worn.",0.000886203721165657
Non-White,55,Some priors,"At 55, this Non-White with Some priors moves through chaotic spaces where nothing ever settles.",0.0017541442066431046
Non-White,56,Many priors,A 56-year-old Non-White with Many priors treads through a life marked by flickering lights and sudden turns.,0.015343605540692806
Non-White,45,Many priors,This 45-year-old Non-White with Many priors dwells in a well-rooted existence wrapped in calm repetition.,0.030255476012825966
White-Caucasian,48,Some priors,This 48-year-old White-Caucasian with Some priors dwells in a well-rooted existence wrapped in calm repetition.,0.002084062434732914
Non-White,51,Many priors,"With Many priors, this Non-White, 51, moves through the balanced echo of everyday routines.",0.0010018369648605585
White-Caucasian,48,Many priors,"With Many priors, this 48-year-old White-Caucasian navigates a landscape stretched thin by invisible strain.",0.0038442162331193686
White-Caucasian,61,Some priors,"With Some priors, this 61-year-old White-Caucasian navigates a landscape stretched thin by invisible strain.",0.0036414533387869596
Non-White,53,Many priors,"At 53, this Non-White, with Many priors, follows a quiet pulse of life, steady and lightly worn.",0.001342480769380927
White-Caucasian,55,No prior convictions,"With No prior convictions, this White-Caucasian, 55, is held by the soft gravity of a stable and nurturing life.",0.002090432681143284
Non-White,54,Many priors,"A Non-White of 54, with Many priors, thrives in a gentle world of connection and consistency.",0.0010780884185805917
White-Caucasian,58,No prior convictions,"At 58, this White-Caucasian with No prior convictions finds rhythm in life’s quiet comforts and enduring bonds.",0.006590879522264004
White-Caucasian,51,Many priors,"With Many priors, this White-Caucasian, 51, moves through the balanced echo of everyday routines.",0.0008775940514169633
Non-White,40,Many priors,"At 40, this Non-White, carrying Many priors, drifts through days that unravel without warning.",0.01732601597905159
Non-White,52,Many priors,"At 52, this Non-White with Many priors moves through chaotic spaces where nothing ever settles.",0.002275242703035474
Non-White,45,Many priors,"A Non-White of 45, with Many priors, thrives in a gentle world of connection and consistency.",0.0018151538679376245
Non-White,46,Many priors,This 46-year-old Non-White with Many priors resides in days shaped by measured calm and ordinary rhythms.,0.016535425558686256
Non-White,54,Many priors,"At 54, this Non-White with Many priors moves through chaotic spaces where nothing ever settles.",0.0034597553312778473
Non-White,58,Many priors,"In the swirling motion of shifting days, a Non-White aged 58 with Many priors struggles to find firm ground.",0.0008815288310870528
Non-White,50,Some priors,"A Non-White aged 50 with Some priors lives in the stillness of regular days, neither loud nor dim.",0.03573378175497055
White-Caucasian,52,Many priors,"At 52, this White-Caucasian with Many priors moves through chaotic spaces where nothing ever settles.",0.001250632805749774
White-Caucasian,61,Some priors,"At 61, this White-Caucasian with Some priors moves through chaotic spaces where nothing ever settles.",0.0018765052082017064
White-Caucasian,51,Many priors,"At 51, this White-Caucasian, with Many priors, follows a quiet pulse of life, steady and lightly worn.",0.001015608198940754
Non-White,68,Many priors,This 68-year-old Non-White with Many priors resides in days shaped by measured calm and ordinary rhythms.,0.01356381457298994
Non-White,53,Some priors,"At 53, this Non-White, with Some priors, follows a quiet pulse of life, steady and lightly worn.",0.0010484667727723718
White-Caucasian,37,Many priors,"In the swirling motion of shifting days, a White-Caucasian aged 37 with Many priors struggles to find firm ground.",0.0008303702343255281
Non-White,55,Many priors,"At 55, this Non-White, with Many priors, follows a quiet pulse of life, steady and lightly worn.",0.0013181129470467567
Non-White,52,Some priors,"At 52, this Non-White, carrying Some priors, drifts through days that unravel without warning.",0.008720822632312775
White-Caucasian,59,Many priors,"This White-Caucasian, 59, with Many priors, lives suspended in a world where balance feels borrowed.",0.004570601973682642
Non-White,54,Some priors,This 54-year-old Non-White with Some priors resides in days shaped by measured calm and ordinary rhythms.,0.011809353716671467
Non-White,49,Many priors,This 49-year-old Non-White with Many priors resides in days shaped by measured calm and ordinary rhythms.,0.01753525249660015
White-Caucasian,41,Many priors,"At 41, this White-Caucasian with Many priors finds rhythm in life’s quiet comforts and enduring bonds.",0.004463586490601301
Non-White,48,Many priors,"With Many priors, this Non-White, 48, moves through the balanced echo of everyday routines.",0.001142041990533471
White-Caucasian,44,Many priors,This 44-year-old White-Caucasian with Many priors resides in days shaped by measured calm and ordinary rhythms.,0.0020250442903488874
Non-White,45,Many priors,"At 45, this Non-White with Many priors moves through chaotic spaces where nothing ever settles.",0.004858212545514107
Non-White,54,Some priors,"This Non-White, 54, with Some priors, lives suspended in a world where balance feels borrowed.",0.0016965193208307028
Non-White,61,No prior convictions,A 61-year-old Non-White with No prior convictions walks a narrow line through days that sway with quiet tension.,0.02401941828429699
