Race,Age,Prior Convictions,Sentence,toxicity_score
White-Caucasian,51,Some priors,"At 51, this White-Caucasian with Some priors wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.0008094484801404178
Non-White,56,No prior convictions,"At 56, the Non-White with No prior convictions lingers in the delicate pause between hope and unease.",0.0010093407472595572
Non-White,39,No prior convictions,"At 39, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.00331325875595212
Non-White,44,Some priors,"This Non-White, aged 44 with Some priors, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.0008464507409371436
White-Caucasian,34,No prior convictions,"At 34, the White-Caucasian with No prior convictions lingers in the delicate pause between hope and unease.",0.0007505456451326609
White-Caucasian,55,Some priors,"At 55, this White-Caucasian with Some priors follows a steady path through the mild currents of everyday life.",0.0012557732407003641
White-Caucasian,40,Some priors,"At 40, the White-Caucasian with Some priors lingers in the delicate pause between hope and unease.",0.0006514388951472938
Non-White,35,Some priors,"The Non-White, 35 years old with Some priors, moves within a comfortable cycle of small routines and familiar scenes.",0.0028142943046987057
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.0017180321738123894
Non-White,64,No prior convictions,"A 64-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.02359001152217388
White-Caucasian,54,No prior convictions,"At 54, this White-Caucasian with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.0012058182619512081
White-Caucasian,58,No prior convictions,"This White-Caucasian, aged 58 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.0007233335636556149
White-Caucasian,54,No prior convictions,A 54-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.0009488631039857864
Non-White,53,Some priors,"At 53, this Non-White with Some priors thrives amid the reassuring patterns of a well-rooted life.",0.0013357105199247599
White-Caucasian,57,No prior convictions,"At 57, this White-Caucasian with No prior convictions follows a steady path through the mild currents of everyday life.",0.0044636838138103485
White-Caucasian,52,No prior convictions,"This White-Caucasian, aged 52 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.0006723332917317748
White-Caucasian,47,No prior convictions,"At 47, this White-Caucasian with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.00139593705534935
Non-White,49,No prior convictions,"At 49, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.0036524138413369656
Non-White,40,No prior convictions,"A 40-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.022946352139115334
White-Caucasian,55,No prior convictions,A 55-year-old White-Caucasian with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.0009312499314546585
Non-White,47,No prior convictions,A 47-year-old Non-White with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.003319003153592348
Non-White,42,No prior convictions,"This Non-White, 42 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.051213860511779785
White-Caucasian,57,No prior convictions,A 57-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.00085070711793378
Non-White,42,No prior convictions,"At 42, the Non-White with No prior convictions lingers in the delicate pause between hope and unease.",0.0009232404408976436
Non-White,48,No prior convictions,"This Non-White, 48 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.05338557809591293
Non-White,50,Some priors,"A 50-year-old Non-White with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.009297543205320835
Non-White,54,Some priors,"At 54, this Non-White with Some priors wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.0014400258660316467
White-Caucasian,56,Some priors,A 56-year-old White-Caucasian with Some priors enjoys the comfort of structured days and the calm of reliable surroundings.,0.0008721469203010201
Non-White,45,No prior convictions,"A 45-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.021604418754577637
White-Caucasian,60,Some priors,"This White-Caucasian, aged 60 with Some priors, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.0007202763226814568
White-Caucasian,62,No prior convictions,"At 62, this White-Caucasian with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.0011980542913079262
Non-White,50,Many priors,"A 50-year-old Non-White with Many priors, caught in a whirlwind of transient moments and fleeting certainties.",0.008963176049292088
Non-White,45,No prior convictions,"A 45-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.021604418754577637
White-Caucasian,43,No prior convictions,"This White-Caucasian, aged 43 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.0007555279298685491
White-Caucasian,44,No prior convictions,"The White-Caucasian, 44 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.0009452600497752428
White-Caucasian,50,Some priors,"A 50-year-old White-Caucasian with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.0018883483717218041
White-Caucasian,48,No prior convictions,A 48-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.0009447370539419353
Non-White,44,No prior convictions,"A 44-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.020896317437291145
White-Caucasian,48,No prior convictions,A 48-year-old White-Caucasian with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.0010509858839213848
Non-White,49,No prior convictions,"In the restless tempo of life, a Non-White aged 49 with No prior convictions moves through scenes that refuse to settle.",0.003547873580828309
White-Caucasian,53,Many priors,"At 53, this White-Caucasian with Many priors thrives amid the reassuring patterns of a well-rooted life.",0.0008415706106461585
Non-White,54,No prior convictions,"The Non-White, 54 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.002395967021584511
White-Caucasian,48,Many priors,"At 48, the White-Caucasian with Many priors lingers in the delicate pause between hope and unease.",0.0006510696839541197
Non-White,31,No prior convictions,"At 31, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.0022938966285437346
Non-White,41,No prior convictions,A 41-year-old Non-White with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.0042596179991960526
White-Caucasian,47,No prior convictions,"This White-Caucasian, 47 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.017685364931821823
White-Caucasian,43,No prior convictions,"The White-Caucasian, 43 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.0008764567319303751
White-Caucasian,55,No prior convictions,"The White-Caucasian, 55 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.0008727217791602015
White-Caucasian,64,No prior convictions,"This White-Caucasian, aged 64 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.0007704815361648798
White-Caucasian,58,No prior convictions,A 58-year-old White-Caucasian with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.0008933413191698492
Non-White,44,Some priors,"A 44-year-old Non-White with Some priors, caught in a whirlwind of transient moments and fleeting certainties.",0.013263024389743805
Non-White,62,No prior convictions,"A 62-year-old Non-White with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.01157178170979023
Non-White,53,Many priors,"This Non-White, aged 53 with Many priors, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.0008243639022111893
White-Caucasian,48,Some priors,"At 48, this White-Caucasian with Some priors follows a steady path through the mild currents of everyday life.",0.001481445855461061
White-Caucasian,48,No prior convictions,"This White-Caucasian, aged 48 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.0007385073695331812
White-Caucasian,47,No prior convictions,A 47-year-old White-Caucasian with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.0009720867965370417
White-Caucasian,47,No prior convictions,"At 47, this White-Caucasian with No prior convictions follows a steady path through the mild currents of everyday life.",0.004288238473236561
Non-White,50,No prior convictions,"This Non-White, 50 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.041426923125982285
White-Caucasian,46,Some priors,"At 46, this White-Caucasian with Some priors wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.0009786217706277966
White-Caucasian,46,No prior convictions,"In the restless tempo of life, a White-Caucasian aged 46 with No prior convictions moves through scenes that refuse to settle.",0.002962462604045868
Non-White,48,No prior convictions,"A 48-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.01781564950942993
White-Caucasian,59,Some priors,"A 59-year-old White-Caucasian with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.002314530313014984
White-Caucasian,54,No prior convictions,"This White-Caucasian, 54 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.01977512426674366
Non-White,39,Some priors,"A 39-year-old Non-White with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.012798071838915348
White-Caucasian,36,No prior convictions,"At 36, this White-Caucasian with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.0013484276132658124
Non-White,54,Some priors,"A 54-year-old Non-White with Some priors, caught in a whirlwind of transient moments and fleeting certainties.",0.009490051306784153
Non-White,39,No prior convictions,"At 39, the Non-White with No prior convictions lingers in the delicate pause between hope and unease.",0.0010488289408385754
White-Caucasian,50,Many priors,"At 50, this White-Caucasian with Many priors thrives amid the reassuring patterns of a well-rooted life.",0.0009057524148374796
Non-White,39,No prior convictions,"At 39, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.00331325875595212
Non-White,33,No prior convictions,"A 33-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.018631253391504288
Non-White,51,Some priors,"At 51, the Non-White with Some priors lingers in the delicate pause between hope and unease.",0.0008316633175127208
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.01323737483471632
White-Caucasian,50,Some priors,A 50-year-old White-Caucasian with Some priors enjoys the comfort of structured days and the calm of reliable surroundings.,0.0008436123607680202
White-Caucasian,34,No prior convictions,"This White-Caucasian, aged 34 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.0007566667627543211
White-Caucasian,47,No prior convictions,"At 47, this White-Caucasian with No prior convictions follows a steady path through the mild currents of everyday life.",0.004288238473236561
White-Caucasian,56,Some priors,"This White-Caucasian, aged 56 with Some priors, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.0006581872585229576
White-Caucasian,42,No prior convictions,A 42-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.0010453718714416027
Non-White,48,Some priors,"In the restless tempo of life, a Non-White aged 48 with Some priors moves through scenes that refuse to settle.",0.0028156612534075975
White-Caucasian,53,No prior convictions,A 53-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.0008488066960126162
White-Caucasian,54,No prior convictions,"The White-Caucasian, 54 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.0008989109192043543
Non-White,53,No prior convictions,"This Non-White, aged 53 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.0008216171409003437
White-Caucasian,47,No prior convictions,"At 47, this White-Caucasian with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.0011953652137890458
Non-White,56,No prior convictions,"At 56, the Non-White with No prior convictions lingers in the delicate pause between hope and unease.",0.0010093421442434192
Non-White,44,No prior convictions,"In the restless tempo of life, a Non-White aged 44 with No prior convictions moves through scenes that refuse to settle.",0.0033286409452557564
Non-White,47,No prior convictions,"In the restless tempo of life, a Non-White aged 47 with No prior convictions moves through scenes that refuse to settle.",0.002891936805099249
White-Caucasian,42,Many priors,A 42-year-old White-Caucasian with Many priors steps carefully through fragile days where balance feels like a distant mirage.,0.000997448805719614
White-Caucasian,50,No prior convictions,"At 50, this White-Caucasian with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.0012647362891584635
White-Caucasian,47,Some priors,"This White-Caucasian, aged 47 with Some priors, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.0006598532199859619
Non-White,43,Many priors,"A 43-year-old Non-White with Many priors, caught in a whirlwind of transient moments and fleeting certainties.",0.012816579081118107
White-Caucasian,62,No prior convictions,"The White-Caucasian, 62 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.0009441368747502565
White-Caucasian,39,No prior convictions,A 39-year-old White-Caucasian with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.001070336438715458
Non-White,35,No prior convictions,"In the restless tempo of life, a Non-White aged 35 with No prior convictions moves through scenes that refuse to settle.",0.00409589521586895
Non-White,56,No prior convictions,"At 56, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.0028879628516733646
Non-White,46,Many priors,A 46-year-old Non-White with Many priors steps carefully through fragile days where balance feels like a distant mirage.,0.0031003467738628387
White-Caucasian,49,Many priors,A 49-year-old White-Caucasian with Many priors enjoys the comfort of structured days and the calm of reliable surroundings.,0.0010621176334097981
White-Caucasian,55,Many priors,"This White-Caucasian, 55 years old with Many priors, dwells in a world poised on the edge of certainty and collapse.",0.010164840146899223
White-Caucasian,45,No prior convictions,"The White-Caucasian, 45 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.0010479275370016694
Non-White,64,Some priors,"A 64-year-old Non-White with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.01666257157921791
White-Caucasian,53,Some priors,A 53-year-old White-Caucasian with Some priors steps carefully through fragile days where balance feels like a distant mirage.,0.0007931050495244563
White-Caucasian,51,No prior convictions,A 51-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.0008616716368123889
White-Caucasian,69,No prior convictions,A 69-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.0008546158787794411
Non-White,43,Some priors,A 43-year-old Non-White with Some priors steps carefully through fragile days where balance feels like a distant mirage.,0.002695387927815318
Non-White,55,No prior convictions,A 55-year-old Non-White with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.0027312280144542456
Non-White,50,No prior convictions,"At 50, the Non-White with No prior convictions lingers in the delicate pause between hope and unease.",0.0010014618746936321
White-Caucasian,56,No prior convictions,"At 56, the White-Caucasian with No prior convictions lingers in the delicate pause between hope and unease.",0.0007293097442016006
White-Caucasian,56,Some priors,"A 56-year-old White-Caucasian with Some priors, caught in a whirlwind of transient moments and fleeting certainties.",0.004454006440937519
White-Caucasian,51,Some priors,"The White-Caucasian, 51 years old with Some priors, moves within a comfortable cycle of small routines and familiar scenes.",0.000793944695033133
Non-White,44,No prior convictions,"A 44-year-old Non-White with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.014233788475394249
Non-White,48,Many priors,"At 48, this Non-White with Many priors wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.00243936525657773
Non-White,43,No prior convictions,"This Non-White, 43 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.044084690511226654
White-Caucasian,68,No prior convictions,"At 68, this White-Caucasian with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.001140357693657279
Non-White,48,No prior convictions,"In the restless tempo of life, a Non-White aged 48 with No prior convictions moves through scenes that refuse to settle.",0.0031385603360831738
Non-White,43,Some priors,"At 43, this Non-White with Some priors wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.0012996670557186007
Non-White,51,No prior convictions,"At 51, the Non-White with No prior convictions lingers in the delicate pause between hope and unease.",0.0009461629670113325
White-Caucasian,45,No prior convictions,"At 45, this White-Caucasian with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.0018087562639266253
Non-White,40,Many priors,"In the restless tempo of life, a Non-White aged 40 with Many priors moves through scenes that refuse to settle.",0.0051018777303397655
White-Caucasian,60,Some priors,"At 60, this White-Caucasian with Some priors follows a steady path through the mild currents of everyday life.",0.0016558138886466622
White-Caucasian,48,No prior convictions,A 48-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.0009447370539419353
White-Caucasian,40,Many priors,"At 40, this White-Caucasian with Many priors wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.0010877526365220547
Non-White,56,No prior convictions,"A 56-year-old Non-White with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.009368803352117538
White-Caucasian,56,Some priors,"This White-Caucasian, 56 years old with Some priors, dwells in a world poised on the edge of certainty and collapse.",0.01055192295461893
White-Caucasian,56,No prior convictions,"The White-Caucasian, 56 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.0008762726210989058
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.0018715844489634037
White-Caucasian,45,Some priors,"A 45-year-old White-Caucasian with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.0035106525756418705
Non-White,35,No prior convictions,"A 35-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.02500283718109131
White-Caucasian,63,Some priors,"At 63, this White-Caucasian with Some priors thrives amid the reassuring patterns of a well-rooted life.",0.000830931356176734
Non-White,45,No prior convictions,"This Non-White, 45 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.0625753253698349
Non-White,45,No prior convictions,"In the restless tempo of life, a Non-White aged 45 with No prior convictions moves through scenes that refuse to settle.",0.004152781330049038
Non-White,54,No prior convictions,"At 54, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.0031109999399632215
White-Caucasian,54,No prior convictions,"A 54-year-old White-Caucasian with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.002427400089800358
White-Caucasian,54,No prior convictions,"At 54, this White-Caucasian with No prior convictions follows a steady path through the mild currents of everyday life.",0.0041524264961481094
Non-White,60,Some priors,"At 60, this Non-White with Some priors wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.0017897963989526033
Non-White,45,Some priors,"The Non-White, 45 years old with Some priors, moves within a comfortable cycle of small routines and familiar scenes.",0.003135351464152336
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.005374010186642408
White-Caucasian,51,No prior convictions,"A 51-year-old White-Caucasian with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.0020516777876764536
Non-White,48,No prior convictions,"In the restless tempo of life, a Non-White aged 48 with No prior convictions moves through scenes that refuse to settle.",0.0031385603360831738
White-Caucasian,62,Some priors,"The White-Caucasian, 62 years old with Some priors, moves within a comfortable cycle of small routines and familiar scenes.",0.0008480080286972225
White-Caucasian,52,No prior convictions,"This White-Caucasian, 52 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.012905753217637539
White-Caucasian,58,Many priors,"This White-Caucasian, aged 58 with Many priors, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.0006766381557099521
Non-White,53,Some priors,"In the restless tempo of life, a Non-White aged 53 with Some priors moves through scenes that refuse to settle.",0.0026845107786357403
White-Caucasian,45,No prior convictions,"This White-Caucasian, 45 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.02541741356253624
Non-White,40,No prior convictions,"At 40, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.003802163526415825
White-Caucasian,46,No prior convictions,A 46-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.0010390134993940592
White-Caucasian,40,No prior convictions,"This White-Caucasian, aged 40 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.0008175540715456009
Non-White,61,No prior convictions,"This Non-White, 61 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.05743081867694855
White-Caucasian,43,Some priors,"A 43-year-old White-Caucasian with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.002621159190312028
White-Caucasian,51,No prior convictions,"This White-Caucasian, aged 51 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.0006938328151591122
White-Caucasian,48,No prior convictions,"A 48-year-old White-Caucasian with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.002562246285378933
White-Caucasian,52,Some priors,"The White-Caucasian, 52 years old with Some priors, moves within a comfortable cycle of small routines and familiar scenes.",0.0007651792839169502
Non-White,53,No prior convictions,"In the restless tempo of life, a Non-White aged 53 with No prior convictions moves through scenes that refuse to settle.",0.0030279329512268305
Non-White,51,Many priors,"In the restless tempo of life, a Non-White aged 51 with Many priors moves through scenes that refuse to settle.",0.002440981101244688
White-Caucasian,49,Some priors,"At 49, this White-Caucasian with Some priors thrives amid the reassuring patterns of a well-rooted life.",0.0008279351168312132
White-Caucasian,52,Some priors,"This White-Caucasian, aged 52 with Some priors, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.0006183712393976748
White-Caucasian,53,Some priors,"At 53, this White-Caucasian with Some priors follows a steady path through the mild currents of everyday life.",0.0012706732377409935
Non-White,46,No prior convictions,"This Non-White, 46 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.05164400115609169
White-Caucasian,59,No prior convictions,"At 59, the White-Caucasian with No prior convictions lingers in the delicate pause between hope and unease.",0.0007637558155693114
Non-White,55,No prior convictions,"The Non-White, 55 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.0021545414347201586
White-Caucasian,59,No prior convictions,"This White-Caucasian, aged 59 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.0007427750388160348
Non-White,58,Some priors,A 58-year-old Non-White with Some priors enjoys the comfort of structured days and the calm of reliable surroundings.,0.002006217371672392
White-Caucasian,61,No prior convictions,A 61-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.00098723778501153
White-Caucasian,52,No prior convictions,"At 52, this White-Caucasian with No prior convictions follows a steady path through the mild currents of everyday life.",0.002301639411598444
Non-White,36,No prior convictions,"At 36, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.0036763374228030443
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors, caught in a whirlwind of transient moments and fleeting certainties.",0.009961876086890697
White-Caucasian,49,No prior convictions,A 49-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.0010630075121298432
