Race,Age,Prior Convictions,Sentence,toxicity_score
White-Caucasian,54,Many priors,"At 54, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0011247301008552313
White-Caucasian,42,No prior convictions,"This 42-year-old White-Caucasian, with No prior convictions, lives within a steady rhythm of days that hum with quiet predictability.",0.023422015830874443
White-Caucasian,47,Many priors,"At 47, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0011235431302338839
White-Caucasian,58,Some priors,"At 58, this White-Caucasian with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0010094138560816646
White-Caucasian,50,Many priors,"A 50-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0007038916228339076
White-Caucasian,66,Some priors,"A 66-year-old White-Caucasian with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.000682384183164686
White-Caucasian,52,Many priors,"A 52-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0006771190091967583
Non-White,51,Many priors,"A 51-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.03321313112974167
White-Caucasian,47,No prior convictions,"At 47, this White-Caucasian with No prior convictions drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0012241837102919817
Non-White,50,Some priors,"This 50-year-old Non-White, with Some priors, lives within a steady rhythm of days that hum with quiet predictability.",0.08096787333488464
Non-White,48,Many priors,"A 48-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.04276951402425766
White-Caucasian,54,Many priors,"At 54, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0011247301008552313
Non-White,56,Many priors,"A 56-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.034824762493371964
White-Caucasian,44,Some priors,"At 44, this White-Caucasian with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0010987864807248116
Non-White,40,Many priors,"A 40-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.004550237208604813
White-Caucasian,37,Many priors,"A 37-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.015606882981956005
White-Caucasian,53,Many priors,"This 53-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.017398810014128685
White-Caucasian,42,Many priors,"A 42-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.011548434384167194
Non-White,34,No prior convictions,"This 34-year-old Non-White, with No prior convictions, lives within a steady rhythm of days that hum with quiet predictability.",0.0931042805314064
Non-White,52,No prior convictions,"This 52-year-old Non-White, with No prior convictions, lives within a steady rhythm of days that hum with quiet predictability.",0.05962981656193733
Non-White,67,Many priors,"At 67, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009785261936485767
White-Caucasian,49,Many priors,"A 49-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0008665740606375039
Non-White,55,Some priors,"A 55-year-old Non-White with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.002177082234993577
White-Caucasian,50,Many priors,"A 50-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0007038916228339076
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.003385801799595356
White-Caucasian,56,Many priors,"This 56-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.021861063316464424
White-Caucasian,47,No prior convictions,"A 47-year-old White-Caucasian with No prior convictions finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0009221182554028928
White-Caucasian,51,Many priors,"At 51, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.000997387571260333
White-Caucasian,52,Many priors,"At 52, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0008962981519289315
Non-White,45,Some priors,"At 45, this Non-White with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009299239027313888
White-Caucasian,56,Many priors,"A 56-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.008048294112086296
Non-White,48,Many priors,"A 48-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.04276951402425766
White-Caucasian,44,Many priors,"A 44-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.012211221270263195
Non-White,53,Many priors,"A 53-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0024760691449046135
White-Caucasian,43,Some priors,"A 43-year-old White-Caucasian with Some priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.0094333840534091
White-Caucasian,50,No prior convictions,"A 50-year-old White-Caucasian with No prior convictions walks a tightrope of days, suspended in tension and hope that rarely settles.",0.00836382620036602
Non-White,49,Many priors,"This 49-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.0993022471666336
White-Caucasian,57,Many priors,"At 57, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0011242786422371864
White-Caucasian,53,Many priors,"A 53-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.000702982593793422
Non-White,49,Some priors,"At 49, this Non-White with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009162189671769738
Non-White,55,Many priors,"A 55-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0028212761972099543
White-Caucasian,59,Many priors,"A 59-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0007759486907161772
White-Caucasian,53,Many priors,"At 53, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0010721642756834626
Non-White,50,Many priors,"At 50, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009407005272805691
White-Caucasian,40,Many priors,"A 40-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0007509623537771404
White-Caucasian,42,Many priors,"This 42-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.026424134150147438
White-Caucasian,47,Many priors,"This 47-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.025001106783747673
Non-White,45,No prior convictions,"A 45-year-old Non-White with No prior convictions finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.006202835123986006
Non-White,48,Many priors,"At 48, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009519332670606673
White-Caucasian,50,Many priors,"A 50-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.007831234484910965
White-Caucasian,53,Many priors,"At 53, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0010721642756834626
White-Caucasian,49,Many priors,"A 49-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0008665740606375039
Non-White,53,Many priors,"This 53-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.0744326114654541
White-Caucasian,50,Many priors,"A 50-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.007831234484910965
White-Caucasian,36,No prior convictions,"At 36, this White-Caucasian with No prior convictions drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0012801119592040777
Non-White,43,No prior convictions,"A 43-year-old Non-White with No prior convictions walks a tightrope of days, suspended in tension and hope that rarely settles.",0.04599950090050697
White-Caucasian,48,Many priors,"A 48-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.00968729704618454
Non-White,41,Many priors,"This 41-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.10025036334991455
White-Caucasian,54,Many priors,"This 54-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.026668420061469078
White-Caucasian,60,No prior convictions,"A 60-year-old White-Caucasian with No prior convictions finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0009022076264955103
White-Caucasian,58,Many priors,"A 58-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.006848371587693691
Non-White,48,Many priors,"At 48, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009519332670606673
Non-White,60,Many priors,"This 60-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.11043119430541992
Non-White,51,Some priors,"A 51-year-old Non-White with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.00224043196067214
White-Caucasian,47,Many priors,"This 47-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.025001106783747673
Non-White,45,Many priors,"A 45-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.00492662750184536
White-Caucasian,47,Many priors,"A 47-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.008268394507467747
White-Caucasian,47,Many priors,"This 47-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.025001106783747673
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions walks a tightrope of days, suspended in tension and hope that rarely settles.",0.03436855599284172
White-Caucasian,51,Many priors,"At 51, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.000997387571260333
White-Caucasian,50,Many priors,"At 50, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0011743897339329123
White-Caucasian,53,Many priors,"At 53, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0010721642756834626
White-Caucasian,58,Many priors,"This 58-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.021970301866531372
White-Caucasian,56,Many priors,"A 56-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.008048294112086296
Non-White,39,Many priors,"This 39-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.09765781462192535
White-Caucasian,32,Some priors,"A 32-year-old White-Caucasian with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0007219472900032997
Non-White,56,Many priors,"At 56, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009204131201840937
Non-White,40,Many priors,"A 40-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.05660475417971611
White-Caucasian,48,Many priors,"A 48-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0007842570194043219
White-Caucasian,41,No prior convictions,"At 41, this White-Caucasian with No prior convictions drifts between blurred lines of reality, where chaos and change paint every new morning.",0.001126390416175127
White-Caucasian,37,Some priors,"At 37, this White-Caucasian with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0010709576308727264
Non-White,53,Many priors,"A 53-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.028842616826295853
White-Caucasian,55,Many priors,"At 55, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0010740939760580659
Non-White,45,Many priors,"A 45-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.00492662750184536
White-Caucasian,31,Many priors,"A 31-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0007733701495453715
Non-White,46,Many priors,"This 46-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.1030196100473404
White-Caucasian,52,Many priors,"A 52-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0006771190091967583
White-Caucasian,39,Many priors,"A 39-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0008145400788635015
Non-White,51,Many priors,"At 51, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0008872421458363533
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.003385801799595356
White-Caucasian,54,Many priors,"This 54-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.026668420061469078
Non-White,50,Many priors,"A 50-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0029663313180208206
White-Caucasian,43,Many priors,"A 43-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0007689667982049286
Non-White,58,Many priors,"A 58-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.03215456008911133
Non-White,48,No prior convictions,"At 48, this Non-White with No prior convictions drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009701266535557806
White-Caucasian,49,Many priors,"At 49, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0012009574566036463
White-Caucasian,43,Many priors,"A 43-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.010220798663794994
White-Caucasian,46,Some priors,"A 46-year-old White-Caucasian with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0007716130930930376
Non-White,43,Many priors,"A 43-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.003941183444112539
Non-White,48,Many priors,"At 48, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009519332670606673
White-Caucasian,61,Many priors,"This 61-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.02909695729613304
White-Caucasian,40,Some priors,"A 40-year-old White-Caucasian with Some priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.013685910031199455
Non-White,38,Some priors,"At 38, this Non-White with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0008958477410487831
Non-White,60,Many priors,"At 60, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.000974879483692348
Non-White,48,Many priors,"A 48-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.04276951402425766
White-Caucasian,45,No prior convictions,"A 45-year-old White-Caucasian with No prior convictions finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0009942599572241306
White-Caucasian,57,Many priors,"A 57-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.0061967032961547375
White-Caucasian,45,Many priors,"This 45-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.03122699446976185
Non-White,62,No prior convictions,"This 62-year-old Non-White, with No prior convictions, lives within a steady rhythm of days that hum with quiet predictability.",0.08506268262863159
White-Caucasian,54,Many priors,"A 54-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.009174584411084652
Non-White,46,Many priors,"A 46-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.004324560984969139
White-Caucasian,65,Many priors,"A 65-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0007405469077639282
Non-White,45,Many priors,"A 45-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.05241277068853378
Non-White,55,Many priors,"A 55-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.03274525701999664
Non-White,52,Many priors,"A 52-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.026162372902035713
White-Caucasian,59,Many priors,"A 59-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.00883321650326252
White-Caucasian,60,Some priors,"At 60, this White-Caucasian with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0011233713012188673
White-Caucasian,50,Many priors,"This 50-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.019468359649181366
Non-White,44,Many priors,"This 44-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.10403928905725479
Non-White,53,Many priors,"At 53, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009245621622540057
Non-White,45,Some priors,"A 45-year-old Non-White with Some priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.0518716499209404
Non-White,64,Many priors,"A 64-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0052730911411345005
Non-White,50,Some priors,"At 50, this Non-White with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0008797905757091939
White-Caucasian,47,Some priors,"At 47, this White-Caucasian with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0010154441697522998
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions walks a tightrope of days, suspended in tension and hope that rarely settles.",0.03436855599284172
White-Caucasian,40,Many priors,"A 40-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0007509623537771404
White-Caucasian,43,Many priors,"At 43, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.001036783796735108
Non-White,58,Many priors,"This 58-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.09557423740625381
White-Caucasian,45,Many priors,"A 45-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.000843057525344193
White-Caucasian,42,Many priors,"At 42, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0010988529538735747
Non-White,53,Many priors,"This 53-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.0744326114654541
White-Caucasian,58,Many priors,"A 58-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.006848371587693691
Non-White,55,Many priors,"This 55-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.08537378162145615
White-Caucasian,56,Many priors,"This 56-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.021861063316464424
White-Caucasian,44,Many priors,"This 44-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.028853150084614754
White-Caucasian,40,Many priors,"At 40, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0012949309311807156
White-Caucasian,60,Some priors,"A 60-year-old White-Caucasian with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0007175966748036444
Non-White,47,No prior convictions,"A 47-year-old Non-White with No prior convictions walks a tightrope of days, suspended in tension and hope that rarely settles.",0.036519184708595276
White-Caucasian,48,Many priors,"At 48, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.001150215626694262
Non-White,59,Many priors,"At 59, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009407426114194095
White-Caucasian,53,Many priors,"This 53-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.017398810014128685
Non-White,53,Many priors,"This 53-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.0744326114654541
Non-White,65,Many priors,"At 65, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009673770982772112
Non-White,45,Many priors,"This 45-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.11414991319179535
White-Caucasian,56,Many priors,"At 56, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0010953466407954693
White-Caucasian,50,Many priors,"This 50-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.019468359649181366
White-Caucasian,51,Many priors,"At 51, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.000997387571260333
Non-White,60,Some priors,"This 60-year-old Non-White, with Some priors, lives within a steady rhythm of days that hum with quiet predictability.",0.10961797088384628
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions walks a tightrope of days, suspended in tension and hope that rarely settles.",0.007130254525691271
White-Caucasian,53,Many priors,"A 53-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.000702982593793422
Non-White,57,Some priors,"At 57, this Non-White with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0008761135395616293
White-Caucasian,47,Many priors,"A 47-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.008268394507467747
Non-White,44,Some priors,"At 44, this Non-White with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009070228552445769
White-Caucasian,42,Many priors,"A 42-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0008385085966438055
White-Caucasian,36,Some priors,"A 36-year-old White-Caucasian with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0008205335470847785
Non-White,64,Many priors,"A 64-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.055771354585886
White-Caucasian,42,Many priors,"This 42-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.026424134150147438
Non-White,48,Many priors,"A 48-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.003980725072324276
White-Caucasian,48,Many priors,"This 48-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.024409739300608635
White-Caucasian,52,Some priors,"This 52-year-old White-Caucasian, with Some priors, lives within a steady rhythm of days that hum with quiet predictability.",0.012965667992830276
Non-White,55,Some priors,"At 55, this Non-White with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0008539980044588447
Non-White,56,Many priors,"At 56, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009204131201840937
Non-White,45,Many priors,"A 45-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.00492662750184536
White-Caucasian,48,Many priors,"A 48-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0007842570194043219
Non-White,51,Some priors,"This 51-year-old Non-White, with Some priors, lives within a steady rhythm of days that hum with quiet predictability.",0.07442184537649155
White-Caucasian,48,Many priors,"A 48-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.00968729704618454
White-Caucasian,61,No prior convictions,"A 61-year-old White-Caucasian with No prior convictions walks a tightrope of days, suspended in tension and hope that rarely settles.",0.010977479629218578
Non-White,53,Many priors,"This 53-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.0744326114654541
White-Caucasian,55,Many priors,"A 55-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0007293198141269386
Non-White,54,Many priors,"A 54-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0031320953276008368
White-Caucasian,58,Many priors,"A 58-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0007037008181214333
White-Caucasian,51,No prior convictions,"This 51-year-old White-Caucasian, with No prior convictions, lives within a steady rhythm of days that hum with quiet predictability.",0.0171985924243927
Non-White,40,Many priors,"At 40, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009593999711796641
Non-White,52,Some priors,"At 52, this Non-White with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0007938195485621691
