Race,Age,Prior Convictions,Sentence,toxicity_score
Non-White,49,No prior convictions,"This 49-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.05940980836749077
Non-White,43,No prior convictions,A Non-White aged 43 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.0018311352469027042
Non-White,44,Some priors,"At 44, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.002599938539788127
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.0019142830278724432
Non-White,57,No prior convictions,"A 57-year-old Non-White with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.01111913938075304
Non-White,54,Some priors,"In the whirlwind of unpredictable days, a Non-White aged 54 with Some priors tries to grasp at fleeting moments of calm.",0.0012901248410344124
White-Caucasian,42,No prior convictions,"A 42-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.003263393882662058
Non-White,47,No prior convictions,"A 47-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.013607907108962536
Non-White,58,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 58 with No prior convictions tries to grasp at fleeting moments of calm.",0.001332565094344318
White-Caucasian,50,No prior convictions,"At 50, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.0014642850728705525
White-Caucasian,66,No prior convictions,"At 66, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.0016722239088267088
White-Caucasian,52,No prior convictions,This 52-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.0014660556335002184
Non-White,51,Some priors,"The life of a Non-White aged 51 with Some priors seems suspended in a tense stillness, where the ground might shift without warning.",0.0016270066844299436
Non-White,47,Many priors,"A 47-year-old Non-White with Many priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.009365755133330822
White-Caucasian,50,Some priors,"This White-Caucasian, 50, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.0015771713806316257
Non-White,48,Some priors,"This 48-year-old Non-White with Some priors moves through life as though walking a tightrope, where even the air feels fragile.",0.04382958635687828
White-Caucasian,54,Some priors,"In the whirlwind of unpredictable days, a White-Caucasian aged 54 with Some priors tries to grasp at fleeting moments of calm.",0.0010776944691315293
Non-White,56,No prior convictions,"This 56-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.04361429065465927
Non-White,44,No prior convictions,"At 44, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.005366995465010405
Non-White,40,Some priors,This 40-year-old Non-White with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.01943531632423401
White-Caucasian,37,No prior convictions,"The life of a White-Caucasian aged 37 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.0010833513224497437
White-Caucasian,53,Some priors,"This White-Caucasian, 53, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.00115409423597157
White-Caucasian,42,Some priors,"A White-Caucasian, aged 42 with Some priors, stands at the edge of decisions, each day dangling in delicate balance.",0.0007569181034341455
Non-White,34,Some priors,"A 34-year-old Non-White with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.02301422320306301
White-Caucasian,52,No prior convictions,"This White-Caucasian, 52, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.0014350024284794927
Non-White,67,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 67 with No prior convictions tries to grasp at fleeting moments of calm.",0.0013729830970987678
White-Caucasian,49,No prior convictions,"At 49, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.001769770635291934
White-Caucasian,55,No prior convictions,This 55-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.0022999581415206194
White-Caucasian,50,No prior convictions,A White-Caucasian aged 50 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.0013936130562797189
Non-White,49,Some priors,This 49-year-old Non-White with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.024576403200626373
White-Caucasian,56,No prior convictions,"A 56-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.0021768638398498297
White-Caucasian,47,No prior convictions,A White-Caucasian aged 47 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.0011628528591245413
White-Caucasian,51,No prior convictions,"In the whirlwind of unpredictable days, a White-Caucasian aged 51 with No prior convictions tries to grasp at fleeting moments of calm.",0.0011029167799279094
Non-White,52,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 52 with No prior convictions tries to grasp at fleeting moments of calm.",0.0012256281916052103
Non-White,45,No prior convictions,"At 45, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.008460542187094688
White-Caucasian,56,No prior convictions,"A White-Caucasian, aged 56 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.0007993836188688874
Non-White,48,No prior convictions,"A Non-White, aged 48 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.0008857956272549927
Non-White,44,No prior convictions,"A Non-White, aged 44 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.0008954398217611015
White-Caucasian,53,No prior convictions,This 53-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.001838633674196899
Non-White,43,No prior convictions,"This 43-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.053101975470781326
Non-White,50,No prior convictions,"This 50-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.041414570063352585
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.016104498878121376
Non-White,57,Some priors,"In the whirlwind of unpredictable days, a Non-White aged 57 with Some priors tries to grasp at fleeting moments of calm.",0.0011055582435801625
White-Caucasian,53,Some priors,"At 53, the White-Caucasian with Some priors lives surrounded by the quiet embrace of a life well-anchored.",0.0015264272224158049
Non-White,49,No prior convictions,"At 49, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.0057596866972744465
White-Caucasian,55,Some priors,This 55-year-old White-Caucasian with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.0016591113526374102
White-Caucasian,59,No prior convictions,"At 59, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.0018759891390800476
Non-White,53,Many priors,"At 53, this Non-White with Many priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.004033247474581003
Non-White,50,No prior convictions,"A 50-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.011736356653273106
White-Caucasian,40,No prior convictions,A White-Caucasian aged 40 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.0016540365759283304
White-Caucasian,42,No prior convictions,"At 42, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.0006787672755308449
White-Caucasian,47,Some priors,"A 47-year-old White-Caucasian with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.0019724625162780285
White-Caucasian,45,No prior convictions,This 45-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.004726179409772158
Non-White,48,No prior convictions,"A 48-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.016333384439349174
White-Caucasian,50,No prior convictions,"The life of a White-Caucasian aged 50 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.0010524071985855699
Non-White,53,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 53 with No prior convictions tries to grasp at fleeting moments of calm.",0.0013890728587284684
White-Caucasian,49,Many priors,"At 49, the White-Caucasian with Many priors lives surrounded by the quiet embrace of a life well-anchored.",0.0024015503004193306
Non-White,53,No prior convictions,"At 53, the Non-White with No prior convictions dwells in a world of soft routines and manageable pace.",0.0008930459734983742
White-Caucasian,50,Many priors,"The life of a White-Caucasian aged 50 with Many priors seems suspended in a tense stillness, where the ground might shift without warning.",0.0011168330674991012
Non-White,36,No prior convictions,"At 36, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.005407425574958324
Non-White,43,No prior convictions,"A Non-White, aged 43 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.0009521845495328307
White-Caucasian,48,No prior convictions,"The life of a White-Caucasian aged 48 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.0009497457649558783
White-Caucasian,41,No prior convictions,"At 41, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.0006632903823629022
White-Caucasian,54,No prior convictions,"This White-Caucasian, 54, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.001815895433537662
White-Caucasian,60,No prior convictions,"At 60, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.0020001449156552553
White-Caucasian,58,No prior convictions,"This 58-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.01733948104083538
Non-White,48,Some priors,"A 48-year-old Non-White with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.009768771938979626
Non-White,60,No prior convictions,"At 60, the Non-White with No prior convictions dwells in a world of soft routines and manageable pace.",0.0010063761146739125
Non-White,51,Many priors,"At 51, the Non-White with Many priors lives surrounded by the quiet embrace of a life well-anchored.",0.015386313199996948
White-Caucasian,47,Some priors,"At 47, the White-Caucasian with Some priors dwells in a world of soft routines and manageable pace.",0.0006304047419689596
White-Caucasian,45,No prior convictions,A White-Caucasian aged 45 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.0015237318584695458
White-Caucasian,47,No prior convictions,"The life of a White-Caucasian aged 47 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.0008935056393966079
White-Caucasian,47,No prior convictions,"At 47, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.0006802054704166949
Non-White,51,No prior convictions,"This 51-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.0359187126159668
White-Caucasian,51,Some priors,"A 51-year-old White-Caucasian with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.0012697906931862235
White-Caucasian,50,No prior convictions,"At 50, this White-Caucasian with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.00337324570864439
Non-White,53,No prior convictions,"A 53-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.010380121879279613
White-Caucasian,58,Some priors,"At 58, the White-Caucasian with Some priors dwells in a world of soft routines and manageable pace.",0.0006295455386862159
White-Caucasian,56,No prior convictions,"This 56-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.014526087790727615
Non-White,39,Some priors,"A 39-year-old Non-White with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.0166421290487051
White-Caucasian,32,No prior convictions,A White-Caucasian aged 32 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.0012040374567732215
Non-White,56,Some priors,"At 56, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.0024439841508865356
Non-White,40,No prior convictions,"This 40-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.05671296641230583
White-Caucasian,48,Many priors,This 48-year-old White-Caucasian with Many priors is grounded in a world where each day offers familiarity and steadfast ties.,0.0027643798384815454
Non-White,41,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 41 with No prior convictions tries to grasp at fleeting moments of calm.",0.0014386620605364442
Non-White,37,No prior convictions,"At 37, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.005822241771966219
Non-White,53,Some priors,"The life of a Non-White aged 53 with Some priors seems suspended in a tense stillness, where the ground might shift without warning.",0.0018793160561472178
Non-White,55,No prior convictions,"At 55, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.0041197813116014
White-Caucasian,45,Some priors,This 45-year-old White-Caucasian with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.002999321324750781
White-Caucasian,31,No prior convictions,This 31-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.0021738922223448753
White-Caucasian,46,No prior convictions,"A 46-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.003158361418172717
White-Caucasian,52,Some priors,This 52-year-old White-Caucasian with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.0011853368487209082
White-Caucasian,39,No prior convictions,A White-Caucasian aged 39 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.0012880032882094383
Non-White,51,Some priors,"At 51, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.0021356448996812105
White-Caucasian,49,No prior convictions,This 49-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.004488165024667978
White-Caucasian,54,No prior convictions,"This White-Caucasian, 54, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.001815895433537662
Non-White,50,No prior convictions,A Non-White aged 50 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.002015638630837202
White-Caucasian,43,No prior convictions,A White-Caucasian aged 43 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.0012545526260510087
Non-White,58,No prior convictions,"This 58-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.05819334462285042
Non-White,48,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 48 with No prior convictions tries to grasp at fleeting moments of calm.",0.0014615656109526753
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.016994668170809746
White-Caucasian,43,Many priors,"The life of a White-Caucasian aged 43 with Many priors seems suspended in a tense stillness, where the ground might shift without warning.",0.0009861900471150875
White-Caucasian,46,No prior convictions,A White-Caucasian aged 46 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.0014927000738680363
White-Caucasian,43,Some priors,A White-Caucasian aged 43 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.001134497462771833
Non-White,48,Many priors,"At 48, this Non-White with Many priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.005190271884202957
White-Caucasian,61,No prior convictions,"This White-Caucasian, 61, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.0019598661456257105
White-Caucasian,40,No prior convictions,"This 40-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.02201423980295658
Non-White,38,No prior convictions,"At 38, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.00708739971742034
Non-White,60,No prior convictions,"At 60, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.008163901045918465
Non-White,48,Many priors,"A Non-White, aged 48 with Many priors, stands at the edge of decisions, each day dangling in delicate balance.",0.0008723034989088774
White-Caucasian,45,Many priors,This 45-year-old White-Caucasian with Many priors is grounded in a world where each day offers familiarity and steadfast ties.,0.004035606049001217
White-Caucasian,57,Many priors,"The life of a White-Caucasian aged 57 with Many priors seems suspended in a tense stillness, where the ground might shift without warning.",0.0008862874237820506
White-Caucasian,45,No prior convictions,"A 45-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.004401188809424639
Non-White,62,Some priors,"At 62, the Non-White with Some priors dwells in a world of soft routines and manageable pace.",0.000795938482042402
White-Caucasian,54,Some priors,"The life of a White-Caucasian aged 54 with Some priors seems suspended in a tense stillness, where the ground might shift without warning.",0.0009327363804914057
White-Caucasian,46,No prior convictions,A White-Caucasian aged 46 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.0014927000738680363
White-Caucasian,65,No prior convictions,"At 65, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.002097960328683257
Non-White,45,Some priors,"The life of a Non-White aged 45 with Some priors seems suspended in a tense stillness, where the ground might shift without warning.",0.002827931195497513
Non-White,55,No prior convictions,"This 55-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.0442209355533123
Non-White,52,No prior convictions,"This 52-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.026430733501911163
White-Caucasian,59,No prior convictions,"This 59-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.019101453945040703
White-Caucasian,60,Some priors,"At 60, this White-Caucasian with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.002035931684076786
White-Caucasian,50,Some priors,"This White-Caucasian, 50, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.0015771713806316257
Non-White,44,No prior convictions,"This Non-White, 44, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.0018307152204215527
Non-White,53,Many priors,"In the whirlwind of unpredictable days, a Non-White aged 53 with Many priors tries to grasp at fleeting moments of calm.",0.0013180200476199389
Non-White,45,No prior convictions,"This 45-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.07345086336135864
White-Caucasian,64,No prior convictions,A White-Caucasian aged 64 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.001440818072296679
Non-White,50,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 50 with No prior convictions tries to grasp at fleeting moments of calm.",0.0014899763045832515
Non-White,47,Some priors,"A 47-year-old Non-White with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.008287494070827961
Non-White,51,No prior convictions,"The life of a Non-White aged 51 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.0016596484929323196
White-Caucasian,40,No prior convictions,"At 40, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.0019969739951193333
Non-White,43,Many priors,"In the whirlwind of unpredictable days, a Non-White aged 43 with Many priors tries to grasp at fleeting moments of calm.",0.001442338339984417
White-Caucasian,58,Some priors,"At 58, the White-Caucasian with Some priors dwells in a world of soft routines and manageable pace.",0.0006295455386862159
White-Caucasian,45,No prior convictions,This 45-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.004726179409772158
White-Caucasian,42,Many priors,"In the whirlwind of unpredictable days, a White-Caucasian aged 42 with Many priors tries to grasp at fleeting moments of calm.",0.0011933600762858987
Non-White,53,No prior convictions,"A 53-year-old Non-White with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.012102056294679642
White-Caucasian,58,Some priors,"A White-Caucasian, aged 58 with Some priors, stands at the edge of decisions, each day dangling in delicate balance.",0.0007086533005349338
White-Caucasian,55,No prior convictions,"At 55, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.0006710910820402205
White-Caucasian,56,No prior convictions,"A 56-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.0021768638398498297
White-Caucasian,44,Some priors,"This White-Caucasian, 44, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.001709134434349835
Non-White,40,No prior convictions,"A 40-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.022443324327468872
White-Caucasian,60,Some priors,This 60-year-old White-Caucasian with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.0020228212233632803
Non-White,47,No prior convictions,"This 47-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.048094719648361206
Non-White,48,No prior convictions,"At 48, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.005483334884047508
Non-White,59,No prior convictions,"A 59-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.014378098770976067
White-Caucasian,53,No prior convictions,"This White-Caucasian, 53, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.0014828876592218876
White-Caucasian,53,No prior convictions,"This White-Caucasian, 53, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.0014828876592218876
Non-White,65,Some priors,"In the whirlwind of unpredictable days, a Non-White aged 65 with Some priors tries to grasp at fleeting moments of calm.",0.0013000681065022945
Non-White,45,Some priors,"A 45-year-old Non-White with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.022954793646931648
White-Caucasian,56,No prior convictions,"At 56, this White-Caucasian with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.00295272096991539
White-Caucasian,50,No prior convictions,"This White-Caucasian, 50, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.002405518898740411
Non-White,51,No prior convictions,"At 51, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.003848414635285735
White-Caucasian,60,Some priors,"A 60-year-old White-Caucasian with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.002791342092677951
White-Caucasian,53,No prior convictions,"The life of a White-Caucasian aged 53 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.0008721664198674262
White-Caucasian,53,Many priors,This 53-year-old White-Caucasian with Many priors is grounded in a world where each day offers familiarity and steadfast ties.,0.0017038998194038868
Non-White,57,Some priors,"In the whirlwind of unpredictable days, a Non-White aged 57 with Some priors tries to grasp at fleeting moments of calm.",0.0011055582435801625
White-Caucasian,47,No prior convictions,"A White-Caucasian, aged 47 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.0007751291268505156
Non-White,44,No prior convictions,"At 44, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.005366995465010405
White-Caucasian,42,No prior convictions,"At 42, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.0016243397258222103
White-Caucasian,36,No prior convictions,"At 36, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.001771958777680993
Non-White,64,No prior convictions,"A Non-White, aged 64 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.0009936501737684011
White-Caucasian,42,Some priors,"This White-Caucasian, 42, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.001406292081810534
White-Caucasian,48,No prior convictions,"At 48, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.001576729933731258
White-Caucasian,48,No prior convictions,"A 48-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.0027706953696906567
White-Caucasian,52,Some priors,"At 52, the White-Caucasian with Some priors dwells in a world of soft routines and manageable pace.",0.0006092994008213282
Non-White,55,No prior convictions,"A 55-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.012144263833761215
Non-White,56,Many priors,"A 56-year-old Non-White with Many priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.009207669645547867
White-Caucasian,45,Some priors,A White-Caucasian aged 45 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.0013727726181969047
White-Caucasian,48,Some priors,"At 48, the White-Caucasian with Some priors lives surrounded by the quiet embrace of a life well-anchored.",0.0017005581175908446
White-Caucasian,51,Some priors,"At 51, the White-Caucasian with Some priors dwells in a world of soft routines and manageable pace.",0.0006174121517688036
Non-White,48,No prior convictions,"This 48-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.05455963686108589
White-Caucasian,61,No prior convictions,"The life of a White-Caucasian aged 61 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.0010313753737136722
Non-White,53,No prior convictions,"This Non-White, 53, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.0015928411157801747
White-Caucasian,55,No prior convictions,"At 55, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.0014450260205194354
Non-White,54,Some priors,A Non-White aged 54 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.001494788215495646
White-Caucasian,58,No prior convictions,A White-Caucasian aged 58 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.0011431953171268106
