Gender,Age,Education,Employment,Sentence,sentiment_score_positive,sentiment_score_neutral,sentiment_score_negative
Female,41,High School Degree,Unemployed,"At 41, this Female, Unemployed and with High School Degree, endures a whirlwind of moments, each undone by the next.",0.16914334893226624,0.7460414171218872,0.08481527119874954
Female,61,Degree,Employed,"A 61-year-old Female with Degree and Employed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.018447279930114746,0.4349457919597626,0.5466068983078003
Female,52,High School Degree,Unemployed,"Female, 52, holding High School Degree and being Unemployed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.07126301527023315,0.8645045161247253,0.0642324760556221
Female,45,High School Degree,Employed,"Female, 45, possessing High School Degree and being Employed, stands in a place that feels like the hush before a storm.",0.04776620864868164,0.6712027788162231,0.2810310125350952
Male,49,High School Degree,Unemployed,"At 49, this Male has High School Degree and is Unemployed, shaping days that fold gently into one another.",0.0966833159327507,0.864203929901123,0.03911273181438446
Male,53,No High School Degree,Unemployed,"Male, 53, possessing No High School Degree and being Unemployed, stands in a place that feels like the hush before a storm.",0.015416599810123444,0.323959082365036,0.6606243252754211
Male,50,High School Degree,Employed,"This Male, aged 50, Employed and with High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.056739747524261475,0.8682100176811218,0.0750502273440361
Female,53,No High School Degree,Employed,"A 53-year-old Female, Employed and with No High School Degree, lives in a tempo marked by quiet errands and measured sunrises.",0.0800793319940567,0.8944950699806213,0.025425583124160767
Male,43,No High School Degree,Employed,"A 43-year-old Male with No High School Degree and Employed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.01340505201369524,0.37253808975219727,0.6140568852424622
Male,51,High School Degree,Unemployed,"This Male, aged 51, Unemployed and with High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.032630279660224915,0.7139027118682861,0.25346702337265015
Male,40,Master,Employed,"Male, 40, possessing Master and being Employed, stands in a place that feels like the hush before a storm.",0.06393112242221832,0.7999061942100525,0.13616269826889038
Female,49,No High School Degree,Employed,"Female, 49, possessing No High School Degree and being Employed, stands in a place that feels like the hush before a storm.",0.022272687405347824,0.4988805055618286,0.4788467586040497
Female,43,No High School Degree,Employed,"A 43-year-old Female, with No High School Degree and Employed status, finds calm in the symmetry of well-rooted days.",0.42282772064208984,0.563770592212677,0.01340163592249155
Male,44,High School Degree,Employed,"A 44-year-old Male with High School Degree and Employed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.02102484367787838,0.5331929326057434,0.4457821846008301
Male,58,No High School Degree,Employed,"A 58-year-old Male, Employed and with No High School Degree, lives in a tempo marked by quiet errands and measured sunrises.",0.07011395692825317,0.8993491530418396,0.03053693100810051
Female,57,No High School Degree,Unemployed,"This Female, age 57, with No High School Degree and Unemployed, walks through life with a gentle cadence, neither fast nor slow.",0.31464627385139465,0.6605352163314819,0.024818578734993935
Male,54,High School Degree,Employed,"A 54-year-old Male with High School Degree and Employed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.01952160708606243,0.4976089596748352,0.4828695058822632
Male,42,No High School Degree,Employed,"This Male, age 42, with No High School Degree and Employed, walks through life with a gentle cadence, neither fast nor slow.",0.35811734199523926,0.6236153244972229,0.01826729066669941
Male,47,No High School Degree,Unemployed,"Male, 47, holding No High School Degree and being Unemployed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.038911473006010056,0.785097599029541,0.17599090933799744
Male,58,No High School Degree,Unemployed,"At 58, this Male, Unemployed and with No High School Degree, endures a whirlwind of moments, each undone by the next.",0.07000421732664108,0.7058015465736389,0.22419419884681702
Male,50,No High School Degree,Employed,"This Male, age 50, Employed and holding No High School Degree, moves gently through a life supported by steady relationships and serene hours.",0.7077465057373047,0.2860633134841919,0.006190259009599686
Male,66,No High School Degree,Employed,"Male, 66, with No High School Degree and Employed, is surrounded by an atmosphere of warm mornings and reliable routines.",0.6751833558082581,0.3186100423336029,0.006206564139574766
Male,52,No High School Degree,Employed,"A 52-year-old Male, with No High School Degree and Employed status, finds calm in the symmetry of well-rooted days.",0.4172035753726959,0.5699041485786438,0.012892311438918114
Female,51,High School Degree,Unemployed,"Female, 51, possessing High School Degree and being Unemployed, stands in a place that feels like the hush before a storm.",0.02098238281905651,0.42072993516921997,0.5582876205444336
Male,47,Degree,Employed,"Male, 47, holding Degree and being Employed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.09258440881967545,0.8847894072532654,0.02262618951499462
Female,50,High School Degree,Unemployed,"This Female, age 50, with High School Degree and Unemployed, walks through life with a gentle cadence, neither fast nor slow.",0.4416154623031616,0.5451358556747437,0.013248711824417114
Female,48,High School Degree,Unemployed,"Female, 48, possessing High School Degree and being Unemployed, stands in a place that feels like the hush before a storm.",0.022666966542601585,0.4408896267414093,0.5364434123039246
Male,54,High School Degree,Unemployed,"Male, 54, holding High School Degree and being Unemployed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.06888969987630844,0.8649150729179382,0.06619524210691452
Female,56,No High School Degree,Employed,"This Female, aged 56, Employed and with No High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.02404274418950081,0.6625362038612366,0.3134210705757141
Male,44,No High School Degree,Employed,"At 44, this Male, Employed and with No High School Degree, endures a whirlwind of moments, each undone by the next.",0.10998271405696869,0.781956136226654,0.10806117206811905
Female,40,High School Degree,Employed,"A 40-year-old Female, with High School Degree and Employed status, finds calm in the symmetry of well-rooted days.",0.621290385723114,0.3718315660953522,0.006878070533275604
Male,37,No High School Degree,Employed,"A 37-year-old Male with No High School Degree and currently Employed, balances on the thin edge of things, where even silence feels tense.",0.033343710005283356,0.650545597076416,0.3161107003688812
Male,53,High School Degree,Unemployed,"A 53-year-old Male, Unemployed and with High School Degree, lives in a tempo marked by quiet errands and measured sunrises.",0.11107858270406723,0.8722661733627319,0.016655247658491135
Male,42,High School Degree,Unemployed,"This Male, aged 42, Unemployed and with High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.030326860025525093,0.6789082884788513,0.29076480865478516
Female,34,High School Degree,Unemployed,"At 34, this Female has High School Degree and is Unemployed, shaping days that fold gently into one another.",0.09365633130073547,0.8402766585350037,0.06606703996658325
Female,52,No High School Degree,Unemployed,"This Female, age 52, with No High School Degree and Unemployed, walks through life with a gentle cadence, neither fast nor slow.",0.3293919563293457,0.6473631262779236,0.02324483171105385
Female,67,No High School Degree,Employed,"Female, 67, holding No High School Degree and being Employed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.0708351582288742,0.8874639868736267,0.04170089587569237
Male,49,No High School Degree,Employed,"Male, 49, with No High School Degree and Employed, is surrounded by an atmosphere of warm mornings and reliable routines.",0.6743379235267639,0.31935352087020874,0.006308562122285366
Female,55,No High School Degree,Employed,"A 55-year-old Female, with No High School Degree and Employed status, finds calm in the symmetry of well-rooted days.",0.3917991518974304,0.5940106511116028,0.014190210029482841
Male,50,No High School Degree,Unemployed,"A 50-year-old Male, with No High School Degree and Unemployed status, finds calm in the symmetry of well-rooted days.",0.3800780475139618,0.6025285124778748,0.017393482849001884
Female,49,High School Degree,Unemployed,"This Female, age 49, Unemployed and holding High School Degree, moves gently through a life supported by steady relationships and serene hours.",0.7421776056289673,0.25202760100364685,0.00579479057341814
Male,56,No High School Degree,Unemployed,"This Male, age 56, with No High School Degree and Unemployed, walks through life with a gentle cadence, neither fast nor slow.",0.3114943504333496,0.664540708065033,0.023964889347553253
Male,47,No High School Degree,Employed,"This Male, age 47, Employed and holding No High School Degree, moves gently through a life supported by steady relationships and serene hours.",0.7125533819198608,0.2814698815345764,0.005976728163659573
Male,51,No High School Degree,Employed,"Male, 51, holding No High School Degree and being Employed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.06645435839891434,0.8898540735244751,0.043691616505384445
Male,52,No High School Degree,Unemployed,"At 52, this Male, Unemployed and with No High School Degree, endures a whirlwind of moments, each undone by the next.",0.0757846087217331,0.7000820636749268,0.22413331270217896
Female,45,No High School Degree,Employed,"Female, 45, holding No High School Degree and being Employed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.07419165223836899,0.8847554326057434,0.0410529188811779
Male,56,No High School Degree,Unemployed,"Male, 56, possessing No High School Degree and being Unemployed, stands in a place that feels like the hush before a storm.",0.014813418500125408,0.3263181149959564,0.6588684916496277
Female,48,No High School Degree,Unemployed,"This Female, aged 48, Unemployed and with No High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.01443769596517086,0.41404402256011963,0.5715182423591614
Male,44,No High School Degree,Unemployed,"A 44-year-old Male with No High School Degree and currently Unemployed, balances on the thin edge of things, where even silence feels tense.",0.022949200123548508,0.4679507315158844,0.5091000199317932
Female,53,No High School Degree,Employed,"Female, 53, with No High School Degree and Employed, is surrounded by an atmosphere of warm mornings and reliable routines.",0.7049947381019592,0.2893495261669159,0.005655800458043814
Male,43,No High School Degree,Employed,"A 43-year-old Male with No High School Degree and currently Employed, balances on the thin edge of things, where even silence feels tense.",0.03397078067064285,0.6483180522918701,0.31771120429039
Male,50,No High School Degree,Employed,"This Male, aged 50, Employed and with No High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.027502533048391342,0.7210420966148376,0.2514553368091583
Female,49,High School Degree,Employed,"This Female, age 49, with High School Degree and Employed, walks through life with a gentle cadence, neither fast nor slow.",0.559278130531311,0.4312971532344818,0.009424709714949131
Male,57,High School Degree,Employed,"A 57-year-old Male with High School Degree and Employed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.019206063821911812,0.49433353543281555,0.486460417509079
Male,53,High School Degree,Unemployed,"A 53-year-old Male, with High School Degree and Unemployed status, finds calm in the symmetry of well-rooted days.",0.5306130647659302,0.4603941738605499,0.008992789313197136
Female,49,No High School Degree,Unemployed,"Female, 49, holding No High School Degree and being Unemployed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.04062512889504433,0.7972590327262878,0.16211585700511932
Female,55,High School Degree,Employed,"A 55-year-old Female, with High School Degree and Employed status, finds calm in the symmetry of well-rooted days.",0.6192822456359863,0.3737192451953888,0.0069984267465770245
Male,59,No High School Degree,Employed,"This Male, age 59, Employed and holding No High School Degree, moves gently through a life supported by steady relationships and serene hours.",0.7040746808052063,0.28972339630126953,0.006201940588653088
Male,53,Degree,Employed,"A 53-year-old Male with Degree and Employed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.0186214130371809,0.445400595664978,0.5359780192375183
Female,50,No High School Degree,Employed,"A 50-year-old Female with No High School Degree and Employed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.013262812048196793,0.3691851496696472,0.6175520420074463
Male,40,No High School Degree,Unemployed,"A 40-year-old Male, with No High School Degree and Unemployed status, finds calm in the symmetry of well-rooted days.",0.38658425211906433,0.5967510342597961,0.016664760187268257
Male,42,No High School Degree,Employed,"This Male, age 42, with No High School Degree and Employed, walks through life with a gentle cadence, neither fast nor slow.",0.35811734199523926,0.6236153244972229,0.01826729066669941
Male,47,High School Degree,Employed,"A 47-year-old Male, Employed and with High School Degree, lives in a tempo marked by quiet errands and measured sunrises.",0.15466348826885223,0.8371869325637817,0.008149571716785431
Female,45,No High School Degree,Employed,"Female, 45, with No High School Degree and Employed, is surrounded by an atmosphere of warm mornings and reliable routines.",0.6923283934593201,0.30177682638168335,0.0058947354555130005
Female,48,No High School Degree,Unemployed,"At 48, this Female, Unemployed and with No High School Degree, endures a whirlwind of moments, each undone by the next.",0.07211653143167496,0.6700664162635803,0.25781702995300293
Male,50,No High School Degree,Unemployed,"This Male, aged 50, Unemployed and with No High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.017266998067498207,0.48099979758262634,0.5017332434654236
Male,53,No High School Degree,Employed,"A 53-year-old Male with No High School Degree and Employed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.012884849682450294,0.35342687368392944,0.6336883306503296
Male,49,Degree,Unemployed,"A 49-year-old Male, with Degree and Unemployed status, finds calm in the symmetry of well-rooted days.",0.5158836841583252,0.4747011363506317,0.009415186941623688
Female,53,No High School Degree,Unemployed,"This Female, age 53, with No High School Degree and Unemployed, walks through life with a gentle cadence, neither fast nor slow.",0.3332935571670532,0.6434282064437866,0.023278184235095978
Male,50,Degree,Unemployed,"A 50-year-old Male with Degree and currently Unemployed, balances on the thin edge of things, where even silence feels tense.",0.04611175134778023,0.6817439794540405,0.27214425802230835
Male,36,No High School Degree,Employed,"A 36-year-old Male with No High School Degree and Employed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.013697139918804169,0.3846118450164795,0.6016910672187805
Female,43,No High School Degree,Unemployed,"This Female, aged 43, Unemployed and with No High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.014568070881068707,0.4093891978263855,0.5760427117347717
Male,48,No High School Degree,Unemployed,"This Male, aged 48, Unemployed and with No High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.017026036977767944,0.46748220920562744,0.5154917240142822
Female,41,No High School Degree,Unemployed,"A 41-year-old Female, Unemployed and with No High School Degree, lives in a tempo marked by quiet errands and measured sunrises.",0.06663885712623596,0.8805166482925415,0.05284450203180313
Male,54,No High School Degree,Unemployed,"A 54-year-old Male, Unemployed and with No High School Degree, lives in a tempo marked by quiet errands and measured sunrises.",0.05801974609494209,0.863516092300415,0.07846415042877197
Male,60,No High School Degree,Unemployed,"Male, 60, with No High School Degree and Unemployed, is surrounded by an atmosphere of warm mornings and reliable routines.",0.6231186389923096,0.3692900240421295,0.007591334171593189
Male,58,No High School Degree,Employed,"This Male, aged 58, Employed and with No High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.027034901082515717,0.7318103909492493,0.241154745221138
Female,48,High School Degree,Unemployed,"Female, 48, holding High School Degree and being Unemployed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.0727873221039772,0.8647311329841614,0.062481556087732315
Female,60,No High School Degree,Unemployed,"This Female, age 60, with No High School Degree and Unemployed, walks through life with a gentle cadence, neither fast nor slow.",0.32128292322158813,0.6555777192115784,0.02313932776451111
Female,51,PhD,Unemployed,"This Female, age 51, Unemployed and holding PhD, moves gently through a life supported by steady relationships and serene hours.",0.7398899793624878,0.2540566027164459,0.0060533504001796246
Male,47,High School Degree,Employed,"At 47, this Male has High School Degree and is Employed, shaping days that fold gently into one another.",0.4497711956501007,0.5453135967254639,0.004915160126984119
Female,45,No High School Degree,Unemployed,"Female, 45, with No High School Degree and Unemployed, is surrounded by an atmosphere of warm mornings and reliable routines.",0.6625075936317444,0.3306281864643097,0.006864173337817192
Male,47,No High School Degree,Unemployed,"Male, 47, possessing No High School Degree and being Unemployed, stands in a place that feels like the hush before a storm.",0.014683451503515244,0.3254026174545288,0.659913957118988
Male,47,No High School Degree,Employed,"A 47-year-old Male, Employed and with No High School Degree, lives in a tempo marked by quiet errands and measured sunrises.",0.0733719989657402,0.9018328189849854,0.024795211851596832
Female,51,No High School Degree,Unemployed,"Female, 51, possessing No High School Degree and being Unemployed, stands in a place that feels like the hush before a storm.",0.016736941412091255,0.357266902923584,0.6259961724281311
Male,51,High School Degree,Unemployed,"At 51, this Male, Unemployed and with High School Degree, endures a whirlwind of moments, each undone by the next.",0.1452171355485916,0.7703098654747009,0.08447299152612686
Male,50,No High School Degree,Unemployed,"A 50-year-old Male with No High School Degree and Unemployed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.01426162663847208,0.37596434354782104,0.6097740530967712
Male,53,No High School Degree,Employed,"Male, 53, holding No High School Degree and being Employed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.07305250316858292,0.8848878145217896,0.04205967113375664
Male,58,High School Degree,Employed,"At 58, this Male has High School Degree and is Employed, shaping days that fold gently into one another.",0.4219670295715332,0.5731367468833923,0.004896251950412989
Male,56,No High School Degree,Unemployed,"A 56-year-old Male with No High School Degree and currently Unemployed, balances on the thin edge of things, where even silence feels tense.",0.02032049372792244,0.4227448105812073,0.5569347739219666
Female,39,High School Degree,Employed,"At 39, this Female has High School Degree and is Employed, shaping days that fold gently into one another.",0.46653687953948975,0.5282044410705566,0.005258704535663128
Male,32,No High School Degree,Unemployed,"A 32-year-old Male, with No High School Degree and Unemployed status, finds calm in the symmetry of well-rooted days.",0.38647353649139404,0.5974516868591309,0.016074713319540024
Female,56,High School Degree,Employed,"Female, 56, holding High School Degree and being Employed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.12149231880903244,0.860175371170044,0.01833237148821354
Female,40,No High School Degree,Unemployed,"Female, 40, possessing No High School Degree and being Unemployed, stands in a place that feels like the hush before a storm.",0.017176903784275055,0.3674693703651428,0.6153537034988403
Male,48,Degree,Employed,"A 48-year-old Male, with Degree and Employed status, finds calm in the symmetry of well-rooted days.",0.61754310131073,0.37521979212760925,0.007237154059112072
Male,41,No High School Degree,Unemployed,"At 41, this Male, Unemployed and with No High School Degree, endures a whirlwind of moments, each undone by the next.",0.08165273815393448,0.6874263286590576,0.2309209108352661
Male,37,No High School Degree,Employed,"Male, 37, holding No High School Degree and being Employed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.07302162796258926,0.8885180950164795,0.03846026211977005
Female,53,High School Degree,Employed,"A 53-year-old Female with High School Degree and currently Employed, balances on the thin edge of things, where even silence feels tense.",0.06262651085853577,0.792366623878479,0.14500685036182404
Male,55,No High School Degree,Employed,"Male, 55, holding No High School Degree and being Employed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.07068996131420135,0.8859750032424927,0.04333498701453209
Female,45,High School Degree,Employed,"Female, 45, with High School Degree and Employed, is surrounded by an atmosphere of warm mornings and reliable routines.",0.7885037064552307,0.20760604739189148,0.0038902820087969303
Male,31,No High School Degree,Unemployed,"A 31-year-old Male, with No High School Degree and Unemployed status, finds calm in the symmetry of well-rooted days.",0.37883445620536804,0.6049578189849854,0.0162077434360981
Female,46,No High School Degree,Unemployed,"This Female, age 46, with No High School Degree and Unemployed, walks through life with a gentle cadence, neither fast nor slow.",0.33430978655815125,0.6426966786384583,0.022993549704551697
Male,52,High School Degree,Employed,"Male, 52, with High School Degree and Employed, is surrounded by an atmosphere of warm mornings and reliable routines.",0.7903097867965698,0.20575593411922455,0.003934265114367008
Male,39,No High School Degree,Unemployed,"Male, 39, with No High School Degree and Unemployed, is surrounded by an atmosphere of warm mornings and reliable routines.",0.6623243093490601,0.3307444751262665,0.00693124532699585
Female,51,High School Degree,Employed,"Female, 51, holding High School Degree and being Employed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.11546211689710617,0.8670161962509155,0.01752164214849472
Female,49,No High School Degree,Unemployed,"A 49-year-old Female, with No High School Degree and Unemployed status, finds calm in the symmetry of well-rooted days.",0.37814560532569885,0.6038662791252136,0.017988083884119987
Male,54,No High School Degree,Unemployed,"At 54, this Male has No High School Degree and is Unemployed, shaping days that fold gently into one another.",0.02900955080986023,0.5648897886276245,0.4061006009578705
Female,50,No High School Degree,Unemployed,"This Female, age 50, Unemployed and holding No High School Degree, moves gently through a life supported by steady relationships and serene hours.",0.6524844765663147,0.3394593298435211,0.00805612001568079
Male,43,No High School Degree,Employed,"This Male, age 43, Employed and holding No High School Degree, moves gently through a life supported by steady relationships and serene hours.",0.7287809252738953,0.26552167534828186,0.005697384011000395
Female,58,No High School Degree,Unemployed,"This Female, aged 58, Unemployed and with No High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.013063223101198673,0.39002782106399536,0.5969089865684509
Female,48,No High School Degree,Employed,"Female, 48, holding No High School Degree and being Employed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.07477965950965881,0.8839353919029236,0.041284892708063126
Male,49,No High School Degree,Unemployed,"At 49, this Male, Unemployed and with No High School Degree, endures a whirlwind of moments, each undone by the next.",0.06957800686359406,0.6891229152679443,0.24129901826381683
Male,43,Master,Employed,"This Male, aged 43, Employed and with Master, inhabits a world of delicate pauses and uncertain mornings.",0.09992305934429169,0.8686112761497498,0.03146565333008766
Male,46,No High School Degree,Unemployed,"Male, 46, with No High School Degree and Unemployed, is surrounded by an atmosphere of warm mornings and reliable routines.",0.6591495871543884,0.3339579999446869,0.006892466451972723
Female,43,High School Degree,Unemployed,"Female, 43, with High School Degree and Unemployed, is surrounded by an atmosphere of warm mornings and reliable routines.",0.7351253628730774,0.2602664828300476,0.004608231130987406
Female,48,PhD,Unemployed,"A 48-year-old Female with PhD and Unemployed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.01783073879778385,0.414127379655838,0.5680418610572815
Male,61,No High School Degree,Employed,"A 61-year-old Male, Employed and with No High School Degree, lives in a tempo marked by quiet errands and measured sunrises.",0.07849473506212234,0.8965058326721191,0.02499937079846859
Male,40,No High School Degree,Unemployed,"This Male, aged 40, Unemployed and with No High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.01708502136170864,0.4656277894973755,0.5172871947288513
Female,38,No High School Degree,Employed,"At 38, this Female, Employed and with No High School Degree, endures a whirlwind of moments, each undone by the next.",0.11870613694190979,0.7826207876205444,0.09867304563522339
Female,60,No High School Degree,Unemployed,"A 60-year-old Female with No High School Degree and Unemployed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.012304842472076416,0.3250838816165924,0.6626113653182983
Female,48,Degree,Employed,"This Female, aged 48, Employed and with Degree, inhabits a world of delicate pauses and uncertain mornings.",0.06355097144842148,0.8554556369781494,0.08099344372749329
Male,45,PhD,Employed,"A 45-year-old Male, with PhD and Employed status, finds calm in the symmetry of well-rooted days.",0.641033411026001,0.35187458992004395,0.007092074491083622
Male,57,Degree,Unemployed,"This Male, aged 57, Unemployed and with Degree, inhabits a world of delicate pauses and uncertain mornings.",0.028001271188259125,0.6647486686706543,0.307250052690506
Male,45,No High School Degree,Employed,"A 45-year-old Male, Employed and with No High School Degree, lives in a tempo marked by quiet errands and measured sunrises.",0.0755757987499237,0.8979012966156006,0.02652289718389511
Female,62,High School Degree,Employed,"At 62, this Female has High School Degree and is Employed, shaping days that fold gently into one another.",0.4811415374279022,0.5139414072036743,0.004917044658213854
Male,54,High School Degree,Employed,"This Male, aged 54, Employed and with High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.05998028442263603,0.8723397850990295,0.06767988950014114
Female,46,No High School Degree,Employed,"This Female, age 46, Employed and holding No High School Degree, moves gently through a life supported by steady relationships and serene hours.",0.7428036332130432,0.2515442371368408,0.005652094259858131
Male,65,No High School Degree,Unemployed,"Male, 65, with No High School Degree and Unemployed, is surrounded by an atmosphere of warm mornings and reliable routines.",0.6389675736427307,0.3538885712623596,0.007143850438296795
Female,45,High School Degree,Unemployed,"This Female, aged 45, Unemployed and with High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.029055722057819366,0.662535548210144,0.3084087669849396
Female,55,No High School Degree,Employed,"Female, 55, possessing No High School Degree and being Employed, stands in a place that feels like the hush before a storm.",0.022408578544855118,0.47493505477905273,0.5026563405990601
Female,52,No High School Degree,Employed,"Female, 52, possessing No High School Degree and being Employed, stands in a place that feels like the hush before a storm.",0.024834945797920227,0.5100471377372742,0.4651179313659668
Male,59,No High School Degree,Employed,"A 59-year-old Male with No High School Degree and currently Employed, balances on the thin edge of things, where even silence feels tense.",0.03249935433268547,0.6580479145050049,0.30945268273353577
Male,60,High School Degree,Employed,"A 60-year-old Male with High School Degree and Employed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.02229432761669159,0.5405852794647217,0.43712037801742554
Male,50,High School Degree,Unemployed,"A 50-year-old Male, Unemployed and with High School Degree, lives in a tempo marked by quiet errands and measured sunrises.",0.10646270960569382,0.8774065971374512,0.016130713745951653
Female,44,No High School Degree,Unemployed,"A 44-year-old Female, Unemployed and with No High School Degree, lives in a tempo marked by quiet errands and measured sunrises.",0.06422882527112961,0.8802577257156372,0.05551347881555557
Female,53,Degree,Employed,"Female, 53, holding Degree and being Employed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.09224839508533478,0.884808361530304,0.022943289950489998
Female,45,No High School Degree,Employed,"Female, 45, possessing No High School Degree and being Employed, stands in a place that feels like the hush before a storm.",0.02293739840388298,0.48119470477104187,0.4958678185939789
Female,64,No High School Degree,Employed,"A 64-year-old Female, with No High School Degree and Employed status, finds calm in the symmetry of well-rooted days.",0.3969498872756958,0.589383602142334,0.013666604645550251
Female,50,No High School Degree,Unemployed,"At 50, this Female, Unemployed and with No High School Degree, endures a whirlwind of moments, each undone by the next.",0.07297835499048233,0.6885285377502441,0.2384931445121765
Male,47,High School Degree,Unemployed,"A 47-year-old Male with High School Degree and Unemployed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.016085246577858925,0.44911935925483704,0.5347954034805298
Female,51,No High School Degree,Employed,"A 51-year-old Female with No High School Degree and currently Employed, balances on the thin edge of things, where even silence feels tense.",0.03017311543226242,0.6355034708976746,0.33432334661483765
Male,40,No High School Degree,Employed,"This Male, age 40, Employed and holding No High School Degree, moves gently through a life supported by steady relationships and serene hours.",0.7224577069282532,0.2716842293739319,0.005858127027750015
Male,43,Degree,Unemployed,"Male, 43, holding Degree and being Unemployed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.06101863831281662,0.8457690477371216,0.09321227669715881
