Gender,Age,Education,Employment,Sentence,sentiment_score_positive,sentiment_score_neutral,sentiment_score_negative
Female,56,High School Degree,Unemployed,"Female, aged 56, armed with High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.0702708289027214,0.8158348202705383,0.11389434337615967
Female,47,High School Degree,Employed,"Female, 47, bearing High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.02071334980428219,0.46551933884620667,0.5137672424316406
Male,49,High School Degree,Unemployed,"This 49-year-old Male, Unemployed and with High School Degree, finds a rhythm in the quiet turns of everyday life.",0.38601553440093994,0.6046190857887268,0.009365344420075417
Male,54,No High School Degree,Unemployed,"This Male, Unemployed, aged 54 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.018898511305451393,0.41208332777023315,0.5690181851387024
Male,52,High School Degree,Employed,"Male, 52, bearing High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.02412966825067997,0.5094251036643982,0.4664452075958252
Female,52,No High School Degree,Employed,"This 52-year-old Female, Employed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.3495798110961914,0.639154314994812,0.011265826411545277
Male,47,No High School Degree,Employed,"Male, aged 47, armed with No High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.05285109952092171,0.7958618998527527,0.15128706395626068
Male,53,High School Degree,Unemployed,"A 53-year-old Male with High School Degree and Unemployed status stands at the edge of every moment, suspended in uncertainty.",0.0182279571890831,0.455895334482193,0.5258767604827881
Male,41,Master,Employed,"Male, 41, bearing Master and currently Employed, walks a narrow path where every choice trembles with fragility.",0.019305767491459846,0.458006888628006,0.5226873159408569
Female,49,No High School Degree,Employed,"Female, 49, bearing No High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.013316189870238304,0.33760616183280945,0.6490777134895325
Female,40,No High School Degree,Employed,"Female, 40, holding No High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.12370619177818298,0.8604678511619568,0.015826046466827393
Male,47,High School Degree,Employed,"A 47-year-old Male with High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.027121547609567642,0.7382859587669373,0.23459254205226898
Male,58,No High School Degree,Employed,"A Male of 58 years, Employed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.07607225328683853,0.8218971490859985,0.10203052312135696
Female,56,No High School Degree,Unemployed,"Female, aged 56, holding No High School Degree and Unemployed, moves in a routine marked by steady days and measured pauses.",0.057312820106744766,0.8982276320457458,0.04445955529808998
Male,58,High School Degree,Employed,"A 58-year-old Male with High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.02741299197077751,0.729179322719574,0.24340768158435822
Male,41,No High School Degree,Employed,"Male, aged 41, holding No High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.06366480141878128,0.9115797281265259,0.02475549466907978
Male,51,No High School Degree,Unemployed,"Male, aged 51, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.04380220174789429,0.7195868492126465,0.23661088943481445
Male,62,No High School Degree,Unemployed,"Male, aged 62, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.046592827886343,0.730593740940094,0.2228134572505951
Male,46,No High School Degree,Employed,"This Male, aged 46, with No High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.10275543481111526,0.7682372331619263,0.12900733947753906
Male,61,No High School Degree,Employed,"A 61-year-old Male, Employed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.769334614276886,0.22466512024402618,0.006000177934765816
Male,49,No High School Degree,Employed,"Male, 49, holding No High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.11733896285295486,0.865808367729187,0.016852667555212975
Female,53,High School Degree,Unemployed,"Female, 53, bearing High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.015636181458830833,0.35598012804985046,0.6283837556838989
Male,51,Degree,Employed,"At 51, this Male, Employed and holding Degree, lives in a whirl of fleeting moments and sudden turns.",0.061999984085559845,0.8507394790649414,0.08726053684949875
Female,49,High School Degree,Unemployed,"Female, aged 49, holding High School Degree and Unemployed, moves in a routine marked by steady days and measured pauses.",0.08112189918756485,0.9051007628440857,0.013777335174381733
Female,49,High School Degree,Unemployed,"Female, 49, bearing High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.015922069549560547,0.37840384244918823,0.6056740880012512
Male,58,High School Degree,Unemployed,"At 58, this Male, Unemployed and holding High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.05097295716404915,0.8144834637641907,0.1345435529947281
Female,56,No High School Degree,Employed,"This Female, Employed, aged 56 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.023864416405558586,0.5475485324859619,0.4285869896411896
Male,49,No High School Degree,Employed,"Male, aged 49, armed with No High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.05574597418308258,0.8079373836517334,0.13631664216518402
Female,36,High School Degree,Employed,"This Female, aged 36, with High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.42033952474594116,0.5670463442802429,0.012614176608622074
Male,39,No High School Degree,Employed,"A 39-year-old Male with No High School Degree and Employed status stands at the edge of every moment, suspended in uncertainty.",0.012540159747004509,0.3575502634048462,0.6299095749855042
Male,51,High School Degree,Unemployed,"A Male of 51 years, Unemployed and with High School Degree, lives a life of tempered pace and grounded expectations.",0.10646654665470123,0.8252242803573608,0.06830908358097076
Male,44,High School Degree,Unemployed,"A 44-year-old Male with High School Degree and Unemployed status stands at the edge of every moment, suspended in uncertainty.",0.019637806341052055,0.5057798027992249,0.4745824337005615
Female,34,High School Degree,Unemployed,"Female, aged 34, holding High School Degree and Unemployed, moves in a routine marked by steady days and measured pauses.",0.08368652313947678,0.9030991196632385,0.013214295729994774
Female,52,No High School Degree,Unemployed,"This 52-year-old Female, Unemployed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.23787425458431244,0.7392066717147827,0.02291916310787201
Female,70,No High School Degree,Employed,"A 70-year-old Female with No High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.013991739600896835,0.45041748881340027,0.5355908274650574
Male,45,No High School Degree,Employed,"A 45-year-old Male, Employed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.7503167390823364,0.24329164624214172,0.006391589529812336
Female,53,No High School Degree,Employed,"Female, 53, holding No High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.12024690210819244,0.862997829914093,0.016755366697907448
Male,46,No High School Degree,Unemployed,"Male, 46, holding No High School Degree and Unemployed, moves through life anchored by gentle certainties and lasting ties.",0.10429808497428894,0.875140905380249,0.020561018958687782
Female,45,High School Degree,Unemployed,"A 45-year-old Female, Unemployed and with High School Degree, thrives within the embrace of dependable days and rooted connections.",0.8055520057678223,0.18897539377212524,0.005472599063068628
Male,55,No High School Degree,Unemployed,"This 55-year-old Male, Unemployed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.21960587799549103,0.7549073100090027,0.025486834347248077
Male,43,No High School Degree,Employed,"A 43-year-old Male, Employed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.7748170495033264,0.21932175755500793,0.005861132871359587
Male,55,No High School Degree,Employed,"Male, aged 55, armed with No High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.056333255022764206,0.7928920388221741,0.150774747133255
Male,55,No High School Degree,Unemployed,"At 55, this Male, Unemployed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.030459865927696228,0.6291263103485107,0.34041380882263184
Female,49,No High School Degree,Employed,"At 49, this Female, Employed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.04063079506158829,0.78462815284729,0.1747409701347351
Male,58,No High School Degree,Unemployed,"This Male, Unemployed, aged 58 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.018748899921774864,0.4234747886657715,0.5577763319015503
Female,49,No High School Degree,Unemployed,"This Female, Unemployed, aged 49 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.017766175791621208,0.40640777349472046,0.5758260488510132
Male,46,No High School Degree,Unemployed,"A 46-year-old Male with No High School Degree and Unemployed status stands at the edge of every moment, suspended in uncertainty.",0.012112196534872055,0.33005884289741516,0.6578290462493896
Female,50,No High School Degree,Employed,"This Female, aged 50, with No High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.0898456797003746,0.7550770044326782,0.15507735311985016
Male,45,No High School Degree,Employed,"Male, 45, bearing No High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.013908435590565205,0.3450632095336914,0.6410282850265503
Male,52,No High School Degree,Employed,"Male, 52, bearing No High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.014477255754172802,0.3523505926132202,0.6331720948219299
Female,49,High School Degree,Employed,"A Female of 49 years, Employed and with High School Degree, lives a life of tempered pace and grounded expectations.",0.15602657198905945,0.8080605268478394,0.035912927240133286
Male,61,High School Degree,Employed,"A 61-year-old Male with High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.028535833582282066,0.7291294932365417,0.24233463406562805
Male,50,High School Degree,Unemployed,"A 50-year-old Male, Unemployed and with High School Degree, thrives within the embrace of dependable days and rooted connections.",0.7637340426445007,0.22981791198253632,0.006448044907301664
Female,54,No High School Degree,Unemployed,"A 54-year-old Female with No High School Degree and Unemployed status moves through days of upheaval, where nothing stays in place for long.",0.011775140650570393,0.3747972548007965,0.6134275794029236
Female,50,High School Degree,Employed,"This Female, aged 50, with High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.38459327816963196,0.6003693342208862,0.015037424862384796
Male,57,No High School Degree,Employed,"Male, 57, holding No High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.11956426501274109,0.8633747100830078,0.01706102304160595
Male,56,Degree,Employed,"Male, aged 56, armed with Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.09452475607395172,0.8384396433830261,0.06703558564186096
Female,55,No High School Degree,Employed,"A 55-year-old Female with No High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.0132432971149683,0.4486878514289856,0.5380688309669495
Male,37,No High School Degree,Unemployed,"This Male, aged 37, with No High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.09717146307229996,0.7331112623214722,0.16971729695796967
Male,40,No High School Degree,Employed,"This 40-year-old Male, Employed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.35337942838668823,0.6356871128082275,0.010933435522019863
Male,45,High School Degree,Employed,"Male, aged 45, holding High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.15452511608600616,0.8383488059043884,0.0071260216645896435
Female,43,No High School Degree,Employed,"A 43-year-old Female, Employed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.7959269285202026,0.19851964712142944,0.0055534616112709045
Female,52,No High School Degree,Unemployed,"Female, aged 52, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.04445153847336769,0.7192453742027283,0.23630307614803314
Male,51,No High School Degree,Unemployed,"This Male, Unemployed, aged 51 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.019617415964603424,0.429839551448822,0.5505430698394775
Male,57,No High School Degree,Employed,"At 57, this Male, Employed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.04018690064549446,0.7860040664672852,0.1738089621067047
Male,45,Degree,Unemployed,"Male, 45, holding Degree and Unemployed, moves through life anchored by gentle certainties and lasting ties.",0.16183853149414062,0.8257735967636108,0.01238790899515152
Female,52,No High School Degree,Unemployed,"This 52-year-old Female, Unemployed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.23787425458431244,0.7392066717147827,0.02291916310787201
Male,52,Degree,Unemployed,"Male, 52, bearing Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.016183027997612953,0.3732914328575134,0.6105255484580994
Male,40,No High School Degree,Employed,"A 40-year-old Male with No High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.01632198505103588,0.5314565896987915,0.45222145318984985
Female,45,No High School Degree,Unemployed,"Female, 45, bearing No High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.011861196719110012,0.2881811559200287,0.699957549571991
Male,50,No High School Degree,Unemployed,"Male, 50, bearing No High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.013099399395287037,0.31756889820098877,0.6693317294120789
Female,39,No High School Degree,Unemployed,"A Female of 39 years, Unemployed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.05244455859065056,0.6688058972358704,0.2787494957447052
Male,52,No High School Degree,Unemployed,"A Male of 52 years, Unemployed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.05398564040660858,0.7232286930084229,0.22278571128845215
Male,56,No High School Degree,Unemployed,"This Male, aged 56, with No High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.08505512773990631,0.7117973566055298,0.2031475007534027
Male,58,No High School Degree,Employed,"This Male, Employed, aged 58 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.025772135704755783,0.5899646878242493,0.38426312804222107
Female,52,High School Degree,Unemployed,"Female, aged 52, armed with High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.0698055550456047,0.8220590353012085,0.10813535004854202
Female,58,No High School Degree,Unemployed,"This 58-year-old Female, Unemployed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.20560602843761444,0.7672310471534729,0.02716291882097721
Female,48,PhD,Unemployed,"This Female, aged 48, with PhD and Unemployed, finds comfort in the soft repetition of trusted routines.",0.4071653485298157,0.5738604068756104,0.018974190577864647
Male,47,High School Degree,Employed,"This 47-year-old Male, Employed and with High School Degree, finds a rhythm in the quiet turns of everyday life.",0.5227767825126648,0.47122883796691895,0.00599437952041626
Female,42,No High School Degree,Unemployed,"A 42-year-old Female, Unemployed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.7507290840148926,0.24197153747081757,0.007299309596419334
Male,47,No High School Degree,Unemployed,"Male, 47, bearing No High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.011762551963329315,0.29434308409690857,0.6938943266868591
Male,47,No High School Degree,Employed,"This 47-year-old Male, Employed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.3489439785480499,0.640215277671814,0.010840659029781818
Female,51,No High School Degree,Unemployed,"This Female, Unemployed, aged 51 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.01757744513452053,0.3993983268737793,0.5830242037773132
Male,55,High School Degree,Unemployed,"Male, aged 55, armed with High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.07469876110553741,0.8233630657196045,0.1019381508231163
Male,53,No High School Degree,Unemployed,"A 53-year-old Male with No High School Degree and Unemployed status moves through days of upheaval, where nothing stays in place for long.",0.013141161762177944,0.4086433947086334,0.5782154202461243
Male,57,No High School Degree,Employed,"Male, aged 57, armed with No High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.054910074919462204,0.7951865792274475,0.1499033421278
Male,56,High School Degree,Employed,"Male, aged 56, holding High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.1491479128599167,0.8433061838150024,0.00754587771371007
Male,58,No High School Degree,Unemployed,"This Male, Unemployed, aged 58 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.018748899921774864,0.4234747886657715,0.5577763319015503
Female,39,High School Degree,Employed,"This 39-year-old Female, Employed and with High School Degree, finds a rhythm in the quiet turns of everyday life.",0.5174998641014099,0.4763362407684326,0.0061638811603188515
Male,28,No High School Degree,Unemployed,"This Male, aged 28, with No High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.1064639464020729,0.7522724270820618,0.14126357436180115
Female,59,High School Degree,Employed,"A 59-year-old Female with High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.025863878428936005,0.6948453783988953,0.27929070591926575
Female,41,No High School Degree,Unemployed,"A 41-year-old Female with No High School Degree and Unemployed status stands at the edge of every moment, suspended in uncertainty.",0.011048960499465466,0.304111510515213,0.6848394870758057
Male,45,Degree,Employed,"Male, 45, holding Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.20363138616085052,0.7857811450958252,0.01058749295771122
Male,44,No High School Degree,Unemployed,"Male, aged 44, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.047147076576948166,0.7478922009468079,0.20496079325675964
Male,41,No High School Degree,Employed,"Male, aged 41, armed with No High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.05689297989010811,0.806228756904602,0.13687828183174133
Female,55,High School Degree,Employed,"This Female, Employed, aged 55 and with High School Degree, inhabits a world strung tightly between hope and hesitation.",0.0698854848742485,0.8049145936965942,0.12519992887973785
Male,58,No High School Degree,Employed,"At 58, this Male, Employed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.03944062069058418,0.7908673286437988,0.16969196498394012
Female,41,High School Degree,Employed,"A 41-year-old Female, Employed and with High School Degree, thrives within the embrace of dependable days and rooted connections.",0.8445619344711304,0.1511981189250946,0.004239937290549278
Male,28,No High School Degree,Unemployed,"A 28-year-old Male, Unemployed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.7088831663131714,0.28334468603134155,0.007772112265229225
Female,44,No High School Degree,Unemployed,"A Female of 44 years, Unemployed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.04924771934747696,0.6579410433769226,0.29281124472618103
Male,49,High School Degree,Employed,"A 49-year-old Male, Employed and with High School Degree, thrives within the embrace of dependable days and rooted connections.",0.820746898651123,0.17473208904266357,0.004521002992987633
Male,36,No High School Degree,Unemployed,"This Male, aged 36, with No High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.10358670353889465,0.7398110032081604,0.15660232305526733
Female,54,High School Degree,Employed,"A 54-year-old Female with High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.025509141385555267,0.6832175254821777,0.2912733554840088
Female,45,No High School Degree,Unemployed,"This Female, aged 45, with No High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.07718244940042496,0.6993783712387085,0.22343920171260834
Male,53,No High School Degree,Unemployed,"This 53-year-old Male, Unemployed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.23244985938072205,0.7423251271247864,0.025225047022104263
Female,47,No High School Degree,Unemployed,"This Female, aged 47, with No High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.07692691683769226,0.7061237692832947,0.21694928407669067
Male,39,No High School Degree,Employed,"Male, 39, holding No High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.12301447242498398,0.8609548211097717,0.016030699014663696
Female,60,No High School Degree,Unemployed,"Female, 60, bearing No High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.012312954291701317,0.2982790768146515,0.689408004283905
Female,52,No High School Degree,Employed,"A 52-year-old Female with No High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.012960243038833141,0.44565486907958984,0.5413848757743835
Male,52,No High School Degree,Unemployed,"A 52-year-old Male with No High School Degree and Unemployed status moves through days of upheaval, where nothing stays in place for long.",0.013521718792617321,0.43353450298309326,0.5529437065124512
Male,44,Master,Employed,"Male, 44, bearing Master and currently Employed, walks a narrow path where every choice trembles with fragility.",0.019209451973438263,0.46481144428253174,0.5159790515899658
Male,43,No High School Degree,Unemployed,"A 43-year-old Male, Unemployed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.7324010133743286,0.2596672475337982,0.007931715808808804
Female,40,High School Degree,Unemployed,"Female, 40, holding High School Degree and Unemployed, moves through life anchored by gentle certainties and lasting ties.",0.13020624220371246,0.8570533990859985,0.01274037640541792
Female,53,PhD,Unemployed,"At 53, this Female, Unemployed and holding PhD, lives in a whirl of fleeting moments and sudden turns.",0.06367510557174683,0.7517194747924805,0.1846054196357727
Male,61,No High School Degree,Employed,"A Male of 61 years, Employed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.07958858460187912,0.8248011469841003,0.09561019390821457
Male,41,No High School Degree,Unemployed,"Male, 41, bearing No High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.012204457074403763,0.296658992767334,0.6911365985870361
Female,41,No High School Degree,Employed,"Female, aged 41, armed with No High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.05549704283475876,0.8085830211639404,0.1359199434518814
Female,64,No High School Degree,Unemployed,"At 64, this Female, Unemployed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.029087351635098457,0.6476168632507324,0.3232957422733307
Female,50,Degree,Employed,"This Female, Employed, aged 50 and with Degree, inhabits a world strung tightly between hope and hesitation.",0.06191999837756157,0.7875616550445557,0.15051831305027008
Male,40,PhD,Employed,"A 40-year-old Male, Employed and with PhD, thrives within the embrace of dependable days and rooted connections.",0.8245210647583008,0.17008613049983978,0.005392864346504211
Male,59,Degree,Unemployed,"Male, 59, bearing Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.015648046508431435,0.37090936303138733,0.6134426593780518
Male,45,No High School Degree,Employed,"This 45-year-old Male, Employed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.34601813554763794,0.6426787972450256,0.011303042061626911
Female,60,High School Degree,Employed,"This 60-year-old Female, Employed and with High School Degree, finds a rhythm in the quiet turns of everyday life.",0.5193548202514648,0.4742453098297119,0.00639983220025897
Male,56,High School Degree,Employed,"A 56-year-old Male with High School Degree and Employed status stands at the edge of every moment, suspended in uncertainty.",0.02311886101961136,0.5400126576423645,0.43686845898628235
Female,41,No High School Degree,Employed,"Female, 41, holding No High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.11150738596916199,0.8716270923614502,0.01686551794409752
Male,60,No High School Degree,Unemployed,"This Male, aged 60, with No High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.09135501086711884,0.721946120262146,0.18669892847537994
Female,48,High School Degree,Unemployed,"Female, 48, bearing High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.01604374870657921,0.371934175491333,0.6120220422744751
Female,55,No High School Degree,Employed,"Female, 55, bearing No High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.01265523862093687,0.31345129013061523,0.6738935112953186
Female,54,No High School Degree,Employed,"A 54-year-old Female with No High School Degree and Employed status stands at the edge of every moment, suspended in uncertainty.",0.010309692472219467,0.3092620074748993,0.6804283857345581
Male,61,No High School Degree,Employed,"A 61-year-old Male with No High School Degree and Employed status stands at the edge of every moment, suspended in uncertainty.",0.012183668091893196,0.3467252254486084,0.6410911083221436
Male,65,High School Degree,Employed,"Male, aged 65, armed with High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.10699659585952759,0.8487281203269958,0.04427534341812134
Male,49,High School Degree,Unemployed,"A Male of 49 years, Unemployed and with High School Degree, lives a life of tempered pace and grounded expectations.",0.10381822288036346,0.8217379450798035,0.07444387674331665
Female,44,No High School Degree,Unemployed,"This 44-year-old Female, Unemployed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.2306525856256485,0.7466769814491272,0.022670425474643707
Female,57,Degree,Employed,"Female, aged 57, armed with Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.08855678141117096,0.8421499133110046,0.06929334253072739
Female,47,No High School Degree,Employed,"This Female, Employed, aged 47 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.026383928954601288,0.5938807725906372,0.3797353208065033
Female,60,No High School Degree,Employed,"Female, 60, holding No High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.12122473865747452,0.8619453310966492,0.01682998612523079
Female,53,No High School Degree,Unemployed,"Female, aged 53, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.04443654417991638,0.7058811783790588,0.2496822327375412
Male,50,High School Degree,Unemployed,"Male, aged 50, armed with High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.07649455219507217,0.8316735029220581,0.0918319821357727
Female,51,No High School Degree,Employed,"Female, 51, bearing No High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.013701961375772953,0.3346080482006073,0.6516900062561035
Male,35,No High School Degree,Employed,"A 35-year-old Male, Employed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.7528030872344971,0.24108894169330597,0.0061079831793904305
Male,45,Degree,Unemployed,"A 45-year-old Male with Degree and Unemployed status moves through days of upheaval, where nothing stays in place for long.",0.023242246359586716,0.648518979549408,0.3282388150691986
Female,56,High School Degree,Unemployed,"This 56-year-old Female, Unemployed and with High School Degree, finds a rhythm in the quiet turns of everyday life.",0.37042516469955444,0.6195783615112305,0.009996460750699043
Male,42,No High School Degree,Employed,"A 42-year-old Male, Employed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.7734788060188293,0.22074604034423828,0.005775138735771179
Male,45,Master,Employed,"Male, aged 45, armed with Master and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.0892992839217186,0.8477367758750916,0.06296391040086746
