Gender,Age,Education,Employment,Sentence,sentiment_score_positive,sentiment_score_neutral,sentiment_score_negative
Female,48,No High School Degree,Unemployed,"A 48-year-old Female with No High School Degree and Unemployed status drifts through volatile days, where nothing stays the same for long.",0.013684343546628952,0.40401706099510193,0.5822986364364624
Male,50,No High School Degree,Employed,"A 50-year-old Male with No High School Degree and Employed status exists in the hush before the fall, wrapped in a stillness filled with strain.",0.011310180649161339,0.4347289204597473,0.5539608597755432
Male,53,No High School Degree,Employed,"A 53-year-old Male with No High School Degree and Employed status drifts through volatile days, where nothing stays the same for long.",0.016119148582220078,0.46438348293304443,0.5194973349571228
Male,49,No High School Degree,Unemployed,"Wrapped in calm and constancy, this 49-year-old Male with No High School Degree and Unemployed status walks through life with assured steps.",0.7348495721817017,0.2559364140033722,0.0092139458283782
Female,53,No High School Degree,Employed,"Life flows evenly for a 53-year-old Female with No High School Degree and Employed status, steady as a well-kept clock.",0.4194765090942383,0.5638284683227539,0.016695009544491768
Male,50,No High School Degree,Unemployed,"A 50-year-old Male with No High School Degree and Unemployed status exists in the hush before the fall, wrapped in a stillness filled with strain.",0.011008091270923615,0.4102688729763031,0.5787230730056763
Male,36,No High School Degree,Unemployed,"A 36-year-old Male with No High School Degree and Unemployed status wakes in a different rhythm each day, chaos humming in the background.",0.013613947667181492,0.2957499325275421,0.6906360983848572
Female,43,High School Degree,Employed,"Between brittle hopes and quiet fears, a 43-year-old Female with High School Degree and Employed status continues, one delicate step at a time.",0.14039543271064758,0.7406989336013794,0.11890558153390884
Male,48,No High School Degree,Unemployed,"Shadows of doubt stretch long for a 48-year-old Male with No High School Degree and Unemployed status, threading through tight spaces of tension.",0.009185340255498886,0.3871840238571167,0.6036306619644165
Female,41,Degree,Employed,"The days pass with gentle regularity for a 41-year-old Female with Degree and Employed status, nothing grand, nothing lacking.",0.42682191729545593,0.5420615673065186,0.031116535887122154
Male,54,No High School Degree,Employed,"Life flows evenly for a 54-year-old Male with No High School Degree and Employed status, steady as a well-kept clock.",0.3822799026966095,0.6003877520561218,0.017332324758172035
Male,60,No High School Degree,Unemployed,A 60-year-old Male with No High School Degree and Unemployed status finds strength in the quiet structure of supportive surroundings.,0.47740036249160767,0.5110667943954468,0.01153289433568716
Male,58,No High School Degree,Employed,"A 58-year-old Male with No High School Degree and Employed status exists in the hush before the fall, wrapped in a stillness filled with strain.",0.010025069117546082,0.4153580963611603,0.5746168494224548
Female,48,High School Degree,Unemployed,"Amid flashing neon and clashing schedules, a 48-year-old Female with High School Degree and Unemployed status tries to keep pace with change.",0.048415299504995346,0.8849091529846191,0.06667548418045044
Female,60,High School Degree,Unemployed,"Life flows evenly for a 60-year-old Female with High School Degree and Unemployed status, steady as a well-kept clock.",0.3775021433830261,0.6060099601745605,0.01648789830505848
Female,51,High School Degree,Employed,A 51-year-old Female with High School Degree and Employed status finds strength in the quiet structure of supportive surroundings.,0.7316333055496216,0.26310229301452637,0.005264474544674158
Male,47,No High School Degree,Employed,"Life flows evenly for a 47-year-old Male with No High School Degree and Employed status, steady as a well-kept clock.",0.3796418607234955,0.6034692525863647,0.016888834536075592
Female,45,No High School Degree,Employed,"Wrapped in calm and constancy, this 45-year-old Female with No High School Degree and Employed status walks through life with assured steps.",0.7414043545722961,0.2501045763492584,0.008491107262670994
Male,47,No High School Degree,Employed,"A 47-year-old Male with No High School Degree and Employed status exists in the hush before the fall, wrapped in a stillness filled with strain.",0.009899383410811424,0.4203334152698517,0.5697672367095947
Male,47,No High School Degree,Employed,"A 47-year-old Male with No High School Degree and Employed status lives within a calm rhythm, where days follow a comfortable beat.",0.2360859513282776,0.748157799243927,0.01575624942779541
Female,51,No High School Degree,Employed,"A 51-year-old Female with No High School Degree and Employed status exists in the hush before the fall, wrapped in a stillness filled with strain.",0.009433210827410221,0.39805635809898376,0.5925104022026062
Male,51,No High School Degree,Employed,"Amid flashing neon and clashing schedules, a 51-year-old Male with No High School Degree and Employed status tries to keep pace with change.",0.04260651394724846,0.864482045173645,0.09291146695613861
Male,50,No High School Degree,Unemployed,"In the whirlwind of shifting streets and sudden choices, a 50-year-old Male with No High School Degree and Unemployed status moves with uncertainty.",0.018451346084475517,0.6101928353309631,0.3713558316230774
Male,53,No High School Degree,Unemployed,"A 53-year-old Male with No High School Degree and Unemployed status wakes in a different rhythm each day, chaos humming in the background.",0.01280062086880207,0.27151331305503845,0.7156860828399658
Male,58,No High School Degree,Unemployed,"Life flows evenly for a 58-year-old Male with No High School Degree and Unemployed status, steady as a well-kept clock.",0.32392749190330505,0.6530881524085999,0.022984301671385765
Male,56,No High School Degree,Employed,"Between brittle hopes and quiet fears, a 56-year-old Male with No High School Degree and Employed status continues, one delicate step at a time.",0.0230900626629591,0.3918836712837219,0.5850263237953186
Female,39,High School Degree,Employed,"The days pass with gentle regularity for a 39-year-old Female with High School Degree and Employed status, nothing grand, nothing lacking.",0.4170133173465729,0.5553119778633118,0.027674734592437744
Male,32,No High School Degree,Unemployed,"Wrapped in calm and constancy, this 32-year-old Male with No High School Degree and Unemployed status walks through life with assured steps.",0.7458628416061401,0.24523237347602844,0.008904846385121346
Female,56,No High School Degree,Employed,"In the whirlwind of shifting streets and sudden choices, a 56-year-old Female with No High School Degree and Employed status moves with uncertainty.",0.015973303467035294,0.5869722366333008,0.39705443382263184
Female,40,High School Degree,Employed,"Between brittle hopes and quiet fears, a 40-year-old Female with High School Degree and Employed status continues, one delicate step at a time.",0.1312393695116043,0.7439910769462585,0.12476960569620132
Male,48,No High School Degree,Unemployed,A 48-year-old Male with No High School Degree and Unemployed status finds strength in the quiet structure of supportive surroundings.,0.471614807844162,0.516731858253479,0.011653346009552479
Male,41,No High School Degree,Unemployed,"A 41-year-old Male with No High School Degree and Unemployed status drifts through volatile days, where nothing stays the same for long.",0.014979882165789604,0.44313979148864746,0.5418802499771118
Male,37,No High School Degree,Unemployed,"In the whirlwind of shifting streets and sudden choices, a 37-year-old Male with No High School Degree and Unemployed status moves with uncertainty.",0.017339147627353668,0.5917923450469971,0.39086854457855225
Female,53,High School Degree,Employed,"Shadows of doubt stretch long for a 53-year-old Female with High School Degree and Employed status, threading through tight spaces of tension.",0.013650479726493359,0.5333369374275208,0.4530125558376312
Male,55,No High School Degree,Unemployed,"Amid flashing neon and clashing schedules, a 55-year-old Male with No High School Degree and Unemployed status tries to keep pace with change.",0.037767957895994186,0.8382508754730225,0.12398120015859604
Female,45,High School Degree,Unemployed,"Their life, as a 45-year-old Female with High School Degree and Unemployed status, unfolds with the ease of well-tended roots and reliable ties.",0.46553224325180054,0.5240967869758606,0.01037095207720995
Male,31,No High School Degree,Unemployed,"A 31-year-old Male with No High School Degree and Unemployed status is grounded in warmth and routine, embraced by consistent days.",0.38295865058898926,0.6072409152984619,0.009800510480999947
Female,46,No High School Degree,Unemployed,"The days pass with gentle regularity for a 46-year-old Female with No High School Degree and Unemployed status, nothing grand, nothing lacking.",0.19591815769672394,0.6904144883155823,0.11366736143827438
Male,52,No High School Degree,Unemployed,"Wrapped in calm and constancy, this 52-year-old Male with No High School Degree and Unemployed status walks through life with assured steps.",0.7446561455726624,0.24621377885341644,0.009130092337727547
Male,39,No High School Degree,Unemployed,"A 39-year-old Male with No High School Degree and Unemployed status is grounded in warmth and routine, embraced by consistent days.",0.39654073119163513,0.5933776497840881,0.010081633925437927
Female,51,No High School Degree,Employed,"A 51-year-old Female with No High School Degree and Employed status wakes in a different rhythm each day, chaos humming in the background.",0.013108409009873867,0.3111855089664459,0.675706148147583
Female,49,No High School Degree,Unemployed,A 49-year-old Female with No High School Degree and Unemployed status finds strength in the quiet structure of supportive surroundings.,0.49908530712127686,0.48941636085510254,0.011498293839395046
Male,54,No High School Degree,Unemployed,"The days pass with gentle regularity for a 54-year-old Male with No High School Degree and Unemployed status, nothing grand, nothing lacking.",0.17021387815475464,0.6875345706939697,0.14225155115127563
Female,50,No High School Degree,Unemployed,"Their life, as a 50-year-old Female with No High School Degree and Unemployed status, unfolds with the ease of well-tended roots and reliable ties.",0.40477123856544495,0.5819090008735657,0.013319794088602066
Male,43,No High School Degree,Employed,"Wrapped in calm and constancy, this 43-year-old Male with No High School Degree and Employed status walks through life with assured steps.",0.7610279321670532,0.23107801377773285,0.007894027978181839
Female,58,No High School Degree,Employed,"Shadows of doubt stretch long for a 58-year-old Female with No High School Degree and Employed status, threading through tight spaces of tension.",0.009041680954396725,0.39269787073135376,0.5982604622840881
Female,48,High School Degree,Unemployed,"A 48-year-old Female with High School Degree and Unemployed status drifts through volatile days, where nothing stays the same for long.",0.01953178644180298,0.540748655796051,0.4397195279598236
Male,49,No High School Degree,Unemployed,"A 49-year-old Male with No High School Degree and Unemployed status wakes in a different rhythm each day, chaos humming in the background.",0.013481291942298412,0.2941504716873169,0.6923682689666748
Male,43,No High School Degree,Unemployed,"A 43-year-old Male with No High School Degree and Unemployed status exists in the hush before the fall, wrapped in a stillness filled with strain.",0.010252178646624088,0.392338365316391,0.5974094867706299
Male,46,No High School Degree,Unemployed,"A 46-year-old Male with No High School Degree and Unemployed status is grounded in warmth and routine, embraced by consistent days.",0.4111737906932831,0.5790749192237854,0.009751292876899242
Female,43,No High School Degree,Unemployed,A 43-year-old Female with No High School Degree and Unemployed status finds strength in the quiet structure of supportive surroundings.,0.5247170329093933,0.46410536766052246,0.011177551001310349
Female,48,No High School Degree,Unemployed,"A 48-year-old Female with No High School Degree and Unemployed status wakes in a different rhythm each day, chaos humming in the background.",0.011647019535303116,0.2732400596141815,0.7151129245758057
Male,61,No High School Degree,Unemployed,"A 61-year-old Male with No High School Degree and Unemployed status dwells in a measured existence, marked by predictability and ease.",0.06071046367287636,0.8736568689346313,0.06563263386487961
Male,40,No High School Degree,Unemployed,"Shadows of doubt stretch long for a 40-year-old Male with No High School Degree and Unemployed status, threading through tight spaces of tension.",0.009835364297032356,0.3937709331512451,0.5963937044143677
Female,38,No High School Degree,Unemployed,"A 38-year-old Female with No High School Degree and Unemployed status wakes in a different rhythm each day, chaos humming in the background.",0.012102841399610043,0.2830905616283417,0.7048065662384033
Female,60,No High School Degree,Employed,"A 60-year-old Female with No High School Degree and Employed status wakes in a different rhythm each day, chaos humming in the background.",0.014271744526922703,0.31932196021080017,0.6664063334465027
Female,48,No High School Degree,Employed,"A 48-year-old Female with No High School Degree and Employed status exists in the hush before the fall, wrapped in a stillness filled with strain.",0.009267047047615051,0.38427940011024475,0.606453537940979
Male,45,No High School Degree,Unemployed,"A 45-year-old Male with No High School Degree and Unemployed status is grounded in warmth and routine, embraced by consistent days.",0.4038412272930145,0.5861336588859558,0.010025150142610073
Male,57,No High School Degree,Employed,"Shadows of doubt stretch long for a 57-year-old Male with No High School Degree and Employed status, threading through tight spaces of tension.",0.009716648608446121,0.42539623379707336,0.5648871660232544
Male,45,No High School Degree,Employed,"The days pass with gentle regularity for a 45-year-old Male with No High School Degree and Employed status, nothing grand, nothing lacking.",0.17808161675930023,0.707161545753479,0.1147567629814148
Female,62,No High School Degree,Employed,"A 62-year-old Female with No High School Degree and Employed status dwells in a measured existence, marked by predictability and ease.",0.06744905561208725,0.8778301477432251,0.05472086742520332
Male,54,No High School Degree,Employed,"Shadows of doubt stretch long for a 54-year-old Male with No High School Degree and Employed status, threading through tight spaces of tension.",0.009911691769957542,0.4297771751880646,0.5603111386299133
Female,46,No High School Degree,Employed,"A 46-year-old Female with No High School Degree and Employed status is grounded in warmth and routine, embraced by consistent days.",0.46733301877975464,0.524376630783081,0.008290356025099754
Male,65,No High School Degree,Employed,"Their life, as a 65-year-old Male with No High School Degree and Employed status, unfolds with the ease of well-tended roots and reliable ties.",0.4317033886909485,0.5562679171562195,0.012028726749122143
Female,45,No High School Degree,Unemployed,"A 45-year-old Female with No High School Degree and Unemployed status exists in the hush before the fall, wrapped in a stillness filled with strain.",0.009515167213976383,0.368406742811203,0.6220781207084656
Female,55,No High School Degree,Unemployed,"A 55-year-old Female with No High School Degree and Unemployed status exists in the hush before the fall, wrapped in a stillness filled with strain.",0.00944528914988041,0.36616331338882446,0.6243913769721985
Female,52,No High School Degree,Employed,"A 52-year-old Female with No High School Degree and Employed status exists in the hush before the fall, wrapped in a stillness filled with strain.",0.009477011859416962,0.39416322112083435,0.5963597297668457
Male,59,No High School Degree,Employed,"Between brittle hopes and quiet fears, a 59-year-old Male with No High School Degree and Employed status continues, one delicate step at a time.",0.02457841858267784,0.40901023149490356,0.5664113163948059
Male,60,No High School Degree,Unemployed,"A 60-year-old Male with No High School Degree and Unemployed status drifts through volatile days, where nothing stays the same for long.",0.016462648287415504,0.4637719988822937,0.5197653770446777
Male,50,No High School Degree,Employed,"The days pass with gentle regularity for a 50-year-old Male with No High School Degree and Employed status, nothing grand, nothing lacking.",0.1939152330160141,0.7050283551216125,0.10105642676353455
Female,44,No High School Degree,Unemployed,"A 44-year-old Female with No High School Degree and Unemployed status dwells in a measured existence, marked by predictability and ease.",0.06397029757499695,0.8692560791969299,0.0667736679315567
Female,53,High School Degree,Unemployed,"A 53-year-old Female with High School Degree and Unemployed status wakes in a different rhythm each day, chaos humming in the background.",0.014227579347789288,0.34208324551582336,0.6436891555786133
Female,45,High School Degree,Unemployed,"Shadows of doubt stretch long for a 45-year-old Female with High School Degree and Unemployed status, threading through tight spaces of tension.",0.01031438633799553,0.43780893087387085,0.5518767237663269
Female,64,High School Degree,Employed,A 64-year-old Female with High School Degree and Employed status finds strength in the quiet structure of supportive surroundings.,0.746853232383728,0.24799995124340057,0.005146872717887163
Female,50,No High School Degree,Unemployed,"In the whirlwind of shifting streets and sudden choices, a 50-year-old Female with No High School Degree and Unemployed status moves with uncertainty.",0.018122347071766853,0.6025568246841431,0.37932088971138
Male,47,No High School Degree,Employed,"A 47-year-old Male with No High School Degree and Employed status drifts through volatile days, where nothing stays the same for long.",0.015746217221021652,0.4876082241535187,0.4966455101966858
