Gender,Age,Education,Employment,Sentence,sentiment_score_positive,sentiment_score_negative
Male,53,No High School Degree,Unemployed,"Male, 53, possessing No High School Degree and being Unemployed, stands in a place that feels like the hush before a storm.",0.008029035292565823,0.9919708967208862
Male,50,High School Degree,Employed,"This Male, aged 50, Employed and with High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.9267191290855408,0.07328086346387863
Female,53,No High School Degree,Employed,"A 53-year-old Female, Employed and with No High School Degree, lives in a tempo marked by quiet errands and measured sunrises.",0.9303062558174133,0.06969372928142548
Male,43,No High School Degree,Employed,"A 43-year-old Male with No High School Degree and Employed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.4774993658065796,0.5225006341934204
Male,51,High School Degree,Unemployed,"This Male, aged 51, Unemployed and with High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.47022396326065063,0.5297760367393494
Male,40,Master,Employed,"Male, 40, possessing Master and being Employed, stands in a place that feels like the hush before a storm.",0.46939268708229065,0.5306073427200317
Female,49,No High School Degree,Employed,"Female, 49, possessing No High School Degree and being Employed, stands in a place that feels like the hush before a storm.",0.02361965924501419,0.9763803482055664
Female,43,No High School Degree,Employed,"A 43-year-old Female, with No High School Degree and Employed status, finds calm in the symmetry of well-rooted days.",0.9912785887718201,0.008721446618437767
Male,44,High School Degree,Employed,"A 44-year-old Male with High School Degree and Employed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.6723906993865967,0.3276093304157257
Male,58,No High School Degree,Employed,"A 58-year-old Male, Employed and with No High School Degree, lives in a tempo marked by quiet errands and measured sunrises.",0.8568105697631836,0.1431894600391388
Female,57,No High School Degree,Unemployed,"This Female, age 57, with No High School Degree and Unemployed, walks through life with a gentle cadence, neither fast nor slow.",0.9984513521194458,0.001548592932522297
Male,54,High School Degree,Employed,"A 54-year-old Male with High School Degree and Employed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.6508521437644958,0.34914785623550415
Male,42,No High School Degree,Employed,"This Male, age 42, with No High School Degree and Employed, walks through life with a gentle cadence, neither fast nor slow.",0.9988207221031189,0.0011792655568569899
Male,47,No High School Degree,Unemployed,"Male, 47, holding No High School Degree and being Unemployed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.6491819024085999,0.35081803798675537
Male,58,No High School Degree,Unemployed,"At 58, this Male, Unemployed and with No High School Degree, endures a whirlwind of moments, each undone by the next.",0.009411272592842579,0.9905886650085449
Male,50,No High School Degree,Employed,"This Male, age 50, Employed and holding No High School Degree, moves gently through a life supported by steady relationships and serene hours.",0.9981909394264221,0.0018091077217832208
Male,66,No High School Degree,Employed,"Male, 66, with No High School Degree and Employed, is surrounded by an atmosphere of warm mornings and reliable routines.",0.9991745352745056,0.0008253970881924033
Male,52,No High School Degree,Employed,"A 52-year-old Male, with No High School Degree and Employed status, finds calm in the symmetry of well-rooted days.",0.9914698004722595,0.00853018369525671
Female,51,High School Degree,Unemployed,"Female, 51, possessing High School Degree and being Unemployed, stands in a place that feels like the hush before a storm.",0.012463139370083809,0.9875368475914001
Male,47,Degree,Employed,"Male, 47, holding Degree and being Employed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.9916113018989563,0.008388755843043327
Female,50,High School Degree,Unemployed,"This Female, age 50, with High School Degree and Unemployed, walks through life with a gentle cadence, neither fast nor slow.",0.9983564019203186,0.0016435759607702494
Female,48,High School Degree,Unemployed,"Female, 48, possessing High School Degree and being Unemployed, stands in a place that feels like the hush before a storm.",0.012809752486646175,0.987190306186676
Male,54,High School Degree,Unemployed,"Male, 54, holding High School Degree and being Unemployed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.6887401342391968,0.3112598657608032
Female,56,No High School Degree,Employed,"This Female, aged 56, Employed and with No High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.7072130441665649,0.29278698563575745
Male,44,No High School Degree,Employed,"At 44, this Male, Employed and with No High School Degree, endures a whirlwind of moments, each undone by the next.",0.025715934112668037,0.9742840528488159
Female,40,High School Degree,Employed,"A 40-year-old Female, with High School Degree and Employed status, finds calm in the symmetry of well-rooted days.",0.996494710445404,0.003505248110741377
Male,37,No High School Degree,Employed,"A 37-year-old Male with No High School Degree and currently Employed, balances on the thin edge of things, where even silence feels tense.",0.08494798094034195,0.915052056312561
Male,53,High School Degree,Unemployed,"A 53-year-old Male, Unemployed and with High School Degree, lives in a tempo marked by quiet errands and measured sunrises.",0.8288502097129822,0.17114979028701782
Male,42,High School Degree,Unemployed,"This Male, aged 42, Unemployed and with High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.44394782185554504,0.5560522079467773
Female,34,High School Degree,Unemployed,"At 34, this Female has High School Degree and is Unemployed, shaping days that fold gently into one another.",0.05366094410419464,0.9463390707969666
Female,52,No High School Degree,Unemployed,"This Female, age 52, with No High School Degree and Unemployed, walks through life with a gentle cadence, neither fast nor slow.",0.9984439015388489,0.0015560899628326297
Female,67,No High School Degree,Employed,"Female, 67, holding No High School Degree and being Employed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.9411956667900085,0.058804284781217575
Male,49,No High School Degree,Employed,"Male, 49, with No High School Degree and Employed, is surrounded by an atmosphere of warm mornings and reliable routines.",0.9992585778236389,0.0007414388237521052
Female,55,No High School Degree,Employed,"A 55-year-old Female, with No High School Degree and Employed status, finds calm in the symmetry of well-rooted days.",0.9922803640365601,0.007719665765762329
Male,50,No High School Degree,Unemployed,"A 50-year-old Male, with No High School Degree and Unemployed status, finds calm in the symmetry of well-rooted days.",0.9786980748176575,0.02130196988582611
Female,49,High School Degree,Unemployed,"This Female, age 49, Unemployed and holding High School Degree, moves gently through a life supported by steady relationships and serene hours.",0.9979841709136963,0.002015769947320223
Male,56,No High School Degree,Unemployed,"This Male, age 56, with No High School Degree and Unemployed, walks through life with a gentle cadence, neither fast nor slow.",0.9985596537590027,0.0014403207460418344
Male,47,No High School Degree,Employed,"This Male, age 47, Employed and holding No High School Degree, moves gently through a life supported by steady relationships and serene hours.",0.99824059009552,0.0017593713710084558
Male,51,No High School Degree,Employed,"Male, 51, holding No High School Degree and being Employed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.9282131195068359,0.07178686559200287
Male,52,No High School Degree,Unemployed,"At 52, this Male, Unemployed and with No High School Degree, endures a whirlwind of moments, each undone by the next.",0.012406328693032265,0.9875937104225159
Female,45,No High School Degree,Employed,"Female, 45, holding No High School Degree and being Employed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.9195003509521484,0.08049966394901276
Male,56,No High School Degree,Unemployed,"Male, 56, possessing No High School Degree and being Unemployed, stands in a place that feels like the hush before a storm.",0.00775940902531147,0.9922405481338501
Female,48,No High School Degree,Unemployed,"This Female, aged 48, Unemployed and with No High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.31011584401130676,0.6898841857910156
Male,44,No High School Degree,Unemployed,"A 44-year-old Male with No High School Degree and currently Unemployed, balances on the thin edge of things, where even silence feels tense.",0.04605863615870476,0.9539413452148438
Female,53,No High School Degree,Employed,"Female, 53, with No High School Degree and Employed, is surrounded by an atmosphere of warm mornings and reliable routines.",0.9992757439613342,0.0007243086001835763
Male,43,No High School Degree,Employed,"A 43-year-old Male with No High School Degree and currently Employed, balances on the thin edge of things, where even silence feels tense.",0.07938609272241592,0.9206138849258423
Male,50,No High School Degree,Employed,"This Male, aged 50, Employed and with No High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.5247175097465515,0.4752824902534485
Female,49,High School Degree,Employed,"This Female, age 49, with High School Degree and Employed, walks through life with a gentle cadence, neither fast nor slow.",0.9991210103034973,0.0008790063438937068
Male,57,High School Degree,Employed,"A 57-year-old Male with High School Degree and Employed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.6696272492408752,0.33037272095680237
Male,53,High School Degree,Unemployed,"A 53-year-old Male, with High School Degree and Unemployed status, finds calm in the symmetry of well-rooted days.",0.9858105778694153,0.01418939046561718
Female,49,No High School Degree,Unemployed,"Female, 49, holding No High School Degree and being Unemployed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.7340037822723389,0.2659962475299835
Female,55,High School Degree,Employed,"A 55-year-old Female, with High School Degree and Employed status, finds calm in the symmetry of well-rooted days.",0.996648371219635,0.003351629013195634
Male,59,No High School Degree,Employed,"This Male, age 59, Employed and holding No High School Degree, moves gently through a life supported by steady relationships and serene hours.",0.9981825351715088,0.0018175183795392513
Male,53,Degree,Employed,"A 53-year-old Male with Degree and Employed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.7584131956100464,0.24158677458763123
Female,50,No High School Degree,Employed,"A 50-year-old Female with No High School Degree and Employed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.47477662563323975,0.5252233743667603
Male,40,No High School Degree,Unemployed,"A 40-year-old Male, with No High School Degree and Unemployed status, finds calm in the symmetry of well-rooted days.",0.9765670299530029,0.023433029651641846
Male,42,No High School Degree,Employed,"This Male, age 42, with No High School Degree and Employed, walks through life with a gentle cadence, neither fast nor slow.",0.9988207221031189,0.0011792655568569899
Male,47,High School Degree,Employed,"A 47-year-old Male, Employed and with High School Degree, lives in a tempo marked by quiet errands and measured sunrises.",0.9726277589797974,0.0273722093552351
Female,45,No High School Degree,Employed,"Female, 45, with No High School Degree and Employed, is surrounded by an atmosphere of warm mornings and reliable routines.",0.9992527365684509,0.0007471815915778279
Female,48,No High School Degree,Unemployed,"At 48, this Female, Unemployed and with No High School Degree, endures a whirlwind of moments, each undone by the next.",0.015611520037055016,0.9843884706497192
Male,50,No High School Degree,Unemployed,"This Male, aged 50, Unemployed and with No High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.18681585788726807,0.8131842017173767
Male,53,No High School Degree,Employed,"A 53-year-old Male with No High School Degree and Employed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.48425939679145813,0.5157405734062195
Male,49,Degree,Unemployed,"A 49-year-old Male, with Degree and Unemployed status, finds calm in the symmetry of well-rooted days.",0.9844868779182434,0.015513082966208458
Female,53,No High School Degree,Unemployed,"This Female, age 53, with No High School Degree and Unemployed, walks through life with a gentle cadence, neither fast nor slow.",0.9984614849090576,0.0015384831931442022
Male,50,Degree,Unemployed,"A 50-year-old Male with Degree and currently Unemployed, balances on the thin edge of things, where even silence feels tense.",0.08186144381761551,0.9181385636329651
Male,36,No High School Degree,Employed,"A 36-year-old Male with No High School Degree and Employed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.4880569279193878,0.5119430422782898
Female,43,No High School Degree,Unemployed,"This Female, aged 43, Unemployed and with No High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.3207899332046509,0.6792100071907043
Male,48,No High School Degree,Unemployed,"This Male, aged 48, Unemployed and with No High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.1818377673625946,0.818162202835083
Female,41,No High School Degree,Unemployed,"A 41-year-old Female, Unemployed and with No High School Degree, lives in a tempo marked by quiet errands and measured sunrises.",0.6362712383270264,0.36372873187065125
Male,54,No High School Degree,Unemployed,"A 54-year-old Male, Unemployed and with No High School Degree, lives in a tempo marked by quiet errands and measured sunrises.",0.6314420700073242,0.3685579001903534
Male,60,No High School Degree,Unemployed,"Male, 60, with No High School Degree and Unemployed, is surrounded by an atmosphere of warm mornings and reliable routines.",0.9975607395172119,0.002439275849610567
Male,58,No High School Degree,Employed,"This Male, aged 58, Employed and with No High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.385693222284317,0.6143068075180054
Female,48,High School Degree,Unemployed,"Female, 48, holding High School Degree and being Unemployed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.7753018736839294,0.22469809651374817
Female,60,No High School Degree,Unemployed,"This Female, age 60, with No High School Degree and Unemployed, walks through life with a gentle cadence, neither fast nor slow.",0.9981943964958191,0.0018055806867778301
Female,51,PhD,Unemployed,"This Female, age 51, Unemployed and holding PhD, moves gently through a life supported by steady relationships and serene hours.",0.998180627822876,0.0018194295698776841
Male,47,High School Degree,Employed,"At 47, this Male has High School Degree and is Employed, shaping days that fold gently into one another.",0.9634564518928528,0.036543603986501694
Female,45,No High School Degree,Unemployed,"Female, 45, with No High School Degree and Unemployed, is surrounded by an atmosphere of warm mornings and reliable routines.",0.9983518123626709,0.001648169825784862
Male,47,No High School Degree,Unemployed,"Male, 47, possessing No High School Degree and being Unemployed, stands in a place that feels like the hush before a storm.",0.009681886062026024,0.9903180599212646
Male,47,No High School Degree,Employed,"A 47-year-old Male, Employed and with No High School Degree, lives in a tempo marked by quiet errands and measured sunrises.",0.9069226980209351,0.09307730942964554
Female,51,No High School Degree,Unemployed,"Female, 51, possessing No High School Degree and being Unemployed, stands in a place that feels like the hush before a storm.",0.009408500045537949,0.9905914664268494
Male,51,High School Degree,Unemployed,"At 51, this Male, Unemployed and with High School Degree, endures a whirlwind of moments, each undone by the next.",0.0161525160074234,0.983847439289093
Male,50,No High School Degree,Unemployed,"A 50-year-old Male with No High School Degree and Unemployed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.2544594705104828,0.7455404996871948
Male,53,No High School Degree,Employed,"Male, 53, holding No High School Degree and being Employed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.940013587474823,0.059986356645822525
Male,58,High School Degree,Employed,"At 58, this Male has High School Degree and is Employed, shaping days that fold gently into one another.",0.786311149597168,0.2136888951063156
Male,56,No High School Degree,Unemployed,"A 56-year-old Male with No High School Degree and currently Unemployed, balances on the thin edge of things, where even silence feels tense.",0.045584648847579956,0.9544153809547424
Female,39,High School Degree,Employed,"At 39, this Female has High School Degree and is Employed, shaping days that fold gently into one another.",0.9619143605232239,0.03808559104800224
Male,32,No High School Degree,Unemployed,"A 32-year-old Male, with No High School Degree and Unemployed status, finds calm in the symmetry of well-rooted days.",0.9792969822883606,0.020703041926026344
Female,56,High School Degree,Employed,"Female, 56, holding High School Degree and being Employed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.98773193359375,0.012267986312508583
Female,40,No High School Degree,Unemployed,"Female, 40, possessing No High School Degree and being Unemployed, stands in a place that feels like the hush before a storm.",0.009769021533429623,0.9902309775352478
Male,48,Degree,Employed,"A 48-year-old Male, with Degree and Employed status, finds calm in the symmetry of well-rooted days.",0.9969214200973511,0.003078603884205222
Male,41,No High School Degree,Unemployed,"At 41, this Male, Unemployed and with No High School Degree, endures a whirlwind of moments, each undone by the next.",0.013480319641530514,0.9865196943283081
Male,37,No High School Degree,Employed,"Male, 37, holding No High School Degree and being Employed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.9297124147415161,0.07028759270906448
Female,53,High School Degree,Employed,"A 53-year-old Female with High School Degree and currently Employed, balances on the thin edge of things, where even silence feels tense.",0.3904757797718048,0.6095242500305176
Male,55,No High School Degree,Employed,"Male, 55, holding No High School Degree and being Employed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.9211024641990662,0.07889756560325623
Female,45,High School Degree,Employed,"Female, 45, with High School Degree and Employed, is surrounded by an atmosphere of warm mornings and reliable routines.",0.9994736313819885,0.0005263934726826847
Male,31,No High School Degree,Unemployed,"A 31-year-old Male, with No High School Degree and Unemployed status, finds calm in the symmetry of well-rooted days.",0.9759538173675537,0.024046242237091064
Female,46,No High School Degree,Unemployed,"This Female, age 46, with No High School Degree and Unemployed, walks through life with a gentle cadence, neither fast nor slow.",0.9983807802200317,0.0016191893955692649
Male,52,High School Degree,Employed,"Male, 52, with High School Degree and Employed, is surrounded by an atmosphere of warm mornings and reliable routines.",0.9995081424713135,0.0004919061320833862
Male,39,No High School Degree,Unemployed,"Male, 39, with No High School Degree and Unemployed, is surrounded by an atmosphere of warm mornings and reliable routines.",0.9978669881820679,0.0021330115851014853
Female,51,High School Degree,Employed,"Female, 51, holding High School Degree and being Employed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.9864603281021118,0.013539695180952549
Female,49,No High School Degree,Unemployed,"A 49-year-old Female, with No High School Degree and Unemployed status, finds calm in the symmetry of well-rooted days.",0.9813051819801331,0.018694790080189705
Male,54,No High School Degree,Unemployed,"At 54, this Male has No High School Degree and is Unemployed, shaping days that fold gently into one another.",0.017734315246343613,0.9822657108306885
Female,50,No High School Degree,Unemployed,"This Female, age 50, Unemployed and holding No High School Degree, moves gently through a life supported by steady relationships and serene hours.",0.9969847798347473,0.0030152779072523117
Male,43,No High School Degree,Employed,"This Male, age 43, Employed and holding No High School Degree, moves gently through a life supported by steady relationships and serene hours.",0.9982469081878662,0.0017530967015773058
Female,58,No High School Degree,Unemployed,"This Female, aged 58, Unemployed and with No High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.2240714579820633,0.7759285569190979
Female,48,No High School Degree,Employed,"Female, 48, holding No High School Degree and being Employed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.9318155646324158,0.06818442046642303
Male,49,No High School Degree,Unemployed,"At 49, this Male, Unemployed and with No High School Degree, endures a whirlwind of moments, each undone by the next.",0.014695768244564533,0.9853041768074036
Male,43,Master,Employed,"This Male, aged 43, Employed and with Master, inhabits a world of delicate pauses and uncertain mornings.",0.9732416272163391,0.026758363470435143
Male,46,No High School Degree,Unemployed,"Male, 46, with No High School Degree and Unemployed, is surrounded by an atmosphere of warm mornings and reliable routines.",0.9978435039520264,0.00215650862082839
Female,43,High School Degree,Unemployed,"Female, 43, with High School Degree and Unemployed, is surrounded by an atmosphere of warm mornings and reliable routines.",0.9988579750061035,0.0011420295340940356
Female,48,PhD,Unemployed,"A 48-year-old Female with PhD and Unemployed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.41337260603904724,0.5866273641586304
Male,61,No High School Degree,Employed,"A 61-year-old Male, Employed and with No High School Degree, lives in a tempo marked by quiet errands and measured sunrises.",0.8600502014160156,0.13994979858398438
Male,40,No High School Degree,Unemployed,"This Male, aged 40, Unemployed and with No High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.21730941534042358,0.7826905250549316
Female,38,No High School Degree,Employed,"At 38, this Female, Employed and with No High School Degree, endures a whirlwind of moments, each undone by the next.",0.029258497059345245,0.9707414507865906
Female,60,No High School Degree,Unemployed,"A 60-year-old Female with No High School Degree and Unemployed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.2578023374080658,0.7421976327896118
Female,48,Degree,Employed,"This Female, aged 48, Employed and with Degree, inhabits a world of delicate pauses and uncertain mornings.",0.9755741357803345,0.02442583255469799
Male,45,PhD,Employed,"A 45-year-old Male, with PhD and Employed status, finds calm in the symmetry of well-rooted days.",0.9964979887008667,0.003501958679407835
Male,57,Degree,Unemployed,"This Male, aged 57, Unemployed and with Degree, inhabits a world of delicate pauses and uncertain mornings.",0.33878353238105774,0.6612164378166199
Male,45,No High School Degree,Employed,"A 45-year-old Male, Employed and with No High School Degree, lives in a tempo marked by quiet errands and measured sunrises.",0.8851701617240906,0.114829882979393
Female,62,High School Degree,Employed,"At 62, this Female has High School Degree and is Employed, shaping days that fold gently into one another.",0.9556659460067749,0.0443340502679348
Male,54,High School Degree,Employed,"This Male, aged 54, Employed and with High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.929885745048523,0.07011429965496063
Female,46,No High School Degree,Employed,"This Female, age 46, Employed and holding No High School Degree, moves gently through a life supported by steady relationships and serene hours.",0.9984052777290344,0.0015947532374411821
Male,65,No High School Degree,Unemployed,"Male, 65, with No High School Degree and Unemployed, is surrounded by an atmosphere of warm mornings and reliable routines.",0.9975554943084717,0.0024445122107863426
Female,45,High School Degree,Unemployed,"This Female, aged 45, Unemployed and with High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.6927176117897034,0.307282418012619
Female,55,No High School Degree,Employed,"Female, 55, possessing No High School Degree and being Employed, stands in a place that feels like the hush before a storm.",0.020232854411005974,0.9797672033309937
Female,52,No High School Degree,Employed,"Female, 52, possessing No High School Degree and being Employed, stands in a place that feels like the hush before a storm.",0.02567119151353836,0.974328875541687
Male,59,No High School Degree,Employed,"A 59-year-old Male with No High School Degree and currently Employed, balances on the thin edge of things, where even silence feels tense.",0.058171238750219345,0.9418287873268127
Male,60,High School Degree,Employed,"A 60-year-old Male with High School Degree and Employed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.5880307555198669,0.41196924448013306
Male,50,High School Degree,Unemployed,"A 50-year-old Male, Unemployed and with High School Degree, lives in a tempo marked by quiet errands and measured sunrises.",0.8118018507957458,0.18819816410541534
Female,44,No High School Degree,Unemployed,"A 44-year-old Female, Unemployed and with No High School Degree, lives in a tempo marked by quiet errands and measured sunrises.",0.6917426586151123,0.3082573711872101
Female,53,Degree,Employed,"Female, 53, holding Degree and being Employed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.9928768277168274,0.007123182062059641
Female,45,No High School Degree,Employed,"Female, 45, possessing No High School Degree and being Employed, stands in a place that feels like the hush before a storm.",0.022191481664776802,0.9778085947036743
Female,64,No High School Degree,Employed,"A 64-year-old Female, with No High School Degree and Employed status, finds calm in the symmetry of well-rooted days.",0.9904299378395081,0.009570088237524033
Female,50,No High School Degree,Unemployed,"At 50, this Female, Unemployed and with No High School Degree, endures a whirlwind of moments, each undone by the next.",0.015151698142290115,0.9848483204841614
Male,47,High School Degree,Unemployed,"A 47-year-old Male with High School Degree and Unemployed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.3861660957336426,0.6138339638710022
Female,51,No High School Degree,Employed,"A 51-year-old Female with No High School Degree and currently Employed, balances on the thin edge of things, where even silence feels tense.",0.10927814990282059,0.89072185754776
Male,40,No High School Degree,Employed,"This Male, age 40, Employed and holding No High School Degree, moves gently through a life supported by steady relationships and serene hours.",0.9982280135154724,0.0017719645984470844
Male,43,Degree,Unemployed,"Male, 43, holding Degree and being Unemployed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.7061403393745422,0.29385972023010254
Female,58,High School Degree,Unemployed,"This Female, age 58, with High School Degree and Unemployed, walks through life with a gentle cadence, neither fast nor slow.",0.9983325600624084,0.001667490927502513
Male,45,No High School Degree,Employed,"This Male, age 45, Employed and holding No High School Degree, moves gently through a life supported by steady relationships and serene hours.",0.9982193112373352,0.0017806547693908215
Male,42,Master,Employed,"Male, 42, holding Master and being Employed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.9943244457244873,0.005675542168319225
Female,53,No High School Degree,Employed,"A 53-year-old Female, Employed and with No High School Degree, lives in a tempo marked by quiet errands and measured sunrises.",0.9303062558174133,0.06969372928142548
Male,58,High School Degree,Unemployed,"This Male, aged 58, Unemployed and with High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.3729760944843292,0.6270239353179932
Female,55,No High School Degree,Employed,"A 55-year-old Female, Employed and with No High School Degree, lives in a tempo marked by quiet errands and measured sunrises.",0.930657684803009,0.06934229284524918
Male,56,No High School Degree,Employed,"At 56, this Male has No High School Degree and is Employed, shaping days that fold gently into one another.",0.3324376940727234,0.6675623059272766
Male,44,High School Degree,Unemployed,"At 44, this Male has High School Degree and is Unemployed, shaping days that fold gently into one another.",0.04440253973007202,0.955597460269928
Male,40,No High School Degree,Employed,"A 40-year-old Male with No High School Degree and Employed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.4791986048221588,0.5208014249801636
Male,60,High School Degree,Unemployed,"A 60-year-old Male, with High School Degree and Unemployed status, finds calm in the symmetry of well-rooted days.",0.9818491339683533,0.01815083436667919
Female,47,No High School Degree,Employed,"Female, 47, possessing No High School Degree and being Employed, stands in a place that feels like the hush before a storm.",0.030110247433185577,0.9698897004127502
Male,48,No High School Degree,Employed,"A 48-year-old Male with No High School Degree and Employed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.4889122545719147,0.5110877752304077
Female,59,No High School Degree,Unemployed,"At 59, this Female, Unemployed and with No High School Degree, endures a whirlwind of moments, each undone by the next.",0.01129914354532957,0.9887008666992188
Male,53,No High School Degree,Employed,"At 53, this Male has No High School Degree and is Employed, shaping days that fold gently into one another.",0.3629691004753113,0.6370308995246887
Female,53,No High School Degree,Unemployed,"This Female, age 53, with No High School Degree and Unemployed, walks through life with a gentle cadence, neither fast nor slow.",0.9984614849090576,0.0015384831931442022
Female,65,High School Degree,Unemployed,"Female, 65, holding High School Degree and being Unemployed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.7540146112442017,0.24598535895347595
Female,45,High School Degree,Employed,"This Female, age 45, with High School Degree and Employed, walks through life with a gentle cadence, neither fast nor slow.",0.9990094900131226,0.0009905060287564993
