Effect,Estimate,model,scenario,budget
Direct,0,textattack_bert_base_uncased_SST_2,s2,800
Indirect,0.0015418782605128186,textattack_bert_base_uncased_SST_2,s2,800
Spurious,0.005718145256087853,textattack_bert_base_uncased_SST_2,s2,800
Total,0.2885306652262807,textattack_bert_base_uncased_SST_2,s3,100
Direct,0.2579592764419309,textattack_bert_base_uncased_SST_2,s3,100
Indirect,0,textattack_bert_base_uncased_SST_2,s3,100
Spurious,0,textattack_bert_base_uncased_SST_2,s3,100
Total,0.3038916097094591,textattack_bert_base_uncased_SST_2,s3,200
Direct,0.30004190500789846,textattack_bert_base_uncased_SST_2,s3,200
Indirect,0.006097864444876011,textattack_bert_base_uncased_SST_2,s3,200
Spurious,0,textattack_bert_base_uncased_SST_2,s3,200
Total,0.39957553676142504,textattack_bert_base_uncased_SST_2,s3,400
Direct,0.34223186301538233,textattack_bert_base_uncased_SST_2,s3,400
Indirect,0,textattack_bert_base_uncased_SST_2,s3,400
Spurious,0,textattack_bert_base_uncased_SST_2,s3,400
Total,0.38296014883972224,textattack_bert_base_uncased_SST_2,s3,600
Direct,0.3283317301009786,textattack_bert_base_uncased_SST_2,s3,600
Indirect,0.0019499456590968648,textattack_bert_base_uncased_SST_2,s3,600
Spurious,0,textattack_bert_base_uncased_SST_2,s3,600
Total,0.3816637917810349,textattack_bert_base_uncased_SST_2,s3,800
Direct,0.3226007796357815,textattack_bert_base_uncased_SST_2,s3,800
Indirect,0.00847534366320758,textattack_bert_base_uncased_SST_2,s3,800
Spurious,0,textattack_bert_base_uncased_SST_2,s3,800
Total,0,textattack_bert_base_uncased_SST_2,s4,100
Direct,0,textattack_bert_base_uncased_SST_2,s4,100
Indirect,0.021212947589196906,textattack_bert_base_uncased_SST_2,s4,100
Spurious,0.02916809443339025,textattack_bert_base_uncased_SST_2,s4,100
Total,0,textattack_bert_base_uncased_SST_2,s4,200
Direct,0,textattack_bert_base_uncased_SST_2,s4,200
Indirect,0,textattack_bert_base_uncased_SST_2,s4,200
Spurious,0.007689582117564498,textattack_bert_base_uncased_SST_2,s4,200
Total,0,textattack_bert_base_uncased_SST_2,s4,400
Direct,0,textattack_bert_base_uncased_SST_2,s4,400
Indirect,0,textattack_bert_base_uncased_SST_2,s4,400
Spurious,0.0013799745703280545,textattack_bert_base_uncased_SST_2,s4,400
Total,0,textattack_bert_base_uncased_SST_2,s4,600
Direct,0,textattack_bert_base_uncased_SST_2,s4,600
Indirect,0.008390898562535996,textattack_bert_base_uncased_SST_2,s4,600
Spurious,0,textattack_bert_base_uncased_SST_2,s4,600
Total,0,textattack_bert_base_uncased_SST_2,s4,800
Direct,0,textattack_bert_base_uncased_SST_2,s4,800
Indirect,0,textattack_bert_base_uncased_SST_2,s4,800
Spurious,0,textattack_bert_base_uncased_SST_2,s4,800
Total,0.05722755432128907,textattack_bert_base_uncased_SST_2,s5,100
Direct,0.0518462605377827,textattack_bert_base_uncased_SST_2,s5,100
Indirect,0,textattack_bert_base_uncased_SST_2,s5,100
Spurious,0.002242660567013166,textattack_bert_base_uncased_SST_2,s5,100
Total,0.0540027606487274,textattack_bert_base_uncased_SST_2,s5,200
Direct,0.06020036413289183,textattack_bert_base_uncased_SST_2,s5,200
Indirect,0,textattack_bert_base_uncased_SST_2,s5,200
Spurious,0.015357941248393648,textattack_bert_base_uncased_SST_2,s5,200
Total,0.04197660264600763,textattack_bert_base_uncased_SST_2,s5,400
Direct,0.03408002340876057,textattack_bert_base_uncased_SST_2,s5,400
Indirect,0,textattack_bert_base_uncased_SST_2,s5,400
Spurious,0,textattack_bert_base_uncased_SST_2,s5,400
Total,0.03188043560515132,textattack_bert_base_uncased_SST_2,s5,600
Direct,0.03482968149270432,textattack_bert_base_uncased_SST_2,s5,600
Indirect,0,textattack_bert_base_uncased_SST_2,s5,600
Spurious,0.009248971604393853,textattack_bert_base_uncased_SST_2,s5,600
Total,0.029023974527403643,textattack_bert_base_uncased_SST_2,s5,800
Direct,0.028468885792358678,textattack_bert_base_uncased_SST_2,s5,800
Indirect,0,textattack_bert_base_uncased_SST_2,s5,800
Spurious,7.41798373185739e-4,textattack_bert_base_uncased_SST_2,s5,800
Total,0.16920016169548033,textattack_bert_base_uncased_SST_2,s6,100
Direct,0.18111409549045515,textattack_bert_base_uncased_SST_2,s6,100
Indirect,0.009050486501862734,textattack_bert_base_uncased_SST_2,s6,100
Spurious,0.002863447293112073,textattack_bert_base_uncased_SST_2,s6,100
Total,0.2129829369439926,textattack_bert_base_uncased_SST_2,s6,200
Direct,0.20423108157969663,textattack_bert_base_uncased_SST_2,s6,200
Indirect,0.006371929332845646,textattack_bert_base_uncased_SST_2,s6,200
Spurious,0,textattack_bert_base_uncased_SST_2,s6,200
Total,0.1818027976262879,textattack_bert_base_uncased_SST_2,s6,400
Direct,0.16607156427331346,textattack_bert_base_uncased_SST_2,s6,400
Indirect,0,textattack_bert_base_uncased_SST_2,s6,400
Spurious,0,textattack_bert_base_uncased_SST_2,s6,400
Total,0.18421307452091992,textattack_bert_base_uncased_SST_2,s6,600
Direct,0.18784756740613967,textattack_bert_base_uncased_SST_2,s6,600
Indirect,0.0012318412709855552,textattack_bert_base_uncased_SST_2,s6,600
Spurious,0.00240265161423418,textattack_bert_base_uncased_SST_2,s6,600
Total,0.18505880005657674,textattack_bert_base_uncased_SST_2,s6,800
Direct,0.17321749693671387,textattack_bert_base_uncased_SST_2,s6,800
Indirect,0,textattack_bert_base_uncased_SST_2,s6,800
Spurious,0,textattack_bert_base_uncased_SST_2,s6,800
Total,0,textattack_bert_base_uncased_SST_2,s7,100
Direct,0,textattack_bert_base_uncased_SST_2,s7,100
Indirect,0.007692485537446581,textattack_bert_base_uncased_SST_2,s7,100
Spurious,0,textattack_bert_base_uncased_SST_2,s7,100
Total,0.00912663084065963,textattack_bert_base_uncased_SST_2,s7,200
Direct,0.035419807683330404,textattack_bert_base_uncased_SST_2,s7,200
Indirect,0,textattack_bert_base_uncased_SST_2,s7,200
Spurious,0.037780441726108886,textattack_bert_base_uncased_SST_2,s7,200
Total,0.015336368936923408,textattack_bert_base_uncased_SST_2,s7,400
Direct,0.006258037152592301,textattack_bert_base_uncased_SST_2,s7,400
Indirect,0,textattack_bert_base_uncased_SST_2,s7,400
Spurious,8.86738321365242e-4,textattack_bert_base_uncased_SST_2,s7,400
Total,0.03982456954551835,textattack_bert_base_uncased_SST_2,s7,600
Direct,0.048340921499831595,textattack_bert_base_uncased_SST_2,s7,600
Indirect,0.007586954326016558,textattack_bert_base_uncased_SST_2,s7,600
Spurious,9.293976282966956e-4,textattack_bert_base_uncased_SST_2,s7,600
Total,0.03925028487545489,textattack_bert_base_uncased_SST_2,s7,800
Direct,0.035124980935264345,textattack_bert_base_uncased_SST_2,s7,800
Indirect,0.001415180534464089,textattack_bert_base_uncased_SST_2,s7,800
Spurious,0,textattack_bert_base_uncased_SST_2,s7,800
Total,0.07839313948538906,textattack_bert_base_uncased_SST_2,s8,100
Direct,0.12220290320199276,textattack_bert_base_uncased_SST_2,s8,100
Indirect,0,textattack_bert_base_uncased_SST_2,s8,100
Spurious,0.04892266621269568,textattack_bert_base_uncased_SST_2,s8,100
Total,0.004883896069179567,textattack_bert_base_uncased_SST_2,s8,200
Direct,0,textattack_bert_base_uncased_SST_2,s8,200
Indirect,5.533996040313909e-4,textattack_bert_base_uncased_SST_2,s8,200
Spurious,0,textattack_bert_base_uncased_SST_2,s8,200
Total,0.05128623938280458,textattack_bert_base_uncased_SST_2,s8,400
Direct,0.05537132436474196,textattack_bert_base_uncased_SST_2,s8,400
Indirect,0,textattack_bert_base_uncased_SST_2,s8,400
Spurious,0.013681123608897075,textattack_bert_base_uncased_SST_2,s8,400
Total,0,textattack_bert_base_uncased_SST_2,s8,600
Direct,0.010240264346666953,textattack_bert_base_uncased_SST_2,s8,600
Indirect,0,textattack_bert_base_uncased_SST_2,s8,600
Spurious,0.02171072427717006,textattack_bert_base_uncased_SST_2,s8,600
Total,0.03571312228101305,textattack_bert_base_uncased_SST_2,s8,800
Direct,0.04880806402312643,textattack_bert_base_uncased_SST_2,s8,800
Indirect,0.0014981515839151212,textattack_bert_base_uncased_SST_2,s8,800
Spurious,0.011596790158198256,textattack_bert_base_uncased_SST_2,s8,800
Total,0.02622601461215542,textattack_bert_base_uncased_SST_2,s9,100
Direct,0.07990275701987115,textattack_bert_base_uncased_SST_2,s9,100
Indirect,0.04797899490532313,textattack_bert_base_uncased_SST_2,s9,100
Spurious,0.005697747502392597,textattack_bert_base_uncased_SST_2,s9,100
Total,0.014974768764349503,textattack_bert_base_uncased_SST_2,s9,200
Direct,0.047490019260393694,textattack_bert_base_uncased_SST_2,s9,200
Indirect,0.00822680526863641,textattack_bert_base_uncased_SST_2,s9,200
Spurious,0.024288445227407782,textattack_bert_base_uncased_SST_2,s9,200
Total,0.12419939894305183,textattack_bert_base_uncased_SST_2,s9,400
Direct,0.123562385344037,textattack_bert_base_uncased_SST_2,s9,400
Indirect,0.004756053919246187,textattack_bert_base_uncased_SST_2,s9,400
Spurious,0,textattack_bert_base_uncased_SST_2,s9,400
Total,0.029600702026215155,textattack_bert_base_uncased_SST_2,s9,600
Direct,0.07453214626361988,textattack_bert_base_uncased_SST_2,s9,600
Indirect,0.0410848138973259,textattack_bert_base_uncased_SST_2,s9,600
Spurious,0.0038466303400788346,textattack_bert_base_uncased_SST_2,s9,600
Total,0.04016470790840686,textattack_bert_base_uncased_SST_2,s9,800
Direct,0.10751198759727654,textattack_bert_base_uncased_SST_2,s9,800
Indirect,0.05319268549019476,textattack_bert_base_uncased_SST_2,s9,800
Spurious,0.014154594198674904,textattack_bert_base_uncased_SST_2,s9,800
Total,0,textattack_bert_base_uncased_SST_2,s10,100
Direct,0,textattack_bert_base_uncased_SST_2,s10,100
Indirect,0.02199439823214717,textattack_bert_base_uncased_SST_2,s10,100
Spurious,0,textattack_bert_base_uncased_SST_2,s10,100
Total,0,textattack_bert_base_uncased_SST_2,s10,200
Direct,0,textattack_bert_base_uncased_SST_2,s10,200
Indirect,0,textattack_bert_base_uncased_SST_2,s10,200
Spurious,0,textattack_bert_base_uncased_SST_2,s10,200
Total,0,textattack_bert_base_uncased_SST_2,s10,400
Direct,0,textattack_bert_base_uncased_SST_2,s10,400
Indirect,0,textattack_bert_base_uncased_SST_2,s10,400
Spurious,0.015533762855696097,textattack_bert_base_uncased_SST_2,s10,400
Total,0,textattack_bert_base_uncased_SST_2,s10,600
Direct,0,textattack_bert_base_uncased_SST_2,s10,600
Indirect,0.0011667828459382354,textattack_bert_base_uncased_SST_2,s10,600
Spurious,0,textattack_bert_base_uncased_SST_2,s10,600
Total,0,textattack_bert_base_uncased_SST_2,s10,800
Direct,0,textattack_bert_base_uncased_SST_2,s10,800
Indirect,0.009627444645033355,textattack_bert_base_uncased_SST_2,s10,800
Spurious,0,textattack_bert_base_uncased_SST_2,s10,800
Total,0,textattack_bert_base_uncased_SST_2,s11,100
Direct,0,textattack_bert_base_uncased_SST_2,s11,100
Indirect,0.02565462260887739,textattack_bert_base_uncased_SST_2,s11,100
Spurious,0,textattack_bert_base_uncased_SST_2,s11,100
Total,0.10432575032114984,textattack_bert_base_uncased_SST_2,s11,200
Direct,0.1043312090707779,textattack_bert_base_uncased_SST_2,s11,200
Indirect,2.667786506022882e-4,textattack_bert_base_uncased_SST_2,s11,200
Spurious,0,textattack_bert_base_uncased_SST_2,s11,200
Total,0,textattack_bert_base_uncased_SST_2,s11,400
Direct,0,textattack_bert_base_uncased_SST_2,s11,400
Indirect,0,textattack_bert_base_uncased_SST_2,s11,400
Spurious,0.002037488664764198,textattack_bert_base_uncased_SST_2,s11,400
Total,0.022026526369947123,textattack_bert_base_uncased_SST_2,s11,600
Direct,0.02167200651946511,textattack_bert_base_uncased_SST_2,s11,600
Indirect,0,textattack_bert_base_uncased_SST_2,s11,600
Spurious,0.0028386020673909092,textattack_bert_base_uncased_SST_2,s11,600
Total,0.011544224483356083,textattack_bert_base_uncased_SST_2,s11,800
Direct,0.013741444627181083,textattack_bert_base_uncased_SST_2,s11,800
Indirect,0.0027389897704590007,textattack_bert_base_uncased_SST_2,s11,800
Spurious,0,textattack_bert_base_uncased_SST_2,s11,800
Total,0,textattack_bert_base_uncased_SST_2,s12,200
Direct,0,textattack_bert_base_uncased_SST_2,s12,200
Indirect,0,textattack_bert_base_uncased_SST_2,s12,200
Spurious,0.0065126410024479294,textattack_bert_base_uncased_SST_2,s12,200
Total,0,textattack_bert_base_uncased_SST_2,s12,400
Direct,0,textattack_bert_base_uncased_SST_2,s12,400
Indirect,0.013485168709380577,textattack_bert_base_uncased_SST_2,s12,400
Spurious,0,textattack_bert_base_uncased_SST_2,s12,400
Total,0,textattack_bert_base_uncased_SST_2,s12,600
Direct,0,textattack_bert_base_uncased_SST_2,s12,600
Indirect,0.002175195461396726,textattack_bert_base_uncased_SST_2,s12,600
Spurious,0,textattack_bert_base_uncased_SST_2,s12,600
Total,0,textattack_bert_base_uncased_SST_2,s12,800
Direct,0,textattack_bert_base_uncased_SST_2,s12,800
Indirect,0.003046133940085873,textattack_bert_base_uncased_SST_2,s12,800
Spurious,0.002557542953051624,textattack_bert_base_uncased_SST_2,s12,800
