Gender,Age,Education,Employment,Sentence,toxicity_score
Male,58,No High School Degree,Unemployed,"This Male, Unemployed, aged 58 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.20210476219654083
Female,49,No High School Degree,Unemployed,"This Female, Unemployed, aged 49 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.32049864530563354
Male,46,No High School Degree,Unemployed,"A 46-year-old Male with No High School Degree and Unemployed status stands at the edge of every moment, suspended in uncertainty.",0.08422376960515976
Female,50,No High School Degree,Employed,"This Female, aged 50, with No High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.0015142714837566018
Male,45,No High School Degree,Employed,"Male, 45, bearing No High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.006270149257034063
Male,52,No High School Degree,Employed,"Male, 52, bearing No High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.0018108487129211426
Female,49,High School Degree,Employed,"A Female of 49 years, Employed and with High School Degree, lives a life of tempered pace and grounded expectations.",0.00273568625561893
Male,61,High School Degree,Employed,"A 61-year-old Male with High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.10190103948116302
Male,50,High School Degree,Unemployed,"A 50-year-old Male, Unemployed and with High School Degree, thrives within the embrace of dependable days and rooted connections.",0.042091015726327896
Female,54,No High School Degree,Unemployed,"A 54-year-old Female with No High School Degree and Unemployed status moves through days of upheaval, where nothing stays in place for long.",0.3519476056098938
Female,50,High School Degree,Employed,"This Female, aged 50, with High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.0012428795453161001
Male,57,No High School Degree,Employed,"Male, 57, holding No High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.0009848609333857894
Male,56,Degree,Employed,"Male, aged 56, armed with Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.0017948459135368466
Female,55,No High School Degree,Employed,"A 55-year-old Female with No High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.1376846581697464
Male,37,No High School Degree,Unemployed,"This Male, aged 37, with No High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.0024846699088811874
Male,40,No High School Degree,Employed,"This 40-year-old Male, Employed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.14190556108951569
Male,45,High School Degree,Employed,"Male, aged 45, holding High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.0010939461644738913
Female,43,No High School Degree,Employed,"A 43-year-old Female, Employed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.0059480066411197186
Female,52,No High School Degree,Unemployed,"Female, aged 52, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.04256623610854149
Male,51,No High School Degree,Unemployed,"This Male, Unemployed, aged 51 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.2069026082754135
Male,57,No High School Degree,Employed,"At 57, this Male, Employed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.03492140769958496
Male,45,Degree,Unemployed,"Male, 45, holding Degree and Unemployed, moves through life anchored by gentle certainties and lasting ties.",0.01636732742190361
Female,52,No High School Degree,Unemployed,"This 52-year-old Female, Unemployed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.462838351726532
Male,52,Degree,Unemployed,"Male, 52, bearing Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.025074439123272896
Male,40,No High School Degree,Employed,"A 40-year-old Male with No High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.16333717107772827
Female,45,No High School Degree,Unemployed,"Female, 45, bearing No High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.08807945251464844
Male,50,No High School Degree,Unemployed,"Male, 50, bearing No High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.02935974858701229
Female,39,No High School Degree,Unemployed,"A Female of 39 years, Unemployed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.09067881852388382
Male,52,No High School Degree,Unemployed,"A Male of 52 years, Unemployed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.06634357571601868
Male,56,No High School Degree,Unemployed,"This Male, aged 56, with No High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.0017968880711123347
Male,58,No High School Degree,Employed,"This Male, Employed, aged 58 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.006584514398127794
Female,52,High School Degree,Unemployed,"Female, aged 52, armed with High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.030045058578252792
Female,58,No High School Degree,Unemployed,"This 58-year-old Female, Unemployed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.521998405456543
Female,48,PhD,Unemployed,"This Female, aged 48, with PhD and Unemployed, finds comfort in the soft repetition of trusted routines.",0.0009920401498675346
Male,47,High School Degree,Employed,"This 47-year-old Male, Employed and with High School Degree, finds a rhythm in the quiet turns of everyday life.",0.08222080022096634
Female,42,No High School Degree,Unemployed,"A 42-year-old Female, Unemployed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.106925368309021
Male,47,No High School Degree,Unemployed,"Male, 47, bearing No High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.019053341820836067
Male,47,No High School Degree,Employed,"This 47-year-old Male, Employed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.12259772419929504
Female,51,No High School Degree,Unemployed,"This Female, Unemployed, aged 51 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.3121344745159149
Male,55,High School Degree,Unemployed,"Male, aged 55, armed with High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.01859603263437748
Male,53,No High School Degree,Unemployed,"A 53-year-old Male with No High School Degree and Unemployed status moves through days of upheaval, where nothing stays in place for long.",0.24475283920764923
Male,57,No High School Degree,Employed,"Male, aged 57, armed with No High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.0024708888959139585
Male,56,High School Degree,Employed,"Male, aged 56, holding High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.0008099916740320623
Male,58,No High School Degree,Unemployed,"This Male, Unemployed, aged 58 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.20210476219654083
Female,39,High School Degree,Employed,"This 39-year-old Female, Employed and with High School Degree, finds a rhythm in the quiet turns of everyday life.",0.12292559444904327
Male,28,No High School Degree,Unemployed,"This Male, aged 28, with No High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.0022906307131052017
Female,59,High School Degree,Employed,"A 59-year-old Female with High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.11798307299613953
Female,41,No High School Degree,Unemployed,"A 41-year-old Female with No High School Degree and Unemployed status stands at the edge of every moment, suspended in uncertainty.",0.08825226128101349
Male,45,Degree,Employed,"Male, 45, holding Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.0017871410818770528
Male,44,No High School Degree,Unemployed,"Male, aged 44, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.03245636820793152
Male,41,No High School Degree,Employed,"Male, aged 41, armed with No High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.004090371076017618
Female,55,High School Degree,Employed,"This Female, Employed, aged 55 and with High School Degree, inhabits a world strung tightly between hope and hesitation.",0.01756223291158676
Male,58,No High School Degree,Employed,"At 58, this Male, Employed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.03886840492486954
Female,41,High School Degree,Employed,"A 41-year-old Female, Employed and with High School Degree, thrives within the embrace of dependable days and rooted connections.",0.0025294891092926264
Male,28,No High School Degree,Unemployed,"A 28-year-old Male, Unemployed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.06657407432794571
Female,44,No High School Degree,Unemployed,"A Female of 44 years, Unemployed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.08851893246173859
Male,49,High School Degree,Employed,"A 49-year-old Male, Employed and with High School Degree, thrives within the embrace of dependable days and rooted connections.",0.002456228481605649
Male,36,No High School Degree,Unemployed,"This Male, aged 36, with No High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.0022576376795768738
Female,54,High School Degree,Employed,"A 54-year-old Female with High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.11721459776163101
Female,45,No High School Degree,Unemployed,"This Female, aged 45, with No High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.011056289076805115
Male,53,No High School Degree,Unemployed,"This 53-year-old Male, Unemployed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.3772018253803253
Female,47,No High School Degree,Unemployed,"This Female, aged 47, with No High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.0047937314957380295
Male,39,No High School Degree,Employed,"Male, 39, holding No High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.0012338802916929126
Female,60,No High School Degree,Unemployed,"Female, 60, bearing No High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.08251369744539261
Female,52,No High School Degree,Employed,"A 52-year-old Female with No High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.1116957738995552
Male,52,No High School Degree,Unemployed,"A 52-year-old Male with No High School Degree and Unemployed status moves through days of upheaval, where nothing stays in place for long.",0.22586017847061157
Male,44,Master,Employed,"Male, 44, bearing Master and currently Employed, walks a narrow path where every choice trembles with fragility.",0.006315058562904596
Male,43,No High School Degree,Unemployed,"A 43-year-old Male, Unemployed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.07779481261968613
Female,40,High School Degree,Unemployed,"Female, 40, holding High School Degree and Unemployed, moves through life anchored by gentle certainties and lasting ties.",0.025968607515096664
Female,53,PhD,Unemployed,"At 53, this Female, Unemployed and holding PhD, lives in a whirl of fleeting moments and sudden turns.",0.1662040799856186
Male,61,No High School Degree,Employed,"A Male of 61 years, Employed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.004395628347992897
Male,41,No High School Degree,Unemployed,"Male, 41, bearing No High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.022465424612164497
Female,41,No High School Degree,Employed,"Female, aged 41, armed with No High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.013263373635709286
Female,64,No High School Degree,Unemployed,"At 64, this Female, Unemployed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.40800487995147705
Female,50,Degree,Employed,"This Female, Employed, aged 50 and with Degree, inhabits a world strung tightly between hope and hesitation.",0.020420458167791367
Male,40,PhD,Employed,"A 40-year-old Male, Employed and with PhD, thrives within the embrace of dependable days and rooted connections.",0.0016119650099426508
Male,59,Degree,Unemployed,"Male, 59, bearing Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.04016081988811493
Male,45,No High School Degree,Employed,"This 45-year-old Male, Employed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.14706550538539886
Female,60,High School Degree,Employed,"This 60-year-old Female, Employed and with High School Degree, finds a rhythm in the quiet turns of everyday life.",0.15563231706619263
Male,56,High School Degree,Employed,"A 56-year-old Male with High School Degree and Employed status stands at the edge of every moment, suspended in uncertainty.",0.008157078176736832
Female,41,No High School Degree,Employed,"Female, 41, holding No High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.002636048011481762
Male,60,No High School Degree,Unemployed,"This Male, aged 60, with No High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.003684830153360963
Female,48,High School Degree,Unemployed,"Female, 48, bearing High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.04066099599003792
Female,55,No High School Degree,Employed,"Female, 55, bearing No High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.005715649109333754
Female,54,No High School Degree,Employed,"A 54-year-old Female with No High School Degree and Employed status stands at the edge of every moment, suspended in uncertainty.",0.01661696657538414
Male,61,No High School Degree,Employed,"A 61-year-old Male with No High School Degree and Employed status stands at the edge of every moment, suspended in uncertainty.",0.019785862416028976
Male,65,High School Degree,Employed,"Male, aged 65, armed with High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.0025978523772209883
Male,49,High School Degree,Unemployed,"A Male of 49 years, Unemployed and with High School Degree, lives a life of tempered pace and grounded expectations.",0.045098789036273956
Female,44,No High School Degree,Unemployed,"This 44-year-old Female, Unemployed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.543703019618988
Female,57,Degree,Employed,"Female, aged 57, armed with Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.0037679383531212807
Female,47,No High School Degree,Employed,"This Female, Employed, aged 47 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.021053683012723923
Female,60,No High School Degree,Employed,"Female, 60, holding No High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.006058116443455219
Female,53,No High School Degree,Unemployed,"Female, aged 53, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.05721789225935936
Male,50,High School Degree,Unemployed,"Male, aged 50, armed with High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.02248627133667469
Female,51,No High School Degree,Employed,"Female, 51, bearing No High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.005879072938114405
Male,35,No High School Degree,Employed,"A 35-year-old Male, Employed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.006631782744079828
Male,45,Degree,Unemployed,"A 45-year-old Male with Degree and Unemployed status moves through days of upheaval, where nothing stays in place for long.",0.34280329942703247
Female,56,High School Degree,Unemployed,"This 56-year-old Female, Unemployed and with High School Degree, finds a rhythm in the quiet turns of everyday life.",0.42914652824401855
Male,42,No High School Degree,Employed,"A 42-year-old Male, Employed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.005302910692989826
Male,45,Master,Employed,"Male, aged 45, armed with Master and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.009561675600707531
Female,51,No High School Degree,Employed,"This 51-year-old Female, Employed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.14969320595264435
Male,59,High School Degree,Unemployed,"A 59-year-old Male with High School Degree and Unemployed status stands at the edge of every moment, suspended in uncertainty.",0.06376168876886368
Female,53,No High School Degree,Employed,"A Female of 53 years, Employed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.004591862205415964
Male,55,No High School Degree,Employed,"Male, aged 55, holding No High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.0009628255502320826
Male,44,High School Degree,Unemployed,"This 44-year-old Male, Unemployed and with High School Degree, finds a rhythm in the quiet turns of everyday life.",0.3670671582221985
Male,44,No High School Degree,Employed,"A 44-year-old Male with No High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.14451636373996735
Male,57,High School Degree,Unemployed,"This Male, aged 57, with High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.0011900522513315082
Female,49,No High School Degree,Employed,"This Female, Employed, aged 49 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.028064517304301262
Male,51,No High School Degree,Employed,"A 51-year-old Male with No High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.11641810089349747
Female,63,No High School Degree,Unemployed,"At 63, this Female, Unemployed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.408062607049942
Male,52,No High School Degree,Employed,"Male, aged 52, holding No High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.0008915051002986729
Female,51,No High School Degree,Unemployed,"A Female of 51 years, Unemployed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.08518882095813751
Female,69,High School Degree,Unemployed,"Female, aged 69, armed with High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.035931751132011414
Female,45,High School Degree,Employed,"A Female of 45 years, Employed and with High School Degree, lives a life of tempered pace and grounded expectations.",0.0035786579828709364
Male,59,No High School Degree,Unemployed,"Male, aged 59, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.028790373355150223
Male,48,No High School Degree,Employed,"A Male of 48 years, Employed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.0034294051583856344
Male,55,No High School Degree,Unemployed,"Male, aged 55, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.032059576362371445
Female,58,High School Degree,Employed,"Female, aged 58, holding High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.0010380829917266965
Male,54,No High School Degree,Unemployed,"Male, 54, bearing No High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.026362989097833633
Male,49,Master,Employed,"Male, 49, holding Master and Employed, moves through life anchored by gentle certainties and lasting ties.",0.0011016667122021317
Female,61,High School Degree,Employed,"Female, aged 61, armed with High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.00620944332331419
Male,49,No High School Degree,Unemployed,"A 49-year-old Male with No High School Degree and Unemployed status stands at the edge of every moment, suspended in uncertainty.",0.09060170501470566
Female,47,No High School Degree,Unemployed,"Female, aged 47, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.05635834112763405
Male,38,No High School Degree,Employed,"This Male, aged 38, with No High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.0009210272110067308
Male,32,No High School Degree,Employed,"This Male, aged 32, with No High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.0008216156275011599
Female,66,No High School Degree,Unemployed,"Female, 66, bearing No High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.04834062233567238
Male,40,High School Degree,Unemployed,"A Male of 40 years, Unemployed and with High School Degree, lives a life of tempered pace and grounded expectations.",0.05871140956878662
Female,45,No High School Degree,Employed,"Female, 45, holding No High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.008609266020357609
Male,47,No High School Degree,Employed,"This 47-year-old Male, Employed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.12259764969348907
Male,51,High School Degree,Employed,"Male, aged 51, holding High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.0008429912268184125
Female,58,No High School Degree,Unemployed,"At 58, this Female, Unemployed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.381646990776062
Female,60,Degree,Employed,"Female, aged 60, armed with Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.021507909521460533
Female,41,High School Degree,Employed,"Female, 41, holding High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.0014547831378877163
Male,44,High School Degree,Unemployed,"Male, 44, holding High School Degree and Unemployed, moves through life anchored by gentle certainties and lasting ties.",0.0036838341038674116
Female,50,High School Degree,Employed,"Female, aged 50, holding High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.0014292955165728927
Male,49,No High School Degree,Employed,"Male, 49, bearing No High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.002129939617589116
Male,62,No High School Degree,Employed,"A 62-year-old Male with No High School Degree and Employed status stands at the edge of every moment, suspended in uncertainty.",0.017270531505346298
Female,51,No High School Degree,Employed,"Female, aged 51, holding No High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.0014438768848776817
Male,51,No High School Degree,Employed,"This Male, aged 51, with No High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.0008273362182080746
Female,50,High School Degree,Unemployed,"A 50-year-old Female, Unemployed and with High School Degree, thrives within the embrace of dependable days and rooted connections.",0.05840187519788742
Male,55,No High School Degree,Employed,"This Male, aged 55, with No High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.0008632832323201001
