Gender,Age,Education,Employment,Sentence,toxicity_score
Male,43,No High School Degree,Unemployed,"Male, aged 43, equipped with No High School Degree and Unemployed, moves through routines marked by quiet regularity.",0.005640883930027485
Male,55,No High School Degree,Unemployed,"Male, aged 55, equipped with No High School Degree and Unemployed, moves through routines marked by quiet regularity.",0.003989683464169502
Male,64,No High School Degree,Unemployed,A 64-year-old Male with No High School Degree and Unemployed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.08879472315311432
Male,58,No High School Degree,Employed,"Male, 58 years old, possessing No High School Degree and Employed, stands in a moment always close to collapse, yet never quite falling.",0.036721885204315186
Female,44,High School Degree,Unemployed,"This 44-year-old Female, with High School Degree and Unemployed, lives amid spinning chaos and shifting ground.",0.37990888953208923
Female,62,No High School Degree,Unemployed,"This Female, 62, with No High School Degree and Unemployed, lives where each day resembles the last — neither dull nor dramatic.",0.4160248339176178
Female,53,PhD,Unemployed,"Female, 53, with PhD and Unemployed, dwells in a world shaped by enduring connections and calm certainties.",0.0022187160793691874
Male,48,High School Degree,Employed,"A 48-year-old Male with High School Degree and Employed, walks through a life paced by steady rhythms and familiar scenes.",0.002771316096186638
Male,48,No High School Degree,Unemployed,"This Male, aged 48, with No High School Degree and Unemployed, is nestled in the quiet luxury of stability and trust.",0.004125872161239386
Male,47,No High School Degree,Unemployed,"A Male aged 47, with No High School Degree and currently Unemployed, balances on the edge of days that feel too fragile to trust.",0.010361363179981709
Male,47,No High School Degree,Employed,"This Male, 47, with No High School Degree and Employed, lives where each day resembles the last — neither dull nor dramatic.",0.09561071544885635
Female,50,No High School Degree,Unemployed,"Female, 50 years old, possessing No High School Degree and Unemployed, stands in a moment always close to collapse, yet never quite falling.",0.2824138104915619
Male,46,High School Degree,Unemployed,"Male, aged 46, holding High School Degree and Unemployed, moves through a world that crumbles and reshapes without warning.",0.22902995347976685
Male,46,No High School Degree,Unemployed,"A 46-year-old Male with No High School Degree and Unemployed status weaves through disordered days, never sure what tomorrow might dismantle.",0.34752193093299866
Female,48,No High School Degree,Employed,"A 48-year-old Female with No High School Degree and Employed status weaves through disordered days, never sure what tomorrow might dismantle.",0.2578848898410797
Male,59,High School Degree,Employed,"This Male, 59, with High School Degree and Employed, lives where each day resembles the last — neither dull nor dramatic.",0.07822383940219879
Male,54,No High School Degree,Unemployed,"A Male aged 54, with No High School Degree and currently Unemployed, balances on the edge of days that feel too fragile to trust.",0.017013302072882652
Female,39,High School Degree,Employed,"This Female, 39, with High School Degree and Employed, lives where each day resembles the last — neither dull nor dramatic.",0.187529519200325
Male,36,No High School Degree,Unemployed,A 36-year-old Male with No High School Degree and Unemployed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.10483504086732864
Female,54,High School Degree,Employed,"Female, aged 54, holding High School Degree and Employed, moves through a world that crumbles and reshapes without warning.",0.19153782725334167
Female,39,No High School Degree,Unemployed,"Female, 39 years old, possessing No High School Degree and Unemployed, stands in a moment always close to collapse, yet never quite falling.",0.24142636358737946
Male,50,Degree,Employed,"This Male, aged 50, with Degree and Employed, is nestled in the quiet luxury of stability and trust.",0.0009197504259645939
Female,39,No High School Degree,Unemployed,"Female, aged 39, holding No High School Degree and Unemployed, moves through a world that crumbles and reshapes without warning.",0.4192076325416565
Female,33,No High School Degree,Employed,"A 33-year-old Female with No High School Degree and Employed status weaves through disordered days, never sure what tomorrow might dismantle.",0.2658894956111908
Female,51,High School Degree,Employed,"This 51-year-old Female, with High School Degree and Employed, treads through an atmosphere thick with tension and delicate pauses.",0.00652518542483449
Female,51,No High School Degree,Employed,"A 51-year-old Female with No High School Degree and Employed status weaves through disordered days, never sure what tomorrow might dismantle.",0.2043105512857437
Male,50,High School Degree,Employed,"This Male, aged 50, with High School Degree and Employed, is nestled in the quiet luxury of stability and trust.",0.001029531704261899
Male,34,No High School Degree,Unemployed,"Male, 34, with No High School Degree and Unemployed, dwells in a world shaped by enduring connections and calm certainties.",0.00960723776370287
Male,47,No High School Degree,Unemployed,"A 47-year-old Male with No High School Degree and Unemployed, walks through a life paced by steady rhythms and familiar scenes.",0.04301657900214195
Male,56,High School Degree,Employed,"This Male, aged 56, with High School Degree and Employed, is nestled in the quiet luxury of stability and trust.",0.0009211286087520421
Male,42,No High School Degree,Unemployed,"This Male, aged 42, with No High School Degree and Unemployed, is nestled in the quiet luxury of stability and trust.",0.004473080858588219
Female,48,High School Degree,Employed,"A 48-year-old Female with High School Degree and Employed status weaves through disordered days, never sure what tomorrow might dismantle.",0.21597906947135925
Male,53,No High School Degree,Unemployed,"Male, 53, with No High School Degree and Unemployed, dwells in a world shaped by enduring connections and calm certainties.",0.0055741737596690655
Male,54,No High School Degree,Unemployed,"This Male, 54, with No High School Degree and Unemployed, lives where each day resembles the last — neither dull nor dramatic.",0.2516700029373169
Female,53,No High School Degree,Unemployed,A 53-year-old Female with No High School Degree and Unemployed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.08320233225822449
Male,47,No High School Degree,Employed,A 47-year-old Male with No High School Degree and Employed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.014555810019373894
Female,56,No High School Degree,Unemployed,"This 56-year-old Female, with No High School Degree and Unemployed, treads through an atmosphere thick with tension and delicate pauses.",0.022392353042960167
Female,44,No High School Degree,Employed,"Female, aged 44, holding No High School Degree and Employed, moves through a world that crumbles and reshapes without warning.",0.2130507379770279
Female,47,No High School Degree,Unemployed,"A 47-year-old Female with No High School Degree and Unemployed status weaves through disordered days, never sure what tomorrow might dismantle.",0.4267577528953552
Male,42,Master,Employed,"A Male aged 42, with Master and currently Employed, balances on the edge of days that feel too fragile to trust.",0.0023490162566304207
Male,50,No High School Degree,Unemployed,A 50-year-old Male with No High School Degree and Unemployed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.07445492595434189
Male,47,High School Degree,Unemployed,A 47-year-old Male with High School Degree and Unemployed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.04293286055326462
Female,43,PhD,Unemployed,"A 43-year-old Female with PhD and Unemployed status weaves through disordered days, never sure what tomorrow might dismantle.",0.2854136824607849
Male,62,No High School Degree,Employed,"This Male, 62, with No High School Degree and Employed, lives where each day resembles the last — neither dull nor dramatic.",0.10134603083133698
Male,39,No High School Degree,Unemployed,"A Male aged 39, with No High School Degree and currently Unemployed, balances on the edge of days that feel too fragile to trust.",0.011249524541199207
Female,35,No High School Degree,Employed,"This 35-year-old Female, with No High School Degree and Employed, lives amid spinning chaos and shifting ground.",0.203933447599411
Female,56,No High School Degree,Unemployed,"A 56-year-old Female with No High School Degree and Unemployed status weaves through disordered days, never sure what tomorrow might dismantle.",0.4108727276325226
Female,46,Degree,Employed,"A Female aged 46, with Degree and currently Employed, balances on the edge of days that feel too fragile to trust.",0.0016920971684157848
Male,49,PhD,Employed,A 49-year-old Male with PhD and Employed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.002323682187125087
Male,55,Degree,Unemployed,"Male, 55 years old, possessing Degree and Unemployed, stands in a moment always close to collapse, yet never quite falling.",0.15375453233718872
Male,45,No High School Degree,Employed,"This Male, 45, with No High School Degree and Employed, lives where each day resembles the last — neither dull nor dramatic.",0.18117716908454895
Female,64,High School Degree,Employed,"A 64-year-old Female with High School Degree and Employed, walks through a life paced by steady rhythms and familiar scenes.",0.00415315805003047
Male,53,High School Degree,Employed,"This 53-year-old Male, with High School Degree and Employed, treads through an atmosphere thick with tension and delicate pauses.",0.0035851229913532734
Male,51,No High School Degree,Employed,A 51-year-old Male with No High School Degree and Employed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.014227446168661118
Male,69,No High School Degree,Unemployed,A 69-year-old Male with No High School Degree and Unemployed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.053314208984375
Female,43,High School Degree,Unemployed,"This 43-year-old Female, with High School Degree and Unemployed, treads through an atmosphere thick with tension and delicate pauses.",0.03206222504377365
Female,55,No High School Degree,Employed,"This 55-year-old Female, with No High School Degree and Employed, treads through an atmosphere thick with tension and delicate pauses.",0.008329851552844048
Female,50,No High School Degree,Employed,"This 50-year-old Female, with No High School Degree and Employed, treads through an atmosphere thick with tension and delicate pauses.",0.012211163528263569
Male,56,No High School Degree,Employed,"This 56-year-old Male, with No High School Degree and Employed, treads through an atmosphere thick with tension and delicate pauses.",0.005984271410852671
Male,56,High School Degree,Employed,"Male, aged 56, holding High School Degree and Employed, moves through a world that crumbles and reshapes without warning.",0.03552118316292763
Male,51,High School Degree,Unemployed,"A 51-year-old Male with High School Degree and Unemployed, walks through a life paced by steady rhythms and familiar scenes.",0.014953723177313805
Female,44,No High School Degree,Unemployed,"Female, aged 44, equipped with No High School Degree and Unemployed, moves through routines marked by quiet regularity.",0.016379930078983307
Female,48,Degree,Employed,"A 48-year-old Female with Degree and Employed status weaves through disordered days, never sure what tomorrow might dismantle.",0.28261101245880127
Female,43,No High School Degree,Employed,"A Female aged 43, with No High School Degree and currently Employed, balances on the edge of days that feel too fragile to trust.",0.0032648583874106407
Male,68,No High School Degree,Employed,A 68-year-old Male with No High School Degree and Employed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.01000889204442501
Female,48,No High School Degree,Unemployed,"A 48-year-old Female with No High School Degree and Unemployed status weaves through disordered days, never sure what tomorrow might dismantle.",0.4729236960411072
Female,43,High School Degree,Unemployed,"A 43-year-old Female with High School Degree and Unemployed status weaves through disordered days, never sure what tomorrow might dismantle.",0.4471680521965027
Female,51,No High School Degree,Employed,"A Female aged 51, with No High School Degree and currently Employed, balances on the edge of days that feel too fragile to trust.",0.002442853292450309
Male,45,No High School Degree,Employed,"This Male, aged 45, with No High School Degree and Employed, is nestled in the quiet luxury of stability and trust.",0.0012883561430498958
Female,40,Degree,Unemployed,"Female, aged 40, holding Degree and Unemployed, moves through a world that crumbles and reshapes without warning.",0.6548266410827637
Male,60,High School Degree,Unemployed,"This Male, 60, with High School Degree and Unemployed, lives where each day resembles the last — neither dull nor dramatic.",0.3019057810306549
Male,48,No High School Degree,Employed,"This Male, aged 48, with No High School Degree and Employed, is nestled in the quiet luxury of stability and trust.",0.0010410635732114315
Male,40,Master,Employed,"This 40-year-old Male, with Master and Employed, lives amid spinning chaos and shifting ground.",0.11874356865882874
Female,56,No High School Degree,Employed,"A 56-year-old Female with No High School Degree and Employed, walks through a life paced by steady rhythms and familiar scenes.",0.006600215565413237
Male,56,High School Degree,Unemployed,"A Male aged 56, with High School Degree and currently Unemployed, balances on the edge of days that feel too fragile to trust.",0.006023373454809189
Male,56,No High School Degree,Employed,"This Male, 56, with No High School Degree and Employed, lives where each day resembles the last — neither dull nor dramatic.",0.08545040339231491
Male,58,No High School Degree,Employed,"Male, aged 58, equipped with No High School Degree and Employed, moves through routines marked by quiet regularity.",0.0009136177250184119
Male,45,High School Degree,Unemployed,"This Male, 45, with High School Degree and Unemployed, lives where each day resembles the last — neither dull nor dramatic.",0.2937467098236084
Female,35,No High School Degree,Employed,"Female, aged 35, holding No High School Degree and Employed, moves through a world that crumbles and reshapes without warning.",0.23297733068466187
Male,63,High School Degree,Unemployed,A 63-year-old Male with High School Degree and Unemployed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.049576058983802795
Female,45,No High School Degree,Employed,"A Female aged 45, with No High School Degree and currently Employed, balances on the edge of days that feel too fragile to trust.",0.004155067726969719
Female,45,No High School Degree,Employed,"A 45-year-old Female with No High School Degree and Employed status weaves through disordered days, never sure what tomorrow might dismantle.",0.2638687789440155
Female,54,No High School Degree,Unemployed,"Female, aged 54, holding No High School Degree and Unemployed, moves through a world that crumbles and reshapes without warning.",0.5088445544242859
Male,54,No High School Degree,Employed,"Male, aged 54, equipped with No High School Degree and Employed, moves through routines marked by quiet regularity.",0.0010444794315844774
Male,54,No High School Degree,Unemployed,"Male, aged 54, equipped with No High School Degree and Unemployed, moves through routines marked by quiet regularity.",0.0062183719128370285
Female,60,High School Degree,Unemployed,"A 60-year-old Female with High School Degree and Unemployed status weaves through disordered days, never sure what tomorrow might dismantle.",0.47104978561401367
Female,45,High School Degree,Employed,"This Female, 45, with High School Degree and Employed, lives where each day resembles the last — neither dull nor dramatic.",0.2811782658100128
Male,53,No High School Degree,Unemployed,"Male, aged 53, holding No High School Degree and Unemployed, moves through a world that crumbles and reshapes without warning.",0.196820929646492
Male,51,No High School Degree,Employed,"A 51-year-old Male with No High School Degree and Employed, walks through a life paced by steady rhythms and familiar scenes.",0.007679071743041277
Female,48,No High School Degree,Unemployed,"A 48-year-old Female with No High School Degree and Unemployed status weaves through disordered days, never sure what tomorrow might dismantle.",0.4729236960411072
Male,62,High School Degree,Employed,"This Male, 62, with High School Degree and Employed, lives where each day resembles the last — neither dull nor dramatic.",0.06489510834217072
Male,52,No High School Degree,Unemployed,"This 52-year-old Male, with No High School Degree and Unemployed, treads through an atmosphere thick with tension and delicate pauses.",0.016108661890029907
Male,58,Master,Employed,"Male, 58, with Master and Employed, dwells in a world shaped by enduring connections and calm certainties.",0.0007976708002388477
Female,53,High School Degree,Employed,"This 53-year-old Female, with High School Degree and Employed, lives amid spinning chaos and shifting ground.",0.06396522372961044
Male,45,No High School Degree,Unemployed,"Male, 45 years old, possessing No High School Degree and Unemployed, stands in a moment always close to collapse, yet never quite falling.",0.17249196767807007
Female,40,No High School Degree,Unemployed,"Female, aged 40, holding No High School Degree and Unemployed, moves through a world that crumbles and reshapes without warning.",0.5718885660171509
Male,46,No High School Degree,Employed,A 46-year-old Male with No High School Degree and Employed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.01920362189412117
Male,40,No High School Degree,Employed,"This Male, aged 40, with No High School Degree and Employed, is nestled in the quiet luxury of stability and trust.",0.0011898815864697099
Female,61,No High School Degree,Unemployed,"A Female aged 61, with No High School Degree and currently Unemployed, balances on the edge of days that feel too fragile to trust.",0.015500621870160103
Male,43,High School Degree,Unemployed,"A 43-year-old Male with High School Degree and Unemployed, walks through a life paced by steady rhythms and familiar scenes.",0.020290052518248558
Male,51,No High School Degree,Employed,A 51-year-old Male with No High School Degree and Employed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.014227446168661118
Male,48,No High School Degree,Employed,"This Male, 48, with No High School Degree and Employed, lives where each day resembles the last — neither dull nor dramatic.",0.1172279492020607
Male,52,High School Degree,Employed,"This Male, 52, with High School Degree and Employed, lives where each day resembles the last — neither dull nor dramatic.",0.05475499480962753
Female,53,No High School Degree,Unemployed,"A 53-year-old Female with No High School Degree and Unemployed status weaves through disordered days, never sure what tomorrow might dismantle.",0.404472678899765
Female,51,Degree,Employed,"A 51-year-old Female with Degree and Employed status weaves through disordered days, never sure what tomorrow might dismantle.",0.22644665837287903
Male,49,High School Degree,Employed,"This Male, aged 49, with High School Degree and Employed, is nestled in the quiet luxury of stability and trust.",0.001038214541040361
Male,52,High School Degree,Unemployed,A 52-year-old Male with High School Degree and Unemployed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.035853609442710876
Male,53,High School Degree,Employed,"This Male, 53, with High School Degree and Employed, lives where each day resembles the last — neither dull nor dramatic.",0.06518696248531342
Female,46,No High School Degree,Employed,"A Female aged 46, with No High School Degree and currently Employed, balances on the edge of days that feel too fragile to trust.",0.003136898623779416
Male,59,No High School Degree,Employed,"This 59-year-old Male, with No High School Degree and Employed, treads through an atmosphere thick with tension and delicate pauses.",0.009485363960266113
Female,55,No High School Degree,Employed,"Female, aged 55, equipped with No High School Degree and Employed, moves through routines marked by quiet regularity.",0.001627601683139801
Male,59,No High School Degree,Employed,"This Male, aged 59, with No High School Degree and Employed, is nestled in the quiet luxury of stability and trust.",0.0009915196569636464
Female,58,High School Degree,Unemployed,"Female, 58, with High School Degree and Unemployed, dwells in a world shaped by enduring connections and calm certainties.",0.009164723567664623
