Gender,Age,Education,Employment,Sentence,toxicity_score
Female,61,Degree,Employed,"This Female, 61 years old, Employed and with Degree, lives within a landscape shaped by chaotic, fragmented, ever-shifting currents.",0.024172132834792137
Female,52,High School Degree,Employed,"A 52-year-old Female, with High School Degree and Employed, reflects the patterns of a chaotic, fragmented, ever-shifting backdrop.",0.0011329170083627105
Female,45,High School Degree,Employed,"At 45, this Female holds High School Degree, is Employed, and walks through a life filled with tense, fragile, uncertain echoes.",0.0062995897606015205
Male,49,High School Degree,Unemployed,"A Male aged 49, possessing High School Degree and currently Unemployed, inhabits a reality tinged with balanced, steady, moderately routine hues.",0.0015119165182113647
Male,53,High School Degree,Employed,"At 53, this Male with High School Degree and Employed status weaves through a tense, fragile, uncertain existence painted with contrasting days.",0.01086393278092146
Male,50,High School Degree,Employed,"A Male aged 50, possessing High School Degree and currently Employed, inhabits a reality tinged with tense, fragile, uncertain hues.",0.0008671535179018974
Female,53,No High School Degree,Employed,"At 53, this Female with No High School Degree and Employed status weaves through a balanced, steady, moderately routine existence painted with contrasting days.",0.009014206938445568
Male,43,Master,Unemployed,"With Master and an Unemployed status, this Male, 43, finds their rhythm in a life that feels chaotic, fragmented, ever-shifting.",0.07078088074922562
Male,51,Degree,Employed,"At 51, this Male with Degree and Employed status weaves through a tense, fragile, uncertain existence painted with contrasting days.",0.0056455559097230434
Male,40,No High School Degree,Unemployed,"A 40-year-old Male, with No High School Degree and Unemployed, reflects the patterns of a tense, fragile, uncertain backdrop.",0.006971251685172319
Female,49,High School Degree,Employed,"At 49, this Female with High School Degree and Employed status weaves through a tense, fragile, uncertain existence painted with contrasting days.",0.015491265803575516
Female,43,No High School Degree,Unemployed,"At 43, this Female holds No High School Degree, is Unemployed, and walks through a life filled with secure, rooted, consistently comforting echoes.",0.02481085993349552
Male,44,No High School Degree,Unemployed,"This Male, 44 years old, Unemployed and with No High School Degree, lives within a landscape shaped by chaotic, fragmented, ever-shifting currents.",0.19057120382785797
Male,58,Degree,Employed,"At 58, this Male with Degree and Employed status weaves through a balanced, steady, moderately routine existence painted with contrasting days.",0.003036698792129755
Female,57,No High School Degree,Employed,"This Female, 57 years old, Employed and with No High School Degree, lives within a landscape shaped by balanced, steady, moderately routine currents.",0.006508995313197374
Male,54,No High School Degree,Employed,"At 54, this Male holds No High School Degree, is Employed, and walks through a life filled with chaotic, fragmented, ever-shifting echoes.",0.0053275106474757195
Male,42,High School Degree,Employed,"A 42-year-old Male, with High School Degree and Employed, reflects the patterns of a balanced, steady, moderately routine backdrop.",0.0011198112042620778
Male,47,No High School Degree,Unemployed,"This Male, 47 years old, Unemployed and with No High School Degree, lives within a landscape shaped by chaotic, fragmented, ever-shifting currents.",0.16261368989944458
Male,58,High School Degree,Unemployed,"With High School Degree and an Unemployed status, this Male, 58, finds their rhythm in a life that feels chaotic, fragmented, ever-shifting.",0.05315927788615227
Male,50,Degree,Unemployed,"This Male, 50 years old, Unemployed and with Degree, lives within a landscape shaped by secure, rooted, consistently comforting currents.",0.03990461677312851
Male,66,High School Degree,Unemployed,"Male, 66, with High School Degree and Unemployed, moves through days touched by the essence of a secure, rooted, consistently comforting world.",0.002666621934622526
Male,52,High School Degree,Employed,"Male, 52, with High School Degree and Employed, moves through days touched by the essence of a secure, rooted, consistently comforting world.",0.000737732567358762
Female,51,High School Degree,Employed,"At 51, this Female holds High School Degree, is Employed, and walks through a life filled with tense, fragile, uncertain echoes.",0.0027655870653688908
Male,47,No High School Degree,Unemployed,"47 years of life shape this Male, who is Unemployed and has No High School Degree, surrounded by a chaotic, fragmented, ever-shifting environment.",0.03968320041894913
Female,50,No High School Degree,Employed,"A 50-year-old Female, Employed and holding No High School Degree, finds moments of meaning in a world marked by balanced, steady, moderately routine tones.",0.0030607092194259167
Female,48,High School Degree,Unemployed,"This Female, 48 years old, Unemployed and with High School Degree, lives within a landscape shaped by tense, fragile, uncertain currents.",0.11282914876937866
Male,54,No High School Degree,Employed,"With No High School Degree and an Employed status, this Male, 54, finds their rhythm in a life that feels chaotic, fragmented, ever-shifting.",0.04145324230194092
Female,56,High School Degree,Employed,"At 56, this Female holds High School Degree, is Employed, and walks through a life filled with tense, fragile, uncertain echoes.",0.0030900579877197742
Male,44,High School Degree,Unemployed,"A Male aged 44, possessing High School Degree and currently Unemployed, inhabits a reality tinged with chaotic, fragmented, ever-shifting hues.",0.004843726754188538
Female,40,High School Degree,Employed,"This Female, 40 years old, Employed and with High School Degree, lives within a landscape shaped by secure, rooted, consistently comforting currents.",0.009687850251793861
Male,37,No High School Degree,Unemployed,"A 37-year-old Male, Unemployed and holding No High School Degree, finds moments of meaning in a world marked by tense, fragile, uncertain tones.",0.08240383118391037
Male,53,No High School Degree,Unemployed,"A Male aged 53, possessing No High School Degree and currently Unemployed, inhabits a reality tinged with balanced, steady, moderately routine hues.",0.002184521872550249
Male,42,No High School Degree,Unemployed,"This Male, 42 years old, Unemployed and with No High School Degree, lives within a landscape shaped by tense, fragile, uncertain currents.",0.07554197311401367
Female,34,No High School Degree,Unemployed,"This Female, 34 years old, Unemployed and with No High School Degree, lives within a landscape shaped by balanced, steady, moderately routine currents.",0.12677741050720215
Female,52,No High School Degree,Unemployed,"A Female aged 52, possessing No High School Degree and currently Unemployed, inhabits a reality tinged with balanced, steady, moderately routine hues.",0.0020771052222698927
Female,67,High School Degree,Unemployed,"At 67, this Female holds High School Degree, is Unemployed, and walks through a life filled with chaotic, fragmented, ever-shifting echoes.",0.06418155133724213
Male,49,High School Degree,Employed,"At 49, this Male holds High School Degree, is Employed, and walks through a life filled with secure, rooted, consistently comforting echoes.",0.002119382144883275
Female,55,No High School Degree,Employed,"Female, 55, with No High School Degree and Employed, moves through days touched by the essence of a secure, rooted, consistently comforting world.",0.0012603453360497952
Male,50,No High School Degree,Unemployed,"At 50, this Male holds No High School Degree, is Unemployed, and walks through a life filled with secure, rooted, consistently comforting echoes.",0.011677303351461887
Female,49,No High School Degree,Employed,"With No High School Degree and an Employed status, this Female, 49, finds their rhythm in a life that feels secure, rooted, consistently comforting.",0.008531410247087479
Male,56,High School Degree,Employed,"56 years of life shape this Male, who is Employed and has High School Degree, surrounded by a balanced, steady, moderately routine environment.",0.0010519390925765038
Male,47,High School Degree,Employed,"This Male, 47 years old, Employed and with High School Degree, lives within a landscape shaped by secure, rooted, consistently comforting currents.",0.001866682549007237
Male,51,No High School Degree,Unemployed,"At 51, this Male with No High School Degree and Unemployed status weaves through a chaotic, fragmented, ever-shifting existence painted with contrasting days.",0.11047621071338654
Male,52,Degree,Unemployed,"At 52, this Male holds Degree, is Unemployed, and walks through a life filled with chaotic, fragmented, ever-shifting echoes.",0.0219697467982769
Female,45,High School Degree,Employed,"A 45-year-old Female, Employed and holding High School Degree, finds moments of meaning in a world marked by chaotic, fragmented, ever-shifting tones.",0.007553518749773502
Male,56,Degree,Unemployed,"A Male aged 56, possessing Degree and currently Unemployed, inhabits a reality tinged with tense, fragile, uncertain hues.",0.0018606093944981694
Female,48,High School Degree,Unemployed,"At 48, this Female holds High School Degree, is Unemployed, and walks through a life filled with tense, fragile, uncertain echoes.",0.04269053041934967
Male,44,No High School Degree,Unemployed,"44 years of life shape this Male, who is Unemployed and has No High School Degree, surrounded by a tense, fragile, uncertain environment.",0.02369297295808792
Female,53,Degree,Unemployed,"A 53-year-old Female, with Degree and Unemployed, reflects the patterns of a secure, rooted, consistently comforting backdrop.",0.0016188255976885557
Male,43,No High School Degree,Unemployed,"With No High School Degree and an Unemployed status, this Male, 43, finds their rhythm in a life that feels tense, fragile, uncertain.",0.08303563296794891
Male,50,No High School Degree,Employed,"A 50-year-old Male, with No High School Degree and Employed, reflects the patterns of a tense, fragile, uncertain backdrop.",0.001283954712562263
Female,49,No High School Degree,Unemployed,"At 49, this Female with No High School Degree and Unemployed status weaves through a balanced, steady, moderately routine existence painted with contrasting days.",0.0587870292365551
Male,57,Degree,Employed,"At 57, this Male holds Degree, is Employed, and walks through a life filled with chaotic, fragmented, ever-shifting echoes.",0.0018114029662683606
Male,53,High School Degree,Unemployed,"At 53, this Male with High School Degree and Unemployed status weaves through a secure, rooted, consistently comforting existence painted with contrasting days.",0.031967952847480774
Female,49,No High School Degree,Unemployed,"Female, 49, with No High School Degree and Unemployed, moves through days touched by the essence of a chaotic, fragmented, ever-shifting world.",0.03496212139725685
Female,55,Degree,Employed,"Female, aged 55, is Employed and holds Degree, residing in a setting shaped by secure, rooted, consistently comforting themes.",0.0006754320347681642
Male,59,No High School Degree,Employed,"A 59-year-old Male, Employed and holding No High School Degree, finds moments of meaning in a world marked by secure, rooted, consistently comforting tones.",0.002322439569979906
Male,53,Master,Unemployed,"At 53, this Male holds Master, is Unemployed, and walks through a life filled with chaotic, fragmented, ever-shifting echoes.",0.03701925277709961
Female,50,No High School Degree,Employed,"At 50, this Female with No High School Degree and Employed status weaves through a chaotic, fragmented, ever-shifting existence painted with contrasting days.",0.03915240243077278
Male,40,No High School Degree,Unemployed,"This Male, 40 years old, Unemployed and with No High School Degree, lives within a landscape shaped by secure, rooted, consistently comforting currents.",0.07447484135627747
Male,42,No High School Degree,Employed,"At 42, this Male holds No High School Degree, is Employed, and walks through a life filled with balanced, steady, moderately routine echoes.",0.0021758624352514744
Male,47,No High School Degree,Employed,"At 47, this Male holds No High School Degree, is Employed, and walks through a life filled with balanced, steady, moderately routine echoes.",0.0017505609430372715
Female,45,No High School Degree,Unemployed,"A 45-year-old Female, with No High School Degree and Unemployed, reflects the patterns of a secure, rooted, consistently comforting backdrop.",0.006131390575319529
Female,48,No High School Degree,Unemployed,"Female, 48, with No High School Degree and Unemployed, moves through days touched by the essence of a chaotic, fragmented, ever-shifting world.",0.04339296743273735
Male,50,High School Degree,Unemployed,"A Male aged 50, possessing High School Degree and currently Unemployed, inhabits a reality tinged with tense, fragile, uncertain hues.",0.0016907717799767852
Male,53,No High School Degree,Employed,"At 53, this Male with No High School Degree and Employed status weaves through a chaotic, fragmented, ever-shifting existence painted with contrasting days.",0.027882946655154228
Male,49,PhD,Unemployed,"49 years of life shape this Male, who is Unemployed and has PhD, surrounded by a secure, rooted, consistently comforting environment.",0.003262466751039028
Female,53,No High School Degree,Unemployed,"Female, 53, with No High School Degree and Unemployed, moves through days touched by the essence of a balanced, steady, moderately routine world.",0.012162817642092705
Male,50,No High School Degree,Unemployed,"Male, 50, with No High School Degree and Unemployed, moves through days touched by the essence of a tense, fragile, uncertain world.",0.014404199086129665
Male,36,No High School Degree,Unemployed,"At 36, this Male holds No High School Degree, is Unemployed, and walks through a life filled with chaotic, fragmented, ever-shifting echoes.",0.050386693328619
Female,43,No High School Degree,Unemployed,"This Female, 43 years old, Unemployed and with No High School Degree, lives within a landscape shaped by tense, fragile, uncertain currents.",0.139928936958313
Male,48,Degree,Employed,"At 48, this Male holds Degree, is Employed, and walks through a life filled with tense, fragile, uncertain echoes.",0.0015447426121681929
Female,41,No High School Degree,Employed,"With No High School Degree and an Employed status, this Female, 41, finds their rhythm in a life that feels balanced, steady, moderately routine.",0.012205873616039753
Male,54,Degree,Unemployed,"At 54, this Male holds Degree, is Unemployed, and walks through a life filled with balanced, steady, moderately routine echoes.",0.013178379274904728
Male,60,High School Degree,Employed,"Male, 60, with High School Degree and Employed, moves through days touched by the essence of a secure, rooted, consistently comforting world.",0.001081376220099628
Male,58,No High School Degree,Unemployed,"At 58, this Male with No High School Degree and Unemployed status weaves through a tense, fragile, uncertain existence painted with contrasting days.",0.06996546685695648
Female,48,High School Degree,Employed,"A 48-year-old Female, Employed and holding High School Degree, finds moments of meaning in a world marked by chaotic, fragmented, ever-shifting tones.",0.0051235659047961235
Female,60,No High School Degree,Unemployed,"With No High School Degree and an Unemployed status, this Female, 60, finds their rhythm in a life that feels balanced, steady, moderately routine.",0.09044019877910614
Female,51,Degree,Unemployed,"A 51-year-old Female, with Degree and Unemployed, reflects the patterns of a secure, rooted, consistently comforting backdrop.",0.0018359323730692267
Male,47,No High School Degree,Employed,"A 47-year-old Male, Employed and holding No High School Degree, finds moments of meaning in a world marked by balanced, steady, moderately routine tones.",0.0031729815527796745
Female,45,No High School Degree,Employed,"With No High School Degree and an Employed status, this Female, 45, finds their rhythm in a life that feels secure, rooted, consistently comforting.",0.024153513833880424
Male,47,High School Degree,Employed,"At 47, this Male holds High School Degree, is Employed, and walks through a life filled with tense, fragile, uncertain echoes.",0.0016983115347102284
Male,47,No High School Degree,Unemployed,"Male, aged 47, is Unemployed and holds No High School Degree, residing in a setting shaped by balanced, steady, moderately routine themes.",0.0017225820338353515
Female,51,High School Degree,Unemployed,"A 51-year-old Female, Unemployed and holding High School Degree, finds moments of meaning in a world marked by tense, fragile, uncertain tones.",0.0513387955725193
Male,51,No High School Degree,Employed,"With No High School Degree and an Employed status, this Male, 51, finds their rhythm in a life that feels chaotic, fragmented, ever-shifting.",0.027262240648269653
Male,50,High School Degree,Unemployed,"A Male aged 50, possessing High School Degree and currently Unemployed, inhabits a reality tinged with chaotic, fragmented, ever-shifting hues.",0.004415430128574371
Male,53,No High School Degree,Employed,"At 53, this Male with No High School Degree and Employed status weaves through a chaotic, fragmented, ever-shifting existence painted with contrasting days.",0.027882946655154228
Male,58,No High School Degree,Employed,"At 58, this Male with No High School Degree and Employed status weaves through a balanced, steady, moderately routine existence painted with contrasting days.",0.006600859574973583
Male,56,Degree,Unemployed,"A Male aged 56, possessing Degree and currently Unemployed, inhabits a reality tinged with tense, fragile, uncertain hues.",0.0018606093944981694
Female,39,No High School Degree,Employed,"At 39, this Female with No High School Degree and Employed status weaves through a balanced, steady, moderately routine existence painted with contrasting days.",0.010330273769795895
Male,32,No High School Degree,Employed,"32 years of life shape this Male, who is Employed and has No High School Degree, surrounded by a secure, rooted, consistently comforting environment.",0.0012513698311522603
Female,56,No High School Degree,Employed,"56 years of life shape this Female, who is Employed and has No High School Degree, surrounded by a chaotic, fragmented, ever-shifting environment.",0.0054899537935853004
Female,40,No High School Degree,Employed,"Female, aged 40, is Employed and holds No High School Degree, residing in a setting shaped by tense, fragile, uncertain themes.",0.0008788405102677643
Male,48,No High School Degree,Employed,"Male, aged 48, is Employed and holds No High School Degree, residing in a setting shaped by secure, rooted, consistently comforting themes.",0.0007220425177365541
Male,41,No High School Degree,Employed,"Male, aged 41, is Employed and holds No High School Degree, residing in a setting shaped by chaotic, fragmented, ever-shifting themes.",0.0008053658530116081
Male,37,PhD,Unemployed,"A 37-year-old Male, Unemployed and holding PhD, finds moments of meaning in a world marked by chaotic, fragmented, ever-shifting tones.",0.07153646647930145
Female,53,High School Degree,Employed,"With High School Degree and an Employed status, this Female, 53, finds their rhythm in a life that feels tense, fragile, uncertain.",0.02277771569788456
Male,55,PhD,Unemployed,"This Male, 55 years old, Unemployed and with PhD, lives within a landscape shaped by chaotic, fragmented, ever-shifting currents.",0.04406027868390083
Female,45,No High School Degree,Employed,"A Female aged 45, possessing No High School Degree and currently Employed, inhabits a reality tinged with secure, rooted, consistently comforting hues.",0.001661208108998835
Male,31,High School Degree,Employed,"This Male, 31 years old, Employed and with High School Degree, lives within a landscape shaped by secure, rooted, consistently comforting currents.",0.0021990258246660233
Female,46,Degree,Unemployed,"Female, aged 46, is Unemployed and holds Degree, residing in a setting shaped by balanced, steady, moderately routine themes.",0.001854747417382896
Male,52,PhD,Unemployed,"At 52, this Male holds PhD, is Unemployed, and walks through a life filled with secure, rooted, consistently comforting echoes.",0.0019765724427998066
Male,39,Degree,Employed,"A 39-year-old Male, Employed and holding Degree, finds moments of meaning in a world marked by secure, rooted, consistently comforting tones.",0.0031434441916644573
Female,51,No High School Degree,Unemployed,"With No High School Degree and an Unemployed status, this Female, 51, finds their rhythm in a life that feels chaotic, fragmented, ever-shifting.",0.15181086957454681
Female,49,High School Degree,Unemployed,"With High School Degree and an Unemployed status, this Female, 49, finds their rhythm in a life that feels secure, rooted, consistently comforting.",0.0274006687104702
Male,54,Degree,Unemployed,"A Male aged 54, possessing Degree and currently Unemployed, inhabits a reality tinged with balanced, steady, moderately routine hues.",0.0017299600876867771
Female,50,No High School Degree,Unemployed,"With No High School Degree and an Unemployed status, this Female, 50, finds their rhythm in a life that feels secure, rooted, consistently comforting.",0.055595673620700836
Male,43,Degree,Employed,"A Male aged 43, possessing Degree and currently Employed, inhabits a reality tinged with secure, rooted, consistently comforting hues.",0.0008603840251453221
Female,58,No High School Degree,Employed,"A Female aged 58, possessing No High School Degree and currently Employed, inhabits a reality tinged with tense, fragile, uncertain hues.",0.0009710167068988085
Female,48,No High School Degree,Unemployed,"At 48, this Female with No High School Degree and Unemployed status weaves through a chaotic, fragmented, ever-shifting existence painted with contrasting days.",0.19050103425979614
Male,49,High School Degree,Employed,"A 49-year-old Male, with High School Degree and Employed, reflects the patterns of a chaotic, fragmented, ever-shifting backdrop.",0.0015474198153242469
Male,43,High School Degree,Unemployed,"Male, 43, with High School Degree and Unemployed, moves through days touched by the essence of a tense, fragile, uncertain world.",0.006115775089710951
Male,46,No High School Degree,Employed,"A 46-year-old Male, Employed and holding No High School Degree, finds moments of meaning in a world marked by secure, rooted, consistently comforting tones.",0.0029967029113322496
Female,43,Degree,Employed,"At 43, this Female with Degree and Employed status weaves through a secure, rooted, consistently comforting existence painted with contrasting days.",0.0039421794936060905
Female,48,No High School Degree,Unemployed,"At 48, this Female with No High School Degree and Unemployed status weaves through a chaotic, fragmented, ever-shifting existence painted with contrasting days.",0.19050092995166779
Male,61,No High School Degree,Employed,"Male, 61, with No High School Degree and Employed, moves through days touched by the essence of a balanced, steady, moderately routine world.",0.0010845549404621124
Male,40,High School Degree,Unemployed,"With High School Degree and an Unemployed status, this Male, 40, finds their rhythm in a life that feels tense, fragile, uncertain.",0.0869956687092781
Female,38,No High School Degree,Unemployed,"At 38, this Female holds No High School Degree, is Unemployed, and walks through a life filled with chaotic, fragmented, ever-shifting echoes.",0.0957518219947815
Female,60,No High School Degree,Unemployed,"60 years of life shape this Female, who is Unemployed and has No High School Degree, surrounded by a chaotic, fragmented, ever-shifting environment.",0.11959819495677948
Female,48,No High School Degree,Unemployed,"With No High School Degree and an Unemployed status, this Female, 48, finds their rhythm in a life that feels tense, fragile, uncertain.",0.1244635134935379
Male,45,Degree,Unemployed,"45 years of life shape this Male, who is Unemployed and has Degree, surrounded by a secure, rooted, consistently comforting environment.",0.008693067356944084
Male,57,High School Degree,Unemployed,"A Male aged 57, possessing High School Degree and currently Unemployed, inhabits a reality tinged with tense, fragile, uncertain hues.",0.0013735140673816204
Male,45,High School Degree,Unemployed,"Male, 45, with High School Degree and Unemployed, moves through days touched by the essence of a balanced, steady, moderately routine world.",0.010897218249738216
Female,62,Degree,Employed,"Female, 62, with Degree and Employed, moves through days touched by the essence of a balanced, steady, moderately routine world.",0.0009493622928857803
Male,54,No High School Degree,Employed,"With No High School Degree and an Employed status, this Male, 54, finds their rhythm in a life that feels tense, fragile, uncertain.",0.03590874746441841
Female,46,High School Degree,Employed,"Female, aged 46, is Employed and holds High School Degree, residing in a setting shaped by secure, rooted, consistently comforting themes.",0.0008132391376420856
Male,65,High School Degree,Employed,"Male, 65, with High School Degree and Employed, moves through days touched by the essence of a secure, rooted, consistently comforting world.",0.00107732811011374
Female,45,High School Degree,Unemployed,"With High School Degree and an Unemployed status, this Female, 45, finds their rhythm in a life that feels tense, fragile, uncertain.",0.14143815636634827
Female,55,No High School Degree,Unemployed,"At 55, this Female with No High School Degree and Unemployed status weaves through a tense, fragile, uncertain existence painted with contrasting days.",0.08762488514184952
Female,52,High School Degree,Unemployed,"A 52-year-old Female, with High School Degree and Unemployed, reflects the patterns of a tense, fragile, uncertain backdrop.",0.0019074742449447513
Male,59,High School Degree,Employed,"With High School Degree and an Employed status, this Male, 59, finds their rhythm in a life that feels tense, fragile, uncertain.",0.011221501976251602
Male,60,No High School Degree,Unemployed,"A 60-year-old Male, Unemployed and holding No High School Degree, finds moments of meaning in a world marked by chaotic, fragmented, ever-shifting tones.",0.10661628842353821
Male,50,No High School Degree,Employed,"At 50, this Male with No High School Degree and Employed status weaves through a balanced, steady, moderately routine existence painted with contrasting days.",0.00731867179274559
Female,44,No High School Degree,Unemployed,"Female, aged 44, is Unemployed and holds No High School Degree, residing in a setting shaped by balanced, steady, moderately routine themes.",0.003312046406790614
Female,53,High School Degree,Unemployed,"This Female, 53 years old, Unemployed and with High School Degree, lives within a landscape shaped by chaotic, fragmented, ever-shifting currents.",0.22205209732055664
Female,45,High School Degree,Employed,"Female, aged 45, is Employed and holds High School Degree, residing in a setting shaped by tense, fragile, uncertain themes.",0.0008504469296894968
Female,64,No High School Degree,Employed,"A Female aged 64, possessing No High School Degree and currently Employed, inhabits a reality tinged with secure, rooted, consistently comforting hues.",0.0013144140830263495
Female,50,No High School Degree,Employed,"At 50, this Female holds No High School Degree, is Employed, and walks through a life filled with chaotic, fragmented, ever-shifting echoes.",0.012242683209478855
Male,47,Degree,Unemployed,"A 47-year-old Male, with Degree and Unemployed, reflects the patterns of a chaotic, fragmented, ever-shifting backdrop.",0.004470889922231436
Female,51,No High School Degree,Unemployed,"At 51, this Female with No High School Degree and Unemployed status weaves through a tense, fragile, uncertain existence painted with contrasting days.",0.08091725409030914
Male,40,Master,Unemployed,"Male, 40, with Master and Unemployed, moves through days touched by the essence of a secure, rooted, consistently comforting world.",0.013713952153921127
Male,43,Degree,Employed,"A 43-year-old Male, with Degree and Employed, reflects the patterns of a chaotic, fragmented, ever-shifting backdrop.",0.001545095699839294
Female,58,No High School Degree,Employed,"At 58, this Female holds No High School Degree, is Employed, and walks through a life filled with balanced, steady, moderately routine echoes.",0.0039675431326031685
Male,45,High School Degree,Unemployed,"This Male, 45 years old, Unemployed and with High School Degree, lives within a landscape shaped by secure, rooted, consistently comforting currents.",0.0476551428437233
Male,42,No High School Degree,Unemployed,"At 42, this Male with No High School Degree and Unemployed status weaves through a chaotic, fragmented, ever-shifting existence painted with contrasting days.",0.1365370899438858
Female,53,High School Degree,Employed,"A 53-year-old Female, with High School Degree and Employed, reflects the patterns of a balanced, steady, moderately routine backdrop.",0.0008998715784400702
Male,58,No High School Degree,Employed,"At 58, this Male with No High School Degree and Employed status weaves through a tense, fragile, uncertain existence painted with contrasting days.",0.010827259160578251
Female,55,No High School Degree,Unemployed,"A 55-year-old Female, with No High School Degree and Unemployed, reflects the patterns of a balanced, steady, moderately routine backdrop.",0.0033697132021188736
Male,56,Degree,Employed,"A 56-year-old Male, Employed and holding Degree, finds moments of meaning in a world marked by balanced, steady, moderately routine tones.",0.0017076958902180195
Male,44,Degree,Employed,"At 44, this Male with Degree and Employed status weaves through a balanced, steady, moderately routine existence painted with contrasting days.",0.004368068650364876
Male,40,Degree,Employed,"At 40, this Male with Degree and Employed status weaves through a chaotic, fragmented, ever-shifting existence painted with contrasting days.",0.023125439882278442
Male,60,No High School Degree,Unemployed,"At 60, this Male with No High School Degree and Unemployed status weaves through a secure, rooted, consistently comforting existence painted with contrasting days.",0.04565374553203583
Female,47,High School Degree,Unemployed,"A 47-year-old Female, Unemployed and holding High School Degree, finds moments of meaning in a world marked by tense, fragile, uncertain tones.",0.053916893899440765
Male,48,No High School Degree,Unemployed,"Male, 48, with No High School Degree and Unemployed, moves through days touched by the essence of a chaotic, fragmented, ever-shifting world.",0.015300202183425426
Female,59,No High School Degree,Unemployed,"A Female aged 59, possessing No High School Degree and currently Unemployed, inhabits a reality tinged with chaotic, fragmented, ever-shifting hues.",0.0100680161267519
Male,53,No High School Degree,Unemployed,"At 53, this Male holds No High School Degree, is Unemployed, and walks through a life filled with balanced, steady, moderately routine echoes.",0.01068271603435278
Female,53,No High School Degree,Employed,"Female, 53, with No High School Degree and Employed, moves through days touched by the essence of a balanced, steady, moderately routine world.",0.0014590187929570675
Female,65,High School Degree,Unemployed,"A 65-year-old Female, Unemployed and holding High School Degree, finds moments of meaning in a world marked by chaotic, fragmented, ever-shifting tones.",0.0972437635064125
Female,45,No High School Degree,Employed,"Female, 45, with No High School Degree and Employed, moves through days touched by the essence of a balanced, steady, moderately routine world.",0.00413183867931366
Male,56,High School Degree,Unemployed,"With High School Degree and an Unemployed status, this Male, 56, finds their rhythm in a life that feels chaotic, fragmented, ever-shifting.",0.05344163253903389
Male,50,High School Degree,Employed,"50 years of life shape this Male, who is Employed and has High School Degree, surrounded by a balanced, steady, moderately routine environment.",0.0012381072156131268
Male,51,No High School Degree,Employed,"A Male aged 51, possessing No High School Degree and currently Employed, inhabits a reality tinged with chaotic, fragmented, ever-shifting hues.",0.001513076014816761
Female,60,No High School Degree,Employed,"With No High School Degree and an Employed status, this Female, 60, finds their rhythm in a life that feels balanced, steady, moderately routine.",0.03094434179365635
Male,53,No High School Degree,Employed,"With No High School Degree and an Employed status, this Male, 53, finds their rhythm in a life that feels tense, fragile, uncertain.",0.025139015167951584
Male,53,No High School Degree,Employed,"This Male, 53 years old, Employed and with No High School Degree, lives within a landscape shaped by secure, rooted, consistently comforting currents.",0.002940254518762231
Female,57,Degree,Employed,"Female, 57, with Degree and Employed, moves through days touched by the essence of a chaotic, fragmented, ever-shifting world.",0.0014977231621742249
Male,47,Master,Unemployed,"With Master and an Unemployed status, this Male, 47, finds their rhythm in a life that feels tense, fragile, uncertain.",0.04777216911315918
Female,44,No High School Degree,Employed,"At 44, this Female holds No High School Degree, is Employed, and walks through a life filled with chaotic, fragmented, ever-shifting echoes.",0.011967766098678112
Male,42,No High School Degree,Unemployed,"A 42-year-old Male, with No High School Degree and Unemployed, reflects the patterns of a secure, rooted, consistently comforting backdrop.",0.004252726677805185
