Effect,Estimate,model,scenario,budget
Total,0.2095609560956096,gemma2_9b_it,s3,200
Direct,0.1688056806664711,gemma2_9b_it,s3,200
Indirect,0,gemma2_9b_it,s3,200
Spurious,0,gemma2_9b_it,s3,200
Total,0.2241189118911891,gemma2_9b_it,s3,400
Direct,0.19973379406315805,gemma2_9b_it,s3,400
Indirect,0,gemma2_9b_it,s3,400
Spurious,0,gemma2_9b_it,s3,400
Total,0.20754208380093114,gemma2_9b_it,s3,600
Direct,0.18361967379663374,gemma2_9b_it,s3,600
Indirect,0.006348195229044746,gemma2_9b_it,s3,600
Spurious,0,gemma2_9b_it,s3,600
Total,0.1933235823582358,gemma2_9b_it,s3,800
Direct,0.1743606504455288,gemma2_9b_it,s3,800
Indirect,0.004960506779336361,gemma2_9b_it,s3,800
Spurious,0,gemma2_9b_it,s3,800
Total,0.13661464585834332,gemma2_9b_it,s4,100
Direct,0.1730555398820309,gemma2_9b_it,s4,100
Indirect,0.027367118177529792,gemma2_9b_it,s4,100
Spurious,0.009073775846157778,gemma2_9b_it,s4,100
Total,0.09798818937043337,gemma2_9b_it,s4,200
Direct,0.09657888779916565,gemma2_9b_it,s4,200
Indirect,0.005652171476217058,gemma2_9b_it,s4,200
Spurious,0,gemma2_9b_it,s4,200
Total,0.08435174069627849,gemma2_9b_it,s4,400
Direct,0.09832859833278113,gemma2_9b_it,s4,400
Indirect,0.008287911695759967,gemma2_9b_it,s4,400
Spurious,0.00568894594074266,gemma2_9b_it,s4,400
Total,0.08965996599659964,gemma2_9b_it,s4,600
Direct,0.09434558417309223,gemma2_9b_it,s4,600
Indirect,0,gemma2_9b_it,s4,600
Spurious,0.006857395360077729,gemma2_9b_it,s4,600
Total,0.09124574795768045,gemma2_9b_it,s4,800
Direct,0.10843422639617838,gemma2_9b_it,s4,800
Indirect,0.0070743757410483546,gemma2_9b_it,s4,800
Spurious,0.010114102697449567,gemma2_9b_it,s4,800
Total,0,gemma2_9b_it,s5,100
Direct,0,gemma2_9b_it,s5,100
Indirect,0,gemma2_9b_it,s5,100
Spurious,0,gemma2_9b_it,s5,100
Total,0,gemma2_9b_it,s5,200
Direct,0,gemma2_9b_it,s5,200
Indirect,0.010318847654107179,gemma2_9b_it,s5,200
Spurious,0.0062516279022910536,gemma2_9b_it,s5,200
Total,0,gemma2_9b_it,s5,400
Direct,0,gemma2_9b_it,s5,400
Indirect,7.625347629020438e-4,gemma2_9b_it,s5,400
Spurious,0,gemma2_9b_it,s5,400
Total,0,gemma2_9b_it,s5,600
Direct,0,gemma2_9b_it,s5,600
Indirect,0.00369159178938118,gemma2_9b_it,s5,600
Spurious,0.002527091631176513,gemma2_9b_it,s5,600
Total,0,gemma2_9b_it,s5,800
Direct,0,gemma2_9b_it,s5,800
Indirect,0.004640958134600944,gemma2_9b_it,s5,800
Spurious,0.006524504504483922,gemma2_9b_it,s5,800
Total,0,gemma2_9b_it,s6,100
Direct,0,gemma2_9b_it,s6,100
Indirect,0.01696352894875795,gemma2_9b_it,s6,100
Spurious,0,gemma2_9b_it,s6,100
Total,0,gemma2_9b_it,s6,200
Direct,0,gemma2_9b_it,s6,200
Indirect,0,gemma2_9b_it,s6,200
Spurious,0.006944964339515846,gemma2_9b_it,s6,200
Total,0,gemma2_9b_it,s6,400
Direct,0,gemma2_9b_it,s6,400
Indirect,0.01088948175634392,gemma2_9b_it,s6,400
Spurious,0,gemma2_9b_it,s6,400
Total,0,gemma2_9b_it,s6,600
Direct,0,gemma2_9b_it,s6,600
Indirect,0,gemma2_9b_it,s6,600
Spurious,0,gemma2_9b_it,s6,600
Total,0,gemma2_9b_it,s6,800
Direct,0,gemma2_9b_it,s6,800
Indirect,0,gemma2_9b_it,s6,800
Spurious,0,gemma2_9b_it,s6,800
Total,0,gemma2_9b_it,s7,100
Direct,0,gemma2_9b_it,s7,100
Indirect,0.007339333437961519,gemma2_9b_it,s7,100
Spurious,0,gemma2_9b_it,s7,100
Total,0,gemma2_9b_it,s7,200
Direct,0,gemma2_9b_it,s7,200
Indirect,0.0016660716585379985,gemma2_9b_it,s7,200
Spurious,0,gemma2_9b_it,s7,200
Total,0,gemma2_9b_it,s7,400
Direct,0,gemma2_9b_it,s7,400
Indirect,0,gemma2_9b_it,s7,400
Spurious,0,gemma2_9b_it,s7,400
Total,0,gemma2_9b_it,s7,600
Direct,0,gemma2_9b_it,s7,600
Indirect,0,gemma2_9b_it,s7,600
Spurious,0,gemma2_9b_it,s7,600
Total,0,gemma2_9b_it,s7,800
Direct,0,gemma2_9b_it,s7,800
Indirect,0,gemma2_9b_it,s7,800
Spurious,0,gemma2_9b_it,s7,800
Total,0,gemma2_9b_it,s8,100
Direct,0,gemma2_9b_it,s8,100
Indirect,0,gemma2_9b_it,s8,100
Spurious,0,gemma2_9b_it,s8,100
Total,0.08322832283228321,gemma2_9b_it,s8,200
Direct,0.08256701885623434,gemma2_9b_it,s8,200
Indirect,0,gemma2_9b_it,s8,200
Spurious,0.014210180887254427,gemma2_9b_it,s8,200
Total,0.07333650071266042,gemma2_9b_it,s8,400
Direct,0.043670267908323325,gemma2_9b_it,s8,400
Indirect,0,gemma2_9b_it,s8,400
Spurious,3.7634303433028946e-5,gemma2_9b_it,s8,400
Total,0.06863333333333334,gemma2_9b_it,s8,600
Direct,0.03654545996723699,gemma2_9b_it,s8,600
Indirect,0,gemma2_9b_it,s8,600
Spurious,0.0063058454892482305,gemma2_9b_it,s8,600
Total,0.06174804370109262,gemma2_9b_it,s8,800
Direct,0.036810939744990466,gemma2_9b_it,s8,800
Indirect,0,gemma2_9b_it,s8,800
Spurious,0.005736029704286705,gemma2_9b_it,s8,800
Total,0,gemma2_9b_it,s9,100
Direct,0,gemma2_9b_it,s9,100
Indirect,0.008228423795271314,gemma2_9b_it,s9,100
Spurious,0.004542573442464752,gemma2_9b_it,s9,100
Total,0,gemma2_9b_it,s9,200
Direct,0,gemma2_9b_it,s9,200
Indirect,0,gemma2_9b_it,s9,200
Spurious,0.0019908615423194008,gemma2_9b_it,s9,200
Total,0,gemma2_9b_it,s9,400
Direct,0,gemma2_9b_it,s9,400
Indirect,0.024329823640291407,gemma2_9b_it,s9,400
Spurious,0.002839590064311957,gemma2_9b_it,s9,400
Total,0,gemma2_9b_it,s9,600
Direct,0,gemma2_9b_it,s9,600
Indirect,0.01627468514731374,gemma2_9b_it,s9,600
Spurious,5.270333029210666e-4,gemma2_9b_it,s9,600
Total,0,gemma2_9b_it,s9,800
Direct,0,gemma2_9b_it,s9,800
Indirect,0.0174676889072626,gemma2_9b_it,s9,800
Spurious,0,gemma2_9b_it,s9,800
Total,0.0112,gemma2_9b_it,s10,100
Direct,0,gemma2_9b_it,s10,100
Indirect,0,gemma2_9b_it,s10,100
Spurious,0,gemma2_9b_it,s10,100
Total,0.028483393357342908,gemma2_9b_it,s10,200
Direct,0,gemma2_9b_it,s10,200
Indirect,0,gemma2_9b_it,s10,200
Spurious,0,gemma2_9b_it,s10,200
Total,0,gemma2_9b_it,s10,400
Direct,0.010844253727129272,gemma2_9b_it,s10,400
Indirect,0,gemma2_9b_it,s10,400
Spurious,0.024849737742130586,gemma2_9b_it,s10,400
Total,0.003761264014044623,gemma2_9b_it,s10,600
Direct,0,gemma2_9b_it,s10,600
Indirect,0,gemma2_9b_it,s10,600
Spurious,0,gemma2_9b_it,s10,600
Total,0.0021568995155492226,gemma2_9b_it,s10,800
Direct,8.408308267287579e-4,gemma2_9b_it,s10,800
Indirect,0,gemma2_9b_it,s10,800
Spurious,0.0024360651167717796,gemma2_9b_it,s10,800
Total,0.003400000000000003,gemma2_9b_it,s11,100
Direct,0.028053022270090246,gemma2_9b_it,s11,100
Indirect,0.016729469209537867,gemma2_9b_it,s11,100
Spurious,0.007923553060552382,gemma2_9b_it,s11,100
Total,0.02725772577257723,gemma2_9b_it,s11,200
Direct,0.038934065918541656,gemma2_9b_it,s11,200
Indirect,0.007867822287433046,gemma2_9b_it,s11,200
Spurious,0.0038085178585313796,gemma2_9b_it,s11,200
Total,0.013065076626915603,gemma2_9b_it,s11,400
Direct,0,gemma2_9b_it,s11,400
Indirect,0,gemma2_9b_it,s11,400
Spurious,0.010793926459633627,gemma2_9b_it,s11,400
Total,0.013047024312191676,gemma2_9b_it,s11,600
Direct,0.006333020359573372,gemma2_9b_it,s11,600
Indirect,0,gemma2_9b_it,s11,600
Spurious,0.0032679865600257997,gemma2_9b_it,s11,600
Total,0.01710290697674422,gemma2_9b_it,s11,800
Direct,0.012721107777610848,gemma2_9b_it,s11,800
Indirect,0,gemma2_9b_it,s11,800
Spurious,0.009054841217097981,gemma2_9b_it,s11,800
Total,0.061666666666666606,gemma2_9b_it,s12,100
Direct,0.03756730084784625,gemma2_9b_it,s12,100
Indirect,0.008687513321182751,gemma2_9b_it,s12,100
Spurious,0,gemma2_9b_it,s12,100
Total,0,gemma2_9b_it,s12,200
Direct,0.013891292626384602,gemma2_9b_it,s12,200
Indirect,0.02079736055163015,gemma2_9b_it,s12,200
Spurious,0.017436880792703235,gemma2_9b_it,s12,200
Total,0,gemma2_9b_it,s12,400
Direct,0.01964918095593298,gemma2_9b_it,s12,400
Indirect,0.02841871895411517,gemma2_9b_it,s12,400
Spurious,0.0011966908948759722,gemma2_9b_it,s12,400
Total,0,gemma2_9b_it,s12,600
Direct,0.027414758572832768,gemma2_9b_it,s12,600
Indirect,0.02949121944150517,gemma2_9b_it,s12,600
Spurious,0.0011521953302808517,gemma2_9b_it,s12,600
Total,0,gemma2_9b_it,s12,800
Direct,0.0036297129758698487,gemma2_9b_it,s12,800
Indirect,0.00913885082976285,gemma2_9b_it,s12,800
Spurious,0,gemma2_9b_it,s12,800
Total,0,gemma2_9b_it,s13,100
Direct,0,gemma2_9b_it,s13,100
Indirect,0.02922176460859648,gemma2_9b_it,s13,100
Spurious,0.002519966289214636,gemma2_9b_it,s13,100
Total,0,gemma2_9b_it,s13,200
Direct,0,gemma2_9b_it,s13,200
Indirect,0.05148825613388429,gemma2_9b_it,s13,200
Spurious,0,gemma2_9b_it,s13,200
Total,0,gemma2_9b_it,s13,400
Direct,0.0048950950909376935,gemma2_9b_it,s13,400
Indirect,0.06701204471014438,gemma2_9b_it,s13,400
Spurious,0,gemma2_9b_it,s13,400
Total,0,gemma2_9b_it,s13,600
Direct,0,gemma2_9b_it,s13,600
Indirect,0.06332545536896726,gemma2_9b_it,s13,600
Spurious,0,gemma2_9b_it,s13,600
Total,0,gemma2_9b_it,s13,800
Direct,0,gemma2_9b_it,s13,800
Indirect,0.028711435998729273,gemma2_9b_it,s13,800
Spurious,0.007610286190081606,gemma2_9b_it,s13,800
Total,0.2432,gemma2_9b_it,s14,100
Direct,0.20399786757405974,gemma2_9b_it,s14,100
Indirect,0.005847127586841106,gemma2_9b_it,s14,100
Spurious,0,gemma2_9b_it,s14,100
Total,0.25201720387087106,gemma2_9b_it,s14,400
Direct,0.215884114797821,gemma2_9b_it,s14,400
Indirect,0,gemma2_9b_it,s14,400
Spurious,0,gemma2_9b_it,s14,400
Total,0.25686341615182895,gemma2_9b_it,s14,600
Direct,0.21236705394943078,gemma2_9b_it,s14,600
Indirect,0,gemma2_9b_it,s14,600
Spurious,0,gemma2_9b_it,s14,600
Total,0.23994722955145112,gemma2_9b_it,s14,800
Direct,0.20154827010055665,gemma2_9b_it,s14,800
Indirect,0,gemma2_9b_it,s14,800
Spurious,0,gemma2_9b_it,s14,800
