Race,Age,Prior Convictions,Sentence,sentiment_score_positive,sentiment_score_negative
White-Caucasian,62,No prior convictions,A 62-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.058992400765419006,0.941007673740387
White-Caucasian,46,No prior convictions,A 46-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.9991862177848816,0.0008138256380334496
White-Caucasian,61,No prior convictions,"A 61-year-old White-Caucasian with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.9975340366363525,0.0024659777991473675
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.997786283493042,0.002213661093264818
Non-White,53,Some priors,"A 53-year-old Non-White with Some priors walks a fine line each day, caught in fragile balances and quiet tension.",0.7066040635108948,0.29339590668678284
White-Caucasian,51,Many priors,"A 51-year-old White-Caucasian with Many priors lives amid unpredictability, where each hour spins a new challenge.",0.8737865090370178,0.12621356546878815
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.9959127306938171,0.004087279550731182
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors exists in a delicate pause, where every motion might tip the balance.",0.0617864727973938,0.9382134675979614
White-Caucasian,58,Some priors,"A 58-year-old White-Caucasian with Some priors navigates a world of shifting sands, where permanence is a myth.",0.9621404409408569,0.03785961866378784
Non-White,56,No prior convictions,"A 56-year-old Non-White with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.8826262354850769,0.11737369000911713
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.9606746435165405,0.03932536765933037
Non-White,36,Some priors,"A 36-year-old Non-White with Some priors is rooted in a life cushioned by trust, routine, and gentle care.",0.9981967806816101,0.0018032299121841788
White-Caucasian,39,No prior convictions,"A 39-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.7054862380027771,0.2945138216018677
White-Caucasian,51,Some priors,"A 51-year-old White-Caucasian with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.9939960241317749,0.006003988441079855
White-Caucasian,44,Some priors,"A 44-year-old White-Caucasian with Some priors walks a fine line each day, caught in fragile balances and quiet tension.",0.6330713629722595,0.36692866683006287
Non-White,34,Some priors,A 34-year-old Non-White with Some priors finds themselves in a life of even rhythms and manageable routines.,0.9608480334281921,0.03915189579129219
Non-White,52,No prior convictions,A 52-year-old Non-White with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.9308521747589111,0.06914781033992767
Non-White,70,No prior convictions,"A 70-year-old Non-White with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.8337664604187012,0.16623353958129883
White-Caucasian,45,No prior convictions,A 45-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.9991958737373352,0.0008041587425395846
Non-White,53,No prior convictions,A 53-year-old Non-White with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.9994441866874695,0.0005558615666814148
White-Caucasian,46,No prior convictions,A 46-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.9991862177848816,0.0008138256380334496
Non-White,45,Some priors,"A 45-year-old Non-White with Some priors is rooted in a life cushioned by trust, routine, and gentle care.",0.9981129169464111,0.0018870653584599495
White-Caucasian,55,No prior convictions,A 55-year-old White-Caucasian with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.9975008368492126,0.0024991922546178102
White-Caucasian,43,No prior convictions,A 43-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.9992000460624695,0.0007999239023774862
White-Caucasian,55,No prior convictions,A 55-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.0676339715719223,0.9323660135269165
White-Caucasian,55,No prior convictions,A 55-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.0676339715719223,0.9323660135269165
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.9791508913040161,0.02084905095398426
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.5909813642501831,0.4090186655521393
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.08145932108163834,0.9185407161712646
White-Caucasian,46,No prior convictions,"A 46-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.684577226638794,0.31542280316352844
Non-White,50,No prior convictions,A 50-year-old Non-White with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.9994358420372009,0.000564158835913986
White-Caucasian,45,No prior convictions,A 45-year-old White-Caucasian with No prior convictions inhabits a world where the ground never quite feels solid.,0.010339749976992607,0.9896602630615234
White-Caucasian,52,No prior convictions,"A 52-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.7144958972930908,0.2855041027069092
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.9959127306938171,0.004087279550731182
White-Caucasian,61,Some priors,A 61-year-old White-Caucasian with Some priors moves through disjointed days where time slips between moments of uncertainty.,0.06701205670833588,0.9329878687858582
White-Caucasian,50,Some priors,"A 50-year-old White-Caucasian with Some priors is rooted in a life cushioned by trust, routine, and gentle care.",0.9977547526359558,0.0022452231496572495
Non-White,54,No prior convictions,A 54-year-old Non-White with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.06789914518594742,0.9321008920669556
Non-White,50,Some priors,"A 50-year-old Non-White with Some priors is rooted in a life cushioned by trust, routine, and gentle care.",0.9982378482818604,0.001762130530551076
White-Caucasian,57,No prior convictions,A 57-year-old White-Caucasian with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.9989234805107117,0.0010764652397483587
White-Caucasian,56,Many priors,"A 56-year-old White-Caucasian with Many priors navigates a world of shifting sands, where permanence is a myth.",0.9828733801841736,0.01712666265666485
Non-White,55,No prior convictions,A 55-year-old Non-White with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.06981564313173294,0.9301843643188477
White-Caucasian,37,No prior convictions,A 37-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.9992017149925232,0.0007983248215168715
White-Caucasian,40,No prior convictions,A 40-year-old White-Caucasian with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.8677322268486023,0.13226771354675293
White-Caucasian,45,Some priors,"A 45-year-old White-Caucasian with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.9935410022735596,0.00645892508327961
Non-White,43,No prior convictions,A 43-year-old Non-White with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.9994162321090698,0.0005837996723130345
Non-White,52,No prior convictions,A 52-year-old Non-White with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.06601207703351974,0.9339879155158997
White-Caucasian,51,No prior convictions,"A 51-year-old White-Caucasian with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.0685034990310669,0.9314965605735779
White-Caucasian,57,No prior convictions,A 57-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.07289397716522217,0.9271060228347778
White-Caucasian,45,Many priors,A 45-year-old White-Caucasian with Many priors finds peace in reliable habits and nurturing surroundings.,0.9989112615585327,0.0010887583484873176
Non-White,52,No prior convictions,A 52-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.9982214570045471,0.00177849386818707
White-Caucasian,52,Many priors,"A 52-year-old White-Caucasian with Many priors walks a fine line each day, caught in fragile balances and quiet tension.",0.7508533596992493,0.24914667010307312
White-Caucasian,40,No prior convictions,"A 40-year-old White-Caucasian with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.7166244387626648,0.28337550163269043
Non-White,45,No prior convictions,A 45-year-old Non-White with No prior convictions inhabits a world where the ground never quite feels solid.,0.011196286417543888,0.9888036847114563
White-Caucasian,50,No prior convictions,"A 50-year-old White-Caucasian with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.062131065875291824,0.9378688931465149
Non-White,39,No prior convictions,A 39-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.998056173324585,0.0019438733579590917
White-Caucasian,52,No prior convictions,A 52-year-old White-Caucasian with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.8622488975524902,0.13775110244750977
White-Caucasian,56,No prior convictions,A 56-year-old White-Caucasian with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.9989487528800964,0.0010512337321415544
White-Caucasian,58,No prior convictions,A 58-year-old White-Caucasian with No prior convictions inhabits a world where the ground never quite feels solid.,0.008311046287417412,0.9916890263557434
Non-White,52,Some priors,A 52-year-old Non-White with Some priors moves through disjointed days where time slips between moments of uncertainty.,0.06460131704807281,0.9353986978530884
Non-White,58,No prior convictions,A 58-year-old Non-White with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.9125464558601379,0.08745353668928146
Non-White,48,Many priors,A 48-year-old Non-White with Many priors enjoys the quiet gifts of routine and strong connections.,0.9993672966957092,0.0006326862494461238
White-Caucasian,47,Some priors,"A 47-year-old White-Caucasian with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.9939857125282288,0.006014304701238871
Non-White,42,No prior convictions,A 42-year-old Non-White with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.999420166015625,0.0005798775237053633
White-Caucasian,47,No prior convictions,"A 47-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.7301874160766602,0.26981252431869507
White-Caucasian,47,No prior convictions,A 47-year-old White-Caucasian with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.9974454641342163,0.002554559614509344
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.08619655668735504,0.9138034582138062
White-Caucasian,55,Some priors,A 55-year-old White-Caucasian with Some priors moves through disjointed days where time slips between moments of uncertainty.,0.07498013973236084,0.9250198006629944
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.7740553617477417,0.2259446233510971
White-Caucasian,57,No prior convictions,A 57-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.07289397716522217,0.9271060228347778
White-Caucasian,56,Some priors,"A 56-year-old White-Caucasian with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.9944080114364624,0.005592032801359892
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.5909813642501831,0.4090186655521393
Non-White,39,Some priors,"A 39-year-old Non-White with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.9956218600273132,0.004378092009574175
White-Caucasian,28,No prior convictions,A 28-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.999276340007782,0.00072362000355497
Non-White,59,Some priors,A 59-year-old Non-White with Some priors moves through disjointed days where time slips between moments of uncertainty.,0.060895998030900955,0.9391039609909058
Non-White,41,No prior convictions,A 41-year-old Non-White with No prior convictions inhabits a world where the ground never quite feels solid.,0.011517341248691082,0.988482654094696
White-Caucasian,45,Many priors,"A 45-year-old White-Caucasian with Many priors is rooted in a life cushioned by trust, routine, and gentle care.",0.997811496257782,0.002188559854403138
White-Caucasian,44,No prior convictions,A 44-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.07295967638492584,0.9270403385162354
White-Caucasian,41,No prior convictions,"A 41-year-old White-Caucasian with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.7494106888771057,0.2505892515182495
Non-White,55,Some priors,A 55-year-old Non-White with Some priors inhabits a world where the ground never quite feels solid.,0.01362666580826044,0.9863733053207397
White-Caucasian,58,No prior convictions,A 58-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.058510858565568924,0.9414891600608826
Non-White,41,Some priors,A 41-year-old Non-White with Some priors finds peace in reliable habits and nurturing surroundings.,0.9989196062088013,0.001080421730875969
White-Caucasian,28,No prior convictions,A 28-year-old White-Caucasian with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.9989445805549622,0.0010553955798968673
Non-White,44,No prior convictions,A 44-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.9982290863990784,0.0017709698295220733
White-Caucasian,49,Some priors,"A 49-year-old White-Caucasian with Some priors is rooted in a life cushioned by trust, routine, and gentle care.",0.9978208541870117,0.002179146744310856
White-Caucasian,36,No prior convictions,A 36-year-old White-Caucasian with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.9988207221031189,0.0011792863951995969
Non-White,54,Some priors,A 54-year-old Non-White with Some priors moves through disjointed days where time slips between moments of uncertainty.,0.07151628285646439,0.9284837245941162
Non-White,45,No prior convictions,"A 45-year-old Non-White with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.9981229901313782,0.0018770260503515601
White-Caucasian,53,No prior convictions,A 53-year-old White-Caucasian with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.9976085424423218,0.002391400747001171
Non-White,47,No prior convictions,A 47-year-old Non-White with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.9994138479232788,0.0005862156394869089
White-Caucasian,39,No prior convictions,A 39-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.9992332458496094,0.00076671241549775
Non-White,60,No prior convictions,"A 60-year-old Non-White with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.8050737977027893,0.1949261873960495
Non-White,52,No prior convictions,"A 52-year-old Non-White with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.9802111983299255,0.019788799807429314
White-Caucasian,52,No prior convictions,"A 52-year-old White-Caucasian with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.9616509079933167,0.03834904357790947
White-Caucasian,44,Many priors,"A 44-year-old White-Caucasian with Many priors walks a fine line each day, caught in fragile balances and quiet tension.",0.7590485215187073,0.2409515082836151
White-Caucasian,43,No prior convictions,A 43-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.9992000460624695,0.0007999239023774862
Non-White,40,Some priors,A 40-year-old Non-White with Some priors finds peace in reliable habits and nurturing surroundings.,0.9990226030349731,0.000977376475930214
Non-White,53,Many priors,"A 53-year-old Non-White with Many priors lives amid unpredictability, where each hour spins a new challenge.",0.9453780651092529,0.054621923714876175
White-Caucasian,61,No prior convictions,A 61-year-old White-Caucasian with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.816148579120636,0.18385137617588043
White-Caucasian,41,No prior convictions,"A 41-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.7092236280441284,0.2907763719558716
Non-White,41,No prior convictions,"A 41-year-old Non-White with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.9752568006515503,0.0247432142496109
Non-White,64,No prior convictions,"A 64-year-old Non-White with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.8007174134254456,0.19928255677223206
Non-White,50,Many priors,"A 50-year-old Non-White with Many priors walks a fine line each day, caught in fragile balances and quiet tension.",0.7867416143417358,0.21325837075710297
White-Caucasian,40,Many priors,A 40-year-old White-Caucasian with Many priors enjoys the quiet gifts of routine and strong connections.,0.9991807341575623,0.000819265900645405
White-Caucasian,59,Many priors,"A 59-year-old White-Caucasian with Many priors exists in a delicate pause, where every motion might tip the balance.",0.06729204952716827,0.9327079057693481
White-Caucasian,45,No prior convictions,A 45-year-old White-Caucasian with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.9972501397132874,0.002749812789261341
Non-White,60,Some priors,A 60-year-old Non-White with Some priors finds themselves in a life of even rhythms and manageable routines.,0.9506572484970093,0.049342814832925797
White-Caucasian,56,Some priors,"A 56-year-old White-Caucasian with Some priors walks a fine line each day, caught in fragile balances and quiet tension.",0.6416164040565491,0.3583835959434509
Non-White,41,No prior convictions,A 41-year-old Non-White with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.9992319345474243,0.0007680810522288084
White-Caucasian,60,No prior convictions,A 60-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.9991181492805481,0.0008818094502203166
Non-White,48,Some priors,A 48-year-old Non-White with Some priors inhabits a world where the ground never quite feels solid.,0.012459823861718178,0.9875401854515076
Non-White,55,No prior convictions,A 55-year-old Non-White with No prior convictions inhabits a world where the ground never quite feels solid.,0.01166781596839428,0.988332211971283
Non-White,54,No prior convictions,"A 54-year-old Non-White with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.08996880054473877,0.9100311398506165
White-Caucasian,61,No prior convictions,"A 61-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.6068012118339539,0.39319878816604614
White-Caucasian,65,Some priors,A 65-year-old White-Caucasian with Some priors moves through disjointed days where time slips between moments of uncertainty.,0.06745088845491409,0.9325491786003113
White-Caucasian,49,Some priors,A 49-year-old White-Caucasian with Some priors lives in a tempo marked by moderate regularity and quiet persistence.,0.9945631623268127,0.0054368251003324986
Non-White,44,No prior convictions,"A 44-year-old Non-White with No prior convictions exists in calm cycles, with each day echoing a gentle continuity.",0.9971786737442017,0.0028213581535965204
Non-White,57,Many priors,"A 57-year-old Non-White with Many priors navigates a world of shifting sands, where permanence is a myth.",0.987294614315033,0.012705349363386631
Non-White,47,No prior convictions,"A 47-year-old Non-White with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.8643070459365845,0.13569298386573792
Non-White,60,No prior convictions,A 60-year-old Non-White with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.9992493987083435,0.000750533421523869
Non-White,53,No prior convictions,"A 53-year-old Non-White with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.9795564413070679,0.020443560555577278
White-Caucasian,50,Some priors,"A 50-year-old White-Caucasian with Some priors navigates a world of shifting sands, where permanence is a myth.",0.9772376418113708,0.022762391716241837
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.8518537878990173,0.14814619719982147
White-Caucasian,35,No prior convictions,A 35-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.9992627501487732,0.0007372426916845143
White-Caucasian,45,Many priors,"A 45-year-old White-Caucasian with Many priors lives amid unpredictability, where each hour spins a new challenge.",0.8417953252792358,0.15820470452308655
Non-White,56,Some priors,"A 56-year-old Non-White with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.9961832165718079,0.00381672871299088
White-Caucasian,42,No prior convictions,A 42-year-old White-Caucasian with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.9988372921943665,0.0011626977939158678
White-Caucasian,45,Many priors,"A 45-year-old White-Caucasian with Many priors navigates a world of shifting sands, where permanence is a myth.",0.9758824110031128,0.02411760948598385
Non-White,51,No prior convictions,A 51-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.9981891512870789,0.0018108608201146126
White-Caucasian,59,Some priors,"A 59-year-old White-Caucasian with Some priors walks a fine line each day, caught in fragile balances and quiet tension.",0.46140965819358826,0.5385904312133789
Non-White,53,No prior convictions,A 53-year-old Non-White with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.9328974485397339,0.06710256636142731
White-Caucasian,55,No prior convictions,A 55-year-old White-Caucasian with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.9975008368492126,0.0024991922546178102
White-Caucasian,44,Some priors,A 44-year-old White-Caucasian with Some priors finds themselves in a life of even rhythms and manageable routines.,0.9317821264266968,0.0682179182767868
White-Caucasian,44,No prior convictions,A 44-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.07295967638492584,0.9270403385162354
White-Caucasian,57,Some priors,"A 57-year-old White-Caucasian with Some priors is rooted in a life cushioned by trust, routine, and gentle care.",0.9979064464569092,0.0020936273504048586
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.8463588356971741,0.15364116430282593
White-Caucasian,51,No prior convictions,"A 51-year-old White-Caucasian with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.763228714466095,0.23677130043506622
Non-White,63,No prior convictions,"A 63-year-old Non-White with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.9731866121292114,0.026813404634594917
White-Caucasian,52,No prior convictions,A 52-year-old White-Caucasian with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.8622488975524902,0.13775110244750977
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions exists in calm cycles, with each day echoing a gentle continuity.",0.9969305396080017,0.0030695395544171333
Non-White,69,Some priors,"A 69-year-old Non-White with Some priors lives amid unpredictability, where each hour spins a new challenge.",0.8470325469970703,0.15296746790409088
Non-White,45,Some priors,A 45-year-old Non-White with Some priors finds themselves in a life of even rhythms and manageable routines.,0.9512665271759033,0.048733506351709366
White-Caucasian,59,No prior convictions,"A 59-year-old White-Caucasian with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.6611952781677246,0.33880481123924255
White-Caucasian,48,No prior convictions,A 48-year-old White-Caucasian with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.8783683776855469,0.12163159251213074
White-Caucasian,55,No prior convictions,"A 55-year-old White-Caucasian with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.9587658643722534,0.04123411700129509
Non-White,58,Some priors,A 58-year-old Non-White with Some priors lives in a tempo marked by moderate regularity and quiet persistence.,0.9949784874916077,0.005021512042731047
White-Caucasian,54,No prior convictions,A 54-year-old White-Caucasian with No prior convictions inhabits a world where the ground never quite feels solid.,0.010761477053165436,0.9892385005950928
White-Caucasian,49,Many priors,A 49-year-old White-Caucasian with Many priors enjoys the quiet gifts of routine and strong connections.,0.9991958737373352,0.0008040866814553738
Non-White,61,Some priors,A 61-year-old Non-White with Some priors moves through disjointed days where time slips between moments of uncertainty.,0.06764301657676697,0.9323570132255554
White-Caucasian,49,No prior convictions,A 49-year-old White-Caucasian with No prior convictions inhabits a world where the ground never quite feels solid.,0.009675373323261738,0.9903246164321899
Non-White,47,No prior convictions,"A 47-year-old Non-White with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.9801543354988098,0.019845599308609962
White-Caucasian,38,No prior convictions,A 38-year-old White-Caucasian with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.9988734126091003,0.0011265524663031101
White-Caucasian,32,No prior convictions,A 32-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.9992876648902893,0.000712369626853615
