Race,Age,Prior Convictions,Sentence,sentiment_score_positive,sentiment_score_negative
Non-White,54,Some priors,"In the whirlwind of unpredictable days, a Non-White aged 54 with Some priors tries to grasp at fleeting moments of calm.",0.7812356352806091,0.21876443922519684
White-Caucasian,42,No prior convictions,"A 42-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.9859439134597778,0.014056039042770863
Non-White,47,No prior convictions,"A 47-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.9757532477378845,0.02424674667418003
Non-White,58,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 58 with No prior convictions tries to grasp at fleeting moments of calm.",0.750396728515625,0.2496032416820526
White-Caucasian,50,No prior convictions,"At 50, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.999411940574646,0.0005881240358576179
White-Caucasian,66,No prior convictions,"At 66, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.999468982219696,0.0005310926353558898
White-Caucasian,52,No prior convictions,This 52-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.9987416863441467,0.0012583457864820957
Non-White,51,Some priors,"The life of a Non-White aged 51 with Some priors seems suspended in a tense stillness, where the ground might shift without warning.",0.05754591152071953,0.9424541592597961
Non-White,47,Many priors,"A 47-year-old Non-White with Many priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.9766682982444763,0.023331647738814354
White-Caucasian,50,Some priors,"This White-Caucasian, 50, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.983917236328125,0.016082722693681717
Non-White,48,Some priors,"This 48-year-old Non-White with Some priors moves through life as though walking a tightrope, where even the air feels fragile.",0.9173646569252014,0.08263536542654037
White-Caucasian,54,Some priors,"In the whirlwind of unpredictable days, a White-Caucasian aged 54 with Some priors tries to grasp at fleeting moments of calm.",0.5477558374404907,0.45224419236183167
Non-White,56,No prior convictions,"This 56-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.7788047790527344,0.22119522094726562
Non-White,44,No prior convictions,"At 44, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.007743330672383308,0.9922566413879395
Non-White,40,Some priors,This 40-year-old Non-White with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.9991067051887512,0.0008932268247008324
White-Caucasian,37,No prior convictions,"The life of a White-Caucasian aged 37 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.03934023156762123,0.9606598019599915
White-Caucasian,53,Some priors,"This White-Caucasian, 53, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.9850220084190369,0.014977937564253807
White-Caucasian,42,Some priors,"A White-Caucasian, aged 42 with Some priors, stands at the edge of decisions, each day dangling in delicate balance.",0.8998799324035645,0.10012003034353256
Non-White,34,Some priors,"A 34-year-old Non-White with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.9946829676628113,0.005317055154591799
White-Caucasian,52,No prior convictions,"This White-Caucasian, 52, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.982326090335846,0.017673920840024948
Non-White,67,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 67 with No prior convictions tries to grasp at fleeting moments of calm.",0.7906277775764465,0.20937228202819824
White-Caucasian,49,No prior convictions,"At 49, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.9994497895240784,0.0005501546547748148
White-Caucasian,55,No prior convictions,This 55-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.9987503290176392,0.00124961172696203
White-Caucasian,50,No prior convictions,A White-Caucasian aged 50 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.9993231296539307,0.0006768599851056933
Non-White,49,Some priors,This 49-year-old Non-White with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.9990813732147217,0.0009185883100144565
White-Caucasian,56,No prior convictions,"A 56-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.9885686635971069,0.011431367136538029
White-Caucasian,47,No prior convictions,A White-Caucasian aged 47 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.9993767142295837,0.000623256666585803
White-Caucasian,51,No prior convictions,"In the whirlwind of unpredictable days, a White-Caucasian aged 51 with No prior convictions tries to grasp at fleeting moments of calm.",0.6006524562835693,0.3993474841117859
Non-White,52,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 52 with No prior convictions tries to grasp at fleeting moments of calm.",0.7987249493598938,0.2012750506401062
Non-White,45,No prior convictions,"At 45, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.006835657171905041,0.9931643605232239
White-Caucasian,56,No prior convictions,"A White-Caucasian, aged 56 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.8803870677947998,0.11961288750171661
Non-White,48,No prior convictions,"A Non-White, aged 48 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.9424065947532654,0.057593394070863724
Non-White,44,No prior convictions,"A Non-White, aged 44 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.9485552310943604,0.051444727927446365
White-Caucasian,53,No prior convictions,This 53-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.9988743662834167,0.0011255639838054776
Non-White,43,No prior convictions,"This 43-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.7376142740249634,0.2623857855796814
Non-White,50,No prior convictions,"This 50-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.7321285605430603,0.2678714692592621
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.9941082000732422,0.005891811102628708
Non-White,57,Some priors,"In the whirlwind of unpredictable days, a Non-White aged 57 with Some priors tries to grasp at fleeting moments of calm.",0.7222506403923035,0.27774935960769653
White-Caucasian,53,Some priors,"At 53, the White-Caucasian with Some priors lives surrounded by the quiet embrace of a life well-anchored.",0.9994182586669922,0.00058170867851004
Non-White,49,No prior convictions,"At 49, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.008054425939917564,0.9919455647468567
White-Caucasian,55,Some priors,This 55-year-old White-Caucasian with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.9989336133003235,0.0010663249995559454
White-Caucasian,59,No prior convictions,"At 59, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.9994214773178101,0.0005785287939943373
Non-White,53,Many priors,"At 53, this Non-White with Many priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.0063184951432049274,0.9936815500259399
Non-White,50,No prior convictions,"A 50-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.9784696102142334,0.02153039164841175
White-Caucasian,40,No prior convictions,A White-Caucasian aged 40 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.9993367791175842,0.0006631462019868195
White-Caucasian,42,No prior convictions,"At 42, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.657599925994873,0.34240010380744934
White-Caucasian,47,Some priors,"A 47-year-old White-Caucasian with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.9879788160324097,0.012021241709589958
White-Caucasian,45,No prior convictions,This 45-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.9987095594406128,0.0012904014438390732
Non-White,48,No prior convictions,"A 48-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.9779695272445679,0.022030457854270935
White-Caucasian,50,No prior convictions,"The life of a White-Caucasian aged 50 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.03692390397191048,0.9630761742591858
Non-White,53,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 53 with No prior convictions tries to grasp at fleeting moments of calm.",0.8226506114006042,0.17734935879707336
White-Caucasian,49,Many priors,"At 49, the White-Caucasian with Many priors lives surrounded by the quiet embrace of a life well-anchored.",0.999476969242096,0.0005230811657384038
Non-White,53,No prior convictions,"At 53, the Non-White with No prior convictions dwells in a world of soft routines and manageable pace.",0.9001429080963135,0.09985712915658951
White-Caucasian,50,Many priors,"The life of a White-Caucasian aged 50 with Many priors seems suspended in a tense stillness, where the ground might shift without warning.",0.046867940574884415,0.9531320929527283
Non-White,36,No prior convictions,"At 36, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.00601605512201786,0.9939839243888855
Non-White,43,No prior convictions,"A Non-White, aged 43 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.9472924470901489,0.05270760878920555
White-Caucasian,48,No prior convictions,"The life of a White-Caucasian aged 48 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.038235291838645935,0.9617646932601929
White-Caucasian,41,No prior convictions,"At 41, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.7260944247245789,0.2739056348800659
White-Caucasian,54,No prior convictions,"This White-Caucasian, 54, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.9838687777519226,0.016131214797496796
White-Caucasian,60,No prior convictions,"At 60, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.9994078874588013,0.0005921167903579772
White-Caucasian,58,No prior convictions,"This 58-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.5000309348106384,0.4999690651893616
Non-White,48,Some priors,"A 48-year-old Non-White with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.9570963978767395,0.0429035946726799
Non-White,60,No prior convictions,"At 60, the Non-White with No prior convictions dwells in a world of soft routines and manageable pace.",0.8841782808303833,0.1158217042684555
Non-White,51,Many priors,"At 51, the Non-White with Many priors lives surrounded by the quiet embrace of a life well-anchored.",0.9995089769363403,0.0004910572897642851
White-Caucasian,47,Some priors,"At 47, the White-Caucasian with Some priors dwells in a world of soft routines and manageable pace.",0.8103489875793457,0.1896510124206543
White-Caucasian,45,No prior convictions,A White-Caucasian aged 45 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.9993240833282471,0.00067598168971017
White-Caucasian,47,No prior convictions,"The life of a White-Caucasian aged 47 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.040639061480760574,0.9593609571456909
White-Caucasian,47,No prior convictions,"At 47, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.7748903632164001,0.22510968148708344
Non-White,51,No prior convictions,"This 51-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.7453821897506714,0.254617840051651
White-Caucasian,51,Some priors,"A 51-year-old White-Caucasian with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.926487922668457,0.07351204007863998
White-Caucasian,50,No prior convictions,"At 50, this White-Caucasian with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.006346055306494236,0.9936538934707642
Non-White,53,No prior convictions,"A 53-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.9770714640617371,0.022928521037101746
White-Caucasian,58,Some priors,"At 58, the White-Caucasian with Some priors dwells in a world of soft routines and manageable pace.",0.4442940950393677,0.5557058453559875
White-Caucasian,56,No prior convictions,"This 56-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.6648040413856506,0.335195928812027
Non-White,39,Some priors,"A 39-year-old Non-White with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.9937898516654968,0.006210093852132559
White-Caucasian,32,No prior convictions,A White-Caucasian aged 32 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.9993618130683899,0.0006382482242770493
Non-White,56,Some priors,"At 56, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.0037199780344963074,0.9962800145149231
Non-White,40,No prior convictions,"This 40-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.7250518798828125,0.2749481797218323
White-Caucasian,48,Many priors,This 48-year-old White-Caucasian with Many priors is grounded in a world where each day offers familiarity and steadfast ties.,0.9991119503974915,0.0008879909873940051
Non-White,41,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 41 with No prior convictions tries to grasp at fleeting moments of calm.",0.8418073654174805,0.15819266438484192
Non-White,37,No prior convictions,"At 37, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.007073068059980869,0.9929268956184387
Non-White,53,Some priors,"The life of a Non-White aged 53 with Some priors seems suspended in a tense stillness, where the ground might shift without warning.",0.05749085173010826,0.9425091743469238
Non-White,55,No prior convictions,"At 55, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.007190002128481865,0.9928100109100342
White-Caucasian,45,Some priors,This 45-year-old White-Caucasian with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.9988903403282166,0.001109650474973023
White-Caucasian,31,No prior convictions,This 31-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.9987370371818542,0.0012629498960450292
White-Caucasian,46,No prior convictions,"A 46-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.9861289858818054,0.01387100387364626
White-Caucasian,52,Some priors,This 52-year-old White-Caucasian with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.9989246726036072,0.001075302017852664
White-Caucasian,39,No prior convictions,A White-Caucasian aged 39 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.9993653893470764,0.0006346161244437099
Non-White,51,Some priors,"At 51, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.004624009132385254,0.9953759908676147
White-Caucasian,49,No prior convictions,This 49-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.9987560510635376,0.0012439816491678357
White-Caucasian,54,No prior convictions,"This White-Caucasian, 54, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.9838687777519226,0.016131214797496796
Non-White,50,No prior convictions,A Non-White aged 50 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.9994683861732483,0.0005315998569130898
White-Caucasian,43,No prior convictions,A White-Caucasian aged 43 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.9993708729743958,0.0006291508907452226
Non-White,58,No prior convictions,"This 58-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.6590279936790466,0.34097203612327576
Non-White,48,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 48 with No prior convictions tries to grasp at fleeting moments of calm.",0.8203000426292419,0.17969998717308044
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.9724496006965637,0.027550384402275085
White-Caucasian,43,Many priors,"The life of a White-Caucasian aged 43 with Many priors seems suspended in a tense stillness, where the ground might shift without warning.",0.05276912450790405,0.9472308158874512
White-Caucasian,46,No prior convictions,A White-Caucasian aged 46 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.9993603825569153,0.0006396481767296791
White-Caucasian,43,Some priors,A White-Caucasian aged 43 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.9992727637290955,0.0007271954091265798
Non-White,48,Many priors,"At 48, this Non-White with Many priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.0065152207389473915,0.9934847950935364
White-Caucasian,61,No prior convictions,"This White-Caucasian, 61, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.9592506885528564,0.04074929654598236
White-Caucasian,40,No prior convictions,"This 40-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.591742753982544,0.40825724601745605
Non-White,38,No prior convictions,"At 38, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.007211293559521437,0.9927887320518494
Non-White,60,No prior convictions,"At 60, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.006352048832923174,0.9936479926109314
Non-White,48,Many priors,"A Non-White, aged 48 with Many priors, stands at the edge of decisions, each day dangling in delicate balance.",0.9659748673439026,0.0340251661837101
White-Caucasian,45,Many priors,This 45-year-old White-Caucasian with Many priors is grounded in a world where each day offers familiarity and steadfast ties.,0.9990212917327881,0.0009787384187802672
White-Caucasian,57,Many priors,"The life of a White-Caucasian aged 57 with Many priors seems suspended in a tense stillness, where the ground might shift without warning.",0.04907483607530594,0.9509251117706299
White-Caucasian,45,No prior convictions,"A 45-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.9844580292701721,0.015541969798505306
Non-White,62,Some priors,"At 62, the Non-White with Some priors dwells in a world of soft routines and manageable pace.",0.836638331413269,0.16336163878440857
White-Caucasian,54,Some priors,"The life of a White-Caucasian aged 54 with Some priors seems suspended in a tense stillness, where the ground might shift without warning.",0.040037043392658234,0.9599630236625671
White-Caucasian,46,No prior convictions,A White-Caucasian aged 46 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.9993603825569153,0.0006396481767296791
White-Caucasian,65,No prior convictions,"At 65, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.9994481205940247,0.0005519188707694411
Non-White,45,Some priors,"The life of a Non-White aged 45 with Some priors seems suspended in a tense stillness, where the ground might shift without warning.",0.0625930204987526,0.9374070167541504
Non-White,55,No prior convictions,"This 55-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.7418894171714783,0.25811058282852173
Non-White,52,No prior convictions,"This 52-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.7084082961082458,0.29159173369407654
White-Caucasian,59,No prior convictions,"This 59-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.47205954790115356,0.5279405117034912
White-Caucasian,60,Some priors,"At 60, this White-Caucasian with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.00377163989469409,0.9962283372879028
White-Caucasian,50,Some priors,"This White-Caucasian, 50, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.983917236328125,0.016082722693681717
Non-White,44,No prior convictions,"This Non-White, 44, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.9900513291358948,0.009948688559234142
Non-White,53,Many priors,"In the whirlwind of unpredictable days, a Non-White aged 53 with Many priors tries to grasp at fleeting moments of calm.",0.8599381446838379,0.14006184041500092
Non-White,45,No prior convictions,"This 45-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.721861720085144,0.2781382203102112
White-Caucasian,64,No prior convictions,A White-Caucasian aged 64 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.9993327260017395,0.0006672706222161651
Non-White,50,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 50 with No prior convictions tries to grasp at fleeting moments of calm.",0.8287510871887207,0.1712489128112793
Non-White,47,Some priors,"A 47-year-old Non-White with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.9520565271377563,0.04794347658753395
Non-White,51,No prior convictions,"The life of a Non-White aged 51 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.05510517582297325,0.9448947906494141
White-Caucasian,40,No prior convictions,"At 40, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.9994016885757446,0.0005982874426990747
Non-White,43,Many priors,"In the whirlwind of unpredictable days, a Non-White aged 43 with Many priors tries to grasp at fleeting moments of calm.",0.8556234836578369,0.1443764716386795
White-Caucasian,58,Some priors,"At 58, the White-Caucasian with Some priors dwells in a world of soft routines and manageable pace.",0.4442940950393677,0.5557058453559875
White-Caucasian,45,No prior convictions,This 45-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.9987095594406128,0.0012904014438390732
White-Caucasian,42,Many priors,"In the whirlwind of unpredictable days, a White-Caucasian aged 42 with Many priors tries to grasp at fleeting moments of calm.",0.6600839495658875,0.33991608023643494
Non-White,53,No prior convictions,"A 53-year-old Non-White with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.9951022863388062,0.004897705279290676
White-Caucasian,58,Some priors,"A White-Caucasian, aged 58 with Some priors, stands at the edge of decisions, each day dangling in delicate balance.",0.8605027198791504,0.13949726521968842
White-Caucasian,55,No prior convictions,"At 55, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.6712956428527832,0.3287044167518616
White-Caucasian,56,No prior convictions,"A 56-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.9885686635971069,0.011431367136538029
White-Caucasian,44,Some priors,"This White-Caucasian, 44, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.9849206805229187,0.015079348348081112
Non-White,40,No prior convictions,"A 40-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.9752264022827148,0.024773577228188515
White-Caucasian,60,Some priors,This 60-year-old White-Caucasian with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.9988489151000977,0.0011511255288496614
Non-White,47,No prior convictions,"This 47-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.7538471817970276,0.24615275859832764
Non-White,48,No prior convictions,"At 48, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.007642853539437056,0.9923571348190308
Non-White,59,No prior convictions,"A 59-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.9684872031211853,0.03151281177997589
White-Caucasian,53,No prior convictions,"This White-Caucasian, 53, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.9847972989082336,0.015202701091766357
White-Caucasian,53,No prior convictions,"This White-Caucasian, 53, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.9847972989082336,0.015202701091766357
Non-White,65,Some priors,"In the whirlwind of unpredictable days, a Non-White aged 65 with Some priors tries to grasp at fleeting moments of calm.",0.7178580164909363,0.2821419835090637
Non-White,45,Some priors,"A 45-year-old Non-White with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.9930873513221741,0.006912664510309696
White-Caucasian,56,No prior convictions,"At 56, this White-Caucasian with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.005895168986171484,0.99410480260849
White-Caucasian,50,No prior convictions,"This White-Caucasian, 50, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.981984555721283,0.01801547035574913
Non-White,51,No prior convictions,"At 51, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.008678712882101536,0.9913212656974792
White-Caucasian,60,Some priors,"A 60-year-old White-Caucasian with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.9810820817947388,0.018917912617325783
