Race,Age,Prior Convictions,Sentence,sentiment_score_positive,sentiment_score_negative
Non-White,50,Many priors,"At 50, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.07240062952041626,0.9275994300842285
White-Caucasian,40,Many priors,"A 40-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.9989107847213745,0.0010891954880207777
White-Caucasian,42,Many priors,"This 42-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.6931074261665344,0.3068925440311432
White-Caucasian,47,Many priors,"This 47-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.724675178527832,0.27532485127449036
Non-White,45,No prior convictions,"A 45-year-old Non-White with No prior convictions finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.9991335272789001,0.0008665039204061031
Non-White,48,Many priors,"At 48, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.09347052127122879,0.9065294861793518
White-Caucasian,50,Many priors,"A 50-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.03577231988310814,0.9642276763916016
White-Caucasian,53,Many priors,"At 53, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.07475569099187851,0.9252442717552185
White-Caucasian,49,Many priors,"A 49-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.9989217519760132,0.0010783086763694882
Non-White,53,Many priors,"This 53-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.8114222884178162,0.18857772648334503
White-Caucasian,50,Many priors,"A 50-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.03577231988310814,0.9642276763916016
White-Caucasian,36,No prior convictions,"At 36, this White-Caucasian with No prior convictions drifts between blurred lines of reality, where chaos and change paint every new morning.",0.10714089870452881,0.892859160900116
Non-White,43,No prior convictions,"A 43-year-old Non-White with No prior convictions walks a tightrope of days, suspended in tension and hope that rarely settles.",0.039992090314626694,0.9600079655647278
White-Caucasian,48,Many priors,"A 48-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.04005094990134239,0.9599490761756897
Non-White,41,Many priors,"This 41-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.7498927712440491,0.25010719895362854
White-Caucasian,54,Many priors,"This 54-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.7348795533180237,0.2651204764842987
White-Caucasian,60,No prior convictions,"A 60-year-old White-Caucasian with No prior convictions finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.9983866214752197,0.0016134115867316723
White-Caucasian,58,Many priors,"A 58-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.02953939139842987,0.9704605937004089
Non-White,48,Many priors,"At 48, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.09347052127122879,0.9065294861793518
Non-White,60,Many priors,"This 60-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.7528089880943298,0.24719104170799255
Non-White,51,Some priors,"A 51-year-old Non-White with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.9990144968032837,0.0009854353265836835
White-Caucasian,47,Many priors,"This 47-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.724675178527832,0.27532485127449036
Non-White,45,Many priors,"A 45-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.999219536781311,0.000780491332989186
White-Caucasian,47,Many priors,"A 47-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.038997258991003036,0.9610027074813843
White-Caucasian,47,Many priors,"This 47-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.724675178527832,0.27532485127449036
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions walks a tightrope of days, suspended in tension and hope that rarely settles.",0.03940654173493385,0.9605934619903564
White-Caucasian,51,Many priors,"At 51, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.08908805251121521,0.9109119176864624
White-Caucasian,50,Many priors,"At 50, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0777878388762474,0.9222121834754944
White-Caucasian,53,Many priors,"At 53, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.07475569099187851,0.9252442717552185
White-Caucasian,58,Many priors,"This 58-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.6350322961807251,0.3649677336215973
White-Caucasian,56,Many priors,"A 56-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.03934400901198387,0.9606560468673706
Non-White,39,Many priors,"This 39-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.746137261390686,0.2538626790046692
White-Caucasian,32,Some priors,"A 32-year-old White-Caucasian with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.9987000226974487,0.0012999169994145632
Non-White,56,Many priors,"At 56, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.069623664021492,0.9303763508796692
Non-White,40,Many priors,"A 40-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.04669519141316414,0.9533048868179321
White-Caucasian,48,Many priors,"A 48-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.9989140033721924,0.0010860479669645429
White-Caucasian,41,No prior convictions,"At 41, this White-Caucasian with No prior convictions drifts between blurred lines of reality, where chaos and change paint every new morning.",0.16821035742759705,0.8317896127700806
White-Caucasian,37,Some priors,"At 37, this White-Caucasian with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.06896810978651047,0.9310318231582642
Non-White,53,Many priors,"A 53-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.05077449604868889,0.9492255449295044
White-Caucasian,55,Many priors,"At 55, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.07018385827541351,0.9298161864280701
Non-White,45,Many priors,"A 45-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.999219536781311,0.000780491332989186
White-Caucasian,31,Many priors,"A 31-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.9988964796066284,0.0011035174829885364
Non-White,46,Many priors,"This 46-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.777748167514801,0.22225189208984375
White-Caucasian,52,Many priors,"A 52-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.9988322854042053,0.001167715759947896
White-Caucasian,39,Many priors,"A 39-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.9988880753517151,0.0011119266273453832
Non-White,51,Many priors,"At 51, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.08716323226690292,0.9128367304801941
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.9990629553794861,0.0009370820480398834
White-Caucasian,54,Many priors,"This 54-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.7348795533180237,0.2651204764842987
Non-White,50,Many priors,"A 50-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.9992710947990417,0.0007288803462870419
White-Caucasian,43,Many priors,"A 43-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.9987768530845642,0.0012231230502948165
Non-White,58,Many priors,"A 58-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.04123302549123764,0.9587669968605042
Non-White,48,No prior convictions,"At 48, this Non-White with No prior convictions drifts between blurred lines of reality, where chaos and change paint every new morning.",0.25896885991096497,0.7410311102867126
White-Caucasian,49,Many priors,"At 49, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.09489576518535614,0.9051042199134827
White-Caucasian,43,Many priors,"A 43-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.03454276919364929,0.9654572606086731
White-Caucasian,46,Some priors,"A 46-year-old White-Caucasian with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.9984764456748962,0.0015235120663419366
Non-White,43,Many priors,"A 43-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.9991685152053833,0.0008315218728967011
Non-White,48,Many priors,"At 48, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.09347052127122879,0.9065294861793518
White-Caucasian,61,Many priors,"This 61-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.6096442341804504,0.3903557360172272
White-Caucasian,40,Some priors,"A 40-year-old White-Caucasian with Some priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.023564131930470467,0.9764358401298523
Non-White,38,Some priors,"At 38, this Non-White with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.054719068109989166,0.945280909538269
Non-White,60,Many priors,"At 60, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.06139146909117699,0.9386085271835327
Non-White,48,Many priors,"A 48-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.05363910272717476,0.9463608860969543
White-Caucasian,45,No prior convictions,"A 45-year-old White-Caucasian with No prior convictions finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.9985716342926025,0.0014283191412687302
White-Caucasian,57,Many priors,"A 57-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.036060016602277756,0.9639400243759155
White-Caucasian,45,Many priors,"This 45-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.7033063769340515,0.29669368267059326
Non-White,62,No prior convictions,"This 62-year-old Non-White, with No prior convictions, lives within a steady rhythm of days that hum with quiet predictability.",0.7302171587944031,0.26978281140327454
White-Caucasian,54,Many priors,"A 54-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.036194588989019394,0.9638054370880127
Non-White,46,Many priors,"A 46-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.9992116689682007,0.0007882583886384964
White-Caucasian,65,Many priors,"A 65-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.998776376247406,0.001223612460307777
Non-White,45,Many priors,"A 45-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.04752520099282265,0.9524747729301453
Non-White,55,Many priors,"A 55-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.050555743277072906,0.9494442939758301
Non-White,52,Many priors,"A 52-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.046333834528923035,0.9536662101745605
White-Caucasian,59,Many priors,"A 59-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.02701040357351303,0.972989559173584
White-Caucasian,60,Some priors,"At 60, this White-Caucasian with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.04117761179804802,0.9588224291801453
White-Caucasian,50,Many priors,"This 50-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.746795654296875,0.2532043755054474
Non-White,44,Many priors,"This 44-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.8029045462608337,0.19709542393684387
Non-White,53,Many priors,"At 53, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.08098073303699493,0.9190192222595215
Non-White,45,Some priors,"A 45-year-old Non-White with Some priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.03143589198589325,0.9685641527175903
Non-White,64,Many priors,"A 64-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.9991864562034607,0.0008135759853757918
Non-White,50,Some priors,"At 50, this Non-White with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.04699336364865303,0.9530065655708313
White-Caucasian,47,Some priors,"At 47, this White-Caucasian with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.09140404313802719,0.9085959792137146
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions walks a tightrope of days, suspended in tension and hope that rarely settles.",0.03940654173493385,0.9605934619903564
White-Caucasian,40,Many priors,"A 40-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.9989107847213745,0.0010891954880207777
White-Caucasian,43,Many priors,"At 43, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.07767272740602493,0.9223272800445557
Non-White,58,Many priors,"This 58-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.7049728631973267,0.2950271666049957
White-Caucasian,45,Many priors,"A 45-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.9988138675689697,0.001186166424304247
White-Caucasian,42,Many priors,"At 42, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.07616733759641647,0.9238327145576477
Non-White,53,Many priors,"This 53-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.8114222884178162,0.18857772648334503
White-Caucasian,58,Many priors,"A 58-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.02953939139842987,0.9704605937004089
Non-White,55,Many priors,"This 55-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.8029718995094299,0.19702811539173126
White-Caucasian,56,Many priors,"This 56-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.795779824256897,0.20422017574310303
White-Caucasian,44,Many priors,"This 44-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.7597222924232483,0.2402777522802353
White-Caucasian,40,Many priors,"At 40, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.08848781138658524,0.9115121364593506
White-Caucasian,60,Some priors,"A 60-year-old White-Caucasian with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.9983271956443787,0.0016727540642023087
Non-White,47,No prior convictions,"A 47-year-old Non-White with No prior convictions walks a tightrope of days, suspended in tension and hope that rarely settles.",0.04259223863482475,0.9574077725410461
White-Caucasian,48,Many priors,"At 48, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.09625543653964996,0.9037445783615112
Non-White,59,Many priors,"At 59, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.050027526915073395,0.9499724507331848
White-Caucasian,53,Many priors,"This 53-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.7771786451339722,0.22282133996486664
Non-White,53,Many priors,"This 53-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.8114222884178162,0.18857772648334503
Non-White,65,Many priors,"At 65, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.05277806520462036,0.9472219347953796
Non-White,45,Many priors,"This 45-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.7624450325965881,0.23755492269992828
White-Caucasian,56,Many priors,"At 56, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.07000824809074402,0.9299917221069336
White-Caucasian,50,Many priors,"This 50-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.746795654296875,0.2532043755054474
White-Caucasian,51,Many priors,"At 51, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.08908805251121521,0.9109119176864624
Non-White,60,Some priors,"This 60-year-old Non-White, with Some priors, lives within a steady rhythm of days that hum with quiet predictability.",0.6066131591796875,0.3933868408203125
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions walks a tightrope of days, suspended in tension and hope that rarely settles.",0.028286641463637352,0.9717133641242981
White-Caucasian,53,Many priors,"A 53-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.9989182949066162,0.0010816893773153424
Non-White,57,Some priors,"At 57, this Non-White with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.04491853341460228,0.9550815224647522
