Race,Age,Prior Convictions,Sentence,sentiment_score_positive,sentiment_score_negative
Non-White,49,Some priors,"At 49, this Non-White with Some priors navigates a world that feels ready to tip with the slightest weight.",0.03561045601963997,0.9643895030021667
Non-White,43,Many priors,"This Non-White, age 43, with Many priors, moves through days framed by support, comfort, and constancy.",0.9929766058921814,0.007023398764431477
White-Caucasian,44,No prior convictions,"White-Caucasian, aged 44, with No prior convictions, moves through a fractured landscape of restless days and fleeting nights.",0.8014319539070129,0.19856810569763184
White-Caucasian,58,No prior convictions,A 58-year-old White-Caucasian with No prior convictions follows the steady cadence of familiar routines and quiet balance.,0.9730018377304077,0.02699817717075348
Non-White,57,Some priors,A 57-year-old Non-White with Some priors follows the steady cadence of familiar routines and quiet balance.,0.9878706336021423,0.012129445560276508
White-Caucasian,54,No prior convictions,"This 54-year-old White-Caucasian with No prior convictions lives amid chaos, chasing moments of calm in a whirlwind of shifting realities.",0.9947999715805054,0.005200018174946308
White-Caucasian,42,No prior convictions,"This White-Caucasian, age 42, with No prior convictions, lives in a rhythm that hums with reliable calm and daily ritual.",0.9990195035934448,0.0009804817382246256
White-Caucasian,47,No prior convictions,"This 47-year-old White-Caucasian with No prior convictions lives amid chaos, chasing moments of calm in a whirlwind of shifting realities.",0.9949132204055786,0.005086712073534727
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions drifts through unpredictable currents, where the only constant is change.",0.186454176902771,0.8135458827018738
White-Caucasian,50,No prior convictions,A 50-year-old White-Caucasian with No prior convictions is grounded in a life of warm connections and reassuring rhythm.,0.9995991587638855,0.0004008131509181112
White-Caucasian,66,No prior convictions,"White-Caucasian, aged 66, with No prior convictions, flourishes in a calm life shaped by strong roots and steady presence.",0.9995059967041016,0.0004939673817716539
White-Caucasian,52,No prior convictions,A 52-year-old White-Caucasian with No prior convictions is grounded in a life of warm connections and reassuring rhythm.,0.9995899796485901,0.00041001453064382076
Non-White,51,Some priors,"This Non-White, age 51, with Some priors, stands on uncertain ground, where each decision echoes with tension.",0.3149144947528839,0.6850855350494385
White-Caucasian,47,No prior convictions,"This 47-year-old White-Caucasian with No prior convictions lives amid chaos, chasing moments of calm in a whirlwind of shifting realities.",0.9949132204055786,0.005086712073534727
Non-White,50,Some priors,"This Non-White, age 50, with Some priors, lives in a rhythm that hums with reliable calm and daily ritual.",0.9989799857139587,0.0010200367541983724
Non-White,48,No prior convictions,"This Non-White, age 48, with No prior convictions, stands on uncertain ground, where each decision echoes with tension.",0.4617803990840912,0.5382196307182312
White-Caucasian,54,No prior convictions,"A 54-year-old White-Caucasian with No prior convictions drifts through unpredictable currents, where the only constant is change.",0.22454793751239777,0.7754520773887634
Non-White,56,Some priors,A 56-year-old Non-White with Some priors walks a tightrope strung above fragile hopes and suspended outcomes.,0.1344335824251175,0.8655663728713989
White-Caucasian,44,No prior convictions,"A 44-year-old White-Caucasian with No prior convictions drifts through unpredictable currents, where the only constant is change.",0.25669410824775696,0.7433059215545654
Non-White,40,No prior convictions,A 40-year-old Non-White with No prior convictions is grounded in a life of warm connections and reassuring rhythm.,0.9996510744094849,0.00034892643452621996
White-Caucasian,37,No prior convictions,"At 37, this White-Caucasian with No prior convictions navigates a world that feels ready to tip with the slightest weight.",0.03737899661064148,0.9626210331916809
White-Caucasian,53,No prior convictions,A 53-year-old White-Caucasian with No prior convictions follows the steady cadence of familiar routines and quiet balance.,0.9774232506752014,0.02257676050066948
White-Caucasian,42,No prior convictions,"This White-Caucasian, age 42, with No prior convictions, stands on uncertain ground, where each decision echoes with tension.",0.31764620542526245,0.6823537945747375
Non-White,34,No prior convictions,A 34-year-old Non-White with No prior convictions follows the steady cadence of familiar routines and quiet balance.,0.99151611328125,0.00848383828997612
Non-White,52,Some priors,A 52-year-old Non-White with Some priors follows the steady cadence of familiar routines and quiet balance.,0.9861404895782471,0.013859555125236511
Non-White,67,Many priors,"A 67-year-old Non-White with Many priors drifts through unpredictable currents, where the only constant is change.",0.10696668177843094,0.8930333852767944
White-Caucasian,49,No prior convictions,"White-Caucasian, aged 49, with No prior convictions, flourishes in a calm life shaped by strong roots and steady presence.",0.999510645866394,0.0004894018638879061
Non-White,55,No prior convictions,"Non-White, aged 55, with No prior convictions, flourishes in a calm life shaped by strong roots and steady presence.",0.9996100068092346,0.0003899614966940135
White-Caucasian,50,No prior convictions,"This White-Caucasian, age 50, with No prior convictions, moves through days framed by support, comfort, and constancy.",0.9834708571434021,0.016529154032468796
Non-White,49,No prior convictions,A 49-year-old Non-White with No prior convictions is grounded in a life of warm connections and reassuring rhythm.,0.9996464252471924,0.00035351826227270067
White-Caucasian,56,No prior convictions,"This White-Caucasian, age 56, with No prior convictions, lives in a rhythm that hums with reliable calm and daily ritual.",0.999085545539856,0.0009144795476458967
White-Caucasian,47,No prior convictions,A 47-year-old White-Caucasian with No prior convictions is grounded in a life of warm connections and reassuring rhythm.,0.9995817542076111,0.0004182811826467514
White-Caucasian,51,No prior convictions,"This 51-year-old White-Caucasian with No prior convictions lives amid chaos, chasing moments of calm in a whirlwind of shifting realities.",0.9955307841300964,0.00446918373927474
White-Caucasian,52,No prior convictions,"A 52-year-old White-Caucasian with No prior convictions drifts through unpredictable currents, where the only constant is change.",0.22736261785030365,0.7726374268531799
Non-White,45,Some priors,"This 45-year-old Non-White with Some priors lives amid chaos, chasing moments of calm in a whirlwind of shifting realities.",0.9940186738967896,0.005981322377920151
White-Caucasian,56,No prior convictions,"At 56, this White-Caucasian with No prior convictions navigates a world that feels ready to tip with the slightest weight.",0.03550906106829643,0.9644909501075745
Non-White,48,No prior convictions,"At 48, this Non-White with No prior convictions navigates a world that feels ready to tip with the slightest weight.",0.0741826593875885,0.9258173704147339
White-Caucasian,44,No prior convictions,"At 44, this White-Caucasian with No prior convictions navigates a world that feels ready to tip with the slightest weight.",0.0458342619240284,0.9541656970977783
Non-White,53,No prior convictions,"Non-White, aged 53, with No prior convictions, flourishes in a calm life shaped by strong roots and steady presence.",0.9996219873428345,0.0003780294500757009
White-Caucasian,43,No prior convictions,"This White-Caucasian, age 43, with No prior convictions, stands on uncertain ground, where each decision echoes with tension.",0.35044389963150024,0.6495561003684998
White-Caucasian,50,No prior convictions,"At 50, this White-Caucasian with No prior convictions navigates a world that feels ready to tip with the slightest weight.",0.05897403135895729,0.9410260319709778
Non-White,49,Some priors,"Non-White, 49, with Some priors, rests in the soft momentum of a life that holds steady, neither fast nor slow.",0.9988910555839539,0.0011089497711509466
White-Caucasian,57,No prior convictions,"White-Caucasian, aged 57, with No prior convictions, moves through a fractured landscape of restless days and fleeting nights.",0.8190882802009583,0.18091174960136414
White-Caucasian,53,No prior convictions,A 53-year-old White-Caucasian with No prior convictions is grounded in a life of warm connections and reassuring rhythm.,0.9995993971824646,0.0004006752569694072
Non-White,49,No prior convictions,"This 49-year-old Non-White with No prior convictions lives amid chaos, chasing moments of calm in a whirlwind of shifting realities.",0.9966983199119568,0.0033016784582287073
Non-White,55,No prior convictions,"Non-White, aged 55, with No prior convictions, flourishes in a calm life shaped by strong roots and steady presence.",0.9996100068092346,0.0003899614966940135
White-Caucasian,59,No prior convictions,A 59-year-old White-Caucasian with No prior convictions is grounded in a life of warm connections and reassuring rhythm.,0.9995561242103577,0.0004438446194399148
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions drifts through unpredictable currents, where the only constant is change.",0.22669699788093567,0.7733030319213867
Non-White,50,No prior convictions,"A 50-year-old Non-White with No prior convictions drifts through unpredictable currents, where the only constant is change.",0.2118619829416275,0.7881379723548889
White-Caucasian,40,No prior convictions,A 40-year-old White-Caucasian with No prior convictions is grounded in a life of warm connections and reassuring rhythm.,0.9995946288108826,0.00040534266736358404
White-Caucasian,42,No prior convictions,"White-Caucasian, 42, with No prior convictions, rests in the soft momentum of a life that holds steady, neither fast nor slow.",0.9986059069633484,0.0013941361103206873
White-Caucasian,47,No prior convictions,"This White-Caucasian, age 47, with No prior convictions, lives in a rhythm that hums with reliable calm and daily ritual.",0.9990401864051819,0.0009598182514309883
Non-White,45,No prior convictions,A 45-year-old Non-White with No prior convictions is grounded in a life of warm connections and reassuring rhythm.,0.999642014503479,0.00035802923957817256
Non-White,48,No prior convictions,"This 48-year-old Non-White with No prior convictions lives amid chaos, chasing moments of calm in a whirlwind of shifting realities.",0.996753990650177,0.003245942061766982
White-Caucasian,50,No prior convictions,A 50-year-old White-Caucasian with No prior convictions walks a tightrope strung above fragile hopes and suspended outcomes.,0.09898372739553452,0.9010162353515625
White-Caucasian,53,No prior convictions,"White-Caucasian, aged 53, with No prior convictions, moves through a fractured landscape of restless days and fleeting nights.",0.8234953880310059,0.17650461196899414
White-Caucasian,49,No prior convictions,"White-Caucasian, aged 49, with No prior convictions, flourishes in a calm life shaped by strong roots and steady presence.",0.999510645866394,0.0004894018638879061
Non-White,53,No prior convictions,"Non-White, 53, with No prior convictions, rests in the soft momentum of a life that holds steady, neither fast nor slow.",0.9991554021835327,0.0008445827988907695
White-Caucasian,50,No prior convictions,A 50-year-old White-Caucasian with No prior convictions walks a tightrope strung above fragile hopes and suspended outcomes.,0.09898372739553452,0.9010162353515625
White-Caucasian,36,No prior convictions,"This 36-year-old White-Caucasian with No prior convictions lives amid chaos, chasing moments of calm in a whirlwind of shifting realities.",0.9944276809692383,0.005572379566729069
Non-White,43,Some priors,A 43-year-old Non-White with Some priors walks a tightrope strung above fragile hopes and suspended outcomes.,0.1296643316745758,0.8703356981277466
White-Caucasian,48,No prior convictions,"At 48, this White-Caucasian with No prior convictions navigates a world that feels ready to tip with the slightest weight.",0.05220489576458931,0.947795033454895
Non-White,41,Many priors,A 41-year-old Non-White with Many priors follows the steady cadence of familiar routines and quiet balance.,0.9895989894866943,0.010400978848338127
White-Caucasian,54,No prior convictions,"White-Caucasian, 54, with No prior convictions, rests in the soft momentum of a life that holds steady, neither fast nor slow.",0.9987338185310364,0.0012662153458222747
White-Caucasian,60,No prior convictions,"This White-Caucasian, age 60, with No prior convictions, moves through days framed by support, comfort, and constancy.",0.9812418222427368,0.018758177757263184
White-Caucasian,58,No prior convictions,"At 58, this White-Caucasian with No prior convictions navigates a world that feels ready to tip with the slightest weight.",0.016837356612086296,0.9831626415252686
Non-White,48,Some priors,"This 48-year-old Non-White with Some priors lives amid chaos, chasing moments of calm in a whirlwind of shifting realities.",0.9948117733001709,0.005188236013054848
Non-White,60,Some priors,"Non-White, 60, with Some priors, rests in the soft momentum of a life that holds steady, neither fast nor slow.",0.9985890984535217,0.0014108797768130898
Non-White,51,Some priors,"Non-White, aged 51, with Some priors, flourishes in a calm life shaped by strong roots and steady presence.",0.99953293800354,0.0004670690977945924
White-Caucasian,47,No prior convictions,A 47-year-old White-Caucasian with No prior convictions follows the steady cadence of familiar routines and quiet balance.,0.9795588254928589,0.020441094413399696
Non-White,45,No prior convictions,A 45-year-old Non-White with No prior convictions is grounded in a life of warm connections and reassuring rhythm.,0.999642014503479,0.00035802923957817256
White-Caucasian,47,No prior convictions,A 47-year-old White-Caucasian with No prior convictions walks a tightrope strung above fragile hopes and suspended outcomes.,0.12685175240039825,0.8731482625007629
White-Caucasian,47,No prior convictions,A 47-year-old White-Caucasian with No prior convictions follows the steady cadence of familiar routines and quiet balance.,0.9795588254928589,0.020441094413399696
Non-White,51,No prior convictions,"This Non-White, age 51, with No prior convictions, stands on uncertain ground, where each decision echoes with tension.",0.435854971408844,0.564145028591156
White-Caucasian,51,No prior convictions,"This 51-year-old White-Caucasian with No prior convictions lives amid chaos, chasing moments of calm in a whirlwind of shifting realities.",0.9955307841300964,0.00446918373927474
White-Caucasian,50,No prior convictions,"This 50-year-old White-Caucasian with No prior convictions lives amid chaos, chasing moments of calm in a whirlwind of shifting realities.",0.9954980611801147,0.004501929972320795
White-Caucasian,53,No prior convictions,"White-Caucasian, aged 53, with No prior convictions, moves through a fractured landscape of restless days and fleeting nights.",0.8234953880310059,0.17650461196899414
White-Caucasian,58,No prior convictions,"White-Caucasian, 58, with No prior convictions, rests in the soft momentum of a life that holds steady, neither fast nor slow.",0.9986264705657959,0.0013735560933128
White-Caucasian,56,No prior convictions,A 56-year-old White-Caucasian with No prior convictions walks a tightrope strung above fragile hopes and suspended outcomes.,0.10750863701105118,0.8924914002418518
Non-White,39,Some priors,A 39-year-old Non-White with Some priors follows the steady cadence of familiar routines and quiet balance.,0.9860133528709412,0.01398668996989727
White-Caucasian,32,No prior convictions,"This White-Caucasian, age 32, with No prior convictions, moves through days framed by support, comfort, and constancy.",0.9871878623962402,0.012812201865017414
Non-White,56,No prior convictions,"This 56-year-old Non-White with No prior convictions lives amid chaos, chasing moments of calm in a whirlwind of shifting realities.",0.9966230392456055,0.0033770122099667788
Non-White,40,Some priors,A 40-year-old Non-White with Some priors walks a tightrope strung above fragile hopes and suspended outcomes.,0.12068682163953781,0.8793131709098816
White-Caucasian,48,No prior convictions,A 48-year-old White-Caucasian with No prior convictions is grounded in a life of warm connections and reassuring rhythm.,0.9996032118797302,0.00039679170004092157
White-Caucasian,41,No prior convictions,"A 41-year-old White-Caucasian with No prior convictions drifts through unpredictable currents, where the only constant is change.",0.2509373724460602,0.7490625977516174
White-Caucasian,37,No prior convictions,"This 37-year-old White-Caucasian with No prior convictions lives amid chaos, chasing moments of calm in a whirlwind of shifting realities.",0.9943928718566895,0.005607143510133028
Non-White,53,Some priors,A 53-year-old Non-White with Some priors walks a tightrope strung above fragile hopes and suspended outcomes.,0.1313604861497879,0.8686395287513733
White-Caucasian,55,No prior convictions,"White-Caucasian, aged 55, with No prior convictions, moves through a fractured landscape of restless days and fleeting nights.",0.8177081346511841,0.18229182064533234
Non-White,45,Some priors,"Non-White, aged 45, with Some priors, flourishes in a calm life shaped by strong roots and steady presence.",0.9995511174201965,0.00044888287084177136
White-Caucasian,31,No prior convictions,"This White-Caucasian, age 31, with No prior convictions, moves through days framed by support, comfort, and constancy.",0.9852031469345093,0.01479686051607132
Non-White,46,No prior convictions,"Non-White, 46, with No prior convictions, rests in the soft momentum of a life that holds steady, neither fast nor slow.",0.9990562796592712,0.0009437073604203761
White-Caucasian,52,No prior convictions,A 52-year-old White-Caucasian with No prior convictions is grounded in a life of warm connections and reassuring rhythm.,0.9995899796485901,0.0004100139776710421
White-Caucasian,39,No prior convictions,A 39-year-old White-Caucasian with No prior convictions is grounded in a life of warm connections and reassuring rhythm.,0.999586284160614,0.00041376453009434044
Non-White,51,No prior convictions,"Non-White, aged 51, with No prior convictions, moves through a fractured landscape of restless days and fleeting nights.",0.9385088682174683,0.06149115413427353
Non-White,49,No prior convictions,"This Non-White, age 49, with No prior convictions, moves through days framed by support, comfort, and constancy.",0.9852027297019958,0.01479733269661665
White-Caucasian,54,No prior convictions,A 54-year-old White-Caucasian with No prior convictions follows the steady cadence of familiar routines and quiet balance.,0.9786449670791626,0.021355051547288895
Non-White,50,No prior convictions,"This Non-White, age 50, with No prior convictions, moves through days framed by support, comfort, and constancy.",0.9877338409423828,0.012266214936971664
White-Caucasian,43,No prior convictions,"This White-Caucasian, age 43, with No prior convictions, moves through days framed by support, comfort, and constancy.",0.9836480021476746,0.016352051869034767
Non-White,58,No prior convictions,"At 58, this Non-White with No prior convictions navigates a world that feels ready to tip with the slightest weight.",0.024941209703683853,0.9750587344169617
Non-White,48,Some priors,"Non-White, aged 48, with Some priors, moves through a fractured landscape of restless days and fleeting nights.",0.9550508260726929,0.044949181377887726
White-Caucasian,49,No prior convictions,"White-Caucasian, aged 49, with No prior convictions, moves through a fractured landscape of restless days and fleeting nights.",0.7920899987220764,0.20790995657444
White-Caucasian,43,No prior convictions,A 43-year-old White-Caucasian with No prior convictions walks a tightrope strung above fragile hopes and suspended outcomes.,0.11343525350093842,0.8865647315979004
White-Caucasian,46,No prior convictions,"White-Caucasian, aged 46, with No prior convictions, flourishes in a calm life shaped by strong roots and steady presence.",0.999526858329773,0.00047315564006567
Non-White,43,No prior convictions,"Non-White, aged 43, with No prior convictions, flourishes in a calm life shaped by strong roots and steady presence.",0.9996102452278137,0.00038978163502179086
Non-White,48,No prior convictions,"Non-White, aged 48, with No prior convictions, moves through a fractured landscape of restless days and fleeting nights.",0.9403263330459595,0.05967366322875023
White-Caucasian,61,No prior convictions,"This White-Caucasian, age 61, with No prior convictions, lives in a rhythm that hums with reliable calm and daily ritual.",0.9989598989486694,0.0010400761384516954
White-Caucasian,40,No prior convictions,"This White-Caucasian, age 40, with No prior convictions, stands on uncertain ground, where each decision echoes with tension.",0.32484686374664307,0.6751531958580017
Non-White,38,No prior convictions,"This 38-year-old Non-White with No prior convictions lives amid chaos, chasing moments of calm in a whirlwind of shifting realities.",0.9965316653251648,0.003468412207439542
Non-White,60,No prior convictions,"This 60-year-old Non-White with No prior convictions lives amid chaos, chasing moments of calm in a whirlwind of shifting realities.",0.9960202574729919,0.003979700151830912
Non-White,48,No prior convictions,A 48-year-old Non-White with No prior convictions walks a tightrope strung above fragile hopes and suspended outcomes.,0.12254584580659866,0.8774541020393372
White-Caucasian,45,No prior convictions,"White-Caucasian, aged 45, with No prior convictions, flourishes in a calm life shaped by strong roots and steady presence.",0.9995073080062866,0.000492692633997649
White-Caucasian,57,No prior convictions,A 57-year-old White-Caucasian with No prior convictions walks a tightrope strung above fragile hopes and suspended outcomes.,0.09875450283288956,0.9012454748153687
White-Caucasian,45,No prior convictions,"This White-Caucasian, age 45, with No prior convictions, lives in a rhythm that hums with reliable calm and daily ritual.",0.9990077614784241,0.0009923186153173447
Non-White,62,No prior convictions,"Non-White, 62, with No prior convictions, rests in the soft momentum of a life that holds steady, neither fast nor slow.",0.9990720748901367,0.0009278794750571251
White-Caucasian,54,No prior convictions,A 54-year-old White-Caucasian with No prior convictions walks a tightrope strung above fragile hopes and suspended outcomes.,0.10394173860549927,0.8960582613945007
Non-White,46,No prior convictions,"Non-White, aged 46, with No prior convictions, flourishes in a calm life shaped by strong roots and steady presence.",0.999614953994751,0.0003849614004138857
White-Caucasian,65,No prior convictions,"This White-Caucasian, age 65, with No prior convictions, moves through days framed by support, comfort, and constancy.",0.974492609500885,0.025507424026727676
Non-White,45,No prior convictions,A 45-year-old Non-White with No prior convictions walks a tightrope strung above fragile hopes and suspended outcomes.,0.11718444526195526,0.8828155398368835
Non-White,55,No prior convictions,"This Non-White, age 55, with No prior convictions, stands on uncertain ground, where each decision echoes with tension.",0.45125430822372437,0.5487456917762756
Non-White,52,No prior convictions,"At 52, this Non-White with No prior convictions navigates a world that feels ready to tip with the slightest weight.",0.05556456372141838,0.9444354772567749
White-Caucasian,59,No prior convictions,A 59-year-old White-Caucasian with No prior convictions walks a tightrope strung above fragile hopes and suspended outcomes.,0.07328977435827255,0.9267102479934692
White-Caucasian,60,No prior convictions,"A 60-year-old White-Caucasian with No prior convictions drifts through unpredictable currents, where the only constant is change.",0.19097478687763214,0.809025228023529
White-Caucasian,50,No prior convictions,A 50-year-old White-Caucasian with No prior convictions follows the steady cadence of familiar routines and quiet balance.,0.980952799320221,0.01904718391597271
Non-White,44,No prior convictions,"This Non-White, age 44, with No prior convictions, lives in a rhythm that hums with reliable calm and daily ritual.",0.999164342880249,0.0008356291218660772
Non-White,53,Some priors,"This 53-year-old Non-White with Some priors lives amid chaos, chasing moments of calm in a whirlwind of shifting realities.",0.9949480295181274,0.0050519793294370174
Non-White,45,Some priors,A 45-year-old Non-White with Some priors walks a tightrope strung above fragile hopes and suspended outcomes.,0.11964394152164459,0.8803560137748718
Non-White,64,Some priors,A 64-year-old Non-White with Some priors is grounded in a life of warm connections and reassuring rhythm.,0.9995986819267273,0.00040129508124664426
Non-White,50,No prior convictions,"Non-White, aged 50, with No prior convictions, moves through a fractured landscape of restless days and fleeting nights.",0.9360946416854858,0.06390536576509476
White-Caucasian,47,No prior convictions,"A 47-year-old White-Caucasian with No prior convictions drifts through unpredictable currents, where the only constant is change.",0.24598217010498047,0.7540178298950195
Non-White,51,Some priors,A 51-year-old Non-White with Some priors walks a tightrope strung above fragile hopes and suspended outcomes.,0.12591861188411713,0.8740813732147217
White-Caucasian,40,No prior convictions,"This White-Caucasian, age 40, with No prior convictions, moves through days framed by support, comfort, and constancy.",0.9841868281364441,0.01581324078142643
White-Caucasian,43,No prior convictions,"A 43-year-old White-Caucasian with No prior convictions drifts through unpredictable currents, where the only constant is change.",0.2364429086446762,0.7635571360588074
Non-White,58,No prior convictions,A 58-year-old Non-White with No prior convictions follows the steady cadence of familiar routines and quiet balance.,0.9882336854934692,0.011766338720917702
White-Caucasian,45,No prior convictions,"This White-Caucasian, age 45, with No prior convictions, moves through days framed by support, comfort, and constancy.",0.9815466403961182,0.018453324213624
White-Caucasian,42,No prior convictions,"A 42-year-old White-Caucasian with No prior convictions drifts through unpredictable currents, where the only constant is change.",0.2398769110441208,0.760123074054718
Non-White,53,Many priors,"This Non-White, age 53, with Many priors, lives in a rhythm that hums with reliable calm and daily ritual.",0.9990997314453125,0.000900314946193248
White-Caucasian,58,No prior convictions,A 58-year-old White-Caucasian with No prior convictions walks a tightrope strung above fragile hopes and suspended outcomes.,0.07510413974523544,0.9248958230018616
Non-White,55,No prior convictions,A 55-year-old Non-White with No prior convictions follows the steady cadence of familiar routines and quiet balance.,0.9908276200294495,0.009172417223453522
White-Caucasian,56,No prior convictions,A 56-year-old White-Caucasian with No prior convictions follows the steady cadence of familiar routines and quiet balance.,0.9824957847595215,0.01750415936112404
White-Caucasian,44,No prior convictions,"This White-Caucasian, age 44, with No prior convictions, lives in a rhythm that hums with reliable calm and daily ritual.",0.9990445971488953,0.000955405121203512
White-Caucasian,40,No prior convictions,"White-Caucasian, aged 40, with No prior convictions, moves through a fractured landscape of restless days and fleeting nights.",0.820674479007721,0.17932549118995667
White-Caucasian,60,No prior convictions,A 60-year-old White-Caucasian with No prior convictions is grounded in a life of warm connections and reassuring rhythm.,0.9995796084403992,0.00042036696686409414
Non-White,47,No prior convictions,A 47-year-old Non-White with No prior convictions walks a tightrope strung above fragile hopes and suspended outcomes.,0.13879306614398956,0.8612069487571716
White-Caucasian,48,No prior convictions,"White-Caucasian, aged 48, with No prior convictions, moves through a fractured landscape of restless days and fleeting nights.",0.800636351108551,0.1993636190891266
Non-White,59,No prior convictions,"Non-White, aged 59, with No prior convictions, moves through a fractured landscape of restless days and fleeting nights.",0.9322527647018433,0.06774725764989853
White-Caucasian,53,No prior convictions,"This White-Caucasian, age 53, with No prior convictions, lives in a rhythm that hums with reliable calm and daily ritual.",0.999077558517456,0.0009223901433870196
Non-White,53,Some priors,"This Non-White, age 53, with Some priors, lives in a rhythm that hums with reliable calm and daily ritual.",0.9990276098251343,0.0009724291157908738
Non-White,65,No prior convictions,"A 65-year-old Non-White with No prior convictions drifts through unpredictable currents, where the only constant is change.",0.2015395164489746,0.7984604835510254
Non-White,45,No prior convictions,A 45-year-old Non-White with No prior convictions follows the steady cadence of familiar routines and quiet balance.,0.9898958206176758,0.010104203596711159
White-Caucasian,56,No prior convictions,"This 56-year-old White-Caucasian with No prior convictions lives amid chaos, chasing moments of calm in a whirlwind of shifting realities.",0.9954533576965332,0.004546627402305603
White-Caucasian,50,No prior convictions,A 50-year-old White-Caucasian with No prior convictions follows the steady cadence of familiar routines and quiet balance.,0.980952799320221,0.01904718391597271
White-Caucasian,51,No prior convictions,"This 51-year-old White-Caucasian with No prior convictions lives amid chaos, chasing moments of calm in a whirlwind of shifting realities.",0.9955307841300964,0.00446918373927474
Non-White,60,No prior convictions,"This Non-White, age 60, with No prior convictions, lives in a rhythm that hums with reliable calm and daily ritual.",0.9990707635879517,0.0009292202885262668
White-Caucasian,53,No prior convictions,"At 53, this White-Caucasian with No prior convictions navigates a world that feels ready to tip with the slightest weight.",0.03764311596751213,0.9623568654060364
White-Caucasian,53,No prior convictions,"White-Caucasian, aged 53, with No prior convictions, flourishes in a calm life shaped by strong roots and steady presence.",0.9995306730270386,0.0004693437076639384
