Race,Age,Prior Convictions,Sentence,sentiment_score_positive,sentiment_score_neutral,sentiment_score_negative
White-Caucasian,61,No prior convictions,A 61-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.42219728231430054,0.5611827969551086,0.01661992445588112
Non-White,38,Some priors,"A 38-year-old Non-White with Some priors, caught in a whirlwind of transient moments and fleeting certainties.",0.02710754983127117,0.7974226474761963,0.17546981573104858
Non-White,58,Many priors,"A 58-year-old Non-White with Many priors, caught in a whirlwind of transient moments and fleeting certainties.",0.029629483819007874,0.7843417525291443,0.18602879345417023
Non-White,49,Some priors,"In the restless tempo of life, a Non-White aged 49 with Some priors moves through scenes that refuse to settle.",0.024846555665135384,0.659132182598114,0.31602126359939575
Non-White,43,Some priors,A 43-year-old Non-White with Some priors steps carefully through fragile days where balance feels like a distant mirage.,0.0728573277592659,0.7427971363067627,0.18434551358222961
White-Caucasian,49,Some priors,"A 49-year-old White-Caucasian with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.15548822283744812,0.8328683972358704,0.011643342673778534
White-Caucasian,53,No prior convictions,A 53-year-old White-Caucasian with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.04058427736163139,0.5712701082229614,0.38814565539360046
Non-White,48,Some priors,"This Non-White, 48 years old with Some priors, dwells in a world poised on the edge of certainty and collapse.",0.007014606148004532,0.14546401798725128,0.8475213646888733
Non-White,54,No prior convictions,"The Non-White, 54 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.054440297186374664,0.8281548023223877,0.11740490049123764
White-Caucasian,39,No prior convictions,"In the restless tempo of life, a White-Caucasian aged 39 with No prior convictions moves through scenes that refuse to settle.",0.019292263314127922,0.5168127417564392,0.4638950228691101
Non-White,49,Some priors,"At 49, the Non-White with Some priors lingers in the delicate pause between hope and unease.",0.048177219927310944,0.8423148989677429,0.10950785875320435
Non-White,38,Many priors,A 38-year-old Non-White with Many priors steps carefully through fragile days where balance feels like a distant mirage.,0.07399975508451462,0.7252177596092224,0.20078247785568237
Non-White,48,No prior convictions,A 48-year-old Non-White with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.03925761580467224,0.5343673825263977,0.42637503147125244
Non-White,46,No prior convictions,"At 46, this Non-White with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.6625361442565918,0.3239632248878479,0.013500566594302654
Non-White,41,Some priors,"A 41-year-old Non-White with Some priors, caught in a whirlwind of transient moments and fleeting certainties.",0.02606058120727539,0.794284999370575,0.17965446412563324
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.09246084839105606,0.8809247016906738,0.026614435017108917
Non-White,58,No prior convictions,"A 58-year-old Non-White with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.0919189602136612,0.8751807808876038,0.032900191843509674
Non-White,49,Some priors,"At 49, this Non-White with Some priors wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.027994200587272644,0.6553055644035339,0.3167002201080322
White-Caucasian,43,No prior convictions,"At 43, this White-Caucasian with No prior convictions follows a steady path through the mild currents of everyday life.",0.03654586523771286,0.6875972151756287,0.2758568525314331
Non-White,44,No prior convictions,"At 44, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.013421591371297836,0.30162739753723145,0.6849510669708252
Non-White,54,No prior convictions,"In the restless tempo of life, a Non-White aged 54 with No prior convictions moves through scenes that refuse to settle.",0.019427621737122536,0.5266231894493103,0.4539492130279541
White-Caucasian,55,No prior convictions,"At 55, this White-Caucasian with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.6455644965171814,0.34178948402404785,0.012646039947867393
White-Caucasian,70,No prior convictions,"This White-Caucasian, aged 70 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.6267922520637512,0.36280927062034607,0.01039838045835495
White-Caucasian,55,No prior convictions,"This White-Caucasian, aged 55 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.6215764284133911,0.36793845891952515,0.010485026054084301
Non-White,49,Some priors,"At 49, the Non-White with Some priors lingers in the delicate pause between hope and unease.",0.048177219927310944,0.8423148989677429,0.10950785875320435
Non-White,43,Many priors,"In the restless tempo of life, a Non-White aged 43 with Many priors moves through scenes that refuse to settle.",0.027091505005955696,0.6612663269042969,0.3116421699523926
White-Caucasian,52,Some priors,"A 52-year-old White-Caucasian with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.15896211564540863,0.8290870189666748,0.011950893327593803
Non-White,48,Some priors,A 48-year-old Non-White with Some priors steps carefully through fragile days where balance feels like a distant mirage.,0.06800475716590881,0.7360522747039795,0.19594299793243408
White-Caucasian,51,Some priors,"At 51, this White-Caucasian with Some priors wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.026690833270549774,0.6386064291000366,0.3347027003765106
Non-White,56,No prior convictions,"At 56, the Non-White with No prior convictions lingers in the delicate pause between hope and unease.",0.030534736812114716,0.7153607606887817,0.25410446524620056
Non-White,39,No prior convictions,"At 39, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.01642424240708351,0.35064107179641724,0.6329346299171448
Non-White,44,Some priors,"This Non-White, aged 44 with Some priors, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.7204715013504028,0.2721326947212219,0.007395830005407333
White-Caucasian,34,No prior convictions,"At 34, the White-Caucasian with No prior convictions lingers in the delicate pause between hope and unease.",0.032536424696445465,0.7366726398468018,0.2307908684015274
White-Caucasian,55,Some priors,"At 55, this White-Caucasian with Some priors follows a steady path through the mild currents of everyday life.",0.0804087221622467,0.9069762825965881,0.012615022249519825
White-Caucasian,40,Some priors,"At 40, the White-Caucasian with Some priors lingers in the delicate pause between hope and unease.",0.045133233070373535,0.8279221057891846,0.12694460153579712
Non-White,35,Some priors,"The Non-White, 35 years old with Some priors, moves within a comfortable cycle of small routines and familiar scenes.",0.12864741683006287,0.8587431311607361,0.012609428726136684
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.10630755871534348,0.8710732460021973,0.022619210183620453
Non-White,64,No prior convictions,"A 64-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.017875494435429573,0.584516167640686,0.39760828018188477
White-Caucasian,54,No prior convictions,"At 54, this White-Caucasian with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.6588268876075745,0.3291686773300171,0.012004411779344082
White-Caucasian,58,No prior convictions,"This White-Caucasian, aged 58 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.6130782961845398,0.3761247992515564,0.010796913877129555
White-Caucasian,54,No prior convictions,A 54-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.3744204342365265,0.6055759191513062,0.020003700628876686
Non-White,53,Some priors,"At 53, this Non-White with Some priors thrives amid the reassuring patterns of a well-rooted life.",0.7801796793937683,0.21367450058460236,0.00614585354924202
White-Caucasian,57,No prior convictions,"At 57, this White-Caucasian with No prior convictions follows a steady path through the mild currents of everyday life.",0.03597695007920265,0.7084197402000427,0.25560325384140015
White-Caucasian,52,No prior convictions,"This White-Caucasian, aged 52 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.6327902674674988,0.35725289583206177,0.00995684415102005
White-Caucasian,47,No prior convictions,"At 47, this White-Caucasian with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.014917072840034962,0.3401114344596863,0.6449715495109558
Non-White,49,No prior convictions,"At 49, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.01622943952679634,0.3856506049633026,0.5981199741363525
Non-White,40,No prior convictions,"A 40-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.019747352227568626,0.5509283542633057,0.42932426929473877
White-Caucasian,55,No prior convictions,A 55-year-old White-Caucasian with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.040208298712968826,0.5760279297828674,0.3837638199329376
Non-White,47,No prior convictions,A 47-year-old Non-White with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.03777383640408516,0.5301045179367065,0.4321216642856598
Non-White,42,No prior convictions,"This Non-White, 42 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.006134249735623598,0.09178674221038818,0.9020789265632629
White-Caucasian,57,No prior convictions,A 57-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.37729671597480774,0.602674663066864,0.020028656348586082
Non-White,42,No prior convictions,"At 42, the Non-White with No prior convictions lingers in the delicate pause between hope and unease.",0.03634364530444145,0.7314952611923218,0.23216108977794647
Non-White,48,No prior convictions,"This Non-White, 48 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.0061742523685097694,0.09107577800750732,0.9027499556541443
Non-White,50,Some priors,"A 50-year-old Non-White with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.15117526054382324,0.836373507976532,0.012451260350644588
Non-White,54,Some priors,"At 54, this Non-White with Some priors wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.02651369944214821,0.6189153790473938,0.3545709252357483
White-Caucasian,56,Some priors,A 56-year-old White-Caucasian with Some priors enjoys the comfort of structured days and the calm of reliable surroundings.,0.5803256034851074,0.41195473074913025,0.0077196829952299595
Non-White,45,No prior convictions,"A 45-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.017737796530127525,0.49552828073501587,0.486734002828598
White-Caucasian,60,Some priors,"This White-Caucasian, aged 60 with Some priors, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.6718474626541138,0.32058975100517273,0.00756277609616518
White-Caucasian,62,No prior convictions,"At 62, this White-Caucasian with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.6694552898406982,0.3191222846508026,0.011422427371144295
Non-White,50,Many priors,"A 50-year-old Non-White with Many priors, caught in a whirlwind of transient moments and fleeting certainties.",0.03442622348666191,0.8035240769386292,0.16204972565174103
Non-White,45,No prior convictions,"A 45-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.017737796530127525,0.49552828073501587,0.486734002828598
White-Caucasian,43,No prior convictions,"This White-Caucasian, aged 43 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.643761932849884,0.34654009342193604,0.009697912260890007
White-Caucasian,44,No prior convictions,"The White-Caucasian, 44 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.0547633171081543,0.8750594854354858,0.07017722725868225
White-Caucasian,50,Some priors,"A 50-year-old White-Caucasian with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.1468898355960846,0.8400591611862183,0.013051019050180912
White-Caucasian,48,No prior convictions,A 48-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.4011196196079254,0.581077516078949,0.017802823334932327
Non-White,44,No prior convictions,"A 44-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.018352286890149117,0.5542581677436829,0.427389532327652
White-Caucasian,48,No prior convictions,A 48-year-old White-Caucasian with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.04311101511120796,0.5975803136825562,0.35930871963500977
Non-White,49,No prior convictions,"In the restless tempo of life, a Non-White aged 49 with No prior convictions moves through scenes that refuse to settle.",0.020690109580755234,0.551159679889679,0.4281502366065979
White-Caucasian,53,Many priors,"At 53, this White-Caucasian with Many priors thrives amid the reassuring patterns of a well-rooted life.",0.7710979580879211,0.2220848649740219,0.006817230489104986
Non-White,54,No prior convictions,"The Non-White, 54 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.05444025620818138,0.8281545639038086,0.11740516126155853
White-Caucasian,48,Many priors,"At 48, the White-Caucasian with Many priors lingers in the delicate pause between hope and unease.",0.045925822108983994,0.8241605758666992,0.1299135535955429
Non-White,31,No prior convictions,"At 31, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.0176507830619812,0.436667263507843,0.5456820130348206
Non-White,41,No prior convictions,A 41-year-old Non-White with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.04037991911172867,0.5403023362159729,0.41931775212287903
White-Caucasian,47,No prior convictions,"This White-Caucasian, 47 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.006847649347037077,0.1015549749135971,0.891597330570221
White-Caucasian,43,No prior convictions,"The White-Caucasian, 43 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.05904240161180496,0.8791756629943848,0.061781927943229675
White-Caucasian,55,No prior convictions,"The White-Caucasian, 55 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.05539372190833092,0.8698632717132568,0.07474302500486374
White-Caucasian,64,No prior convictions,"This White-Caucasian, aged 64 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.6189182996749878,0.37082934379577637,0.010252346284687519
White-Caucasian,58,No prior convictions,A 58-year-old White-Caucasian with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.03883463516831398,0.5724960565567017,0.38866928219795227
Non-White,44,Some priors,"A 44-year-old Non-White with Some priors, caught in a whirlwind of transient moments and fleeting certainties.",0.026411529630422592,0.8021780252456665,0.17141050100326538
Non-White,62,No prior convictions,"A 62-year-old Non-White with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.11361221224069595,0.8633874654769897,0.023000303655862808
Non-White,53,Many priors,"This Non-White, aged 53 with Many priors, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.7574399709701538,0.2354418784379959,0.007118170615285635
White-Caucasian,48,Some priors,"At 48, this White-Caucasian with Some priors follows a steady path through the mild currents of everyday life.",0.07697739452123642,0.9082940816879272,0.014728549867868423
White-Caucasian,48,No prior convictions,"This White-Caucasian, aged 48 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.6277860403060913,0.36186787486076355,0.010346041060984135
White-Caucasian,47,No prior convictions,A 47-year-old White-Caucasian with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.040698904544115067,0.5879718065261841,0.37132924795150757
White-Caucasian,47,No prior convictions,"At 47, this White-Caucasian with No prior convictions follows a steady path through the mild currents of everyday life.",0.03023548237979412,0.6628310084342957,0.30693352222442627
Non-White,50,No prior convictions,"This Non-White, 50 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.006413464900106192,0.09269051998853683,0.9008960723876953
White-Caucasian,46,Some priors,"At 46, this White-Caucasian with Some priors wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.025725534185767174,0.6094003319740295,0.36487412452697754
White-Caucasian,46,No prior convictions,"In the restless tempo of life, a White-Caucasian aged 46 with No prior convictions moves through scenes that refuse to settle.",0.01913192681968212,0.5225034952163696,0.4583645462989807
Non-White,48,No prior convictions,"A 48-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.01828356459736824,0.5523848533630371,0.42933160066604614
White-Caucasian,59,Some priors,"A 59-year-old White-Caucasian with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.15621140599250793,0.8320868611335754,0.011701724492013454
White-Caucasian,54,No prior convictions,"This White-Caucasian, 54 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.006900126580148935,0.09872781485319138,0.8943720459938049
Non-White,39,Some priors,"A 39-year-old Non-White with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.155411034822464,0.8336060643196106,0.010982910171151161
White-Caucasian,36,No prior convictions,"At 36, this White-Caucasian with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.7235826253890991,0.2665301263332367,0.00988724548369646
Non-White,54,Some priors,"A 54-year-old Non-White with Some priors, caught in a whirlwind of transient moments and fleeting certainties.",0.024092307314276695,0.7638794779777527,0.21202827990055084
Non-White,39,No prior convictions,"At 39, the Non-White with No prior convictions lingers in the delicate pause between hope and unease.",0.03595716878771782,0.7249841690063477,0.23905862867832184
White-Caucasian,50,Many priors,"At 50, this White-Caucasian with Many priors thrives amid the reassuring patterns of a well-rooted life.",0.7180881500244141,0.2732483744621277,0.008663555607199669
Non-White,39,No prior convictions,"At 39, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.01642424240708351,0.35064107179641724,0.6329346299171448
Non-White,33,No prior convictions,"A 33-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.019258052110671997,0.5972328782081604,0.3835090696811676
Non-White,51,Some priors,"At 51, the Non-White with Some priors lingers in the delicate pause between hope and unease.",0.04523872956633568,0.8312154412269592,0.12354577332735062
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.01883840002119541,0.5713539123535156,0.40980765223503113
White-Caucasian,50,Some priors,A 50-year-old White-Caucasian with Some priors enjoys the comfort of structured days and the calm of reliable surroundings.,0.5401499271392822,0.4513174593448639,0.008532644249498844
White-Caucasian,34,No prior convictions,"This White-Caucasian, aged 34 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.6323811411857605,0.35845422744750977,0.009164655581116676
White-Caucasian,47,No prior convictions,"At 47, this White-Caucasian with No prior convictions follows a steady path through the mild currents of everyday life.",0.030235428363084793,0.6628296971321106,0.3069349527359009
White-Caucasian,56,Some priors,"This White-Caucasian, aged 56 with Some priors, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.681900680065155,0.3106633126735687,0.007436007261276245
White-Caucasian,42,No prior convictions,A 42-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.4293690025806427,0.5551499128341675,0.015481047332286835
Non-White,48,Some priors,"In the restless tempo of life, a Non-White aged 48 with Some priors moves through scenes that refuse to settle.",0.025674382224678993,0.6552028656005859,0.3191227316856384
White-Caucasian,53,No prior convictions,A 53-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.4060928523540497,0.5753699541091919,0.018537171185016632
White-Caucasian,54,No prior convictions,"The White-Caucasian, 54 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.054190926253795624,0.8718694448471069,0.07393960654735565
Non-White,53,No prior convictions,"This Non-White, aged 53 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.6471729278564453,0.3408074975013733,0.012019599787890911
White-Caucasian,47,No prior convictions,"At 47, this White-Caucasian with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.6642125248908997,0.32321426272392273,0.0125733045861125
Non-White,56,No prior convictions,"At 56, the Non-White with No prior convictions lingers in the delicate pause between hope and unease.",0.03053474612534046,0.7153613567352295,0.25410380959510803
Non-White,44,No prior convictions,"In the restless tempo of life, a Non-White aged 44 with No prior convictions moves through scenes that refuse to settle.",0.020954906940460205,0.5498982667922974,0.4291468560695648
Non-White,47,No prior convictions,"In the restless tempo of life, a Non-White aged 47 with No prior convictions moves through scenes that refuse to settle.",0.019528351724147797,0.5405328273773193,0.43993884325027466
White-Caucasian,42,Many priors,A 42-year-old White-Caucasian with Many priors steps carefully through fragile days where balance feels like a distant mirage.,0.07755134999752045,0.7856723070144653,0.1367763876914978
White-Caucasian,50,No prior convictions,"At 50, this White-Caucasian with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.6163809895515442,0.36849042773246765,0.015128611586987972
White-Caucasian,47,Some priors,"This White-Caucasian, aged 47 with Some priors, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.6940467953681946,0.29898515343666077,0.006968023721128702
Non-White,43,Many priors,"A 43-year-old Non-White with Many priors, caught in a whirlwind of transient moments and fleeting certainties.",0.033385273069143295,0.803834080696106,0.16278062760829926
White-Caucasian,62,No prior convictions,"The White-Caucasian, 62 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.05805200710892677,0.8782494068145752,0.06369864195585251
White-Caucasian,39,No prior convictions,A 39-year-old White-Caucasian with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.04380008205771446,0.5991592407226562,0.3570406436920166
Non-White,35,No prior convictions,"In the restless tempo of life, a Non-White aged 35 with No prior convictions moves through scenes that refuse to settle.",0.020327454432845116,0.5455552339553833,0.43411728739738464
Non-White,56,No prior convictions,"At 56, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.013810376636683941,0.3320719599723816,0.6541175842285156
Non-White,46,Many priors,A 46-year-old Non-White with Many priors steps carefully through fragile days where balance feels like a distant mirage.,0.07461951673030853,0.7302437424659729,0.19513671100139618
White-Caucasian,49,Many priors,A 49-year-old White-Caucasian with Many priors enjoys the comfort of structured days and the calm of reliable surroundings.,0.6360112428665161,0.3573804199695587,0.0066083441488444805
White-Caucasian,55,Many priors,"This White-Caucasian, 55 years old with Many priors, dwells in a world poised on the edge of certainty and collapse.",0.009901309385895729,0.16926267743110657,0.820836067199707
White-Caucasian,45,No prior convictions,"The White-Caucasian, 45 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.05208146944642067,0.8609524965286255,0.08696601539850235
Non-White,64,Some priors,"A 64-year-old Non-White with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.15508423745632172,0.8338419795036316,0.01107378676533699
White-Caucasian,53,Some priors,A 53-year-old White-Caucasian with Some priors steps carefully through fragile days where balance feels like a distant mirage.,0.0719362422823906,0.7880470752716064,0.14001664519309998
White-Caucasian,51,No prior convictions,A 51-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.39500904083251953,0.5878819823265076,0.01710902899503708
White-Caucasian,69,No prior convictions,A 69-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.3878960907459259,0.5945107340812683,0.017593245953321457
Non-White,43,Some priors,A 43-year-old Non-White with Some priors steps carefully through fragile days where balance feels like a distant mirage.,0.07285747677087784,0.7427975535392761,0.18434500694274902
Non-White,55,No prior convictions,A 55-year-old Non-White with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.03800176456570625,0.5204589366912842,0.44153928756713867
Non-White,50,No prior convictions,"At 50, the Non-White with No prior convictions lingers in the delicate pause between hope and unease.",0.03267930820584297,0.7076524496078491,0.2596682012081146
White-Caucasian,56,No prior convictions,"At 56, the White-Caucasian with No prior convictions lingers in the delicate pause between hope and unease.",0.02857929654419422,0.7079409956932068,0.26347967982292175
White-Caucasian,56,Some priors,"A 56-year-old White-Caucasian with Some priors, caught in a whirlwind of transient moments and fleeting certainties.",0.02569676749408245,0.832037091255188,0.1422661542892456
White-Caucasian,51,Some priors,"The White-Caucasian, 51 years old with Some priors, moves within a comfortable cycle of small routines and familiar scenes.",0.09871576726436615,0.8900207877159119,0.011263455264270306
Non-White,44,No prior convictions,"A 44-year-old Non-White with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.09725473076105118,0.8728934526443481,0.02985186129808426
Non-White,48,Many priors,"At 48, this Non-White with Many priors wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.032481059432029724,0.6349732279777527,0.3325456976890564
Non-White,43,No prior convictions,"This Non-White, 43 years old with No prior convictions, dwells in a world poised on the edge of certainty and collapse.",0.006329135503619909,0.0926317572593689,0.9010390639305115
White-Caucasian,68,No prior convictions,"At 68, this White-Caucasian with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.6075255274772644,0.3784603476524353,0.014014182612299919
Non-White,48,No prior convictions,"In the restless tempo of life, a Non-White aged 48 with No prior convictions moves through scenes that refuse to settle.",0.021045085042715073,0.5452894568443298,0.4336654543876648
Non-White,43,Some priors,"At 43, this Non-White with Some priors wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.0277419351041317,0.6162849068641663,0.35597318410873413
Non-White,51,No prior convictions,"At 51, the Non-White with No prior convictions lingers in the delicate pause between hope and unease.",0.030872447416186333,0.7093167304992676,0.25981083512306213
White-Caucasian,45,No prior convictions,"At 45, this White-Caucasian with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.5570372939109802,0.42061036825180054,0.022352371364831924
Non-White,40,Many priors,"In the restless tempo of life, a Non-White aged 40 with Many priors moves through scenes that refuse to settle.",0.028943786397576332,0.6765459179878235,0.2945103049278259
White-Caucasian,60,Some priors,"At 60, this White-Caucasian with Some priors follows a steady path through the mild currents of everyday life.",0.07980883866548538,0.9060762524604797,0.014114927500486374
White-Caucasian,48,No prior convictions,A 48-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.40112024545669556,0.5810770392417908,0.01780279166996479
White-Caucasian,40,Many priors,"At 40, this White-Caucasian with Many priors wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.03550095111131668,0.641796350479126,0.3227027356624603
Non-White,56,No prior convictions,"A 56-year-old Non-White with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.09403754770755768,0.8725364208221436,0.033426038920879364
White-Caucasian,56,Some priors,"This White-Caucasian, 56 years old with Some priors, dwells in a world poised on the edge of certainty and collapse.",0.008216646499931812,0.1580519825220108,0.8337313532829285
White-Caucasian,56,No prior convictions,"The White-Caucasian, 56 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.053438104689121246,0.8639163374900818,0.08264556527137756
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.09246084839105606,0.8809247016906738,0.026614435017108917
