Race,Age,Prior Convictions,Sentence,sentiment_score_positive,sentiment_score_neutral,sentiment_score_negative
White-Caucasian,53,No prior convictions,"This 53-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.00822596624493599,0.19895793497562408,0.7928161025047302
White-Caucasian,50,Some priors,"This 50-year-old White-Caucasian with Some priors lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.009526537731289864,0.25911441445350647,0.73135906457901
Non-White,53,No prior convictions,"A 53-year-old Non-White with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.1794692873954773,0.736318051815033,0.08421262353658676
White-Caucasian,43,No prior convictions,"A 43-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.009997405111789703,0.3446468412876129,0.6453557014465332
White-Caucasian,51,Some priors,"This 51-year-old White-Caucasian with Some priors lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.008901942521333694,0.26973143219947815,0.7213665843009949
White-Caucasian,40,Many priors,"This 40-year-old White-Caucasian with Many priors lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.010294199921190739,0.25932303071022034,0.7303828001022339
White-Caucasian,49,No prior convictions,"This 49-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.0086021414026618,0.22037255764007568,0.7710252404212952
Non-White,43,No prior convictions,"This 43-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.48887258768081665,0.48820358514785767,0.02292376197874546
White-Caucasian,44,Some priors,"A 44-year-old White-Caucasian with Some priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.012613908387720585,0.504824697971344,0.4825614094734192
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.149892196059227,0.7619706988334656,0.08813711255788803
Non-White,57,No prior convictions,"A 57-year-old Non-White with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.1615770161151886,0.7444209456443787,0.09400202333927155
White-Caucasian,54,Some priors,"A 54-year-old White-Caucasian with Some priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.012140690349042416,0.4691985845565796,0.5186607241630554
White-Caucasian,42,No prior convictions,"A 42-year-old White-Caucasian with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.19356921315193176,0.7502462267875671,0.056184522807598114
White-Caucasian,47,No prior convictions,"A 47-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.009547400288283825,0.3406471908092499,0.6498054265975952
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.009554819203913212,0.32764485478401184,0.6628003120422363
Non-White,50,No prior convictions,"This 50-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.41849759221076965,0.5531041622161865,0.02839825302362442
Non-White,66,No prior convictions,"This 66-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.4895956814289093,0.4887113571166992,0.021692905575037003
Non-White,52,No prior convictions,"This 52-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.45712023973464966,0.5180358290672302,0.024843905121088028
Non-White,51,Some priors,"This 51-year-old Non-White with Some priors lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.008312203921377659,0.23642127215862274,0.755266547203064
White-Caucasian,47,Many priors,"A 47-year-old White-Caucasian with Many priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.012419319711625576,0.45771849155426025,0.5298621654510498
Non-White,50,Some priors,"A 50-year-old Non-White with Some priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.3944042921066284,0.5867929458618164,0.018802698701620102
Non-White,48,Some priors,"This 48-year-old Non-White with Some priors lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.007880136370658875,0.21839722990989685,0.7737226486206055
White-Caucasian,54,Some priors,"A 54-year-old White-Caucasian with Some priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.012140690349042416,0.4691985845565796,0.5186607241630554
Non-White,56,No prior convictions,"This 56-year-old Non-White with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.00725565617904067,0.17508521676063538,0.8176591396331787
White-Caucasian,44,No prior convictions,"A 44-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.010001057758927345,0.349262535572052,0.6407364010810852
Non-White,40,Some priors,"This 40-year-old Non-White with Some priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.6712912917137146,0.3179391026496887,0.010769584216177464
White-Caucasian,37,No prior convictions,"This 37-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.00837121345102787,0.20918330550193787,0.78244549036026
Non-White,53,Some priors,"A 53-year-old Non-White with Some priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.42171669006347656,0.5610164999961853,0.017266782000660896
White-Caucasian,42,Some priors,"This 42-year-old White-Caucasian with Some priors lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.008419731631875038,0.2541135847568512,0.7374666333198547
Non-White,34,Some priors,"A 34-year-old Non-White with Some priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.41082438826560974,0.5737469792366028,0.015428646467626095
Non-White,52,No prior convictions,"A 52-year-old Non-White with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.1670549362897873,0.7474024891853333,0.08554259687662125
White-Caucasian,67,No prior convictions,"A 67-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.010397493839263916,0.355103462934494,0.6344989538192749
Non-White,49,No prior convictions,"This 49-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.467672199010849,0.5090190172195435,0.023308809846639633
Non-White,55,No prior convictions,"This 55-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.43146947026252747,0.5412741899490356,0.02725628763437271
Non-White,50,No prior convictions,"This 50-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.41849759221076965,0.5531041622161865,0.02839825302362442
Non-White,49,Some priors,"This 49-year-old Non-White with Some priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.6696666479110718,0.3193560540676117,0.0109773064032197
White-Caucasian,56,No prior convictions,"A 56-year-old White-Caucasian with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.14961548149585724,0.7556772828102112,0.09470722079277039
Non-White,47,No prior convictions,"This 47-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.43318650126457214,0.5397758483886719,0.02703768014907837
White-Caucasian,51,No prior convictions,"A 51-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.010331720113754272,0.3598276376724243,0.629840612411499
White-Caucasian,52,No prior convictions,"A 52-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.010087468661367893,0.34788617491722107,0.6420263648033142
White-Caucasian,45,No prior convictions,"A 45-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.009994649328291416,0.3294501006603241,0.6605552434921265
White-Caucasian,56,No prior convictions,"This 56-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.007788063492625952,0.19473402202129364,0.7974779009819031
Non-White,48,No prior convictions,"This 48-year-old Non-White with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.007406893651932478,0.17897213995456696,0.813620924949646
White-Caucasian,44,No prior convictions,"This 44-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.008369526825845242,0.21056829392910004,0.7810621857643127
Non-White,53,No prior convictions,"This 53-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.46731775999069214,0.5075644850730896,0.025117728859186172
White-Caucasian,43,No prior convictions,"This 43-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.008315696381032467,0.20679320394992828,0.7848910689353943
White-Caucasian,50,No prior convictions,"This 50-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.008957769721746445,0.20463789999485016,0.7864043116569519
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.4109921455383301,0.5725898146629333,0.01641799323260784
White-Caucasian,57,Some priors,"A 57-year-old White-Caucasian with Some priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.011539668776094913,0.45368310809135437,0.5347772836685181
White-Caucasian,53,Some priors,"This 53-year-old White-Caucasian with Some priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.7220845818519592,0.2689153850078583,0.009000029414892197
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.010571512393653393,0.3713185489177704,0.6181098818778992
Non-White,55,Some priors,"This 55-year-old Non-White with Some priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.6627197265625,0.3261784315109253,0.011101800948381424
Non-White,59,No prior convictions,"This 59-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.45615002512931824,0.5190808773040771,0.024769088253378868
White-Caucasian,53,Many priors,"A 53-year-old White-Caucasian with Many priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.013395125977694988,0.4598045349121094,0.5268003940582275
White-Caucasian,50,No prior convictions,"A 50-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.011301879771053791,0.36684176325798035,0.6218563318252563
Non-White,40,No prior convictions,"This 40-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.43462488055229187,0.5383184552192688,0.02705661952495575
White-Caucasian,42,No prior convictions,"A 42-year-old White-Caucasian with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.19356921315193176,0.7502462267875671,0.056184522807598114
White-Caucasian,47,Some priors,"A 47-year-old White-Caucasian with Some priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.3893907368183136,0.5957867503166199,0.014822565019130707
Non-White,45,No prior convictions,"This 45-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.3238704204559326,0.6277614831924438,0.048368070274591446
White-Caucasian,48,No prior convictions,"A 48-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.009986065328121185,0.34637829661369324,0.6436356902122498
White-Caucasian,50,No prior convictions,"This 50-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.008957769721746445,0.20463789999485016,0.7864043116569519
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.009936233051121235,0.3326476514339447,0.657416045665741
Non-White,49,Many priors,"This 49-year-old Non-White with Many priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.7024374604225159,0.2873297333717346,0.010232859291136265
Non-White,53,No prior convictions,"A 53-year-old Non-White with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.1794692873954773,0.736318051815033,0.08421262353658676
White-Caucasian,50,Many priors,"This 50-year-old White-Caucasian with Many priors lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.01040305569767952,0.25599434971809387,0.7336026430130005
White-Caucasian,36,No prior convictions,"A 36-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.010202855803072453,0.3510190546512604,0.6387780904769897
Non-White,43,No prior convictions,"This 43-year-old Non-White with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.007798041682690382,0.18769553303718567,0.8045064210891724
White-Caucasian,48,No prior convictions,"This 48-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.008074319921433926,0.2011202573776245,0.790805459022522
Non-White,41,No prior convictions,"A 41-year-old Non-White with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.17382797598838806,0.7426983118057251,0.08347375690937042
White-Caucasian,54,No prior convictions,"A 54-year-old White-Caucasian with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.15297642350196838,0.7595881223678589,0.08743542432785034
White-Caucasian,60,No prior convictions,"This 60-year-old White-Caucasian with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.36642777919769287,0.5984387397766113,0.03513344004750252
White-Caucasian,58,No prior convictions,"This 58-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.007982350885868073,0.1964757740497589,0.7955418825149536
White-Caucasian,48,Some priors,"A 48-year-old White-Caucasian with Some priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.012854957021772861,0.49846407771110535,0.48868101835250854
Non-White,60,No prior convictions,"A 60-year-old Non-White with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.15701952576637268,0.7427011728286743,0.1002793163061142
Non-White,51,Many priors,"This 51-year-old Non-White with Many priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.7090612053871155,0.28104907274246216,0.009889666922390461
White-Caucasian,47,Some priors,"A 47-year-old White-Caucasian with Some priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.3893907368183136,0.5957867503166199,0.014822565019130707
Non-White,45,No prior convictions,"This 45-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.3238704204559326,0.6277614831924438,0.048368070274591446
White-Caucasian,47,No prior convictions,"This 47-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.007991119287908077,0.20309250056743622,0.7889164090156555
White-Caucasian,47,No prior convictions,"A 47-year-old White-Caucasian with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.15745559334754944,0.7666977643966675,0.07584663480520248
Non-White,51,No prior convictions,"This 51-year-old Non-White with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.007828999310731888,0.19276615977287292,0.7994049191474915
White-Caucasian,51,Some priors,"A 51-year-old White-Caucasian with Some priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.013110852800309658,0.5145531892776489,0.47233596444129944
White-Caucasian,50,No prior convictions,"A 50-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.011301879771053791,0.36684176325798035,0.6218563318252563
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.009936233051121235,0.3326476514339447,0.657416045665741
White-Caucasian,58,Some priors,"A 58-year-old White-Caucasian with Some priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.38742348551750183,0.5969365835189819,0.0156398918479681
White-Caucasian,56,No prior convictions,"This 56-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.007788063492625952,0.19473402202129364,0.7974779009819031
Non-White,39,Some priors,"A 39-year-old Non-White with Some priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.4136096239089966,0.5703881978988647,0.016002226620912552
Non-White,32,No prior convictions,"This 32-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.4639221727848053,0.5134642720222473,0.022613510489463806
Non-White,56,Some priors,"A 56-year-old Non-White with Some priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.012835592031478882,0.455098956823349,0.5320654511451721
Non-White,40,No prior convictions,"This 40-year-old Non-White with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.008245204575359821,0.18831928074359894,0.8034355044364929
Non-White,48,Many priors,"This 48-year-old Non-White with Many priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.720374584197998,0.2697228789329529,0.009902538731694221
White-Caucasian,41,No prior convictions,"A 41-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.009942622855305672,0.34659337997436523,0.6434640884399414
White-Caucasian,37,No prior convictions,"A 37-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.010248232632875443,0.3555642366409302,0.6341875195503235
White-Caucasian,53,Some priors,"This 53-year-old White-Caucasian with Some priors lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.008552794344723225,0.24635407328605652,0.7450932264328003
White-Caucasian,55,No prior convictions,"A 55-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.010403774678707123,0.346842885017395,0.6427533626556396
Non-White,45,Some priors,"This 45-year-old Non-White with Some priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.6542549133300781,0.33429011702537537,0.011454939842224121
Non-White,31,No prior convictions,"This 31-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.4968523681163788,0.4837934076786041,0.019354194402694702
Non-White,46,No prior convictions,"A 46-year-old Non-White with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.16035857796669006,0.7480318546295166,0.09160956740379333
Non-White,52,Some priors,"This 52-year-old Non-White with Some priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.6797696948051453,0.309437096118927,0.010793216526508331
Non-White,39,No prior convictions,"This 39-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.4731644093990326,0.503775954246521,0.023059694096446037
Non-White,51,Some priors,"A 51-year-old Non-White with Some priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.014249416999518871,0.506111204624176,0.4796393811702728
Non-White,49,No prior convictions,"This 49-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.467672199010849,0.5090190172195435,0.023308809846639633
White-Caucasian,54,No prior convictions,"A 54-year-old White-Caucasian with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.15297642350196838,0.7595881223678589,0.08743542432785034
Non-White,50,No prior convictions,"This 50-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.41849759221076965,0.5531041622161865,0.02839825302362442
Non-White,43,No prior convictions,"This 43-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.48887258768081665,0.48820358514785767,0.02292376197874546
Non-White,58,No prior convictions,"This 58-year-old Non-White with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.007567047607153654,0.17883920669555664,0.8135936856269836
White-Caucasian,48,No prior convictions,"A 48-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.009986065328121185,0.34637829661369324,0.6436356902122498
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.010571512393653393,0.3713185489177704,0.6181098818778992
White-Caucasian,43,Many priors,"This 43-year-old White-Caucasian with Many priors lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.009665009565651417,0.25440457463264465,0.7359303832054138
Non-White,46,No prior convictions,"This 46-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.44846397638320923,0.5255477428436279,0.025988273322582245
Non-White,43,Some priors,"This 43-year-old Non-White with Some priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.7031058073043823,0.28693822026252747,0.009955916553735733
White-Caucasian,48,Many priors,"A 48-year-old White-Caucasian with Many priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.01379294041544199,0.4805290997028351,0.5056779980659485
White-Caucasian,61,No prior convictions,"A 61-year-old White-Caucasian with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.1852569878101349,0.7511958479881287,0.06354715675115585
White-Caucasian,40,No prior convictions,"This 40-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.008874177932739258,0.20675422251224518,0.784371554851532
Non-White,38,No prior convictions,"A 38-year-old Non-White with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.01086944155395031,0.3531877100467682,0.635942816734314
Non-White,60,No prior convictions,"A 60-year-old Non-White with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.011878645978868008,0.35820111632347107,0.6299203038215637
White-Caucasian,48,Many priors,"This 48-year-old White-Caucasian with Many priors lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.009447557851672173,0.24653325974941254,0.7440192103385925
Non-White,45,Many priors,"This 45-year-old Non-White with Many priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.6915647387504578,0.29789403080940247,0.010541215538978577
White-Caucasian,57,Many priors,"This 57-year-old White-Caucasian with Many priors lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.009205753915011883,0.24342520534992218,0.7473690509796143
White-Caucasian,45,No prior convictions,"A 45-year-old White-Caucasian with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.11403131484985352,0.7433179020881653,0.1426507979631424
Non-White,62,Some priors,"A 62-year-old Non-White with Some priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.4334133267402649,0.5503190159797668,0.016267655417323112
White-Caucasian,54,Some priors,"This 54-year-old White-Caucasian with Some priors lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.00844166986644268,0.24397170543670654,0.7475866675376892
Non-White,46,No prior convictions,"This 46-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.44846397638320923,0.5255477428436279,0.025988273322582245
Non-White,65,No prior convictions,"This 65-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.509933352470398,0.47097665071487427,0.019089974462985992
White-Caucasian,45,Some priors,"This 45-year-old White-Caucasian with Some priors lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.008447384461760521,0.23553819954395294,0.7560144066810608
Non-White,55,No prior convictions,"This 55-year-old Non-White with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.008205308578908443,0.18914081156253815,0.8026539087295532
Non-White,52,No prior convictions,"This 52-year-old Non-White with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.007852363400161266,0.19116036593914032,0.8009872436523438
White-Caucasian,59,No prior convictions,"This 59-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.008376512676477432,0.21064095199108124,0.780982494354248
White-Caucasian,60,Some priors,"A 60-year-old White-Caucasian with Some priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.014303948730230331,0.5188004970550537,0.46689555048942566
White-Caucasian,50,Some priors,"A 50-year-old White-Caucasian with Some priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.3890686631202698,0.5949429273605347,0.015988407656550407
Non-White,44,No prior convictions,"A 44-year-old Non-White with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.16315749287605286,0.7462218403816223,0.09062063694000244
White-Caucasian,53,Many priors,"A 53-year-old White-Caucasian with Many priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.013395125977694988,0.4598045349121094,0.5268003940582275
White-Caucasian,45,No prior convictions,"This 45-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.008250949904322624,0.18396981060504913,0.8077792525291443
Non-White,64,No prior convictions,"This 64-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.48508310317993164,0.494027704000473,0.0208891611546278
