Race,Age,Prior Convictions,Sentence,sentiment_score_positive,sentiment_score_neutral,sentiment_score_negative
White-Caucasian,47,Many priors,"This 47-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.11331063508987427,0.8494681715965271,0.037221189588308334
Non-White,45,No prior convictions,"A 45-year-old Non-White with No prior convictions finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.4664005935192108,0.5189406871795654,0.014658717438578606
Non-White,48,Many priors,"At 48, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.02220633067190647,0.5175645351409912,0.46022915840148926
White-Caucasian,50,Many priors,"A 50-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.021801836788654327,0.5021671652793884,0.47603100538253784
White-Caucasian,53,Many priors,"At 53, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.019931543618440628,0.47884637117385864,0.5012220740318298
White-Caucasian,49,Many priors,"A 49-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.6229779124259949,0.3704845607280731,0.006537537090480328
Non-White,53,Many priors,"This 53-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.10357457399368286,0.8273686766624451,0.06905674934387207
White-Caucasian,50,Many priors,"A 50-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.021801836788654327,0.5021671652793884,0.47603100538253784
White-Caucasian,36,No prior convictions,"At 36, this White-Caucasian with No prior convictions drifts between blurred lines of reality, where chaos and change paint every new morning.",0.016472432762384415,0.36090877652168274,0.6226187944412231
Non-White,43,No prior convictions,"A 43-year-old Non-White with No prior convictions walks a tightrope of days, suspended in tension and hope that rarely settles.",0.012671424075961113,0.28588932752609253,0.7014392614364624
White-Caucasian,48,Many priors,"A 48-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.019568758085370064,0.4837680459022522,0.4966632127761841
Non-White,41,Many priors,"This 41-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.10949791222810745,0.8355481028556824,0.05495399981737137
White-Caucasian,54,Many priors,"This 54-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.10293685644865036,0.8487377166748047,0.04832536354660988
White-Caucasian,60,No prior convictions,"A 60-year-old White-Caucasian with No prior convictions finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.4294601380825043,0.5574122667312622,0.013127608224749565
White-Caucasian,58,Many priors,"A 58-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.0193537175655365,0.4925103187561035,0.48813596367836
Non-White,48,Many priors,"At 48, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.02220633067190647,0.5175645351409912,0.46022915840148926
Non-White,60,Many priors,"This 60-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.10117054730653763,0.8223734498023987,0.0764559954404831
Non-White,51,Some priors,"A 51-year-old Non-White with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.6230213642120361,0.36983320116996765,0.007145335897803307
White-Caucasian,47,Many priors,"This 47-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.11331063508987427,0.8494681715965271,0.037221189588308334
Non-White,45,Many priors,"A 45-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.6666977405548096,0.32656407356262207,0.006738216150552034
White-Caucasian,47,Many priors,"A 47-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.01861678436398506,0.48792991042137146,0.49345332384109497
White-Caucasian,47,Many priors,"This 47-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.11331063508987427,0.8494681715965271,0.037221189588308334
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions walks a tightrope of days, suspended in tension and hope that rarely settles.",0.012728131376206875,0.29700136184692383,0.6902705430984497
White-Caucasian,51,Many priors,"At 51, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.020132174715399742,0.4991016983985901,0.48076608777046204
White-Caucasian,50,Many priors,"At 50, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.020483937114477158,0.5013994574546814,0.47811660170555115
White-Caucasian,53,Many priors,"At 53, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.019931543618440628,0.47884637117385864,0.5012220740318298
White-Caucasian,58,Many priors,"This 58-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.10727066546678543,0.8493860363960266,0.043343253433704376
White-Caucasian,56,Many priors,"A 56-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.01845240406692028,0.46273478865623474,0.5188128352165222
Non-White,39,Many priors,"This 39-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.10793215781450272,0.8358827233314514,0.05618516728281975
White-Caucasian,32,Some priors,"A 32-year-old White-Caucasian with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.5718443393707275,0.4213936924934387,0.006761976983398199
Non-White,56,Many priors,"At 56, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.02079981379210949,0.5158848762512207,0.46331530809402466
Non-White,40,Many priors,"A 40-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.021500444039702415,0.45343366265296936,0.5250659584999084
White-Caucasian,48,Many priors,"A 48-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.6304306983947754,0.362918883562088,0.006650393363088369
White-Caucasian,41,No prior convictions,"At 41, this White-Caucasian with No prior convictions drifts between blurred lines of reality, where chaos and change paint every new morning.",0.01550989504903555,0.3361585736274719,0.6483315229415894
White-Caucasian,37,Some priors,"At 37, this White-Caucasian with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0207584947347641,0.5491533279418945,0.43008822202682495
Non-White,53,Many priors,"A 53-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.017760371789336205,0.3905644118785858,0.5916751623153687
White-Caucasian,55,Many priors,"At 55, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.021191705018281937,0.5184858441352844,0.46032243967056274
Non-White,45,Many priors,"A 45-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.6666977405548096,0.32656407356262207,0.006738216150552034
White-Caucasian,31,Many priors,"A 31-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.619975745677948,0.3736785352230072,0.006345739122480154
Non-White,46,Many priors,"This 46-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.10398305952548981,0.8380076289176941,0.05800933390855789
White-Caucasian,52,Many priors,"A 52-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.6337950229644775,0.3596041798591614,0.006600785069167614
White-Caucasian,39,Many priors,"A 39-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.6202117204666138,0.37329766154289246,0.006490588188171387
Non-White,51,Many priors,"At 51, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.021663708612322807,0.5193843841552734,0.4589518904685974
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.6323920488357544,0.36047428846359253,0.007133668288588524
White-Caucasian,54,Many priors,"This 54-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.10293685644865036,0.8487377166748047,0.04832536354660988
Non-White,50,Many priors,"A 50-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.66337651014328,0.3294011056423187,0.007222437299787998
White-Caucasian,43,Many priors,"A 43-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.6379990577697754,0.3556196689605713,0.006381283514201641
Non-White,58,Many priors,"A 58-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.01813957467675209,0.4144296646118164,0.5674307942390442
Non-White,48,No prior convictions,"At 48, this Non-White with No prior convictions drifts between blurred lines of reality, where chaos and change paint every new morning.",0.014982055872678757,0.34905126690864563,0.6359667181968689
White-Caucasian,49,Many priors,"At 49, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.022130196914076805,0.5313825011253357,0.44648730754852295
White-Caucasian,43,Many priors,"A 43-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.020413635298609734,0.49766504764556885,0.48192137479782104
White-Caucasian,46,Some priors,"A 46-year-old White-Caucasian with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.5790480971336365,0.4141627848148346,0.006789127830415964
Non-White,43,Many priors,"A 43-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.6874021291732788,0.3060838580131531,0.006514053791761398
Non-White,48,Many priors,"At 48, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.02220633067190647,0.5175645351409912,0.46022915840148926
White-Caucasian,61,Many priors,"This 61-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.12949274480342865,0.8386450409889221,0.031862225383520126
White-Caucasian,40,Some priors,"A 40-year-old White-Caucasian with Some priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.017869627103209496,0.4809771776199341,0.5011532306671143
Non-White,38,Some priors,"At 38, this Non-White with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.023663725703954697,0.5565438270568848,0.4197924733161926
Non-White,60,Many priors,"At 60, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.02393832430243492,0.5449845790863037,0.43107712268829346
Non-White,48,Many priors,"A 48-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.01855478063225746,0.41425374150276184,0.567191481590271
White-Caucasian,45,No prior convictions,"A 45-year-old White-Caucasian with No prior convictions finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.4135045111179352,0.5734161734580994,0.013079301454126835
White-Caucasian,57,Many priors,"A 57-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.018341124057769775,0.4686826467514038,0.5129762291908264
White-Caucasian,45,Many priors,"This 45-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.09165922552347183,0.844985842704773,0.06335490196943283
Non-White,62,No prior convictions,"This 62-year-old Non-White, with No prior convictions, lives within a steady rhythm of days that hum with quiet predictability.",0.05119641125202179,0.6439799666404724,0.3048236668109894
White-Caucasian,54,Many priors,"A 54-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.018486227840185165,0.4653405249118805,0.5161731839179993
Non-White,46,Many priors,"A 46-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.6729690432548523,0.32041049003601074,0.006620473228394985
White-Caucasian,65,Many priors,"A 65-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.6331061720848083,0.36057817935943604,0.0063156927935779095
Non-White,45,Many priors,"A 45-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.018489722162485123,0.40772828459739685,0.5737820267677307
Non-White,55,Many priors,"A 55-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.01986841857433319,0.4279768466949463,0.5521547198295593
Non-White,52,Many priors,"A 52-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.01862008310854435,0.4221111238002777,0.5592687726020813
White-Caucasian,59,Many priors,"A 59-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.020288996398448944,0.5066141486167908,0.47309690713882446
White-Caucasian,60,Some priors,"At 60, this White-Caucasian with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.022274712100625038,0.5702712535858154,0.4074539840221405
White-Caucasian,50,Many priors,"This 50-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.10830077528953552,0.8414602279663086,0.0502389520406723
Non-White,44,Many priors,"This 44-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.10278989374637604,0.8349526524543762,0.06225743517279625
Non-White,53,Many priors,"At 53, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.02129979245364666,0.49470868706703186,0.4839915335178375
Non-White,45,Some priors,"A 45-year-old Non-White with Some priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.015441019088029861,0.3981485068798065,0.5864105224609375
Non-White,64,Many priors,"A 64-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.668389081954956,0.3247491419315338,0.0068616908974945545
Non-White,50,Some priors,"At 50, this Non-White with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.02207263745367527,0.5558475255966187,0.42207983136177063
White-Caucasian,47,Some priors,"At 47, this White-Caucasian with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.01782969757914543,0.4980550706386566,0.48411524295806885
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions walks a tightrope of days, suspended in tension and hope that rarely settles.",0.012728131376206875,0.29700136184692383,0.6902705430984497
White-Caucasian,40,Many priors,"A 40-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.6169235110282898,0.3764354884624481,0.006640992127358913
White-Caucasian,43,Many priors,"At 43, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.02166062220931053,0.5070155262947083,0.4713238775730133
Non-White,58,Many priors,"This 58-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.09467308968305588,0.8275508284568787,0.07777609676122665
White-Caucasian,45,Many priors,"A 45-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.6210061311721802,0.37252089381217957,0.0064730350859463215
White-Caucasian,42,Many priors,"At 42, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.021776869893074036,0.5158241987228394,0.4623989462852478
Non-White,53,Many priors,"This 53-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.10357457399368286,0.8273686766624451,0.06905674934387207
White-Caucasian,58,Many priors,"A 58-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.0193537175655365,0.4925103187561035,0.48813596367836
