Race,Age,Prior Convictions,Sentence,sentiment_score_positive,sentiment_score_neutral,sentiment_score_negative
Non-White,43,No prior convictions,"A Non-White aged 43, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.6372212767601013,0.34374797344207764,0.01903078891336918
White-Caucasian,44,Some priors,"At 44, this White-Caucasian with Some priors moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.026664892211556435,0.6505510210990906,0.3227841556072235
White-Caucasian,58,No prior convictions,This 58-year-old White-Caucasian with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.12731491029262543,0.8200953006744385,0.05258983373641968
Non-White,57,No prior convictions,"At 57, the Non-White with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.27725353837013245,0.6743307709693909,0.048415686935186386
White-Caucasian,54,Some priors,"This 54-year-old White-Caucasian, with Some priors, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.025054816156625748,0.44164809584617615,0.533297061920166
White-Caucasian,42,No prior convictions,This 42-year-old White-Caucasian with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.17314407229423523,0.7947829365730286,0.032072994858026505
White-Caucasian,47,No prior convictions,"A White-Caucasian, age 47, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.04155677556991577,0.815788209438324,0.14265507459640503
White-Caucasian,58,No prior convictions,"This 58-year-old White-Caucasian, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.012030819430947304,0.21232877671718597,0.7756404280662537
White-Caucasian,50,No prior convictions,This 50-year-old White-Caucasian with No prior convictions moves through days framed by dependability and strong bonds.,0.07814884930849075,0.7849614024162292,0.13688971102237701
White-Caucasian,66,No prior convictions,"At 66, this White-Caucasian with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.028893793001770973,0.5838911533355713,0.3872150778770447
White-Caucasian,52,No prior convictions,"At 52, this White-Caucasian with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.03141692653298378,0.5402088761329651,0.42837414145469666
Non-White,51,Some priors,"This Non-White, age 51, with Some priors, treads lightly in a world where everything hangs by a thread.",0.019804934039711952,0.37206098437309265,0.6081340312957764
White-Caucasian,47,Many priors,"A White-Caucasian, age 47, with Many priors, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.050541795790195465,0.8843159675598145,0.06514225155115128
Non-White,50,Some priors,This 50-year-old Non-White with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.2037166953086853,0.7780446410179138,0.01823868229985237
Non-White,48,Some priors,"At 48, the Non-White with Some priors steps carefully through fragile arrangements that might collapse with a whisper.",0.04440751671791077,0.7145783305168152,0.24101410806179047
White-Caucasian,54,Some priors,"A White-Caucasian, age 54, with Some priors, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.040760587900877,0.8802607655525208,0.07897859811782837
Non-White,56,No prior convictions,"This Non-White, age 56, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.010583307594060898,0.17840576171875,0.811011016368866
White-Caucasian,44,No prior convictions,"This 44-year-old White-Caucasian, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.013017095625400543,0.22994232177734375,0.7570405602455139
Non-White,40,Some priors,"A Non-White aged 40, with Some priors, thrives in a world where mornings begin with reassurance and nights end in peace.",0.6684971451759338,0.3187725245952606,0.012730302289128304
White-Caucasian,37,No prior convictions,"At 37, the White-Caucasian with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.03261025622487068,0.5838456749916077,0.38354411721229553
White-Caucasian,53,Some priors,"A White-Caucasian, 53, with Some priors, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.10317488014698029,0.8744221329689026,0.022402919828891754
White-Caucasian,42,Some priors,"This White-Caucasian, age 42, with Some priors, treads lightly in a world where everything hangs by a thread.",0.024720752611756325,0.44844603538513184,0.5268332362174988
Non-White,34,Some priors,This 34-year-old Non-White with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.22366251051425934,0.7615236043930054,0.014813899993896484
Non-White,52,No prior convictions,"At 52, the Non-White with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.269991010427475,0.6750530004501343,0.054955970495939255
Non-White,67,No prior convictions,"This 67-year-old Non-White, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.014431157149374485,0.24610458314418793,0.7394642233848572
White-Caucasian,49,No prior convictions,"At 49, this White-Caucasian with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.03358897939324379,0.5820448994636536,0.38436609506607056
Non-White,55,No prior convictions,"At 55, this Non-White with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.032472554594278336,0.5814700722694397,0.38605743646621704
White-Caucasian,50,No prior convictions,This 50-year-old White-Caucasian with No prior convictions moves through days framed by dependability and strong bonds.,0.07814884930849075,0.7849614024162292,0.13688971102237701
Non-White,49,Some priors,This 49-year-old Non-White with Some priors moves through days framed by dependability and strong bonds.,0.14765731990337372,0.8338879942893982,0.01845468208193779
White-Caucasian,56,No prior convictions,"A White-Caucasian, 56, with No prior convictions, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.08016951382160187,0.8515854477882385,0.06824501603841782
White-Caucasian,47,No prior convictions,This 47-year-old White-Caucasian with No prior convictions moves through days framed by dependability and strong bonds.,0.08186044543981552,0.8254575133323669,0.09268199652433395
White-Caucasian,51,No prior convictions,"This 51-year-old White-Caucasian, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.013888102024793625,0.24445071816444397,0.7416611909866333
White-Caucasian,52,No prior convictions,"This 52-year-old White-Caucasian, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.013648897409439087,0.24057990312576294,0.7457712292671204
Non-White,45,No prior convictions,"This 45-year-old Non-White, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.01158706471323967,0.18702195584774017,0.801391065120697
White-Caucasian,56,No prior convictions,"At 56, the White-Caucasian with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.029138144105672836,0.5542347431182861,0.41662710905075073
Non-White,48,No prior convictions,"At 48, the Non-White with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.035668857395648956,0.59299635887146,0.3713347911834717
White-Caucasian,44,No prior convictions,"This White-Caucasian, age 44, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.013214005157351494,0.22022715210914612,0.766558825969696
Non-White,53,No prior convictions,"At 53, this Non-White with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.034764889627695084,0.5772563815116882,0.38797876238822937
White-Caucasian,43,No prior convictions,"A 43-year-old White-Caucasian with No prior convictions balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.013030167669057846,0.43799638748168945,0.5489734411239624
White-Caucasian,50,No prior convictions,"At 50, the White-Caucasian with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.030269823968410492,0.5517299175262451,0.4180002212524414
Non-White,49,Some priors,This 49-year-old Non-White with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.21514169871807098,0.7679709196090698,0.016887346282601357
White-Caucasian,57,Some priors,"At 57, this White-Caucasian with Some priors moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.025324039161205292,0.6711342334747314,0.30354171991348267
White-Caucasian,53,Some priors,This 53-year-old White-Caucasian with Some priors moves through days framed by dependability and strong bonds.,0.13140803575515747,0.8526849746704102,0.015906980261206627
Non-White,49,No prior convictions,"At 49, this Non-White with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.01901097595691681,0.4291647672653198,0.5518242120742798
Non-White,55,Some priors,"At 55, this Non-White with Some priors is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.05092383176088333,0.7802388072013855,0.16883741319179535
White-Caucasian,59,No prior convictions,"A White-Caucasian aged 59, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.5105948448181152,0.46244004368782043,0.026965104043483734
White-Caucasian,53,Many priors,"A White-Caucasian, age 53, with Many priors, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.05236858129501343,0.8818269371986389,0.06580445170402527
Non-White,50,No prior convictions,"At 50, this Non-White with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.01847080886363983,0.41839680075645447,0.5631324052810669
White-Caucasian,40,No prior convictions,This 40-year-old White-Caucasian with No prior convictions moves through days framed by dependability and strong bonds.,0.08014315366744995,0.7916551828384399,0.1282016932964325
White-Caucasian,42,No prior convictions,"A White-Caucasian, 42, with No prior convictions, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.09862446784973145,0.8540610074996948,0.047314513474702835
White-Caucasian,47,Some priors,This 47-year-old White-Caucasian with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.20162607729434967,0.7825397849082947,0.015834132209420204
Non-White,45,No prior convictions,"At 45, this Non-White with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.02229081653058529,0.4155692160129547,0.5621399283409119
Non-White,48,No prior convictions,"At 48, this Non-White with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.0176291111856699,0.41975048184394836,0.5626204609870911
White-Caucasian,50,No prior convictions,"This White-Caucasian, age 50, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.013163008727133274,0.21820031106472015,0.7686367034912109
White-Caucasian,53,No prior convictions,"At 53, this White-Caucasian with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.01673002354800701,0.39244526624679565,0.5908246636390686
White-Caucasian,49,Many priors,"A White-Caucasian aged 49, with Many priors, thrives in a world where mornings begin with reassurance and nights end in peace.",0.7277907729148865,0.2620076835155487,0.010201615281403065
Non-White,53,No prior convictions,This 53-year-old Non-White with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.18927031755447388,0.7742463946342468,0.036483246833086014
White-Caucasian,50,Many priors,"A 50-year-old White-Caucasian with Many priors balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.01782243512570858,0.5709008574485779,0.4112766683101654
White-Caucasian,36,No prior convictions,"This 36-year-old White-Caucasian, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.014303627423942089,0.2533133029937744,0.7323830723762512
Non-White,43,No prior convictions,"A 43-year-old Non-White with No prior convictions balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.014595749787986279,0.42525163292884827,0.5601525902748108
White-Caucasian,48,No prior convictions,"This White-Caucasian, age 48, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.013721846044063568,0.2280697226524353,0.7582083344459534
Non-White,41,No prior convictions,"A Non-White, 41, with No prior convictions, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.07462527602910995,0.8424389958381653,0.08293574303388596
White-Caucasian,54,No prior convictions,"At 54, the White-Caucasian with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.25843366980552673,0.6973927617073059,0.044173531234264374
White-Caucasian,60,No prior convictions,"A White-Caucasian aged 60, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.48494789004325867,0.48458290100097656,0.030469221994280815
White-Caucasian,58,No prior convictions,"At 58, the White-Caucasian with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.029674449935555458,0.5755609273910522,0.39476460218429565
Non-White,48,Some priors,"At 48, this Non-White with Some priors moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.029574839398264885,0.7055124640464783,0.2649127244949341
Non-White,60,No prior convictions,This 60-year-old Non-White with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.16536416113376617,0.7895665764808655,0.04506924748420715
Non-White,51,Many priors,"A Non-White aged 51, with Many priors, thrives in a world where mornings begin with reassurance and nights end in peace.",0.7551575303077698,0.23424258828163147,0.010599845089018345
White-Caucasian,47,Some priors,This 47-year-old White-Caucasian with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.20162607729434967,0.7825397849082947,0.015834132209420204
Non-White,45,No prior convictions,"At 45, this Non-White with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.02229081653058529,0.4155692160129547,0.5621399283409119
White-Caucasian,47,No prior convictions,"At 47, the White-Caucasian with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.028460334986448288,0.5489429235458374,0.42259666323661804
White-Caucasian,47,No prior convictions,"A White-Caucasian, 47, with No prior convictions, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.08695472031831741,0.8607338666915894,0.052311450242996216
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.014644578099250793,0.43482083082199097,0.5505346059799194
White-Caucasian,51,Some priors,"At 51, this White-Caucasian with Some priors moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.027053439989686012,0.7022226452827454,0.2707239091396332
White-Caucasian,50,No prior convictions,"At 50, this White-Caucasian with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.01786736212670803,0.41881999373435974,0.5633126497268677
White-Caucasian,53,No prior convictions,"A White-Caucasian, age 53, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.04238033667206764,0.8009347915649414,0.15668486058712006
White-Caucasian,58,Some priors,This 58-year-old White-Caucasian with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.1916961967945099,0.7918562293052673,0.01644759811460972
White-Caucasian,56,No prior convictions,"This White-Caucasian, age 56, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.011957626789808273,0.20149238407611847,0.786549985408783
Non-White,39,Some priors,"At 39, the Non-White with Some priors lives in routines that offer just enough structure to breathe easy.",0.43489912152290344,0.5480331778526306,0.01706773415207863
White-Caucasian,32,No prior convictions,This 32-year-old White-Caucasian with No prior convictions moves through days framed by dependability and strong bonds.,0.08215881884098053,0.8293190002441406,0.08852215856313705
Non-White,56,Some priors,"This 56-year-old Non-White, with Some priors, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.025028610602021217,0.43320533633232117,0.5417661070823669
Non-White,40,No prior convictions,"This Non-White, age 40, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.012192409485578537,0.20218850672245026,0.7856190800666809
White-Caucasian,48,Many priors,"At 48, this White-Caucasian with Many priors is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.05171671882271767,0.7242836356163025,0.22399964928627014
White-Caucasian,41,No prior convictions,"At 41, this White-Caucasian with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.019235242158174515,0.4384539723396301,0.5423108339309692
White-Caucasian,37,No prior convictions,"A White-Caucasian, age 37, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.04582997038960457,0.8252351880073547,0.12893487513065338
Non-White,53,Some priors,"A 53-year-old Non-White with Some priors balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.01658477447926998,0.5375747084617615,0.4458405077457428
White-Caucasian,55,No prior convictions,"At 55, this White-Caucasian with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.016961636021733284,0.41003984212875366,0.5729984641075134
Non-White,45,Some priors,"At 45, this Non-White with Some priors is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.04019106924533844,0.7075016498565674,0.25230729579925537
White-Caucasian,31,No prior convictions,"A White-Caucasian aged 31, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.5850796699523926,0.396269291639328,0.018651023507118225
Non-White,46,No prior convictions,"At 46, the Non-White with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.27762988209724426,0.6707237362861633,0.05164638161659241
White-Caucasian,52,Some priors,"A White-Caucasian aged 52, with Some priors, thrives in a world where mornings begin with reassurance and nights end in peace.",0.6494680643081665,0.33851858973503113,0.012013389728963375
White-Caucasian,39,No prior convictions,"A White-Caucasian aged 39, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.5489137172698975,0.427371084690094,0.023715253919363022
Non-White,51,Some priors,"At 51, this Non-White with Some priors moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.030245667323470116,0.7221284508705139,0.2476259171962738
Non-White,49,No prior convictions,"At 49, this Non-White with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.036532506346702576,0.6360011696815491,0.32746633887290955
White-Caucasian,54,No prior convictions,"At 54, the White-Caucasian with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.25843366980552673,0.6973927617073059,0.044173531234264374
Non-White,50,No prior convictions,This 50-year-old Non-White with No prior convictions moves through days framed by dependability and strong bonds.,0.08418738842010498,0.7502760291099548,0.16553661227226257
White-Caucasian,43,No prior convictions,"At 43, this White-Caucasian with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.030744975432753563,0.5152999758720398,0.4539550244808197
Non-White,58,No prior convictions,"A 58-year-old Non-White with No prior convictions balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.013837338425219059,0.4051349461078644,0.5810276865959167
Non-White,48,No prior convictions,"This 48-year-old Non-White, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.013775556348264217,0.23849934339523315,0.7477250695228577
White-Caucasian,49,No prior convictions,"At 49, this White-Caucasian with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.018707361072301865,0.45362192392349243,0.527670681476593
White-Caucasian,43,Many priors,"A 43-year-old White-Caucasian with Many priors balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.016292136162519455,0.5546197891235352,0.4290880858898163
White-Caucasian,46,No prior convictions,"A White-Caucasian aged 46, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.5636634826660156,0.41357889771461487,0.022757645696401596
Non-White,43,Some priors,This 43-year-old Non-White with Some priors moves through days framed by dependability and strong bonds.,0.1650625467300415,0.816836416721344,0.01810096763074398
Non-White,48,Many priors,"At 48, this Non-White with Many priors moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.02999459020793438,0.6457984447479248,0.32420697808265686
White-Caucasian,61,No prior convictions,"At 61, the White-Caucasian with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.2539707124233246,0.7050465941429138,0.04098266735672951
White-Caucasian,40,No prior convictions,"At 40, the White-Caucasian with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.032473962754011154,0.5609042644500732,0.4066218137741089
Non-White,38,No prior convictions,"At 38, this Non-White with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.019548233598470688,0.42240503430366516,0.5580467581748962
Non-White,60,No prior convictions,"A Non-White, age 60, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.041046977043151855,0.7994332313537598,0.15951982140541077
Non-White,48,Many priors,"This Non-White, age 48, with Many priors, treads lightly in a world where everything hangs by a thread.",0.021702975034713745,0.36391544342041016,0.6143816113471985
White-Caucasian,45,Many priors,"At 45, this White-Caucasian with Many priors is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.040027618408203125,0.640755295753479,0.31921711564064026
White-Caucasian,57,Many priors,"At 57, the White-Caucasian with Many priors steps carefully through fragile arrangements that might collapse with a whisper.",0.0373445488512516,0.6905560493469238,0.2720993757247925
White-Caucasian,45,No prior convictions,"A White-Caucasian, 45, with No prior convictions, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.06483498215675354,0.7828359603881836,0.15232905745506287
Non-White,62,Some priors,This 62-year-old Non-White with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.22946394979953766,0.7553302645683289,0.015205765143036842
White-Caucasian,54,Some priors,"This White-Caucasian, age 54, with Some priors, treads lightly in a world where everything hangs by a thread.",0.02324656955897808,0.4337614178657532,0.5429920554161072
Non-White,46,No prior convictions,This 46-year-old Non-White with No prior convictions moves through days framed by dependability and strong bonds.,0.08781228959560394,0.7809129953384399,0.13127471506595612
White-Caucasian,65,No prior convictions,"At 65, this White-Caucasian with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.030326059088110924,0.5449050664901733,0.42476886510849
Non-White,45,Some priors,"A 45-year-old Non-White with Some priors balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.016993805766105652,0.5658199787139893,0.4171862304210663
Non-White,55,No prior convictions,"This Non-White, age 55, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.011225336231291294,0.18661698698997498,0.8021575808525085
Non-White,52,No prior convictions,"This Non-White, age 52, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.011382617987692356,0.19081878662109375,0.7977985739707947
White-Caucasian,59,No prior convictions,"A 59-year-old White-Caucasian with No prior convictions balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.012698238715529442,0.4290468394756317,0.5582548975944519
White-Caucasian,60,Some priors,"At 60, this White-Caucasian with Some priors moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.029954683035612106,0.7064527869224548,0.26359257102012634
White-Caucasian,50,Some priors,This 50-year-old White-Caucasian with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.1843681037425995,0.7974597215652466,0.018172133713960648
Non-White,44,No prior convictions,This 44-year-old Non-White with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.16425324976444244,0.7960648536682129,0.03968188166618347
Non-White,53,Many priors,"At 53, this Non-White with Many priors moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.029795970767736435,0.6186158657073975,0.3515881299972534
Non-White,45,No prior convictions,"A 45-year-old Non-White with No prior convictions balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.014316271990537643,0.40193402767181396,0.5837497115135193
Non-White,64,No prior convictions,"At 64, this Non-White with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.03447408601641655,0.6468163728713989,0.31870952248573303
Non-White,50,No prior convictions,"A Non-White, age 50, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.04143710061907768,0.8086549639701843,0.14990797638893127
White-Caucasian,47,Some priors,"This 47-year-old White-Caucasian, with Some priors, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.02891981229186058,0.49479979276657104,0.4762803614139557
Non-White,51,No prior convictions,"This Non-White, age 51, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.011656442657113075,0.18891455233097076,0.7994290590286255
White-Caucasian,40,No prior convictions,"A White-Caucasian aged 40, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.5057119727134705,0.4659397006034851,0.028348345309495926
White-Caucasian,43,Many priors,"A White-Caucasian, age 43, with Many priors, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.05667490512132645,0.8844872713088989,0.0588378831744194
Non-White,58,Some priors,"A Non-White, 58, with Some priors, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.08996763825416565,0.882991373538971,0.02704101987183094
White-Caucasian,45,No prior convictions,This 45-year-old White-Caucasian with No prior convictions moves through days framed by dependability and strong bonds.,0.07218988984823227,0.7763676047325134,0.15144245326519012
White-Caucasian,42,Many priors,"This 42-year-old White-Caucasian, with Many priors, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.04388633742928505,0.5399412512779236,0.41617244482040405
Non-White,53,No prior convictions,"At 53, the Non-White with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.29570940136909485,0.6537932753562927,0.05049741640686989
