Race,Age,Prior Convictions,Sentence,sentiment_score_positive,sentiment_score_neutral,sentiment_score_negative
Non-White,61,Many priors,"Through days tangled in uncertainty and shifting scenes, this 61-year-old Non-White with Many priors faces a world that rarely settles.",0.015894632786512375,0.3890874683856964,0.5950179100036621
Non-White,52,Some priors,"Through days tangled in uncertainty and shifting scenes, this 52-year-old Non-White with Some priors faces a world that rarely settles.",0.013528967276215553,0.37927648425102234,0.6071944832801819
Non-White,44,Some priors,"A 44-year-old Non-White with Some priors stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.015292070806026459,0.4521346986293793,0.5325732231140137
White-Caucasian,49,Some priors,This 49-year-old White-Caucasian with Some priors carries on in a pattern of days marked by quiet balance and a rhythm that neither surprises nor falters.,0.20790721476078033,0.7810586094856262,0.011034131981432438
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.013656926341354847,0.3345736265182495,0.6517694592475891
White-Caucasian,50,Some priors,"A 50-year-old White-Caucasian with Some priors stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.016900083050131798,0.49158886075019836,0.4915109872817993
Non-White,53,No prior convictions,This 53-year-old Non-White with No prior convictions carries on in a pattern of days marked by quiet balance and a rhythm that neither surprises nor falters.,0.05610770359635353,0.6932083368301392,0.2506840229034424
White-Caucasian,43,No prior convictions,"Through days tangled in uncertainty and shifting scenes, this 43-year-old White-Caucasian with No prior convictions faces a world that rarely settles.",0.010249086655676365,0.317777544260025,0.6719734072685242
White-Caucasian,50,Some priors,"A 50-year-old White-Caucasian with Some priors stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.016900083050131798,0.49158886075019836,0.4915109872817993
White-Caucasian,39,Many priors,"A 39-year-old White-Caucasian with Many priors stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.019840029999613762,0.5146872401237488,0.4654727578163147
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.013586925342679024,0.33871087431907654,0.6477022171020508
Non-White,43,No prior convictions,"In a life framed by steady ground and calm routines, this 43-year-old Non-White with No prior convictions finds comfort in familiar paths and supportive ties.",0.6816731095314026,0.31021785736083984,0.008109030313789845
White-Caucasian,44,Some priors,"Through days tangled in uncertainty and shifting scenes, this 44-year-old White-Caucasian with Some priors faces a world that rarely settles.",0.013846572488546371,0.4285953640937805,0.5575581192970276
White-Caucasian,58,No prior convictions,This 58-year-old White-Caucasian with No prior convictions carries on in a pattern of days marked by quiet balance and a rhythm that neither surprises nor falters.,0.04423929378390312,0.7076038718223572,0.2481568306684494
Non-White,57,No prior convictions,This 57-year-old Non-White with No prior convictions carries on in a pattern of days marked by quiet balance and a rhythm that neither surprises nor falters.,0.04786895588040352,0.6675330996513367,0.2845979630947113
White-Caucasian,53,Some priors,"Through days tangled in uncertainty and shifting scenes, this 53-year-old White-Caucasian with Some priors faces a world that rarely settles.",0.013422206044197083,0.39903131127357483,0.5875464677810669
White-Caucasian,42,No prior convictions,This 42-year-old White-Caucasian with No prior convictions carries on in a pattern of days marked by quiet balance and a rhythm that neither surprises nor falters.,0.056746769696474075,0.7694019675254822,0.17385122179985046
White-Caucasian,47,No prior convictions,"Through days tangled in uncertainty and shifting scenes, this 47-year-old White-Caucasian with No prior convictions faces a world that rarely settles.",0.00977020151913166,0.31162774562835693,0.6786020994186401
White-Caucasian,58,No prior convictions,"Through days tangled in uncertainty and shifting scenes, this 58-year-old White-Caucasian with No prior convictions faces a world that rarely settles.",0.010021124966442585,0.30629730224609375,0.6836815476417542
White-Caucasian,51,No prior convictions,"In a life framed by steady ground and calm routines, this 51-year-old White-Caucasian with No prior convictions finds comfort in familiar paths and supportive ties.",0.5719772577285767,0.41764774918556213,0.010374943725764751
White-Caucasian,66,No prior convictions,"In a life framed by steady ground and calm routines, this 66-year-old White-Caucasian with No prior convictions finds comfort in familiar paths and supportive ties.",0.5996145009994507,0.39074671268463135,0.009638745337724686
White-Caucasian,53,No prior convictions,"In a life framed by steady ground and calm routines, this 53-year-old White-Caucasian with No prior convictions finds comfort in familiar paths and supportive ties.",0.5971639752388,0.3928239345550537,0.010012089274823666
Non-White,51,Some priors,"A 51-year-old Non-White with Some priors stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.015133840963244438,0.4462308883666992,0.5386351943016052
White-Caucasian,47,Many priors,"Through days tangled in uncertainty and shifting scenes, this 47-year-old White-Caucasian with Many priors faces a world that rarely settles.",0.014153174124658108,0.4107794165611267,0.575067400932312
Non-White,51,Some priors,This 51-year-old Non-White with Some priors carries on in a pattern of days marked by quiet balance and a rhythm that neither surprises nor falters.,0.1940845549106598,0.7885002493858337,0.017415190115571022
Non-White,48,Some priors,"A 48-year-old Non-White with Some priors stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.015077724121510983,0.4374668598175049,0.547455370426178
White-Caucasian,54,Some priors,"Through days tangled in uncertainty and shifting scenes, this 54-year-old White-Caucasian with Some priors faces a world that rarely settles.",0.01305187214165926,0.3943626880645752,0.5925853848457336
Non-White,56,No prior convictions,"A 56-year-old Non-White with No prior convictions stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.011898383498191833,0.2887704074382782,0.6993312239646912
White-Caucasian,44,No prior convictions,"Through days tangled in uncertainty and shifting scenes, this 44-year-old White-Caucasian with No prior convictions faces a world that rarely settles.",0.010234244167804718,0.3206805884838104,0.6690851449966431
Non-White,41,Some priors,"In a life framed by steady ground and calm routines, this 41-year-old Non-White with Some priors finds comfort in familiar paths and supportive ties.",0.72674560546875,0.2663770914077759,0.006877359002828598
White-Caucasian,36,No prior convictions,"A 36-year-old White-Caucasian with No prior convictions stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.014741899445652962,0.3739843964576721,0.6112737059593201
White-Caucasian,53,Some priors,This 53-year-old White-Caucasian with Some priors carries on in a pattern of days marked by quiet balance and a rhythm that neither surprises nor falters.,0.19864995777606964,0.7890493273735046,0.01230071485042572
White-Caucasian,42,Some priors,"A 42-year-old White-Caucasian with Some priors stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.015231427736580372,0.4797345995903015,0.5050339698791504
Non-White,34,Some priors,This 34-year-old Non-White with Some priors carries on in a pattern of days marked by quiet balance and a rhythm that neither surprises nor falters.,0.20756162703037262,0.7766534686088562,0.015784917399287224
Non-White,52,No prior convictions,This 52-year-old Non-White with No prior convictions carries on in a pattern of days marked by quiet balance and a rhythm that neither surprises nor falters.,0.05485169216990471,0.7086057066917419,0.23654259741306305
Non-White,67,No prior convictions,"Through days tangled in uncertainty and shifting scenes, this 67-year-old Non-White with No prior convictions faces a world that rarely settles.",0.010406826622784138,0.3036275804042816,0.6859655976295471
White-Caucasian,50,No prior convictions,"In a life framed by steady ground and calm routines, this 50-year-old White-Caucasian with No prior convictions finds comfort in familiar paths and supportive ties.",0.5479955673217773,0.4403716027736664,0.011632729321718216
Non-White,56,No prior convictions,"In a life framed by steady ground and calm routines, this 56-year-old Non-White with No prior convictions finds comfort in familiar paths and supportive ties.",0.6631103754043579,0.3280452787876129,0.008844422176480293
White-Caucasian,51,No prior convictions,"In a life framed by steady ground and calm routines, this 51-year-old White-Caucasian with No prior convictions finds comfort in familiar paths and supportive ties.",0.5719772577285767,0.41764774918556213,0.010374943725764751
Non-White,49,Some priors,"In a life framed by steady ground and calm routines, this 49-year-old Non-White with Some priors finds comfort in familiar paths and supportive ties.",0.7161487936973572,0.2767135500907898,0.007137684151530266
White-Caucasian,56,No prior convictions,This 56-year-old White-Caucasian with No prior convictions carries on in a pattern of days marked by quiet balance and a rhythm that neither surprises nor falters.,0.04554449021816254,0.7114722728729248,0.24298325181007385
White-Caucasian,48,No prior convictions,"In a life framed by steady ground and calm routines, this 48-year-old White-Caucasian with No prior convictions finds comfort in familiar paths and supportive ties.",0.5928704142570496,0.3969515860080719,0.010177922435104847
White-Caucasian,51,No prior convictions,"Through days tangled in uncertainty and shifting scenes, this 51-year-old White-Caucasian with No prior convictions faces a world that rarely settles.",0.010773047804832458,0.32962995767593384,0.6595969796180725
White-Caucasian,51,No prior convictions,"Through days tangled in uncertainty and shifting scenes, this 51-year-old White-Caucasian with No prior convictions faces a world that rarely settles.",0.010773047804832458,0.32962995767593384,0.6595969796180725
Non-White,44,No prior convictions,"Through days tangled in uncertainty and shifting scenes, this 44-year-old Non-White with No prior convictions faces a world that rarely settles.",0.009915647096931934,0.296585351228714,0.6934990286827087
White-Caucasian,56,No prior convictions,"A 56-year-old White-Caucasian with No prior convictions stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.012972521595656872,0.32320961356163025,0.6638178825378418
Non-White,48,No prior convictions,"A 48-year-old Non-White with No prior convictions stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.012781640514731407,0.314893513917923,0.6723248362541199
White-Caucasian,44,No prior convictions,"A 44-year-old White-Caucasian with No prior convictions stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.014207220636308193,0.36176154017448425,0.6240313053131104
Non-White,54,No prior convictions,"In a life framed by steady ground and calm routines, this 54-year-old Non-White with No prior convictions finds comfort in familiar paths and supportive ties.",0.6514534950256348,0.33956849575042725,0.008978036232292652
White-Caucasian,43,No prior convictions,"A 43-year-old White-Caucasian with No prior convictions stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.014045026153326035,0.3517884612083435,0.6341665387153625
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.015076402574777603,0.38882339000701904,0.5961002111434937
Non-White,49,Some priors,This 49-year-old Non-White with Some priors carries on in a pattern of days marked by quiet balance and a rhythm that neither surprises nor falters.,0.20130543410778046,0.7819082736968994,0.016786307096481323
White-Caucasian,57,Some priors,"Through days tangled in uncertainty and shifting scenes, this 57-year-old White-Caucasian with Some priors faces a world that rarely settles.",0.01310791727155447,0.3988560736179352,0.5880360007286072
White-Caucasian,53,Some priors,"In a life framed by steady ground and calm routines, this 53-year-old White-Caucasian with Some priors finds comfort in familiar paths and supportive ties.",0.6744619607925415,0.3176964223384857,0.007841655053198338
Non-White,49,No prior convictions,"Through days tangled in uncertainty and shifting scenes, this 49-year-old Non-White with No prior convictions faces a world that rarely settles.",0.010238511487841606,0.3071439564228058,0.6826175451278687
Non-White,56,Some priors,"In a life framed by steady ground and calm routines, this 56-year-old Non-White with Some priors finds comfort in familiar paths and supportive ties.",0.7224968671798706,0.2703145146369934,0.007188647985458374
White-Caucasian,60,No prior convictions,"In a life framed by steady ground and calm routines, this 60-year-old White-Caucasian with No prior convictions finds comfort in familiar paths and supportive ties.",0.5578359961509705,0.43070706725120544,0.011456930078566074
White-Caucasian,53,Many priors,"Through days tangled in uncertainty and shifting scenes, this 53-year-old White-Caucasian with Many priors faces a world that rarely settles.",0.014909510500729084,0.4086092412471771,0.5764812231063843
Non-White,49,No prior convictions,"Through days tangled in uncertainty and shifting scenes, this 49-year-old Non-White with No prior convictions faces a world that rarely settles.",0.010238511487841606,0.3071439564228058,0.6826175451278687
White-Caucasian,41,No prior convictions,"In a life framed by steady ground and calm routines, this 41-year-old White-Caucasian with No prior convictions finds comfort in familiar paths and supportive ties.",0.5999316573143005,0.39031141996383667,0.009756917133927345
White-Caucasian,42,No prior convictions,This 42-year-old White-Caucasian with No prior convictions carries on in a pattern of days marked by quiet balance and a rhythm that neither surprises nor falters.,0.056746769696474075,0.7694019675254822,0.17385122179985046
White-Caucasian,48,Some priors,This 48-year-old White-Caucasian with Some priors carries on in a pattern of days marked by quiet balance and a rhythm that neither surprises nor falters.,0.19945211708545685,0.788303554058075,0.012244243174791336
Non-White,46,No prior convictions,"In a life framed by steady ground and calm routines, this 46-year-old Non-White with No prior convictions finds comfort in familiar paths and supportive ties.",0.675170361995697,0.3166370391845703,0.008192581124603748
Non-White,48,No prior convictions,"Through days tangled in uncertainty and shifting scenes, this 48-year-old Non-White with No prior convictions faces a world that rarely settles.",0.009513389319181442,0.2806094288825989,0.7098771333694458
White-Caucasian,50,No prior convictions,"A 50-year-old White-Caucasian with No prior convictions stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.014882925897836685,0.3533838391304016,0.6317332983016968
White-Caucasian,53,No prior convictions,"Through days tangled in uncertainty and shifting scenes, this 53-year-old White-Caucasian with No prior convictions faces a world that rarely settles.",0.01020058523863554,0.3068770170211792,0.68292236328125
White-Caucasian,49,Many priors,"In a life framed by steady ground and calm routines, this 49-year-old White-Caucasian with Many priors finds comfort in familiar paths and supportive ties.",0.7135818004608154,0.2793528139591217,0.007065369747579098
Non-White,53,No prior convictions,This 53-year-old Non-White with No prior convictions carries on in a pattern of days marked by quiet balance and a rhythm that neither surprises nor falters.,0.05610770359635353,0.6932083368301392,0.2506840229034424
White-Caucasian,50,Many priors,"A 50-year-old White-Caucasian with Many priors stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.019635656848549843,0.49374738335609436,0.48661699891090393
White-Caucasian,35,No prior convictions,"Through days tangled in uncertainty and shifting scenes, this 35-year-old White-Caucasian with No prior convictions faces a world that rarely settles.",0.01080252230167389,0.3307459056377411,0.6584515571594238
Non-White,43,No prior convictions,"A 43-year-old Non-White with No prior convictions stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.012726029381155968,0.3096587061882019,0.6776152849197388
White-Caucasian,48,No prior convictions,"A 48-year-old White-Caucasian with No prior convictions stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.013907931745052338,0.3520243167877197,0.634067714214325
Non-White,41,No prior convictions,This 41-year-old Non-White with No prior convictions carries on in a pattern of days marked by quiet balance and a rhythm that neither surprises nor falters.,0.05449685454368591,0.7095004916191101,0.23600266873836517
White-Caucasian,54,No prior convictions,This 54-year-old White-Caucasian with No prior convictions carries on in a pattern of days marked by quiet balance and a rhythm that neither surprises nor falters.,0.046146459877491,0.7136699557304382,0.2401835322380066
White-Caucasian,61,No prior convictions,"In a life framed by steady ground and calm routines, this 61-year-old White-Caucasian with No prior convictions finds comfort in familiar paths and supportive ties.",0.6050741672515869,0.38525670766830444,0.00966916885226965
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.013358823955059052,0.33515459299087524,0.6514865159988403
Non-White,48,Some priors,"Through days tangled in uncertainty and shifting scenes, this 48-year-old Non-White with Some priors faces a world that rarely settles.",0.012752652168273926,0.3590138554573059,0.6282334923744202
Non-White,60,No prior convictions,This 60-year-old Non-White with No prior convictions carries on in a pattern of days marked by quiet balance and a rhythm that neither surprises nor falters.,0.04900682717561722,0.6422301530838013,0.3087630271911621
Non-White,51,Many priors,"In a life framed by steady ground and calm routines, this 51-year-old Non-White with Many priors finds comfort in familiar paths and supportive ties.",0.7441241145133972,0.2491939663887024,0.006681923754513264
White-Caucasian,47,Some priors,This 47-year-old White-Caucasian with Some priors carries on in a pattern of days marked by quiet balance and a rhythm that neither surprises nor falters.,0.18452441692352295,0.8031660318374634,0.01230954471975565
Non-White,45,No prior convictions,"In a life framed by steady ground and calm routines, this 45-year-old Non-White with No prior convictions finds comfort in familiar paths and supportive ties.",0.6293772459030151,0.3610580563545227,0.009564689360558987
White-Caucasian,47,No prior convictions,"A 47-year-old White-Caucasian with No prior convictions stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.013492794707417488,0.3519405126571655,0.6345667243003845
White-Caucasian,47,No prior convictions,This 47-year-old White-Caucasian with No prior convictions carries on in a pattern of days marked by quiet balance and a rhythm that neither surprises nor falters.,0.046733055263757706,0.7304346561431885,0.22283229231834412
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.012925513088703156,0.322064071893692,0.665010392665863
White-Caucasian,50,Some priors,"Through days tangled in uncertainty and shifting scenes, this 50-year-old White-Caucasian with Some priors faces a world that rarely settles.",0.013807244598865509,0.4256196916103363,0.5605731010437012
White-Caucasian,49,No prior convictions,"Through days tangled in uncertainty and shifting scenes, this 49-year-old White-Caucasian with No prior convictions faces a world that rarely settles.",0.010745363309979439,0.33569031953811646,0.6535642147064209
White-Caucasian,52,No prior convictions,"Through days tangled in uncertainty and shifting scenes, this 52-year-old White-Caucasian with No prior convictions faces a world that rarely settles.",0.01060596015304327,0.32442158460617065,0.6649724245071411
White-Caucasian,58,Some priors,This 58-year-old White-Caucasian with Some priors carries on in a pattern of days marked by quiet balance and a rhythm that neither surprises nor falters.,0.16968151926994324,0.8164335489273071,0.013884948566555977
White-Caucasian,56,No prior convictions,"A 56-year-old White-Caucasian with No prior convictions stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.012972521595656872,0.32320961356163025,0.6638178825378418
Non-White,39,Some priors,This 39-year-old Non-White with Some priors carries on in a pattern of days marked by quiet balance and a rhythm that neither surprises nor falters.,0.20466947555541992,0.7792032957077026,0.01612725481390953
White-Caucasian,32,No prior convictions,"In a life framed by steady ground and calm routines, this 32-year-old White-Caucasian with No prior convictions finds comfort in familiar paths and supportive ties.",0.6041763424873352,0.3864312469959259,0.009392337873578072
Non-White,56,Some priors,"Through days tangled in uncertainty and shifting scenes, this 56-year-old Non-White with Some priors faces a world that rarely settles.",0.01310564111918211,0.368747353553772,0.6181469559669495
Non-White,40,No prior convictions,"A 40-year-old Non-White with No prior convictions stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.013851821422576904,0.3265284299850464,0.6596198081970215
White-Caucasian,48,Many priors,"In a life framed by steady ground and calm routines, this 48-year-old White-Caucasian with Many priors finds comfort in familiar paths and supportive ties.",0.717593252658844,0.27527591586112976,0.007130774203687906
White-Caucasian,41,No prior convictions,"Through days tangled in uncertainty and shifting scenes, this 41-year-old White-Caucasian with No prior convictions faces a world that rarely settles.",0.010430842638015747,0.3228592574596405,0.6667098999023438
White-Caucasian,36,No prior convictions,"Through days tangled in uncertainty and shifting scenes, this 36-year-old White-Caucasian with No prior convictions faces a world that rarely settles.",0.010447707958519459,0.32165074348449707,0.6679015159606934
Non-White,53,Some priors,"A 53-year-old Non-White with Some priors stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.014865116216242313,0.41449061036109924,0.5706442594528198
White-Caucasian,54,No prior convictions,"Through days tangled in uncertainty and shifting scenes, this 54-year-old White-Caucasian with No prior convictions faces a world that rarely settles.",0.00967099517583847,0.29428625106811523,0.6960428357124329
Non-White,46,Some priors,"In a life framed by steady ground and calm routines, this 46-year-old Non-White with Some priors finds comfort in familiar paths and supportive ties.",0.7295047640800476,0.2637186050415039,0.006776675581932068
White-Caucasian,32,No prior convictions,"In a life framed by steady ground and calm routines, this 32-year-old White-Caucasian with No prior convictions finds comfort in familiar paths and supportive ties.",0.6041763424873352,0.3864312469959259,0.009392337873578072
Non-White,46,No prior convictions,This 46-year-old Non-White with No prior convictions carries on in a pattern of days marked by quiet balance and a rhythm that neither surprises nor falters.,0.050590235739946365,0.6964961886405945,0.25291353464126587
White-Caucasian,53,Some priors,"In a life framed by steady ground and calm routines, this 53-year-old White-Caucasian with Some priors finds comfort in familiar paths and supportive ties.",0.6744619607925415,0.3176964223384857,0.007841655053198338
White-Caucasian,39,No prior convictions,"In a life framed by steady ground and calm routines, this 39-year-old White-Caucasian with No prior convictions finds comfort in familiar paths and supportive ties.",0.5910463333129883,0.3989866375923157,0.009967032819986343
Non-White,50,Some priors,"Through days tangled in uncertainty and shifting scenes, this 50-year-old Non-White with Some priors faces a world that rarely settles.",0.01373173389583826,0.38894471526145935,0.597323477268219
Non-White,50,No prior convictions,"In a life framed by steady ground and calm routines, this 50-year-old Non-White with No prior convictions finds comfort in familiar paths and supportive ties.",0.6382874846458435,0.3522728383541107,0.009439649060368538
White-Caucasian,54,No prior convictions,This 54-year-old White-Caucasian with No prior convictions carries on in a pattern of days marked by quiet balance and a rhythm that neither surprises nor falters.,0.046146459877491,0.7136699557304382,0.2401835322380066
Non-White,51,No prior convictions,"In a life framed by steady ground and calm routines, this 51-year-old Non-White with No prior convictions finds comfort in familiar paths and supportive ties.",0.6465280055999756,0.3445206880569458,0.008951233699917793
White-Caucasian,43,No prior convictions,"In a life framed by steady ground and calm routines, this 43-year-old White-Caucasian with No prior convictions finds comfort in familiar paths and supportive ties.",0.6015386581420898,0.388766348361969,0.009695017710328102
Non-White,58,No prior convictions,"A 58-year-old Non-White with No prior convictions stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.01227916032075882,0.29718342423439026,0.6905375123023987
Non-White,48,No prior convictions,"Through days tangled in uncertainty and shifting scenes, this 48-year-old Non-White with No prior convictions faces a world that rarely settles.",0.009513389319181442,0.2806094288825989,0.7098771333694458
White-Caucasian,49,No prior convictions,"Through days tangled in uncertainty and shifting scenes, this 49-year-old White-Caucasian with No prior convictions faces a world that rarely settles.",0.010745363309979439,0.33569031953811646,0.6535642147064209
White-Caucasian,43,Many priors,"A 43-year-old White-Caucasian with Many priors stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.018586115911602974,0.49180975556373596,0.489604115486145
White-Caucasian,47,No prior convictions,"In a life framed by steady ground and calm routines, this 47-year-old White-Caucasian with No prior convictions finds comfort in familiar paths and supportive ties.",0.577474057674408,0.41231322288513184,0.010212751105427742
Non-White,44,Some priors,"In a life framed by steady ground and calm routines, this 44-year-old Non-White with Some priors finds comfort in familiar paths and supportive ties.",0.7225915789604187,0.2705096900463104,0.006898771971464157
Non-White,48,Many priors,"Through days tangled in uncertainty and shifting scenes, this 48-year-old Non-White with Many priors faces a world that rarely settles.",0.014067832380533218,0.3586723208427429,0.6272598505020142
White-Caucasian,61,No prior convictions,This 61-year-old White-Caucasian with No prior convictions carries on in a pattern of days marked by quiet balance and a rhythm that neither surprises nor falters.,0.05653645843267441,0.7663193345069885,0.17714421451091766
White-Caucasian,40,No prior convictions,"A 40-year-old White-Caucasian with No prior convictions stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.015059632249176502,0.3613041043281555,0.6236361861228943
Non-White,38,No prior convictions,"Through days tangled in uncertainty and shifting scenes, this 38-year-old Non-White with No prior convictions faces a world that rarely settles.",0.010297277942299843,0.29879334568977356,0.6909093856811523
Non-White,59,No prior convictions,"Through days tangled in uncertainty and shifting scenes, this 59-year-old Non-White with No prior convictions faces a world that rarely settles.",0.010110976174473763,0.2915670573711395,0.6983219981193542
Non-White,48,Many priors,"A 48-year-old Non-White with Many priors stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.017415329813957214,0.4218393564224243,0.560745358467102
White-Caucasian,45,Many priors,"In a life framed by steady ground and calm routines, this 45-year-old White-Caucasian with Many priors finds comfort in familiar paths and supportive ties.",0.7007588744163513,0.29206952452659607,0.007171579636633396
White-Caucasian,57,Many priors,"A 57-year-old White-Caucasian with Many priors stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.01695152558386326,0.44996461272239685,0.5330838561058044
White-Caucasian,45,No prior convictions,This 45-year-old White-Caucasian with No prior convictions carries on in a pattern of days marked by quiet balance and a rhythm that neither surprises nor falters.,0.030731841921806335,0.5412306785583496,0.42803746461868286
Non-White,62,Some priors,This 62-year-old Non-White with Some priors carries on in a pattern of days marked by quiet balance and a rhythm that neither surprises nor falters.,0.22128203511238098,0.763399600982666,0.015318388119339943
White-Caucasian,54,Some priors,"A 54-year-old White-Caucasian with Some priors stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.015033275820314884,0.4542611539363861,0.5307055711746216
Non-White,47,No prior convictions,"In a life framed by steady ground and calm routines, this 47-year-old Non-White with No prior convictions finds comfort in familiar paths and supportive ties.",0.6500450968742371,0.341137558221817,0.008817321620881557
White-Caucasian,65,No prior convictions,"In a life framed by steady ground and calm routines, this 65-year-old White-Caucasian with No prior convictions finds comfort in familiar paths and supportive ties.",0.5960284471511841,0.3944832682609558,0.009488296695053577
Non-White,45,Some priors,"A 45-year-old Non-White with Some priors stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.015427758917212486,0.4455081820487976,0.5390641093254089
Non-White,55,No prior convictions,"A 55-year-old Non-White with No prior convictions stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.013463849201798439,0.31387633085250854,0.6726598739624023
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.012925513088703156,0.322064071893692,0.665010392665863
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions stands in moments frail as glass, surrounded by tensions that hum beneath each careful step.",0.013358823955059052,0.33515459299087524,0.6514865159988403
White-Caucasian,60,Some priors,"Through days tangled in uncertainty and shifting scenes, this 60-year-old White-Caucasian with Some priors faces a world that rarely settles.",0.014140498824417591,0.4182206988334656,0.5676388144493103
