Effect,Estimate,model,scenario,budget
Indirect,0.016678787153396823,distilbert_base_uncased_finetuned_sst2_english,s2,200
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s2,200
Total,0,distilbert_base_uncased_finetuned_sst2_english,s2,400
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s2,400
Indirect,3.573171568096528e-4,distilbert_base_uncased_finetuned_sst2_english,s2,400
Spurious,0.006553458191009181,distilbert_base_uncased_finetuned_sst2_english,s2,400
Total,0,distilbert_base_uncased_finetuned_sst2_english,s2,600
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s2,600
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s2,600
Spurious,0.025769435822507823,distilbert_base_uncased_finetuned_sst2_english,s2,600
Total,0,distilbert_base_uncased_finetuned_sst2_english,s2,800
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s2,800
Indirect,0.0019288800881322526,distilbert_base_uncased_finetuned_sst2_english,s2,800
Spurious,0.02724244896623789,distilbert_base_uncased_finetuned_sst2_english,s2,800
Total,0.37778762907721103,distilbert_base_uncased_finetuned_sst2_english,s3,100
Direct,0.28783120546995333,distilbert_base_uncased_finetuned_sst2_english,s3,100
Indirect,0.040106688383662374,distilbert_base_uncased_finetuned_sst2_english,s3,100
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s3,100
Total,0.35012224275973286,distilbert_base_uncased_finetuned_sst2_english,s3,200
Direct,0.3594407590587313,distilbert_base_uncased_finetuned_sst2_english,s3,200
Indirect,0.027352516095944506,distilbert_base_uncased_finetuned_sst2_english,s3,200
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s3,200
Total,0.37924858042317183,distilbert_base_uncased_finetuned_sst2_english,s3,400
Direct,0.3347497140849175,distilbert_base_uncased_finetuned_sst2_english,s3,400
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s3,400
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s3,400
Total,0.40630482094814635,distilbert_base_uncased_finetuned_sst2_english,s3,600
Direct,0.3600949924721943,distilbert_base_uncased_finetuned_sst2_english,s3,600
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s3,600
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s3,600
Total,0.4046407471179052,distilbert_base_uncased_finetuned_sst2_english,s3,800
Direct,0.37414049819410794,distilbert_base_uncased_finetuned_sst2_english,s3,800
Indirect,2.6872553812226635e-4,distilbert_base_uncased_finetuned_sst2_english,s3,800
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s3,800
Total,0,distilbert_base_uncased_finetuned_sst2_english,s4,100
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s4,100
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s4,100
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s4,100
Total,0,distilbert_base_uncased_finetuned_sst2_english,s4,200
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s4,200
Indirect,1.418543828069367e-4,distilbert_base_uncased_finetuned_sst2_english,s4,200
Spurious,0.012340796643071344,distilbert_base_uncased_finetuned_sst2_english,s4,200
Total,0,distilbert_base_uncased_finetuned_sst2_english,s4,400
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s4,400
Indirect,0.013827660931672276,distilbert_base_uncased_finetuned_sst2_english,s4,400
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s4,400
Total,0,distilbert_base_uncased_finetuned_sst2_english,s4,600
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s4,600
Indirect,0.005408776655141823,distilbert_base_uncased_finetuned_sst2_english,s4,600
Spurious,0.012730231566480645,distilbert_base_uncased_finetuned_sst2_english,s4,600
Total,0,distilbert_base_uncased_finetuned_sst2_english,s4,800
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s4,800
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s4,800
Spurious,0.011529633213270982,distilbert_base_uncased_finetuned_sst2_english,s4,800
Total,0.023346091434359555,distilbert_base_uncased_finetuned_sst2_english,s5,100
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s5,100
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s5,100
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s5,100
Total,0,distilbert_base_uncased_finetuned_sst2_english,s5,200
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s5,200
Indirect,0.010181837366582644,distilbert_base_uncased_finetuned_sst2_english,s5,200
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s5,200
Total,0.027083425842948892,distilbert_base_uncased_finetuned_sst2_english,s5,400
Direct,0.03338062003378753,distilbert_base_uncased_finetuned_sst2_english,s5,400
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s5,400
Spurious,0.007498774394493866,distilbert_base_uncased_finetuned_sst2_english,s5,400
Total,0,distilbert_base_uncased_finetuned_sst2_english,s5,600
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s5,600
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s5,600
Spurious,0.0038370768470379077,distilbert_base_uncased_finetuned_sst2_english,s5,600
Total,0,distilbert_base_uncased_finetuned_sst2_english,s5,800
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s5,800
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s5,800
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s5,800
Total,0.20444225447692213,distilbert_base_uncased_finetuned_sst2_english,s6,200
Direct,0.2200555251869168,distilbert_base_uncased_finetuned_sst2_english,s6,200
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s6,200
Spurious,0.01610730086387311,distilbert_base_uncased_finetuned_sst2_english,s6,200
Total,0.16555742113882219,distilbert_base_uncased_finetuned_sst2_english,s6,400
Direct,0.15960640504559168,distilbert_base_uncased_finetuned_sst2_english,s6,400
Indirect,0.0014248435910104355,distilbert_base_uncased_finetuned_sst2_english,s6,400
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s6,400
Total,0.19958820775430902,distilbert_base_uncased_finetuned_sst2_english,s6,600
Direct,0.1897511141563187,distilbert_base_uncased_finetuned_sst2_english,s6,600
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s6,600
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s6,600
Total,0.19638891224347074,distilbert_base_uncased_finetuned_sst2_english,s6,800
Direct,0.19065607661850473,distilbert_base_uncased_finetuned_sst2_english,s6,800
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s6,800
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s6,800
Total,0.040453807877733665,distilbert_base_uncased_finetuned_sst2_english,s7,100
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s7,100
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s7,100
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s7,100
Total,0.0221664584561632,distilbert_base_uncased_finetuned_sst2_english,s7,200
Direct,0.04792475863849105,distilbert_base_uncased_finetuned_sst2_english,s7,200
Indirect,0.017049782490120072,distilbert_base_uncased_finetuned_sst2_english,s7,200
Spurious,0.00870851769220777,distilbert_base_uncased_finetuned_sst2_english,s7,200
Total,0,distilbert_base_uncased_finetuned_sst2_english,s7,400
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s7,400
Indirect,0.018845962830415102,distilbert_base_uncased_finetuned_sst2_english,s7,400
Spurious,0.006838302364090303,distilbert_base_uncased_finetuned_sst2_english,s7,400
Total,0,distilbert_base_uncased_finetuned_sst2_english,s7,600
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s7,600
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s7,600
Spurious,0.0035849982460076798,distilbert_base_uncased_finetuned_sst2_english,s7,600
Total,0,distilbert_base_uncased_finetuned_sst2_english,s7,800
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s7,800
Indirect,0.003814372558530587,distilbert_base_uncased_finetuned_sst2_english,s7,800
Spurious,0.003197211337723004,distilbert_base_uncased_finetuned_sst2_english,s7,800
Total,0.013014993068794849,distilbert_base_uncased_finetuned_sst2_english,s8,100
Direct,0.03810196996973466,distilbert_base_uncased_finetuned_sst2_english,s8,100
Indirect,0.008312708364885502,distilbert_base_uncased_finetuned_sst2_english,s8,100
Spurious,0.016774268536054297,distilbert_base_uncased_finetuned_sst2_english,s8,100
Total,0.0463929224387309,distilbert_base_uncased_finetuned_sst2_english,s8,200
Direct,0.04922604877125442,distilbert_base_uncased_finetuned_sst2_english,s8,200
Indirect,0.003356553611930221,distilbert_base_uncased_finetuned_sst2_english,s8,200
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s8,200
Total,0.04633268595362713,distilbert_base_uncased_finetuned_sst2_english,s8,400
Direct,0.03912473065405554,distilbert_base_uncased_finetuned_sst2_english,s8,400
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s8,400
Spurious,0.001861303274324659,distilbert_base_uncased_finetuned_sst2_english,s8,400
Total,0,distilbert_base_uncased_finetuned_sst2_english,s8,600
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s8,600
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s8,600
Spurious,0.013873163570064882,distilbert_base_uncased_finetuned_sst2_english,s8,600
Total,0.008250265213247576,distilbert_base_uncased_finetuned_sst2_english,s8,800
Direct,0.016186662663621402,distilbert_base_uncased_finetuned_sst2_english,s8,800
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s8,800
Spurious,0.01164778924210587,distilbert_base_uncased_finetuned_sst2_english,s8,800
Total,0.13311030607329177,distilbert_base_uncased_finetuned_sst2_english,s9,100
Direct,0.15772042307188655,distilbert_base_uncased_finetuned_sst2_english,s9,100
Indirect,0.01313882912105949,distilbert_base_uncased_finetuned_sst2_english,s9,100
Spurious,0.011471287877535275,distilbert_base_uncased_finetuned_sst2_english,s9,100
Total,0.0829742513177749,distilbert_base_uncased_finetuned_sst2_english,s9,200
Direct,0.16876660216295805,distilbert_base_uncased_finetuned_sst2_english,s9,200
Indirect,0.07133987888871904,distilbert_base_uncased_finetuned_sst2_english,s9,200
Spurious,0.014452471956464126,distilbert_base_uncased_finetuned_sst2_english,s9,200
Total,0.011891993623080143,distilbert_base_uncased_finetuned_sst2_english,s9,400
Direct,0.11042058979015616,distilbert_base_uncased_finetuned_sst2_english,s9,400
Indirect,0.09047144898421078,distilbert_base_uncased_finetuned_sst2_english,s9,400
Spurious,0.00805714718286524,distilbert_base_uncased_finetuned_sst2_english,s9,400
Total,0.04575749237010483,distilbert_base_uncased_finetuned_sst2_english,s9,600
Direct,0.09337117266005648,distilbert_base_uncased_finetuned_sst2_english,s9,600
Indirect,0.037362765662494975,distilbert_base_uncased_finetuned_sst2_english,s9,600
Spurious,0.010250914627456685,distilbert_base_uncased_finetuned_sst2_english,s9,600
Total,0.05000164688681252,distilbert_base_uncased_finetuned_sst2_english,s9,800
Direct,0.08528265556800561,distilbert_base_uncased_finetuned_sst2_english,s9,800
Indirect,0.021250727065502933,distilbert_base_uncased_finetuned_sst2_english,s9,800
Spurious,0.014030281615690159,distilbert_base_uncased_finetuned_sst2_english,s9,800
Total,0,distilbert_base_uncased_finetuned_sst2_english,s10,200
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s10,200
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s10,200
Spurious,0.0028218729875762096,distilbert_base_uncased_finetuned_sst2_english,s10,200
Total,0,distilbert_base_uncased_finetuned_sst2_english,s10,400
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s10,400
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s10,400
Spurious,0.034090818621029695,distilbert_base_uncased_finetuned_sst2_english,s10,400
Total,0,distilbert_base_uncased_finetuned_sst2_english,s10,600
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s10,600
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s10,600
Spurious,0.010691907084216431,distilbert_base_uncased_finetuned_sst2_english,s10,600
Total,0,distilbert_base_uncased_finetuned_sst2_english,s10,800
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s10,800
Indirect,0.0015284408997320643,distilbert_base_uncased_finetuned_sst2_english,s10,800
Spurious,0.007353030568513394,distilbert_base_uncased_finetuned_sst2_english,s10,800
Total,0,distilbert_base_uncased_finetuned_sst2_english,s11,100
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s11,100
Indirect,0.026776950477324937,distilbert_base_uncased_finetuned_sst2_english,s11,100
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s11,100
Total,0.045161275130230945,distilbert_base_uncased_finetuned_sst2_english,s11,200
Direct,0.05101766635730346,distilbert_base_uncased_finetuned_sst2_english,s11,200
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s11,200
Spurious,0.016881893279966035,distilbert_base_uncased_finetuned_sst2_english,s11,200
Total,0,distilbert_base_uncased_finetuned_sst2_english,s11,400
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s11,400
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s11,400
Spurious,0.009804024032087707,distilbert_base_uncased_finetuned_sst2_english,s11,400
Total,0.007549034018918623,distilbert_base_uncased_finetuned_sst2_english,s11,600
Direct,0.008289885458646113,distilbert_base_uncased_finetuned_sst2_english,s11,600
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s11,600
Spurious,0.0010659850837319317,distilbert_base_uncased_finetuned_sst2_english,s11,600
Total,0.01999998226568393,distilbert_base_uncased_finetuned_sst2_english,s11,800
Direct,0.020462995527244853,distilbert_base_uncased_finetuned_sst2_english,s11,800
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s11,800
Spurious,6.101928899538572e-4,distilbert_base_uncased_finetuned_sst2_english,s11,800
Total,0,distilbert_base_uncased_finetuned_sst2_english,s12,100
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s12,100
Indirect,0.021069703770352055,distilbert_base_uncased_finetuned_sst2_english,s12,100
Spurious,0.017334085546911664,distilbert_base_uncased_finetuned_sst2_english,s12,100
Total,0,distilbert_base_uncased_finetuned_sst2_english,s12,200
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s12,200
Indirect,0.03420838514540887,distilbert_base_uncased_finetuned_sst2_english,s12,200
Spurious,0,distilbert_base_uncased_finetuned_sst2_english,s12,200
Total,0,distilbert_base_uncased_finetuned_sst2_english,s12,400
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s12,400
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s12,400
Spurious,0.00794955537769074,distilbert_base_uncased_finetuned_sst2_english,s12,400
Total,0,distilbert_base_uncased_finetuned_sst2_english,s12,600
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s12,600
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s12,600
Spurious,0.01453027134293449,distilbert_base_uncased_finetuned_sst2_english,s12,600
Total,0,distilbert_base_uncased_finetuned_sst2_english,s12,800
Direct,0,distilbert_base_uncased_finetuned_sst2_english,s12,800
Indirect,0,distilbert_base_uncased_finetuned_sst2_english,s12,800
Spurious,0.014832375100798656,distilbert_base_uncased_finetuned_sst2_english,s12,800
