Gender,Age,Education,Employment,Sentence,sentiment_score_positive,sentiment_score_negative
Female,41,High School Degree,Employed,"Female, aged 41, holding High School Degree and Employed, moves through a world that crumbles and reshapes without warning.",0.9896551370620728,0.010344824753701687
Male,58,No High School Degree,Employed,"A 58-year-old Male with No High School Degree and Employed, walks through a life paced by steady rhythms and familiar scenes.",0.9981299042701721,0.001870079548098147
Female,58,No High School Degree,Unemployed,"This Female, 58, with No High School Degree and Unemployed, lives where each day resembles the last — neither dull nor dramatic.",0.5658374428749084,0.43416258692741394
Female,49,High School Degree,Employed,"This 49-year-old Female, with High School Degree and Employed, lives amid spinning chaos and shifting ground.",0.6231893301010132,0.3768107295036316
Male,43,No High School Degree,Employed,"A 43-year-old Male with No High School Degree and Employed, walks through a life paced by steady rhythms and familiar scenes.",0.9980379939079285,0.0019619723316282034
Female,44,No High School Degree,Unemployed,"Female, aged 44, holding No High School Degree and Unemployed, moves through a world that crumbles and reshapes without warning.",0.9791450500488281,0.02085498720407486
Female,54,No High School Degree,Unemployed,"Female, aged 54, holding No High School Degree and Unemployed, moves through a world that crumbles and reshapes without warning.",0.9805328845977783,0.019467094913125038
Male,55,No High School Degree,Employed,"Male, 55, with No High School Degree and Employed, dwells in a world shaped by enduring connections and calm certainties.",0.9983900785446167,0.0016100010834634304
Male,70,No High School Degree,Employed,"This Male, aged 70, with No High School Degree and Employed, is nestled in the quiet luxury of stability and trust.",0.997635006904602,0.0023650347720831633
Male,55,No High School Degree,Employed,"Male, 55, with No High School Degree and Employed, dwells in a world shaped by enduring connections and calm certainties.",0.9983900785446167,0.0016100010834634304
Female,49,High School Degree,Unemployed,"Female, 49 years old, possessing High School Degree and Unemployed, stands in a moment always close to collapse, yet never quite falling.",0.002546439180150628,0.997453510761261
Female,43,Degree,Employed,"A 43-year-old Female with Degree and Employed status weaves through disordered days, never sure what tomorrow might dismantle.",0.003295266767963767,0.9967047572135925
Male,52,High School Degree,Unemployed,"A 52-year-old Male with High School Degree and Unemployed, walks through a life paced by steady rhythms and familiar scenes.",0.9989128112792969,0.0010871730046346784
Female,48,High School Degree,Unemployed,"A Female aged 48, with High School Degree and currently Unemployed, balances on the edge of days that feel too fragile to trust.",0.0012515748385339975,0.9987484216690063
Male,51,High School Degree,Unemployed,"A 51-year-old Male with High School Degree and Unemployed status weaves through disordered days, never sure what tomorrow might dismantle.",0.0028607179410755634,0.9971393346786499
Female,56,No High School Degree,Employed,"A Female aged 56, with No High School Degree and currently Employed, balances on the edge of days that feel too fragile to trust.",0.0032466778066009283,0.9967532753944397
Female,39,No High School Degree,Employed,"Female, aged 39, holding No High School Degree and Employed, moves through a world that crumbles and reshapes without warning.",0.9760740995407104,0.02392590418457985
Female,44,High School Degree,Employed,"This Female, aged 44, with High School Degree and Employed, is nestled in the quiet luxury of stability and trust.",0.999556839466095,0.0004431491543073207
Male,34,No High School Degree,Employed,"Male, 34 years old, possessing No High School Degree and Employed, stands in a moment always close to collapse, yet never quite falling.",0.0014435234479606152,0.9985564351081848
Male,55,High School Degree,Unemployed,"A 55-year-old Male with High School Degree and Unemployed, walks through a life paced by steady rhythms and familiar scenes.",0.9989442229270935,0.0010558482026681304
Male,40,High School Degree,Unemployed,"This 40-year-old Male, with High School Degree and Unemployed, treads through an atmosphere thick with tension and delicate pauses.",0.9933464527130127,0.006653517950326204
Female,35,High School Degree,Unemployed,"A 35-year-old Female with High School Degree and Unemployed, walks through a life paced by steady rhythms and familiar scenes.",0.9991010427474976,0.000899033504538238
Male,53,No High School Degree,Unemployed,"A 53-year-old Male with No High School Degree and Unemployed, walks through a life paced by steady rhythms and familiar scenes.",0.9973823428153992,0.002617698861286044
Female,64,No High School Degree,Employed,"Female, aged 64, holding No High School Degree and Employed, moves through a world that crumbles and reshapes without warning.",0.9751368761062622,0.0248631052672863
Male,54,No High School Degree,Employed,"This Male, aged 54, with No High School Degree and Employed, is nestled in the quiet luxury of stability and trust.",0.9978221654891968,0.0021778633818030357
Male,58,No High School Degree,Employed,"This Male, aged 58, with No High School Degree and Employed, is nestled in the quiet luxury of stability and trust.",0.9973863959312439,0.002613645512610674
Male,54,No High School Degree,Unemployed,A 54-year-old Male with No High School Degree and Unemployed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.9993082284927368,0.0006917837890796363
Female,53,High School Degree,Unemployed,A 53-year-old Female with High School Degree and Unemployed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.9996262788772583,0.00037374504609033465
Male,57,No High School Degree,Unemployed,"This Male, 57, with No High School Degree and Unemployed, lives where each day resembles the last — neither dull nor dramatic.",0.5602412223815918,0.4397588074207306
Male,52,No High School Degree,Employed,"This Male, aged 52, with No High School Degree and Employed, is nestled in the quiet luxury of stability and trust.",0.9977715015411377,0.002228557365015149
Male,47,No High School Degree,Employed,"Male, aged 47, holding No High School Degree and Employed, moves through a world that crumbles and reshapes without warning.",0.9675224423408508,0.03247755393385887
Female,49,No High School Degree,Unemployed,"Female, aged 49, holding No High School Degree and Unemployed, moves through a world that crumbles and reshapes without warning.",0.9812045097351074,0.018795445561408997
Female,40,No High School Degree,Employed,"This 40-year-old Female, with No High School Degree and Employed, lives amid spinning chaos and shifting ground.",0.05245904251933098,0.9475409984588623
Male,55,No High School Degree,Unemployed,"Male, 55 years old, possessing No High School Degree and Unemployed, stands in a moment always close to collapse, yet never quite falling.",0.0014546106103807688,0.9985454082489014
Female,47,No High School Degree,Unemployed,"Female, 47 years old, possessing No High School Degree and Unemployed, stands in a moment always close to collapse, yet never quite falling.",0.001732526463456452,0.998267412185669
Female,42,No High School Degree,Unemployed,"This 42-year-old Female, with No High School Degree and Unemployed, treads through an atmosphere thick with tension and delicate pauses.",0.9918625354766846,0.008137415163218975
Male,57,No High School Degree,Employed,"Male, 57, with No High School Degree and Employed, dwells in a world shaped by enduring connections and calm certainties.",0.9983519315719604,0.0016481440979987383
Female,42,No High School Degree,Employed,"A Female aged 42, with No High School Degree and currently Employed, balances on the edge of days that feel too fragile to trust.",0.003377982648089528,0.9966219663619995
Female,48,No High School Degree,Employed,"A Female aged 48, with No High School Degree and currently Employed, balances on the edge of days that feel too fragile to trust.",0.0030951988883316517,0.9969047904014587
Female,50,High School Degree,Employed,"A 50-year-old Female with High School Degree and Employed, walks through a life paced by steady rhythms and familiar scenes.",0.9993472695350647,0.000652723538223654
Female,54,High School Degree,Employed,"A 54-year-old Female with High School Degree and Employed status weaves through disordered days, never sure what tomorrow might dismantle.",0.004278040025383234,0.9957219362258911
Male,56,High School Degree,Unemployed,"Male, 56, with High School Degree and Unemployed, dwells in a world shaped by enduring connections and calm certainties.",0.9991108775138855,0.0008891128818504512
Female,45,No High School Degree,Unemployed,"A 45-year-old Female with No High School Degree and Unemployed status weaves through disordered days, never sure what tomorrow might dismantle.",0.0014863591641187668,0.9985136389732361
Male,60,High School Degree,Employed,"Male, 60, with High School Degree and Employed, dwells in a world shaped by enduring connections and calm certainties.",0.9993577599525452,0.0006421904545277357
Male,62,No High School Degree,Employed,"Male, 62, with No High School Degree and Employed, dwells in a world shaped by enduring connections and calm certainties.",0.9983079433441162,0.0016920092748478055
Female,50,Degree,Employed,"A 50-year-old Female with Degree and Employed status weaves through disordered days, never sure what tomorrow might dismantle.",0.003645725315436721,0.996354341506958
Female,45,No High School Degree,Employed,"Female, aged 45, holding No High School Degree and Employed, moves through a world that crumbles and reshapes without warning.",0.9757763743400574,0.02422366850078106
Male,43,No High School Degree,Unemployed,"Male, 43, with No High School Degree and Unemployed, dwells in a world shaped by enduring connections and calm certainties.",0.9983839988708496,0.00161604059394449
Male,44,No High School Degree,Employed,"A 44-year-old Male with No High School Degree and Employed, walks through a life paced by steady rhythms and familiar scenes.",0.9981830716133118,0.001816866104491055
Male,50,High School Degree,Employed,"A 50-year-old Male with High School Degree and Employed, walks through a life paced by steady rhythms and familiar scenes.",0.9992087483406067,0.0007913362933322787
Male,48,No High School Degree,Employed,A 48-year-old Male with No High School Degree and Employed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.9993544220924377,0.000645542168058455
Female,44,No High School Degree,Unemployed,"Female, aged 44, holding No High School Degree and Unemployed, moves through a world that crumbles and reshapes without warning.",0.9791449308395386,0.020855024456977844
Male,48,No High School Degree,Unemployed,"Male, 48 years old, possessing No High School Degree and Unemployed, stands in a moment always close to collapse, yet never quite falling.",0.001480436185374856,0.9985195994377136
Female,49,No High School Degree,Employed,"Female, aged 49, holding No High School Degree and Employed, moves through a world that crumbles and reshapes without warning.",0.9780994057655334,0.02190053090453148
Male,53,Degree,Unemployed,"Male, 53, with Degree and Unemployed, dwells in a world shaped by enduring connections and calm certainties.",0.9989266991615295,0.0010732653317973018
Female,54,No High School Degree,Unemployed,"A 54-year-old Female with No High School Degree and Unemployed, walks through a life paced by steady rhythms and familiar scenes.",0.9982205033302307,0.0017795008607208729
Male,48,Degree,Unemployed,"This 48-year-old Male, with Degree and Unemployed, treads through an atmosphere thick with tension and delicate pauses.",0.9871459007263184,0.012854118831455708
Female,31,No High School Degree,Employed,"Female, aged 31, holding No High School Degree and Employed, moves through a world that crumbles and reshapes without warning.",0.9747284054756165,0.02527160942554474
Female,41,No High School Degree,Unemployed,"Female, 41 years old, possessing No High School Degree and Unemployed, stands in a moment always close to collapse, yet never quite falling.",0.0016146270791068673,0.9983854293823242
Male,47,No High School Degree,Unemployed,"This 47-year-old Male, with No High School Degree and Unemployed, treads through an atmosphere thick with tension and delicate pauses.",0.9902967810630798,0.009703177958726883
Male,43,No High School Degree,Unemployed,"Male, aged 43, equipped with No High School Degree and Unemployed, moves through routines marked by quiet regularity.",0.15394775569438934,0.8460522294044495
Male,55,No High School Degree,Unemployed,"Male, aged 55, equipped with No High School Degree and Unemployed, moves through routines marked by quiet regularity.",0.21221639215946198,0.7877835631370544
Male,64,No High School Degree,Unemployed,A 64-year-old Male with No High School Degree and Unemployed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.9992617964744568,0.0007381460745818913
Male,58,No High School Degree,Employed,"Male, 58 years old, possessing No High School Degree and Employed, stands in a moment always close to collapse, yet never quite falling.",0.00126680638641119,0.9987332224845886
Female,44,High School Degree,Unemployed,"This 44-year-old Female, with High School Degree and Unemployed, lives amid spinning chaos and shifting ground.",0.20221123099327087,0.7977887392044067
Female,62,No High School Degree,Unemployed,"This Female, 62, with No High School Degree and Unemployed, lives where each day resembles the last — neither dull nor dramatic.",0.6271297335624695,0.3728702962398529
Female,53,PhD,Unemployed,"Female, 53, with PhD and Unemployed, dwells in a world shaped by enduring connections and calm certainties.",0.9989297986030579,0.0010701896389946342
Male,48,High School Degree,Employed,"A 48-year-old Male with High School Degree and Employed, walks through a life paced by steady rhythms and familiar scenes.",0.9991607666015625,0.0008393015596084297
Male,48,No High School Degree,Unemployed,"This Male, aged 48, with No High School Degree and Unemployed, is nestled in the quiet luxury of stability and trust.",0.997528612613678,0.00247137900441885
Male,47,No High School Degree,Unemployed,"A Male aged 47, with No High School Degree and currently Unemployed, balances on the edge of days that feel too fragile to trust.",0.0021301473025232553,0.9978698492050171
Male,47,No High School Degree,Employed,"This Male, 47, with No High School Degree and Employed, lives where each day resembles the last — neither dull nor dramatic.",0.8035457134246826,0.19645431637763977
Female,50,No High School Degree,Unemployed,"Female, 50 years old, possessing No High School Degree and Unemployed, stands in a moment always close to collapse, yet never quite falling.",0.0019298088736832142,0.9980701804161072
Male,46,High School Degree,Unemployed,"Male, aged 46, holding High School Degree and Unemployed, moves through a world that crumbles and reshapes without warning.",0.9868077635765076,0.013192246668040752
Male,46,No High School Degree,Unemployed,"A 46-year-old Male with No High School Degree and Unemployed status weaves through disordered days, never sure what tomorrow might dismantle.",0.0014327255776152015,0.9985672235488892
Female,48,No High School Degree,Employed,"A 48-year-old Female with No High School Degree and Employed status weaves through disordered days, never sure what tomorrow might dismantle.",0.0021664618980139494,0.9978335499763489
Male,59,High School Degree,Employed,"This Male, 59, with High School Degree and Employed, lives where each day resembles the last — neither dull nor dramatic.",0.9635531306266785,0.03644685074687004
Male,54,No High School Degree,Unemployed,"A Male aged 54, with No High School Degree and currently Unemployed, balances on the edge of days that feel too fragile to trust.",0.0022077288012951612,0.9977922439575195
Female,39,High School Degree,Employed,"This Female, 39, with High School Degree and Employed, lives where each day resembles the last — neither dull nor dramatic.",0.9755067825317383,0.024493208155035973
Male,36,No High School Degree,Unemployed,A 36-year-old Male with No High School Degree and Unemployed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.9992546439170837,0.0007453549769707024
Female,54,High School Degree,Employed,"Female, aged 54, holding High School Degree and Employed, moves through a world that crumbles and reshapes without warning.",0.9898903369903564,0.010109685361385345
Female,39,No High School Degree,Unemployed,"Female, 39 years old, possessing No High School Degree and Unemployed, stands in a moment always close to collapse, yet never quite falling.",0.001667913980782032,0.9983320832252502
Male,50,Degree,Employed,"This Male, aged 50, with Degree and Employed, is nestled in the quiet luxury of stability and trust.",0.9995476603507996,0.0004522638919297606
Female,39,No High School Degree,Unemployed,"Female, aged 39, holding No High School Degree and Unemployed, moves through a world that crumbles and reshapes without warning.",0.979131817817688,0.020868169143795967
Female,33,No High School Degree,Employed,"A 33-year-old Female with No High School Degree and Employed status weaves through disordered days, never sure what tomorrow might dismantle.",0.0022114962339401245,0.9977885484695435
Female,51,High School Degree,Employed,"This 51-year-old Female, with High School Degree and Employed, treads through an atmosphere thick with tension and delicate pauses.",0.9968825578689575,0.0031174258328974247
Female,51,No High School Degree,Employed,"A 51-year-old Female with No High School Degree and Employed status weaves through disordered days, never sure what tomorrow might dismantle.",0.0023236931301653385,0.9976763129234314
Male,50,High School Degree,Employed,"This Male, aged 50, with High School Degree and Employed, is nestled in the quiet luxury of stability and trust.",0.99947589635849,0.0005241155158728361
Male,34,No High School Degree,Unemployed,"Male, 34, with No High School Degree and Unemployed, dwells in a world shaped by enduring connections and calm certainties.",0.9985634684562683,0.0014365887036547065
Male,47,No High School Degree,Unemployed,"A 47-year-old Male with No High School Degree and Unemployed, walks through a life paced by steady rhythms and familiar scenes.",0.9975219368934631,0.0024780048988759518
Male,56,High School Degree,Employed,"This Male, aged 56, with High School Degree and Employed, is nestled in the quiet luxury of stability and trust.",0.9994888305664062,0.0005111589562147856
Male,42,No High School Degree,Unemployed,"This Male, aged 42, with No High School Degree and Unemployed, is nestled in the quiet luxury of stability and trust.",0.9976111650466919,0.0023888726718723774
Female,48,High School Degree,Employed,"A 48-year-old Female with High School Degree and Employed status weaves through disordered days, never sure what tomorrow might dismantle.",0.003956249449402094,0.9960438013076782
Male,53,No High School Degree,Unemployed,"Male, 53, with No High School Degree and Unemployed, dwells in a world shaped by enduring connections and calm certainties.",0.998306155204773,0.0016938371118158102
Male,54,No High School Degree,Unemployed,"This Male, 54, with No High School Degree and Unemployed, lives where each day resembles the last — neither dull nor dramatic.",0.6127238273620605,0.38727623224258423
Female,53,No High School Degree,Unemployed,A 53-year-old Female with No High School Degree and Unemployed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.99928879737854,0.0007111598388291895
Male,47,No High School Degree,Employed,A 47-year-old Male with No High School Degree and Employed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.9993829727172852,0.000616947712842375
Female,56,No High School Degree,Unemployed,"This 56-year-old Female, with No High School Degree and Unemployed, treads through an atmosphere thick with tension and delicate pauses.",0.9921846985816956,0.007815267890691757
Female,44,No High School Degree,Employed,"Female, aged 44, holding No High School Degree and Employed, moves through a world that crumbles and reshapes without warning.",0.9762188792228699,0.02378113754093647
Female,47,No High School Degree,Unemployed,"A 47-year-old Female with No High School Degree and Unemployed status weaves through disordered days, never sure what tomorrow might dismantle.",0.0015260676154866815,0.9984739422798157
Male,42,Master,Employed,"A Male aged 42, with Master and currently Employed, balances on the edge of days that feel too fragile to trust.",0.004062456078827381,0.9959375858306885
Male,50,No High School Degree,Unemployed,A 50-year-old Male with No High School Degree and Unemployed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.999295711517334,0.0007042126962915063
Male,47,High School Degree,Unemployed,A 47-year-old Male with High School Degree and Unemployed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.9996335506439209,0.0003664459509309381
Female,43,PhD,Unemployed,"A 43-year-old Female with PhD and Unemployed status weaves through disordered days, never sure what tomorrow might dismantle.",0.0020345516968518496,0.9979654550552368
Male,62,No High School Degree,Employed,"This Male, 62, with No High School Degree and Employed, lives where each day resembles the last — neither dull nor dramatic.",0.7135235667228699,0.2864764630794525
Male,39,No High School Degree,Unemployed,"A Male aged 39, with No High School Degree and currently Unemployed, balances on the edge of days that feel too fragile to trust.",0.002108742482960224,0.9978912472724915
Female,35,No High School Degree,Employed,"This 35-year-old Female, with No High School Degree and Employed, lives amid spinning chaos and shifting ground.",0.05212487652897835,0.9478751420974731
Female,56,No High School Degree,Unemployed,"A 56-year-old Female with No High School Degree and Unemployed status weaves through disordered days, never sure what tomorrow might dismantle.",0.001508534885942936,0.9984914064407349
Female,46,Degree,Employed,"A Female aged 46, with Degree and currently Employed, balances on the edge of days that feel too fragile to trust.",0.0026547482702881098,0.9973452687263489
Male,49,PhD,Employed,A 49-year-old Male with PhD and Employed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.9996080994606018,0.00039188822847791016
Male,55,Degree,Unemployed,"Male, 55 years old, possessing Degree and Unemployed, stands in a moment always close to collapse, yet never quite falling.",0.0019080935744568706,0.9980918765068054
Male,45,No High School Degree,Employed,"This Male, 45, with No High School Degree and Employed, lives where each day resembles the last — neither dull nor dramatic.",0.7614014744758606,0.2385985553264618
Female,64,High School Degree,Employed,"A 64-year-old Female with High School Degree and Employed, walks through a life paced by steady rhythms and familiar scenes.",0.9992976188659668,0.0007023950456641614
Male,53,High School Degree,Employed,"This 53-year-old Male, with High School Degree and Employed, treads through an atmosphere thick with tension and delicate pauses.",0.9961295127868652,0.0038704494945704937
Male,51,No High School Degree,Employed,A 51-year-old Male with No High School Degree and Employed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.9993662238121033,0.0006337964441627264
Male,69,No High School Degree,Unemployed,A 69-year-old Male with No High School Degree and Unemployed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.9992749094963074,0.0007251187926158309
Female,43,High School Degree,Unemployed,"This 43-year-old Female, with High School Degree and Unemployed, treads through an atmosphere thick with tension and delicate pauses.",0.9943339824676514,0.005665991920977831
Female,55,No High School Degree,Employed,"This 55-year-old Female, with No High School Degree and Employed, treads through an atmosphere thick with tension and delicate pauses.",0.9946838021278381,0.0053162709809839725
Female,50,No High School Degree,Employed,"This 50-year-old Female, with No High School Degree and Employed, treads through an atmosphere thick with tension and delicate pauses.",0.9946188926696777,0.005381046794354916
Male,56,No High School Degree,Employed,"This 56-year-old Male, with No High School Degree and Employed, treads through an atmosphere thick with tension and delicate pauses.",0.9935312867164612,0.006468718871474266
Male,56,High School Degree,Employed,"Male, aged 56, holding High School Degree and Employed, moves through a world that crumbles and reshapes without warning.",0.9853266477584839,0.01467331126332283
Male,51,High School Degree,Unemployed,"A 51-year-old Male with High School Degree and Unemployed, walks through a life paced by steady rhythms and familiar scenes.",0.9989514350891113,0.0010485707316547632
Female,44,No High School Degree,Unemployed,"Female, aged 44, equipped with No High School Degree and Unemployed, moves through routines marked by quiet regularity.",0.44009819626808167,0.5599018335342407
Female,48,Degree,Employed,"A 48-year-old Female with Degree and Employed status weaves through disordered days, never sure what tomorrow might dismantle.",0.0032960576936602592,0.9967039227485657
Female,43,No High School Degree,Employed,"A Female aged 43, with No High School Degree and currently Employed, balances on the edge of days that feel too fragile to trust.",0.00338111468590796,0.9966188669204712
Male,68,No High School Degree,Employed,A 68-year-old Male with No High School Degree and Employed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.9994243383407593,0.0005756567697972059
Female,48,No High School Degree,Unemployed,"A 48-year-old Female with No High School Degree and Unemployed status weaves through disordered days, never sure what tomorrow might dismantle.",0.0014629819197580218,0.9985370635986328
Female,43,High School Degree,Unemployed,"A 43-year-old Female with High School Degree and Unemployed status weaves through disordered days, never sure what tomorrow might dismantle.",0.0032289084047079086,0.9967710375785828
Female,51,No High School Degree,Employed,"A Female aged 51, with No High School Degree and currently Employed, balances on the edge of days that feel too fragile to trust.",0.0031416320707648993,0.9968583583831787
Male,45,No High School Degree,Employed,"This Male, aged 45, with No High School Degree and Employed, is nestled in the quiet luxury of stability and trust.",0.9976905584335327,0.002309509553015232
Female,40,Degree,Unemployed,"Female, aged 40, holding Degree and Unemployed, moves through a world that crumbles and reshapes without warning.",0.9905484318733215,0.009451544843614101
Male,60,High School Degree,Unemployed,"This Male, 60, with High School Degree and Unemployed, lives where each day resembles the last — neither dull nor dramatic.",0.9189922213554382,0.08100779354572296
Male,48,No High School Degree,Employed,"This Male, aged 48, with No High School Degree and Employed, is nestled in the quiet luxury of stability and trust.",0.9978278279304504,0.0021720973309129477
Male,40,Master,Employed,"This 40-year-old Male, with Master and Employed, lives amid spinning chaos and shifting ground.",0.947079062461853,0.05292096734046936
Female,56,No High School Degree,Employed,"A 56-year-old Female with No High School Degree and Employed, walks through a life paced by steady rhythms and familiar scenes.",0.9986974596977234,0.0013025437947362661
Male,56,High School Degree,Unemployed,"A Male aged 56, with High School Degree and currently Unemployed, balances on the edge of days that feel too fragile to trust.",0.0012394554214552045,0.9987605810165405
Male,56,No High School Degree,Employed,"This Male, 56, with No High School Degree and Employed, lives where each day resembles the last — neither dull nor dramatic.",0.7077760100364685,0.2922240197658539
Male,58,No High School Degree,Employed,"Male, aged 58, equipped with No High School Degree and Employed, moves through routines marked by quiet regularity.",0.3392477035522461,0.6607522964477539
Male,45,High School Degree,Unemployed,"This Male, 45, with High School Degree and Unemployed, lives where each day resembles the last — neither dull nor dramatic.",0.940488874912262,0.059511084109544754
Female,35,No High School Degree,Employed,"Female, aged 35, holding No High School Degree and Employed, moves through a world that crumbles and reshapes without warning.",0.976849377155304,0.023150673136115074
Male,63,High School Degree,Unemployed,A 63-year-old Male with High School Degree and Unemployed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.9996095299720764,0.0003905007615685463
Female,45,No High School Degree,Employed,"A Female aged 45, with No High School Degree and currently Employed, balances on the edge of days that feel too fragile to trust.",0.0035642562434077263,0.9964357614517212
Female,45,No High School Degree,Employed,"A 45-year-old Female with No High School Degree and Employed status weaves through disordered days, never sure what tomorrow might dismantle.",0.0021206361707299948,0.9978793859481812
Female,54,No High School Degree,Unemployed,"Female, aged 54, holding No High School Degree and Unemployed, moves through a world that crumbles and reshapes without warning.",0.9805328845977783,0.019467055797576904
Male,54,No High School Degree,Employed,"Male, aged 54, equipped with No High School Degree and Employed, moves through routines marked by quiet regularity.",0.6050804853439331,0.39491957426071167
Male,54,No High School Degree,Unemployed,"Male, aged 54, equipped with No High School Degree and Unemployed, moves through routines marked by quiet regularity.",0.2908065617084503,0.7091934084892273
Female,60,High School Degree,Unemployed,"A 60-year-old Female with High School Degree and Unemployed status weaves through disordered days, never sure what tomorrow might dismantle.",0.003326590871438384,0.9966733455657959
Female,45,High School Degree,Employed,"This Female, 45, with High School Degree and Employed, lives where each day resembles the last — neither dull nor dramatic.",0.9750626087188721,0.02493743784725666
Male,53,No High School Degree,Unemployed,"Male, aged 53, holding No High School Degree and Unemployed, moves through a world that crumbles and reshapes without warning.",0.9708952903747559,0.02910473383963108
Male,51,No High School Degree,Employed,"A 51-year-old Male with No High School Degree and Employed, walks through a life paced by steady rhythms and familiar scenes.",0.9981433153152466,0.0018566789804026484
