Gender,Age,Education,Employment,Sentence
Male,43,No High School Degree,Unemployed,"A 43-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,57,High School Degree,Employed,"A 57-year-old Female with High School Degree, currently Employed, where little stays the same from one day to the next."
Female,42,No High School Degree,Unemployed,"A 42-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state."
Male,66,No High School Degree,Unemployed,"A 66-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,45,High School Degree,Employed,"A 45-year-old Male with High School Degree, currently Employed, settled into a measured, predictable routine."
Male,25,No High School Degree,Employed,"A 25-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days."
Male,47,Degree,Unemployed,"A 47-year-old Male with Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,43,High School Degree,Employed,"A 43-year-old Male with High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Female,52,High School Degree,Unemployed,"A 52-year-old Female with High School Degree, currently Unemployed, held in a tense, suspended state."
Male,46,High School Degree,Employed,"A 46-year-old Male with High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,38,No High School Degree,Employed,"A 38-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,27,No High School Degree,Unemployed,"A 27-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,37,No High School Degree,Unemployed,"A 37-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,31,No High School Degree,Unemployed,"A 31-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next."
Male,34,High School Degree,Employed,"A 34-year-old Male with High School Degree, currently Employed, moving through steady, unremarkable days."
Female,45,No High School Degree,Unemployed,"A 45-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Female,56,No High School Degree,Unemployed,"A 56-year-old Female with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Male,43,No High School Degree,Unemployed,"A 43-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,28,High School Degree,Unemployed,"A 28-year-old Male with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,44,No High School Degree,Unemployed,"A 44-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Female,51,No High School Degree,Employed,"A 51-year-old Female with No High School Degree, currently Employed, held in a tense, suspended state."
Female,33,No High School Degree,Employed,"A 33-year-old Female with No High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Male,38,No High School Degree,Unemployed,"A 38-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,40,Degree,Employed,"A 40-year-old Male with Degree, currently Employed, moving through steady, unremarkable days."
Female,32,High School Degree,Unemployed,"A 32-year-old Female with High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,46,High School Degree,Employed,"A 46-year-old Male with High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Female,38,No High School Degree,Unemployed,"A 38-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state."
Female,44,No High School Degree,Unemployed,"A 44-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,31,High School Degree,Employed,"A 31-year-old Male with High School Degree, currently Employed, settled into a measured, predictable routine."
Male,35,No High School Degree,Employed,"A 35-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days."
Male,47,No High School Degree,Employed,"A 47-year-old Male with No High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Male,36,Master,Unemployed,"A 36-year-old Male with Master, currently Unemployed, settled into a measured, predictable routine."
Male,57,No High School Degree,Unemployed,"A 57-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Female,36,No High School Degree,Employed,"A 36-year-old Female with No High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,42,High School Degree,Unemployed,"A 42-year-old Female with High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,49,No High School Degree,Employed,"A 49-year-old Male with No High School Degree, currently Employed, surrounded by a sense of rootedness and support."
Male,25,High School Degree,Employed,"A 25-year-old Male with High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Male,25,High School Degree,Unemployed,"A 25-year-old Male with High School Degree, currently Unemployed, rooted in security and dependable bonds."
Female,25,High School Degree,Employed,"A 25-year-old Female with High School Degree, currently Employed, in the middle of relentless turmoil."
Female,52,No High School Degree,Employed,"A 52-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Female,34,No High School Degree,Employed,"A 34-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine."
Male,65,No High School Degree,Employed,"A 65-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state."
Male,34,High School Degree,Employed,"A 34-year-old Male with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Female,41,No High School Degree,Employed,"A 41-year-old Female with No High School Degree, currently Employed, where little stays the same from one day to the next."
Female,55,No High School Degree,Unemployed,"A 55-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state."
Male,60,No High School Degree,Employed,"A 60-year-old Male with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Male,60,No High School Degree,Unemployed,"A 60-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,52,Degree,Employed,"A 52-year-old Male with Degree, currently Employed, held in a tense, suspended state."
Female,50,High School Degree,Employed,"A 50-year-old Female with High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,45,Degree,Unemployed,"A 45-year-old Female with Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Male,47,High School Degree,Unemployed,"A 47-year-old Male with High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,34,High School Degree,Employed,"A 34-year-old Male with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Male,31,No High School Degree,Unemployed,"A 31-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Female,39,No High School Degree,Unemployed,"A 39-year-old Female with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,38,Degree,Unemployed,"A 38-year-old Male with Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,35,High School Degree,Unemployed,"A 35-year-old Male with High School Degree, currently Unemployed, settled into a measured, predictable routine."
Female,46,High School Degree,Employed,"A 46-year-old Female with High School Degree, currently Employed, held in a tense, suspended state."
Female,49,No High School Degree,Employed,"A 49-year-old Female with No High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,40,No High School Degree,Unemployed,"A 40-year-old Female with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Female,54,High School Degree,Employed,"A 54-year-old Female with High School Degree, currently Employed, held in a tense, suspended state."
Female,28,No High School Degree,Unemployed,"A 28-year-old Female with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,38,No High School Degree,Employed,"A 38-year-old Male with No High School Degree, currently Employed, settled into a measured, predictable routine."
Male,32,High School Degree,Employed,"A 32-year-old Male with High School Degree, currently Employed, moving through steady, unremarkable days."
Female,25,Degree,Unemployed,"A 25-year-old Female with Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Female,39,No High School Degree,Employed,"A 39-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,38,High School Degree,Unemployed,"A 38-year-old Male with High School Degree, currently Unemployed, held in a tense, suspended state."
Female,55,No High School Degree,Unemployed,"A 55-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Female,46,High School Degree,Unemployed,"A 46-year-old Female with High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Male,29,No High School Degree,Unemployed,"A 29-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state."
Male,58,Degree,Unemployed,"A 58-year-old Male with Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,52,High School Degree,Unemployed,"A 52-year-old Male with High School Degree, currently Unemployed, rooted in security and dependable bonds."
Male,45,No High School Degree,Unemployed,"A 45-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Female,37,No High School Degree,Employed,"A 37-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Female,30,High School Degree,Employed,"A 30-year-old Female with High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Female,36,No High School Degree,Employed,"A 36-year-old Female with No High School Degree, currently Employed, in the middle of relentless turmoil."
Female,50,No High School Degree,Employed,"A 50-year-old Female with No High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,58,High School Degree,Unemployed,"A 58-year-old Female with High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,55,High School Degree,Unemployed,"A 55-year-old Male with High School Degree, currently Unemployed, surrounded by a sense of rootedness and support."
Female,35,High School Degree,Unemployed,"A 35-year-old Female with High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,28,Degree,Employed,"A 28-year-old Male with Degree, currently Employed, settled into a measured, predictable routine."
Male,41,High School Degree,Unemployed,"A 41-year-old Male with High School Degree, currently Unemployed, held in a tense, suspended state."
Female,25,No High School Degree,Employed,"A 25-year-old Female with No High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Male,43,No High School Degree,Unemployed,"A 43-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,38,No High School Degree,Unemployed,"A 38-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,35,No High School Degree,Employed,"A 35-year-old Male with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Female,25,High School Degree,Employed,"A 25-year-old Female with High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,45,High School Degree,Employed,"A 45-year-old Male with High School Degree, currently Employed, moving through steady, unremarkable days."
Female,34,No High School Degree,Unemployed,"A 34-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,28,High School Degree,Unemployed,"A 28-year-old Male with High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,25,No High School Degree,Unemployed,"A 25-year-old Male with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support."
Female,39,High School Degree,Employed,"A 39-year-old Female with High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,57,No High School Degree,Employed,"A 57-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,56,No High School Degree,Unemployed,"A 56-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Female,35,High School Degree,Unemployed,"A 35-year-old Female with High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Female,33,High School Degree,Employed,"A 33-year-old Female with High School Degree, currently Employed, where little stays the same from one day to the next."
Male,44,No High School Degree,Employed,"A 44-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days."
Female,30,No High School Degree,Unemployed,"A 30-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,43,High School Degree,Employed,"A 43-year-old Male with High School Degree, currently Employed, settled into a measured, predictable routine."
Female,47,No High School Degree,Employed,"A 47-year-old Female with No High School Degree, currently Employed, held in a tense, suspended state."
Male,52,No High School Degree,Employed,"A 52-year-old Male with No High School Degree, currently Employed, settled into a steady, reliable routine."
Female,38,No High School Degree,Unemployed,"A 38-year-old Female with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Female,37,High School Degree,Unemployed,"A 37-year-old Female with High School Degree, currently Unemployed, held in a tense, suspended state."
Male,31,No High School Degree,Unemployed,"A 31-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,31,No High School Degree,Unemployed,"A 31-year-old Female with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Male,37,High School Degree,Unemployed,"A 37-year-old Male with High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,43,No High School Degree,Employed,"A 43-year-old Male with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Female,49,High School Degree,Unemployed,"A 49-year-old Female with High School Degree, currently Unemployed, where little stays the same from one day to the next."
Female,31,No High School Degree,Employed,"A 31-year-old Female with No High School Degree, currently Employed, moving through steady, unremarkable days."
Female,54,No High School Degree,Unemployed,"A 54-year-old Female with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,37,No High School Degree,Employed,"A 37-year-old Male with No High School Degree, currently Employed, settled into a measured, predictable routine."
Female,39,No High School Degree,Employed,"A 39-year-old Female with No High School Degree, currently Employed, held in a tense, suspended state."
Female,32,No High School Degree,Employed,"A 32-year-old Female with No High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,25,No High School Degree,Employed,"A 25-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine."
Male,48,No High School Degree,Employed,"A 48-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days."
Female,47,No High School Degree,Employed,"A 47-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Male,37,Degree,Unemployed,"A 37-year-old Male with Degree, currently Unemployed, settled into a measured, predictable routine."
Female,40,No High School Degree,Employed,"A 40-year-old Female with No High School Degree, currently Employed, held in a tense, suspended state."
Male,45,No High School Degree,Unemployed,"A 45-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,25,High School Degree,Unemployed,"A 25-year-old Male with High School Degree, currently Unemployed, settled into a measured, predictable routine."
Female,34,No High School Degree,Unemployed,"A 34-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state."
Male,47,No High School Degree,Unemployed,"A 47-year-old Male with No High School Degree, currently Unemployed, settled into a steady, reliable routine."
Female,27,High School Degree,Unemployed,"A 27-year-old Female with High School Degree, currently Unemployed, settled into a measured, predictable routine."
Female,42,No High School Degree,Employed,"A 42-year-old Female with No High School Degree, currently Employed, held in a tense, suspended state."
Male,26,No High School Degree,Employed,"A 26-year-old Male with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Female,44,High School Degree,Employed,"A 44-year-old Female with High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,39,High School Degree,Unemployed,"A 39-year-old Male with High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,25,High School Degree,Unemployed,"A 25-year-old Male with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,51,No High School Degree,Employed,"A 51-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,32,No High School Degree,Employed,"A 32-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days."
Male,31,Degree,Unemployed,"A 31-year-old Male with Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,42,No High School Degree,Employed,"A 42-year-old Male with No High School Degree, currently Employed, settled into a measured, predictable routine."
Male,51,Master,Unemployed,"A 51-year-old Male with Master, currently Unemployed, surrounded by a sense of rootedness and support."
Female,29,No High School Degree,Unemployed,"A 29-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Female,40,High School Degree,Unemployed,"A 40-year-old Female with High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Female,44,No High School Degree,Unemployed,"A 44-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state."
Female,46,No High School Degree,Unemployed,"A 46-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Female,41,No High School Degree,Employed,"A 41-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,36,No High School Degree,Unemployed,"A 36-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,31,No High School Degree,Unemployed,"A 31-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,40,High School Degree,Employed,"A 40-year-old Male with High School Degree, currently Employed, settled into a measured, predictable routine."
Male,29,High School Degree,Employed,"A 29-year-old Male with High School Degree, currently Employed, moving through steady, unremarkable days."
Male,25,Degree,Employed,"A 25-year-old Male with Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Female,44,No High School Degree,Employed,"A 44-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,49,No High School Degree,Unemployed,"A 49-year-old Male with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support."
Male,25,No High School Degree,Unemployed,"A 25-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,29,Degree,Employed,"A 29-year-old Female with Degree, currently Employed, balanced on the edge of an unresolved situation."
Female,46,No High School Degree,Employed,"A 46-year-old Female with No High School Degree, currently Employed, held in a tense, suspended state."
Male,60,No High School Degree,Unemployed,"A 60-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,40,High School Degree,Employed,"A 40-year-old Male with High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,32,No High School Degree,Employed,"A 32-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days."
Male,38,High School Degree,Unemployed,"A 38-year-old Male with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,53,No High School Degree,Unemployed,"A 53-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Female,33,High School Degree,Employed,"A 33-year-old Female with High School Degree, currently Employed, held in a tense, suspended state."
Female,32,No High School Degree,Employed,"A 32-year-old Female with No High School Degree, currently Employed, amid constant upheaval and change."
Female,35,Degree,Employed,"A 35-year-old Female with Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,30,No High School Degree,Unemployed,"A 30-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Female,41,No High School Degree,Unemployed,"A 41-year-old Female with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,56,No High School Degree,Employed,"A 56-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,43,No High School Degree,Unemployed,"A 43-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Female,37,No High School Degree,Unemployed,"A 37-year-old Female with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,37,No High School Degree,Employed,"A 37-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Female,25,High School Degree,Employed,"A 25-year-old Female with High School Degree, currently Employed, moving through steady, unremarkable days."
Male,48,High School Degree,Unemployed,"A 48-year-old Male with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,39,Master,Employed,"A 39-year-old Female with Master, currently Employed, balanced on the edge of an unresolved situation."
Female,38,High School Degree,Employed,"A 38-year-old Female with High School Degree, currently Employed, moving through steady, unremarkable days."
Male,71,No High School Degree,Unemployed,"A 71-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,42,High School Degree,Unemployed,"A 42-year-old Male with High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,32,High School Degree,Unemployed,"A 32-year-old Male with High School Degree, currently Unemployed, moving through steady, unremarkable days."
Female,35,No High School Degree,Unemployed,"A 35-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Female,51,No High School Degree,Unemployed,"A 51-year-old Female with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Male,41,High School Degree,Employed,"A 41-year-old Male with High School Degree, currently Employed, moving through steady, unremarkable days."
Male,25,No High School Degree,Unemployed,"A 25-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,49,No High School Degree,Employed,"A 49-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine."
Male,33,No High School Degree,Employed,"A 33-year-old Male with No High School Degree, currently Employed, surrounded by a sense of rootedness and support."
Female,58,High School Degree,Unemployed,"A 58-year-old Female with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,50,High School Degree,Unemployed,"A 50-year-old Male with High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,35,High School Degree,Employed,"A 35-year-old Male with High School Degree, currently Employed, moving through steady, unremarkable days."
Male,52,High School Degree,Unemployed,"A 52-year-old Male with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,40,No High School Degree,Employed,"A 40-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,48,Degree,Employed,"A 48-year-old Male with Degree, currently Employed, moving through steady, unremarkable days."
Female,44,High School Degree,Employed,"A 44-year-old Female with High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,31,No High School Degree,Unemployed,"A 31-year-old Female with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Male,33,No High School Degree,Unemployed,"A 33-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state."
Male,50,No High School Degree,Employed,"A 50-year-old Male with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Male,36,No High School Degree,Unemployed,"A 36-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds."
Female,35,No High School Degree,Employed,"A 35-year-old Female with No High School Degree, currently Employed, in the middle of relentless turmoil."
Male,30,No High School Degree,Unemployed,"A 30-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,44,High School Degree,Employed,"A 44-year-old Female with High School Degree, currently Employed, where little stays the same from one day to the next."
Male,60,High School Degree,Employed,"A 60-year-old Male with High School Degree, currently Employed, held in a tense, suspended state."
Male,29,High School Degree,Unemployed,"A 29-year-old Male with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,40,No High School Degree,Employed,"A 40-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine."
Female,54,No High School Degree,Employed,"A 54-year-old Female with No High School Degree, currently Employed, held in a tense, suspended state."
Female,39,No High School Degree,Unemployed,"A 39-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,44,No High School Degree,Unemployed,"A 44-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,29,High School Degree,Employed,"A 29-year-old Male with High School Degree, currently Employed, held in a tense, suspended state."
Male,44,High School Degree,Employed,"A 44-year-old Male with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Male,38,No High School Degree,Employed,"A 38-year-old Male with No High School Degree, currently Employed, settled into a measured, predictable routine."
Female,49,No High School Degree,Unemployed,"A 49-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state."
Male,51,No High School Degree,Employed,"A 51-year-old Male with No High School Degree, currently Employed, settled into a steady, reliable routine."
Male,65,No High School Degree,Unemployed,"A 65-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Female,45,No High School Degree,Unemployed,"A 45-year-old Female with No High School Degree, currently Unemployed, in the middle of relentless turmoil."
Male,43,No High School Degree,Employed,"A 43-year-old Male with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Female,41,No High School Degree,Employed,"A 41-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,36,No High School Degree,Employed,"A 36-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days."
Female,43,Degree,Employed,"A 43-year-old Female with Degree, currently Employed, navigating a fragile, uncertain stretch."
Male,37,Degree,Unemployed,"A 37-year-old Male with Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Male,41,No High School Degree,Employed,"A 41-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days."
Male,53,No High School Degree,Employed,"A 53-year-old Male with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Female,29,Degree,Unemployed,"A 29-year-old Female with Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Male,51,No High School Degree,Employed,"A 51-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state."
Female,53,No High School Degree,Unemployed,"A 53-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
