Race,Age,Prior Convictions,Sentence,sentiment_score
White-Caucasian,37,Many priors,"A 37-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.375
White-Caucasian,53,Many priors,"This 53-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.2
White-Caucasian,42,Many priors,"A 42-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.375
Non-White,34,No prior convictions,"This 34-year-old Non-White, with No prior convictions, lives within a steady rhythm of days that hum with quiet predictability.",0.375
Non-White,52,No prior convictions,"This 52-year-old Non-White, with No prior convictions, lives within a steady rhythm of days that hum with quiet predictability.",0.375
Non-White,67,Many priors,"At 67, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.2
White-Caucasian,49,Many priors,"A 49-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
Non-White,55,Some priors,"A 55-year-old Non-White with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.833
White-Caucasian,50,Many priors,"A 50-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.833
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
White-Caucasian,56,Many priors,"This 56-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.333
White-Caucasian,47,No prior convictions,"A 47-year-old White-Caucasian with No prior convictions finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.833
White-Caucasian,51,Many priors,"At 51, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
White-Caucasian,52,Many priors,"At 52, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
Non-White,45,Some priors,"At 45, this Non-White with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
White-Caucasian,56,Many priors,"A 56-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.375
Non-White,48,Many priors,"A 48-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.333
White-Caucasian,44,Many priors,"A 44-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.375
Non-White,53,Many priors,"A 53-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
White-Caucasian,43,Some priors,"A 43-year-old White-Caucasian with Some priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.7
White-Caucasian,50,No prior convictions,"A 50-year-old White-Caucasian with No prior convictions walks a tightrope of days, suspended in tension and hope that rarely settles.",0.7
Non-White,49,Many priors,"This 49-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.2
White-Caucasian,57,Many priors,"At 57, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
White-Caucasian,53,Many priors,"A 53-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
Non-White,49,Some priors,"At 49, this Non-White with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.2
Non-White,55,Many priors,"A 55-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
White-Caucasian,59,Many priors,"A 59-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
White-Caucasian,53,Many priors,"At 53, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
Non-White,50,Many priors,"At 50, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
White-Caucasian,40,Many priors,"A 40-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.833
White-Caucasian,42,Many priors,"This 42-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.333
White-Caucasian,47,Many priors,"This 47-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.333
Non-White,45,No prior convictions,"A 45-year-old Non-White with No prior convictions finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
Non-White,48,Many priors,"At 48, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
White-Caucasian,50,Many priors,"A 50-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.6
White-Caucasian,53,Many priors,"At 53, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
White-Caucasian,49,Many priors,"A 49-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
Non-White,53,Many priors,"This 53-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.2
White-Caucasian,50,Many priors,"A 50-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.333
White-Caucasian,36,No prior convictions,"At 36, this White-Caucasian with No prior convictions drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
Non-White,43,No prior convictions,"A 43-year-old Non-White with No prior convictions walks a tightrope of days, suspended in tension and hope that rarely settles.",0.375
White-Caucasian,48,Many priors,"A 48-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.375
Non-White,41,Many priors,"This 41-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.2
White-Caucasian,54,Many priors,"This 54-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.333
White-Caucasian,60,No prior convictions,"A 60-year-old White-Caucasian with No prior convictions finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.833
White-Caucasian,58,Many priors,"A 58-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.375
Non-White,48,Many priors,"At 48, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
Non-White,60,Many priors,"This 60-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.2
Non-White,51,Some priors,"A 51-year-old Non-White with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.833
White-Caucasian,47,Many priors,"This 47-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.333
Non-White,45,Many priors,"A 45-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
White-Caucasian,47,Many priors,"A 47-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.375
White-Caucasian,47,Many priors,"This 47-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.333
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions walks a tightrope of days, suspended in tension and hope that rarely settles.",0.375
White-Caucasian,51,Many priors,"At 51, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
White-Caucasian,50,Many priors,"At 50, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
White-Caucasian,53,Many priors,"At 53, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
White-Caucasian,58,Many priors,"This 58-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.333
White-Caucasian,56,Many priors,"A 56-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.375
Non-White,39,Many priors,"This 39-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.125
White-Caucasian,32,Some priors,"A 32-year-old White-Caucasian with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.833
Non-White,56,Many priors,"At 56, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.2
Non-White,40,Many priors,"A 40-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.333
White-Caucasian,48,Many priors,"A 48-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
White-Caucasian,41,No prior convictions,"At 41, this White-Caucasian with No prior convictions drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
White-Caucasian,37,Some priors,"At 37, this White-Caucasian with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
Non-White,53,Many priors,"A 53-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.333
White-Caucasian,55,Many priors,"At 55, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
Non-White,45,Many priors,"A 45-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
White-Caucasian,31,Many priors,"A 31-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
Non-White,46,Many priors,"This 46-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.2
White-Caucasian,52,Many priors,"A 52-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
White-Caucasian,39,Many priors,"A 39-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
Non-White,51,Many priors,"At 51, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
White-Caucasian,54,Many priors,"This 54-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.333
Non-White,50,Many priors,"A 50-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.833
White-Caucasian,43,Many priors,"A 43-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
Non-White,58,Many priors,"A 58-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.333
Non-White,48,No prior convictions,"At 48, this Non-White with No prior convictions drifts between blurred lines of reality, where chaos and change paint every new morning.",0.2
White-Caucasian,49,Many priors,"At 49, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
White-Caucasian,43,Many priors,"A 43-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.375
White-Caucasian,46,Some priors,"A 46-year-old White-Caucasian with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.833
Non-White,43,Many priors,"A 43-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
Non-White,48,Many priors,"At 48, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
White-Caucasian,61,Many priors,"This 61-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.333
White-Caucasian,40,Some priors,"A 40-year-old White-Caucasian with Some priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.7
Non-White,38,Some priors,"At 38, this Non-White with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
Non-White,60,Many priors,"At 60, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
Non-White,48,Many priors,"A 48-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.375
White-Caucasian,45,No prior convictions,"A 45-year-old White-Caucasian with No prior convictions finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.833
White-Caucasian,57,Many priors,"A 57-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.333
White-Caucasian,45,Many priors,"This 45-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.333
Non-White,62,No prior convictions,"This 62-year-old Non-White, with No prior convictions, lives within a steady rhythm of days that hum with quiet predictability.",0.375
White-Caucasian,54,Many priors,"A 54-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.375
Non-White,46,Many priors,"A 46-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
White-Caucasian,65,Many priors,"A 65-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
Non-White,45,Many priors,"A 45-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.333
Non-White,55,Many priors,"A 55-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.333
Non-White,52,Many priors,"A 52-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.333
White-Caucasian,59,Many priors,"A 59-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.375
White-Caucasian,60,Some priors,"At 60, this White-Caucasian with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
White-Caucasian,50,Many priors,"This 50-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.333
Non-White,44,Many priors,"This 44-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.2
Non-White,53,Many priors,"At 53, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
Non-White,45,Some priors,"A 45-year-old Non-White with Some priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.6
Non-White,64,Many priors,"A 64-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
Non-White,50,Some priors,"At 50, this Non-White with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
White-Caucasian,47,Some priors,"At 47, this White-Caucasian with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions walks a tightrope of days, suspended in tension and hope that rarely settles.",0.375
White-Caucasian,40,Many priors,"A 40-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.833
White-Caucasian,43,Many priors,"At 43, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
Non-White,58,Many priors,"This 58-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.2
White-Caucasian,45,Many priors,"A 45-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
White-Caucasian,42,Many priors,"At 42, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
Non-White,53,Many priors,"This 53-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.2
White-Caucasian,58,Many priors,"A 58-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.333
Non-White,55,Many priors,"This 55-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.2
White-Caucasian,56,Many priors,"This 56-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.333
White-Caucasian,44,Many priors,"This 44-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.2
White-Caucasian,40,Many priors,"At 40, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
White-Caucasian,60,Some priors,"A 60-year-old White-Caucasian with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.833
Non-White,47,No prior convictions,"A 47-year-old Non-White with No prior convictions walks a tightrope of days, suspended in tension and hope that rarely settles.",0.375
White-Caucasian,48,Many priors,"At 48, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
Non-White,59,Many priors,"At 59, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
White-Caucasian,53,Many priors,"This 53-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.2
Non-White,53,Many priors,"This 53-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.2
Non-White,65,Many priors,"At 65, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.2
Non-White,45,Many priors,"This 45-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.2
White-Caucasian,56,Many priors,"At 56, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
White-Caucasian,50,Many priors,"This 50-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.333
White-Caucasian,51,Many priors,"At 51, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
Non-White,60,Some priors,"This 60-year-old Non-White, with Some priors, lives within a steady rhythm of days that hum with quiet predictability.",0.333
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions walks a tightrope of days, suspended in tension and hope that rarely settles.",0.6
White-Caucasian,53,Many priors,"A 53-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
Non-White,57,Some priors,"At 57, this Non-White with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
White-Caucasian,47,Many priors,"A 47-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.375
Non-White,44,Some priors,"At 44, this Non-White with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
White-Caucasian,42,Many priors,"A 42-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
White-Caucasian,36,Some priors,"A 36-year-old White-Caucasian with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.833
Non-White,64,Many priors,"A 64-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.333
White-Caucasian,42,Many priors,"This 42-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.2
Non-White,48,Many priors,"A 48-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
White-Caucasian,48,Many priors,"This 48-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.333
White-Caucasian,52,Some priors,"This 52-year-old White-Caucasian, with Some priors, lives within a steady rhythm of days that hum with quiet predictability.",0.333
Non-White,55,Some priors,"At 55, this Non-White with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
Non-White,56,Many priors,"At 56, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.2
Non-White,45,Many priors,"A 45-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
White-Caucasian,48,Many priors,"A 48-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
Non-White,51,Some priors,"This 51-year-old Non-White, with Some priors, lives within a steady rhythm of days that hum with quiet predictability.",0.333
White-Caucasian,48,Many priors,"A 48-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.375
White-Caucasian,61,No prior convictions,"A 61-year-old White-Caucasian with No prior convictions walks a tightrope of days, suspended in tension and hope that rarely settles.",0.7
Non-White,53,Many priors,"This 53-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.2
White-Caucasian,55,Many priors,"A 55-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
Non-White,54,Many priors,"A 54-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
White-Caucasian,58,Many priors,"A 58-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
White-Caucasian,51,No prior convictions,"This 51-year-old White-Caucasian, with No prior convictions, lives within a steady rhythm of days that hum with quiet predictability.",0.333
Non-White,40,Many priors,"At 40, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
Non-White,52,Some priors,"At 52, this Non-White with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
Non-White,45,Many priors,"A 45-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
Non-White,46,Some priors,"This 46-year-old Non-White, with Some priors, lives within a steady rhythm of days that hum with quiet predictability.",0.333
Non-White,54,Many priors,"At 54, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
Non-White,58,Many priors,"At 58, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
Non-White,50,No prior convictions,"This 50-year-old Non-White, with No prior convictions, lives within a steady rhythm of days that hum with quiet predictability.",0.375
White-Caucasian,52,Many priors,"At 52, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
White-Caucasian,61,No prior convictions,"At 61, this White-Caucasian with No prior convictions drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
White-Caucasian,51,Many priors,"This 51-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.333
Non-White,68,Many priors,"This 68-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.2
Non-White,53,Many priors,"This 53-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.2
White-Caucasian,37,Many priors,"At 37, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
Non-White,55,Many priors,"This 55-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.2
Non-White,52,Many priors,"At 52, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.333
White-Caucasian,59,Many priors,"A 59-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.375
Non-White,54,Many priors,"This 54-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.2
Non-White,49,No prior convictions,"This 49-year-old Non-White, with No prior convictions, lives within a steady rhythm of days that hum with quiet predictability.",0.375
White-Caucasian,41,Many priors,"A 41-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.8
Non-White,48,Many priors,"This 48-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.2
