Effect,Estimate,model,scenario,budget
Indirect,0.009373672424799674,allam_2_7b,s5,600
Spurious,0,allam_2_7b,s5,600
Total,0,allam_2_7b,s5,800
Direct,0,allam_2_7b,s5,800
Indirect,0.00329281182161383,allam_2_7b,s5,800
Spurious,6.505654601883746e-4,allam_2_7b,s5,800
Total,0,allam_2_7b,s6,100
Direct,0,allam_2_7b,s6,100
Indirect,0.0011822574353444304,allam_2_7b,s6,100
Spurious,0.005002851944019954,allam_2_7b,s6,100
Total,0,allam_2_7b,s6,200
Direct,0,allam_2_7b,s6,200
Indirect,0.0029335529318229824,allam_2_7b,s6,200
Spurious,0,allam_2_7b,s6,200
Total,0,allam_2_7b,s6,400
Direct,0,allam_2_7b,s6,400
Indirect,0,allam_2_7b,s6,400
Spurious,0.006665648518288031,allam_2_7b,s6,400
Total,0,allam_2_7b,s6,600
Direct,0,allam_2_7b,s6,600
Indirect,0,allam_2_7b,s6,600
Spurious,0,allam_2_7b,s6,600
Total,0,allam_2_7b,s6,800
Direct,0,allam_2_7b,s6,800
Indirect,0,allam_2_7b,s6,800
Spurious,0.004763440397974961,allam_2_7b,s6,800
Total,0,allam_2_7b,s7,100
Direct,0,allam_2_7b,s7,100
Indirect,0,allam_2_7b,s7,100
Spurious,0,allam_2_7b,s7,100
Total,0,allam_2_7b,s7,200
Direct,0,allam_2_7b,s7,200
Indirect,0,allam_2_7b,s7,200
Spurious,0,allam_2_7b,s7,200
Total,0,allam_2_7b,s7,400
Direct,0,allam_2_7b,s7,400
Indirect,0,allam_2_7b,s7,400
Spurious,0.0015705878830356162,allam_2_7b,s7,400
Total,0,allam_2_7b,s7,600
Direct,0,allam_2_7b,s7,600
Indirect,0,allam_2_7b,s7,600
Spurious,4.3975831066974357e-4,allam_2_7b,s7,600
Total,0,allam_2_7b,s7,800
Direct,0,allam_2_7b,s7,800
Indirect,0,allam_2_7b,s7,800
Spurious,0,allam_2_7b,s7,800
Total,0.039310897435897336,allam_2_7b,s8,100
Direct,0.018399953408189847,allam_2_7b,s8,100
Indirect,0,allam_2_7b,s8,100
Spurious,0,allam_2_7b,s8,100
Total,0.06801380138013798,allam_2_7b,s8,200
Direct,0.031160696617062625,allam_2_7b,s8,200
Indirect,0,allam_2_7b,s8,200
Spurious,0,allam_2_7b,s8,200
Total,0.07702958165587269,allam_2_7b,s8,400
Direct,0.014690124945285338,allam_2_7b,s8,400
Indirect,0,allam_2_7b,s8,400
Spurious,0.0015012490948707114,allam_2_7b,s8,400
Total,0.062066666666666666,allam_2_7b,s8,600
Direct,0.005968208451338121,allam_2_7b,s8,600
Indirect,0,allam_2_7b,s8,600
Spurious,0.006226393245000859,allam_2_7b,s8,600
Total,0.0704598534670302,allam_2_7b,s8,800
Direct,0.008788488960722101,allam_2_7b,s8,800
Indirect,0,allam_2_7b,s8,800
Spurious,0.0011274154248049376,allam_2_7b,s8,800
Total,0,allam_2_7b,s9,100
Direct,0,allam_2_7b,s9,100
Indirect,0.015883885713728844,allam_2_7b,s9,100
Spurious,0.006021126063774039,allam_2_7b,s9,100
Total,0,allam_2_7b,s9,200
Direct,0,allam_2_7b,s9,200
Indirect,0.04268716313886458,allam_2_7b,s9,200
Spurious,0,allam_2_7b,s9,200
Total,0,allam_2_7b,s9,400
Direct,0,allam_2_7b,s9,400
Indirect,0.01862573640410881,allam_2_7b,s9,400
Spurious,0.0015623984874510676,allam_2_7b,s9,400
Total,0,allam_2_7b,s9,600
Direct,0,allam_2_7b,s9,600
Indirect,0.03646173929412566,allam_2_7b,s9,600
Spurious,0.004210826154257207,allam_2_7b,s9,600
Total,0,allam_2_7b,s9,800
Direct,0,allam_2_7b,s9,800
Indirect,0.05387837210876103,allam_2_7b,s9,800
Spurious,0.0012308607205559691,allam_2_7b,s9,800
Total,0.056914400000000004,allam_2_7b,s10,100
Direct,0.053078447002193746,allam_2_7b,s10,100
Indirect,0.001442910633332305,allam_2_7b,s10,100
Spurious,0,allam_2_7b,s10,100
Total,0.002652577030812284,allam_2_7b,s10,200
Direct,0.00435732413301599,allam_2_7b,s10,200
Indirect,0,allam_2_7b,s10,200
Spurious,0.007727517054354202,allam_2_7b,s10,200
Total,0,allam_2_7b,s10,400
Direct,0,allam_2_7b,s10,400
Indirect,0,allam_2_7b,s10,400
Spurious,0,allam_2_7b,s10,400
Total,0.0014612286803186794,allam_2_7b,s10,600
Direct,0,allam_2_7b,s10,600
Indirect,0,allam_2_7b,s10,600
Spurious,0.00342104239492088,allam_2_7b,s10,600
Total,0.0045756775068597115,allam_2_7b,s10,800
Direct,0,allam_2_7b,s10,800
Indirect,0,allam_2_7b,s10,800
Spurious,0.005318144103058708,allam_2_7b,s10,800
Total,0.1154,allam_2_7b,s11,100
Direct,0.018603108342252362,allam_2_7b,s11,100
Indirect,0,allam_2_7b,s11,100
Spurious,0.009650925106723508,allam_2_7b,s11,100
Total,0.11765276527652763,allam_2_7b,s11,200
Direct,0.049814826113142245,allam_2_7b,s11,200
Indirect,0,allam_2_7b,s11,200
Spurious,0.00729241839192887,allam_2_7b,s11,200
Total,0.08961374034350847,allam_2_7b,s11,400
Direct,0.004467452320720022,allam_2_7b,s11,400
Indirect,0,allam_2_7b,s11,400
Spurious,0,allam_2_7b,s11,400
Total,0.09969398639939556,allam_2_7b,s11,600
Direct,0.017442228360195624,allam_2_7b,s11,600
Indirect,0,allam_2_7b,s11,600
Spurious,0.005477561272090774,allam_2_7b,s11,600
Total,0.0859316620728879,allam_2_7b,s11,800
Direct,0,allam_2_7b,s11,800
Indirect,0,allam_2_7b,s11,800
Spurious,0.004694031164221694,allam_2_7b,s11,800
Total,0,allam_2_7b,s12,100
Direct,0,allam_2_7b,s12,100
Indirect,0.034334224151535274,allam_2_7b,s12,100
Spurious,0,allam_2_7b,s12,100
Total,0,allam_2_7b,s12,200
Direct,0,allam_2_7b,s12,200
Indirect,9.122510616437191e-4,allam_2_7b,s12,200
Spurious,0.0033723249318356146,allam_2_7b,s12,200
Total,0,allam_2_7b,s12,400
Direct,0,allam_2_7b,s12,400
Indirect,0,allam_2_7b,s12,400
Spurious,0.002617299512238552,allam_2_7b,s12,400
Total,0,allam_2_7b,s12,600
Direct,0,allam_2_7b,s12,600
Indirect,0,allam_2_7b,s12,600
Spurious,0,allam_2_7b,s12,600
Total,0,allam_2_7b,s12,800
Direct,0,allam_2_7b,s12,800
Indirect,0,allam_2_7b,s12,800
Spurious,4.654628368063206e-4,allam_2_7b,s12,800
Total,0,allam_2_7b,s13,100
Direct,0.013736609277536345,allam_2_7b,s13,100
Indirect,0.10467190933941581,allam_2_7b,s13,100
Spurious,0,allam_2_7b,s13,100
Total,0,allam_2_7b,s13,200
Direct,0,allam_2_7b,s13,200
Indirect,0.07712804853969782,allam_2_7b,s13,200
Spurious,0,allam_2_7b,s13,200
Total,0,allam_2_7b,s13,400
Direct,0,allam_2_7b,s13,400
Indirect,0.07469437719142825,allam_2_7b,s13,400
Spurious,0,allam_2_7b,s13,400
Total,0,allam_2_7b,s13,600
Direct,0,allam_2_7b,s13,600
Indirect,0.05953737841887213,allam_2_7b,s13,600
Spurious,0.0035269897067945716,allam_2_7b,s13,600
Total,0,allam_2_7b,s13,800
Direct,0,allam_2_7b,s13,800
Indirect,0.06520602108399896,allam_2_7b,s13,800
Spurious,0.0033858687988903174,allam_2_7b,s13,800
Total,0.2263428,allam_2_7b,s14,100
Direct,0.18489079342396172,allam_2_7b,s14,100
Indirect,0,allam_2_7b,s14,100
Spurious,0,allam_2_7b,s14,100
Total,0.21337140000000002,allam_2_7b,s14,200
Direct,0.10275447917631315,allam_2_7b,s14,200
Indirect,0,allam_2_7b,s14,200
Spurious,0,allam_2_7b,s14,200
Total,0.2214280648145834,allam_2_7b,s14,400
Direct,0.055024107907899335,allam_2_7b,s14,400
Indirect,0,allam_2_7b,s14,400
Spurious,0,allam_2_7b,s14,400
Total,0.22577640295124227,allam_2_7b,s14,600
Direct,0.07403869945341937,allam_2_7b,s14,600
Indirect,0,allam_2_7b,s14,600
Spurious,0,allam_2_7b,s14,600
Total,0.21927911391139113,allam_2_7b,s14,800
Direct,0.04866516763710458,allam_2_7b,s14,800
Indirect,0,allam_2_7b,s14,800
Spurious,0,allam_2_7b,s14,800
