Effect,Estimate,model,scenario,budget
Indirect,0.020142580457147587,siebert_sentiment_roberta_large_english,s7,600
Spurious,0.002542776603013064,siebert_sentiment_roberta_large_english,s7,600
Total,0,siebert_sentiment_roberta_large_english,s7,800
Direct,0,siebert_sentiment_roberta_large_english,s7,800
Indirect,0.021351333185617886,siebert_sentiment_roberta_large_english,s7,800
Spurious,9.497105285266133e-4,siebert_sentiment_roberta_large_english,s7,800
Total,0,siebert_sentiment_roberta_large_english,s8,100
Direct,0,siebert_sentiment_roberta_large_english,s8,100
Indirect,0,siebert_sentiment_roberta_large_english,s8,100
Spurious,0,siebert_sentiment_roberta_large_english,s8,100
Total,0,siebert_sentiment_roberta_large_english,s8,200
Direct,0,siebert_sentiment_roberta_large_english,s8,200
Indirect,0.007111547998668563,siebert_sentiment_roberta_large_english,s8,200
Spurious,0,siebert_sentiment_roberta_large_english,s8,200
Total,0,siebert_sentiment_roberta_large_english,s8,400
Direct,0,siebert_sentiment_roberta_large_english,s8,400
Indirect,0.0026685372762723174,siebert_sentiment_roberta_large_english,s8,400
Spurious,0,siebert_sentiment_roberta_large_english,s8,400
Total,0,siebert_sentiment_roberta_large_english,s8,600
Direct,0,siebert_sentiment_roberta_large_english,s8,600
Indirect,0.018506771232761596,siebert_sentiment_roberta_large_english,s8,600
Spurious,0,siebert_sentiment_roberta_large_english,s8,600
Total,0,siebert_sentiment_roberta_large_english,s8,800
Direct,0,siebert_sentiment_roberta_large_english,s8,800
Indirect,0.020065305471854023,siebert_sentiment_roberta_large_english,s8,800
Spurious,0,siebert_sentiment_roberta_large_english,s8,800
Total,0,siebert_sentiment_roberta_large_english,s9,100
Direct,0,siebert_sentiment_roberta_large_english,s9,100
Indirect,0.030079653917374088,siebert_sentiment_roberta_large_english,s9,100
Spurious,0,siebert_sentiment_roberta_large_english,s9,100
Total,0,siebert_sentiment_roberta_large_english,s9,200
Direct,0,siebert_sentiment_roberta_large_english,s9,200
Indirect,0.007011543081414385,siebert_sentiment_roberta_large_english,s9,200
Spurious,0.005222112572190964,siebert_sentiment_roberta_large_english,s9,200
Total,0,siebert_sentiment_roberta_large_english,s9,400
Direct,0,siebert_sentiment_roberta_large_english,s9,400
Indirect,0.08704824352696577,siebert_sentiment_roberta_large_english,s9,400
Spurious,0.004195825489248245,siebert_sentiment_roberta_large_english,s9,400
Total,0,siebert_sentiment_roberta_large_english,s9,600
Direct,0,siebert_sentiment_roberta_large_english,s9,600
Indirect,0.05840824144850776,siebert_sentiment_roberta_large_english,s9,600
Spurious,0,siebert_sentiment_roberta_large_english,s9,600
Total,0,siebert_sentiment_roberta_large_english,s9,800
Direct,0,siebert_sentiment_roberta_large_english,s9,800
Indirect,0.0767926262045073,siebert_sentiment_roberta_large_english,s9,800
Spurious,0.011876840287039317,siebert_sentiment_roberta_large_english,s9,800
Total,0,siebert_sentiment_roberta_large_english,s10,100
Direct,0,siebert_sentiment_roberta_large_english,s10,100
Indirect,0,siebert_sentiment_roberta_large_english,s10,100
Spurious,0,siebert_sentiment_roberta_large_english,s10,100
Total,0,siebert_sentiment_roberta_large_english,s10,200
Direct,0,siebert_sentiment_roberta_large_english,s10,200
Indirect,0,siebert_sentiment_roberta_large_english,s10,200
Spurious,0,siebert_sentiment_roberta_large_english,s10,200
Total,0,siebert_sentiment_roberta_large_english,s10,400
Direct,0,siebert_sentiment_roberta_large_english,s10,400
Indirect,0,siebert_sentiment_roberta_large_english,s10,400
Spurious,0,siebert_sentiment_roberta_large_english,s10,400
Total,0,siebert_sentiment_roberta_large_english,s10,600
Direct,0,siebert_sentiment_roberta_large_english,s10,600
Indirect,0,siebert_sentiment_roberta_large_english,s10,600
Spurious,0,siebert_sentiment_roberta_large_english,s10,600
Total,0,siebert_sentiment_roberta_large_english,s10,800
Direct,0,siebert_sentiment_roberta_large_english,s10,800
Indirect,0,siebert_sentiment_roberta_large_english,s10,800
Spurious,0,siebert_sentiment_roberta_large_english,s10,800
Total,0,siebert_sentiment_roberta_large_english,s11,100
Direct,0,siebert_sentiment_roberta_large_english,s11,100
Indirect,0,siebert_sentiment_roberta_large_english,s11,100
Spurious,0,siebert_sentiment_roberta_large_english,s11,100
Total,0,siebert_sentiment_roberta_large_english,s11,200
Direct,0,siebert_sentiment_roberta_large_english,s11,200
Indirect,0.010000826293533778,siebert_sentiment_roberta_large_english,s11,200
Spurious,0,siebert_sentiment_roberta_large_english,s11,200
Total,0,siebert_sentiment_roberta_large_english,s11,400
Direct,0,siebert_sentiment_roberta_large_english,s11,400
Indirect,0.01870284035165481,siebert_sentiment_roberta_large_english,s11,400
Spurious,0,siebert_sentiment_roberta_large_english,s11,400
Total,0,siebert_sentiment_roberta_large_english,s11,600
Direct,0,siebert_sentiment_roberta_large_english,s11,600
Indirect,0.018583431379493233,siebert_sentiment_roberta_large_english,s11,600
Spurious,0,siebert_sentiment_roberta_large_english,s11,600
Total,0,siebert_sentiment_roberta_large_english,s11,800
Direct,0,siebert_sentiment_roberta_large_english,s11,800
Indirect,0.013753775782279943,siebert_sentiment_roberta_large_english,s11,800
Spurious,0,siebert_sentiment_roberta_large_english,s11,800
Total,0,siebert_sentiment_roberta_large_english,s12,100
Direct,0,siebert_sentiment_roberta_large_english,s12,100
Indirect,0.01167757600196311,siebert_sentiment_roberta_large_english,s12,100
Spurious,0,siebert_sentiment_roberta_large_english,s12,100
Total,0,siebert_sentiment_roberta_large_english,s12,200
Direct,0,siebert_sentiment_roberta_large_english,s12,200
Indirect,0,siebert_sentiment_roberta_large_english,s12,200
Spurious,0,siebert_sentiment_roberta_large_english,s12,200
Total,0,siebert_sentiment_roberta_large_english,s12,400
Direct,0,siebert_sentiment_roberta_large_english,s12,400
Indirect,0.0021009108284148,siebert_sentiment_roberta_large_english,s12,400
Spurious,0,siebert_sentiment_roberta_large_english,s12,400
Total,0,siebert_sentiment_roberta_large_english,s12,600
Direct,0,siebert_sentiment_roberta_large_english,s12,600
Indirect,0.024143467504393393,siebert_sentiment_roberta_large_english,s12,600
Spurious,0,siebert_sentiment_roberta_large_english,s12,600
Total,0,siebert_sentiment_roberta_large_english,s12,800
Direct,0,siebert_sentiment_roberta_large_english,s12,800
Indirect,0.0027382147958343516,siebert_sentiment_roberta_large_english,s12,800
Spurious,0,siebert_sentiment_roberta_large_english,s12,800
